cv_mode,method,rotation,seed,split,user,n,accuracy,balanced_accuracy,macro_f1
within_user,a2_234x234,4,71,train,user_0,14,0.42857142857142855,0.4166666666666667,0.40277777777777773
within_user,a2_234x234,4,71,train,user_1,36,0.8055555555555556,0.7430555555555555,0.7337962962962963
within_user,a2_234x234,4,71,train,user_10,20,0.75,0.6818181818181818,0.6536796536796537
within_user,a2_234x234,4,71,train,user_11,27,0.4074074074074074,0.40277777777777773,0.3680555555555556
within_user,a2_234x234,4,71,train,user_12,26,0.6923076923076923,0.611111111111111,0.5658730158730159
within_user,a2_234x234,4,71,train,user_13,19,0.5263157894736842,0.5694444444444444,0.5472222222222222
within_user,a2_234x234,4,71,train,user_14,25,0.56,0.4848484848484848,0.474025974025974
within_user,a2_234x234,4,71,train,user_15,26,0.6538461538461539,0.6805555555555555,0.6005952380952381
within_user,a2_234x234,4,71,train,user_16,24,0.7083333333333334,0.6666666666666666,0.5565476190476191
within_user,a2_234x234,4,71,train,user_18,18,0.5555555555555556,0.5,0.43376623376623374
within_user,a2_234x234,4,71,train,user_19,25,0.56,0.5972222222222222,0.4813492063492064
within_user,a2_234x234,4,71,train,user_2,26,0.6538461538461539,0.6249999999999999,0.5781746031746032
within_user,a2_234x234,4,71,train,user_20,25,0.52,0.5138888888888888,0.4361111111111111
within_user,a2_234x234,4,71,train,user_3,37,0.7837837837837838,0.7708333333333334,0.7558201058201058
within_user,a2_234x234,4,71,train,user_4,27,0.6296296296296297,0.611111111111111,0.5603174603174603
within_user,a2_234x234,4,71,train,user_5,26,0.5384615384615384,0.4861111111111111,0.4936507936507936
within_user,a2_234x234,4,71,train,user_6,30,0.5666666666666667,0.5694444444444444,0.4902777777777778
within_user,a2_234x234,4,71,train,user_7,33,0.5454545454545454,0.5277777777777778,0.5146825396825397
within_user,a2_234x234,4,71,train,user_8,26,0.8846153846153846,0.9027777777777777,0.8992063492063492
within_user,a2_234x234,4,71,train,user_9,24,0.5,0.5151515151515151,0.45104895104895104
within_user,a2_234x234,4,71,val,user_0,4,0.5,0.5,0.4
within_user,a2_234x234,4,71,val,user_1,12,0.75,0.7272727272727273,0.6363636363636364
within_user,a2_234x234,4,71,val,user_10,6,0.5,0.5,0.3333333333333333
within_user,a2_234x234,4,71,val,user_11,9,0.2222222222222222,0.2222222222222222,0.16666666666666666
within_user,a2_234x234,4,71,val,user_12,8,0.25,0.25,0.14814814814814814
within_user,a2_234x234,4,71,val,user_13,6,0.3333333333333333,0.3333333333333333,0.2857142857142857
within_user,a2_234x234,4,71,val,user_14,8,0.5,0.5,0.37037037037037035
within_user,a2_234x234,4,71,val,user_15,8,0.375,0.375,0.25
within_user,a2_234x234,4,71,val,user_16,9,0.6666666666666666,0.6666666666666666,0.5925925925925926
within_user,a2_234x234,4,71,val,user_18,6,0.3333333333333333,0.3333333333333333,0.16666666666666666
within_user,a2_234x234,4,71,val,user_19,9,0.6666666666666666,0.6666666666666666,0.5666666666666667
within_user,a2_234x234,4,71,val,user_2,9,0.6666666666666666,0.6666666666666666,0.5333333333333333
within_user,a2_234x234,4,71,val,user_20,8,0.375,0.375,0.24074074074074073
within_user,a2_234x234,4,71,val,user_3,13,0.6153846153846154,0.5909090909090909,0.4848484848484848
within_user,a2_234x234,4,71,val,user_4,9,0.5555555555555556,0.5555555555555556,0.4629629629629629
within_user,a2_234x234,4,71,val,user_5,8,0.625,0.625,0.48148148148148145
within_user,a2_234x234,4,71,val,user_6,10,0.4,0.4,0.28787878787878785
within_user,a2_234x234,4,71,val,user_7,11,0.36363636363636365,0.36363636363636365,0.2424242424242424
within_user,a2_234x234,4,71,val,user_8,8,0.5,0.5,0.3333333333333333
within_user,a2_234x234,4,71,val,user_9,8,0.5,0.5,0.36666666666666664
within_user,a2_234x234,4,71,test,user_0,4,1.0,1.0,1.0
within_user,a2_234x234,4,71,test,user_1,12,0.6666666666666666,0.6363636363636364,0.5606060606060607
within_user,a2_234x234,4,71,test,user_10,7,0.2857142857142857,0.2857142857142857,0.12962962962962962
within_user,a2_234x234,4,71,test,user_11,8,0.375,0.375,0.26666666666666666
within_user,a2_234x234,4,71,test,user_12,8,0.625,0.625,0.5416666666666666
within_user,a2_234x234,4,71,test,user_13,7,0.42857142857142855,0.42857142857142855,0.3125
within_user,a2_234x234,4,71,test,user_14,8,0.375,0.375,0.3333333333333333
within_user,a2_234x234,4,71,test,user_15,8,0.5,0.5,0.35185185185185186
within_user,a2_234x234,4,71,test,user_16,9,0.4444444444444444,0.4444444444444444,0.3181818181818182
within_user,a2_234x234,4,71,test,user_18,6,0.16666666666666666,0.16666666666666666,0.1111111111111111
within_user,a2_234x234,4,71,test,user_19,8,0.5,0.5,0.3333333333333333
within_user,a2_234x234,4,71,test,user_2,9,0.4444444444444444,0.4444444444444444,0.31481481481481477
within_user,a2_234x234,4,71,test,user_20,9,0.2222222222222222,0.2222222222222222,0.16666666666666666
within_user,a2_234x234,4,71,test,user_3,13,0.6153846153846154,0.5833333333333334,0.5166666666666667
within_user,a2_234x234,4,71,test,user_4,8,0.5,0.5,0.3958333333333333
within_user,a2_234x234,4,71,test,user_5,8,0.5,0.5,0.4444444444444444
within_user,a2_234x234,4,71,test,user_6,10,0.7,0.7,0.6333333333333333
within_user,a2_234x234,4,71,test,user_7,11,0.36363636363636365,0.36363636363636365,0.303030303030303
within_user,a2_234x234,4,71,test,user_8,9,0.5555555555555556,0.5555555555555556,0.39999999999999997
within_user,a2_234x234,4,71,test,user_9,8,0.125,0.125,0.03333333333333333
