cv_mode,method,rotation,seed,split,user,n,accuracy,balanced_accuracy,macro_f1
cross_user,raw250_linear,1,23,train,user_0,22,1.0,1.0,1.0
cross_user,raw250_linear,1,23,train,user_1,60,1.0,1.0,1.0
cross_user,raw250_linear,1,23,train,user_11,44,1.0,1.0,1.0
cross_user,raw250_linear,1,23,train,user_14,41,1.0,1.0,1.0
cross_user,raw250_linear,1,23,train,user_15,42,1.0,1.0,1.0
cross_user,raw250_linear,1,23,train,user_16,42,1.0,1.0,1.0
cross_user,raw250_linear,1,23,train,user_18,30,1.0,1.0,1.0
cross_user,raw250_linear,1,23,train,user_19,42,1.0,1.0,1.0
cross_user,raw250_linear,1,23,train,user_20,42,1.0,1.0,1.0
cross_user,raw250_linear,1,23,train,user_3,63,1.0,1.0,1.0
cross_user,raw250_linear,1,23,train,user_4,44,1.0,1.0,1.0
cross_user,raw250_linear,1,23,train,user_9,40,1.0,1.0,1.0
cross_user,raw250_linear,1,23,val,user_13,32,0.6875,0.6527777777777778,0.6073412698412698
cross_user,raw250_linear,1,23,val,user_5,42,0.47619047619047616,0.4791666666666667,0.45512866762866766
cross_user,raw250_linear,1,23,val,user_7,55,0.4909090909090909,0.47083333333333327,0.44981962481962484
cross_user,raw250_linear,1,23,val,user_8,43,0.7906976744186046,0.8055555555555557,0.7719817219817219
cross_user,raw250_linear,1,23,test,user_10,33,0.5151515151515151,0.5555555555555556,0.4470238095238095
cross_user,raw250_linear,1,23,test,user_12,42,0.47619047619047616,0.4583333333333333,0.4315836940836941
cross_user,raw250_linear,1,23,test,user_2,44,0.6136363636363636,0.6249999999999999,0.5723544973544975
cross_user,raw250_linear,1,23,test,user_6,50,0.6,0.6124999999999999,0.5861411736411737
