cv_mode,method,rotation,seed,split,user,n,accuracy,balanced_accuracy,macro_f1
cross_user,raw250_linear,4,71,train,user_0,22,0.9090909090909091,0.875,0.861111111111111
cross_user,raw250_linear,4,71,train,user_10,33,0.8787878787878788,0.8888888888888888,0.8865079365079366
cross_user,raw250_linear,4,71,train,user_12,42,0.9047619047619048,0.8958333333333334,0.9018759018759018
cross_user,raw250_linear,4,71,train,user_13,32,0.96875,0.9722222222222222,0.9714285714285714
cross_user,raw250_linear,4,71,train,user_14,41,0.8780487804878049,0.8333333333333334,0.8280423280423279
cross_user,raw250_linear,4,71,train,user_16,42,0.8571428571428571,0.8125,0.8005531505531506
cross_user,raw250_linear,4,71,train,user_2,44,1.0,1.0,1.0
cross_user,raw250_linear,4,71,train,user_3,63,0.9047619047619048,0.8958333333333334,0.876984126984127
cross_user,raw250_linear,4,71,train,user_5,42,0.9047619047619048,0.8958333333333334,0.900132275132275
cross_user,raw250_linear,4,71,train,user_6,50,0.76,0.765277777777778,0.763606301106301
cross_user,raw250_linear,4,71,train,user_7,55,0.9272727272727272,0.9180555555555555,0.9226851851851853
cross_user,raw250_linear,4,71,train,user_8,43,0.9767441860465116,0.9583333333333334,0.9629629629629629
cross_user,raw250_linear,4,71,val,user_1,60,0.8166666666666667,0.7972222222222224,0.8038151663151664
cross_user,raw250_linear,4,71,val,user_15,42,0.6428571428571429,0.673611111111111,0.6115995115995116
cross_user,raw250_linear,4,71,val,user_18,30,0.36666666666666664,0.3333333333333333,0.3005291005291005
cross_user,raw250_linear,4,71,val,user_20,42,0.6666666666666666,0.6458333333333334,0.6287291412291413
cross_user,raw250_linear,4,71,test,user_11,44,0.36363636363636365,0.375,0.29417989417989415
cross_user,raw250_linear,4,71,test,user_19,42,0.6666666666666666,0.6805555555555555,0.6418650793650794
cross_user,raw250_linear,4,71,test,user_4,44,0.7954545454545454,0.7847222222222222,0.7796536796536797
cross_user,raw250_linear,4,71,test,user_9,40,0.375,0.3819444444444444,0.3138888888888889
