cv_mode,method,rotation,seed,split,user,n,accuracy,balanced_accuracy,macro_f1
within_user,raw250_linear,4,71,train,user_0,14,1.0,1.0,1.0
within_user,raw250_linear,4,71,train,user_1,36,1.0,1.0,1.0
within_user,raw250_linear,4,71,train,user_10,20,1.0,1.0,1.0
within_user,raw250_linear,4,71,train,user_11,27,1.0,1.0,1.0
within_user,raw250_linear,4,71,train,user_12,26,1.0,1.0,1.0
within_user,raw250_linear,4,71,train,user_13,19,1.0,1.0,1.0
within_user,raw250_linear,4,71,train,user_14,25,1.0,1.0,1.0
within_user,raw250_linear,4,71,train,user_15,26,1.0,1.0,1.0
within_user,raw250_linear,4,71,train,user_16,24,1.0,1.0,1.0
within_user,raw250_linear,4,71,train,user_18,18,1.0,1.0,1.0
within_user,raw250_linear,4,71,train,user_19,25,1.0,1.0,1.0
within_user,raw250_linear,4,71,train,user_2,26,1.0,1.0,1.0
within_user,raw250_linear,4,71,train,user_20,25,1.0,1.0,1.0
within_user,raw250_linear,4,71,train,user_3,37,1.0,1.0,1.0
within_user,raw250_linear,4,71,train,user_4,27,1.0,1.0,1.0
within_user,raw250_linear,4,71,train,user_5,26,1.0,1.0,1.0
within_user,raw250_linear,4,71,train,user_6,30,1.0,1.0,1.0
within_user,raw250_linear,4,71,train,user_7,33,1.0,1.0,1.0
within_user,raw250_linear,4,71,train,user_8,26,1.0,1.0,1.0
within_user,raw250_linear,4,71,train,user_9,24,1.0,1.0,1.0
within_user,raw250_linear,4,71,val,user_0,4,0.25,0.25,0.16666666666666666
within_user,raw250_linear,4,71,val,user_1,12,0.8333333333333334,0.8181818181818182,0.7575757575757575
within_user,raw250_linear,4,71,val,user_10,6,0.3333333333333333,0.3333333333333333,0.20833333333333331
within_user,raw250_linear,4,71,val,user_11,9,0.3333333333333333,0.3333333333333333,0.2222222222222222
within_user,raw250_linear,4,71,val,user_12,8,0.25,0.25,0.18518518518518517
within_user,raw250_linear,4,71,val,user_13,6,0.6666666666666666,0.6666666666666666,0.5238095238095238
within_user,raw250_linear,4,71,val,user_14,8,0.75,0.75,0.6296296296296295
within_user,raw250_linear,4,71,val,user_15,8,0.75,0.75,0.6296296296296295
within_user,raw250_linear,4,71,val,user_16,9,0.6666666666666666,0.6666666666666666,0.55
within_user,raw250_linear,4,71,val,user_18,6,0.3333333333333333,0.3333333333333333,0.20833333333333331
within_user,raw250_linear,4,71,val,user_19,9,0.4444444444444444,0.4444444444444444,0.4074074074074074
within_user,raw250_linear,4,71,val,user_2,9,0.5555555555555556,0.5555555555555556,0.4259259259259259
within_user,raw250_linear,4,71,val,user_20,8,0.375,0.375,0.29166666666666663
within_user,raw250_linear,4,71,val,user_3,13,0.7692307692307693,0.7727272727272727,0.6666666666666666
within_user,raw250_linear,4,71,val,user_4,9,0.5555555555555556,0.5555555555555556,0.4666666666666666
within_user,raw250_linear,4,71,val,user_5,8,0.375,0.375,0.2424242424242424
within_user,raw250_linear,4,71,val,user_6,10,0.3,0.3,0.2
within_user,raw250_linear,4,71,val,user_7,11,0.2727272727272727,0.2727272727272727,0.17748917748917747
within_user,raw250_linear,4,71,val,user_8,8,0.875,0.875,0.7777777777777778
within_user,raw250_linear,4,71,val,user_9,8,0.625,0.625,0.49999999999999994
within_user,raw250_linear,4,71,test,user_0,4,0.75,0.75,0.6
within_user,raw250_linear,4,71,test,user_1,12,0.75,0.7272727272727273,0.6666666666666666
within_user,raw250_linear,4,71,test,user_10,7,0.5714285714285714,0.5714285714285714,0.4
within_user,raw250_linear,4,71,test,user_11,8,0.375,0.375,0.29166666666666663
within_user,raw250_linear,4,71,test,user_12,8,0.625,0.625,0.48148148148148145
within_user,raw250_linear,4,71,test,user_13,7,0.5714285714285714,0.5714285714285714,0.5
within_user,raw250_linear,4,71,test,user_14,8,0.625,0.625,0.5185185185185185
within_user,raw250_linear,4,71,test,user_15,8,0.5,0.5,0.35185185185185186
within_user,raw250_linear,4,71,test,user_16,9,0.5555555555555556,0.5555555555555556,0.4666666666666667
within_user,raw250_linear,4,71,test,user_18,6,0.16666666666666666,0.16666666666666666,0.1111111111111111
within_user,raw250_linear,4,71,test,user_19,8,0.375,0.375,0.26666666666666666
within_user,raw250_linear,4,71,test,user_2,9,0.5555555555555556,0.5555555555555556,0.4090909090909091
within_user,raw250_linear,4,71,test,user_20,9,0.7777777777777778,0.7777777777777778,0.6666666666666666
within_user,raw250_linear,4,71,test,user_3,13,0.8461538461538461,0.8333333333333334,0.7777777777777777
within_user,raw250_linear,4,71,test,user_4,8,0.875,0.875,0.7777777777777778
within_user,raw250_linear,4,71,test,user_5,8,0.625,0.625,0.5185185185185185
within_user,raw250_linear,4,71,test,user_6,10,0.6,0.6,0.46969696969696967
within_user,raw250_linear,4,71,test,user_7,11,0.45454545454545453,0.45454545454545453,0.4090909090909091
within_user,raw250_linear,4,71,test,user_8,9,0.8888888888888888,0.8888888888888888,0.8518518518518517
within_user,raw250_linear,4,71,test,user_9,8,0.375,0.375,0.2121212121212121
