cv_mode,method,rotation,seed,split,user,n,accuracy,balanced_accuracy,macro_f1
within_user,a2_234x234,0,11,train,user_0,13,0.8461538461538461,0.8333333333333334,0.8148148148148148
within_user,a2_234x234,0,11,train,user_1,36,1.0,1.0,1.0
within_user,a2_234x234,0,11,train,user_10,21,1.0,1.0,1.0
within_user,a2_234x234,0,11,train,user_11,26,0.5769230769230769,0.5694444444444444,0.47261904761904766
within_user,a2_234x234,0,11,train,user_12,25,0.92,0.8888888888888888,0.8761904761904762
within_user,a2_234x234,0,11,train,user_13,20,0.9,0.8636363636363636,0.8303030303030302
within_user,a2_234x234,0,11,train,user_14,24,0.9166666666666666,0.8888888888888888,0.8666666666666667
within_user,a2_234x234,0,11,train,user_15,26,0.9615384615384616,0.9545454545454546,0.9515151515151515
within_user,a2_234x234,0,11,train,user_16,25,0.92,0.9166666666666666,0.9158730158730158
within_user,a2_234x234,0,11,train,user_18,18,0.9444444444444444,0.9090909090909091,0.8787878787878788
within_user,a2_234x234,0,11,train,user_19,24,1.0,1.0,1.0
within_user,a2_234x234,0,11,train,user_2,26,0.9615384615384616,0.9722222222222222,0.9666666666666667
within_user,a2_234x234,0,11,train,user_20,25,0.96,0.9722222222222222,0.9714285714285714
within_user,a2_234x234,0,11,train,user_3,37,1.0,1.0,1.0
within_user,a2_234x234,0,11,train,user_4,26,1.0,1.0,1.0
within_user,a2_234x234,0,11,train,user_5,25,0.88,0.9027777777777777,0.8805555555555555
within_user,a2_234x234,0,11,train,user_6,30,0.9,0.9166666666666666,0.8936507936507937
within_user,a2_234x234,0,11,train,user_7,33,0.8484848484848485,0.861111111111111,0.8609126984126984
within_user,a2_234x234,0,11,train,user_8,26,0.9615384615384616,0.9583333333333334,0.9603174603174603
within_user,a2_234x234,0,11,train,user_9,24,0.625,0.5972222222222222,0.5527777777777777
within_user,a2_234x234,0,11,val,user_0,5,0.4,0.4,0.25
within_user,a2_234x234,0,11,val,user_1,12,0.6666666666666666,0.6818181818181818,0.5833333333333334
within_user,a2_234x234,0,11,val,user_10,6,0.8333333333333334,0.8333333333333334,0.7142857142857143
within_user,a2_234x234,0,11,val,user_11,9,0.7777777777777778,0.7777777777777778,0.7037037037037037
within_user,a2_234x234,0,11,val,user_12,9,0.5555555555555556,0.5555555555555556,0.4242424242424242
within_user,a2_234x234,0,11,val,user_13,6,0.6666666666666666,0.6666666666666666,0.5238095238095238
within_user,a2_234x234,0,11,val,user_14,9,0.4444444444444444,0.4444444444444444,0.35
within_user,a2_234x234,0,11,val,user_15,8,0.25,0.25,0.16666666666666666
within_user,a2_234x234,0,11,val,user_16,8,0.75,0.75,0.6666666666666666
within_user,a2_234x234,0,11,val,user_18,6,0.16666666666666666,0.16666666666666666,0.14285714285714285
within_user,a2_234x234,0,11,val,user_19,9,0.8888888888888888,0.8888888888888888,0.8518518518518517
within_user,a2_234x234,0,11,val,user_2,9,0.7777777777777778,0.7777777777777778,0.7222222222222222
within_user,a2_234x234,0,11,val,user_20,9,0.5555555555555556,0.5555555555555556,0.4333333333333333
within_user,a2_234x234,0,11,val,user_3,13,0.7692307692307693,0.75,0.6944444444444443
within_user,a2_234x234,0,11,val,user_4,9,0.6666666666666666,0.6666666666666666,0.5925925925925926
within_user,a2_234x234,0,11,val,user_5,9,0.3333333333333333,0.3333333333333333,0.2
within_user,a2_234x234,0,11,val,user_6,10,0.6,0.6,0.5333333333333333
within_user,a2_234x234,0,11,val,user_7,11,0.45454545454545453,0.45454545454545453,0.3939393939393939
within_user,a2_234x234,0,11,val,user_8,9,0.6666666666666666,0.6666666666666666,0.5925925925925926
within_user,a2_234x234,0,11,val,user_9,8,0.375,0.375,0.2708333333333333
within_user,a2_234x234,0,11,test,user_0,4,0.5,0.5,0.3333333333333333
within_user,a2_234x234,0,11,test,user_1,12,0.6666666666666666,0.6363636363636364,0.5833333333333334
within_user,a2_234x234,0,11,test,user_10,6,0.6666666666666666,0.6666666666666666,0.5238095238095238
within_user,a2_234x234,0,11,test,user_11,9,0.3333333333333333,0.3333333333333333,0.2333333333333333
within_user,a2_234x234,0,11,test,user_12,8,0.625,0.625,0.48148148148148145
within_user,a2_234x234,0,11,test,user_13,6,0.6666666666666666,0.6666666666666666,0.5833333333333334
within_user,a2_234x234,0,11,test,user_14,8,0.375,0.375,0.3333333333333333
within_user,a2_234x234,0,11,test,user_15,8,0.625,0.625,0.5208333333333333
within_user,a2_234x234,0,11,test,user_16,9,0.6666666666666666,0.6666666666666666,0.5925925925925926
within_user,a2_234x234,0,11,test,user_18,6,0.6666666666666666,0.6666666666666666,0.5
within_user,a2_234x234,0,11,test,user_19,9,0.6666666666666666,0.6666666666666666,0.5151515151515151
within_user,a2_234x234,0,11,test,user_2,9,0.6666666666666666,0.6666666666666666,0.55
within_user,a2_234x234,0,11,test,user_20,8,0.375,0.375,0.2727272727272727
within_user,a2_234x234,0,11,test,user_3,13,0.8461538461538461,0.8636363636363636,0.8181818181818182
within_user,a2_234x234,0,11,test,user_4,9,0.6666666666666666,0.6666666666666666,0.5925925925925926
within_user,a2_234x234,0,11,test,user_5,8,0.625,0.625,0.48148148148148145
within_user,a2_234x234,0,11,test,user_6,10,0.5,0.5,0.3939393939393939
within_user,a2_234x234,0,11,test,user_7,11,0.6363636363636364,0.6363636363636364,0.5606060606060607
within_user,a2_234x234,0,11,test,user_8,8,0.625,0.625,0.5416666666666666
within_user,a2_234x234,0,11,test,user_9,8,0.375,0.375,0.2424242424242424
