cv_mode,method,rotation,seed,split,user,n,accuracy,balanced_accuracy,macro_f1
cross_user,a2_234x234,3,53,train,user_1,60,0.8666666666666667,0.826388888888889,0.810037185037185
cross_user,a2_234x234,3,53,train,user_10,33,0.6666666666666666,0.625,0.580573593073593
cross_user,a2_234x234,3,53,train,user_12,42,0.6428571428571429,0.6041666666666666,0.5982804232804232
cross_user,a2_234x234,3,53,train,user_13,32,0.34375,0.3194444444444444,0.2579059829059829
cross_user,a2_234x234,3,53,train,user_15,42,0.6666666666666666,0.6666666666666666,0.6035307285307284
cross_user,a2_234x234,3,53,train,user_18,30,0.5,0.4166666666666667,0.39365079365079364
cross_user,a2_234x234,3,53,train,user_2,44,0.7272727272727273,0.7013888888888888,0.6819264069264069
cross_user,a2_234x234,3,53,train,user_20,42,0.6190476190476191,0.6527777777777778,0.6234487734487734
cross_user,a2_234x234,3,53,train,user_5,42,0.5,0.4791666666666667,0.4365079365079365
cross_user,a2_234x234,3,53,train,user_6,50,0.78,0.7666666666666666,0.7422138047138046
cross_user,a2_234x234,3,53,train,user_7,55,0.4909090909090909,0.48055555555555557,0.4563789152024446
cross_user,a2_234x234,3,53,train,user_8,43,0.6744186046511628,0.673611111111111,0.6505531505531505
cross_user,a2_234x234,3,53,val,user_11,44,0.2727272727272727,0.25,0.23106962481962479
cross_user,a2_234x234,3,53,val,user_19,42,0.5952380952380952,0.5902777777777778,0.5327214452214452
cross_user,a2_234x234,3,53,val,user_4,44,0.36363636363636365,0.375,0.2981481481481481
cross_user,a2_234x234,3,53,val,user_9,40,0.325,0.31249999999999994,0.2490546218487395
cross_user,a2_234x234,3,53,test,user_0,22,0.3181818181818182,0.2916666666666667,0.24305555555555555
cross_user,a2_234x234,3,53,test,user_14,41,0.7073170731707317,0.6597222222222222,0.6528032153032153
cross_user,a2_234x234,3,53,test,user_16,42,0.5714285714285714,0.548611111111111,0.5221153846153846
cross_user,a2_234x234,3,53,test,user_3,63,0.5714285714285714,0.5486111111111112,0.5227004275917319
