epoch,train_total_loss,train_endpoint_loss,train_aux_loss,train_balanced_accuracy,val_total_loss,val_endpoint_loss,val_aux_loss,val_balanced_accuracy
1,11.023930162242685,8.205330524510238,2.8185995852064964,0.11927390312047297,6.696876525878906,4.5313286781311035,2.1655478477478027,0.12394179894179895
2,5.448642276035119,4.122699302568288,1.3259429088352879,0.23706215162463004,5.319736480712891,3.621014356613159,1.6987223625183105,0.21779100529100534
3,3.602262507617576,2.817171794001699,0.7850906287741538,0.39833540477053364,4.443422794342041,2.9049339294433594,1.538488745689392,0.2568121693121693
4,2.3527075554951127,1.7957533337368201,0.5569542015481118,0.5204557804874805,3.896022081375122,2.4105942249298096,1.4854278564453125,0.28583453583453583
5,1.648582896759506,1.2215582317001028,0.42702468829598156,0.582061566178736,3.088223934173584,1.692911982536316,1.3953120708465576,0.4110870610870611
6,1.3873213355184217,1.029429491743984,0.35789184326148893,0.6367210597540548,2.8248045444488525,1.5491929054260254,1.2756116390228271,0.46862674362674367
7,1.2137558663363301,0.9215174253754279,0.29223840813218216,0.6662964476622165,3.0215158462524414,1.6597144603729248,1.3618013858795166,0.41390091390091394
8,1.0401761711361897,0.7924888498196299,0.24768731626401463,0.7275017578039534,2.9575910568237305,1.6620746850967407,1.2955164909362793,0.4541786916786916
9,0.9397448379283517,0.7267668972532433,0.21297795203692327,0.7452396584499729,3.0243630409240723,1.718880295753479,1.3054828643798828,0.45374579124579123
10,0.8621514323656407,0.6754858789263412,0.1866655586200819,0.7733547283525951,3.161240339279175,1.7827799320220947,1.37846040725708,0.43935786435786434
11,0.7993662143943642,0.6363776064575641,0.16298859795994686,0.7801424736877877,3.0543899536132812,1.6998776197433472,1.354512333869934,0.4958814333814334
12,0.7417158782995096,0.5963482774678688,0.14536759767700597,0.7933985318181492,3.007437229156494,1.636091947555542,1.3713454008102417,0.4872474747474747
13,0.6981286388050874,0.565306602985231,0.1328220341784203,0.8172175231210965,2.914957046508789,1.5646791458129883,1.3502779006958008,0.4843013468013468
14,0.6495210894619126,0.5309798689799546,0.1185412226940494,0.8264157470002306,3.04833984375,1.6376821994781494,1.410657525062561,0.47550505050505043
15,0.6403436853635331,0.5319367311702538,0.10840695444975375,0.8152464028716743,3.060715675354004,1.6060658693313599,1.4546496868133545,0.4900252525252525
16,0.593089774943465,0.493639954909195,0.09944981422512543,0.8339878864295657,3.0382962226867676,1.598466396331787,1.439829707145691,0.4741161616161616
17,0.5624575994511274,0.4702971337584333,0.09216045558760376,0.8404221428064335,3.104994773864746,1.6447845697402954,1.4602103233337402,0.45820707070707073
18,0.5415159454649369,0.4552090135170548,0.08630692689533694,0.8494724415933673,3.1132988929748535,1.6324138641357422,1.4808849096298218,0.46654040404040403
19,0.5148840116756919,0.4345302915203797,0.08035371289708733,0.8498736570147442,3.1355323791503906,1.6275720596313477,1.507960319519043,0.46654040404040403
20,0.497819692152913,0.4226731919585735,0.07514649381453938,0.8595252279877187,3.107564926147461,1.6107158660888672,1.4968489408493042,0.480429292929293
21,0.5001274103141693,0.42874447193490456,0.07138293345495673,0.863499758898293,3.167520761489868,1.632615327835083,1.5349054336547852,0.4943181818181818
22,0.4685809119330421,0.40021191904138576,0.06836898683244924,0.8808476375084267,3.238582134246826,1.6458864212036133,1.592695713043213,0.45959595959595956
23,0.46200549187020057,0.39710379262389084,0.06490169476442001,0.8717159034951245,3.1529011726379395,1.61948823928833,1.5334128141403198,0.48505892255892263
24,0.44658810592764625,0.38542739521205527,0.06116070137351187,0.8859615989399056,3.152092456817627,1.6085201501846313,1.5435723066329956,0.5018939393939394
25,0.42988154522933564,0.37178104043827614,0.05810049986675151,0.888542947826286,3.2898716926574707,1.6919326782226562,1.597939133644104,0.4901515151515152
26,0.4184934612805995,0.3629332679787109,0.05556019746959722,0.8930972311856008,3.2211101055145264,1.6155309677124023,1.605579137802124,0.5018939393939394
27,0.4106649302471936,0.3563665481422116,0.054298385609063145,0.8871479502610607,3.2863969802856445,1.6738823652267456,1.612514615058899,0.4741161616161616
28,0.39639261144368865,0.3446067770151181,0.051785834710692376,0.9006700273981029,3.275294780731201,1.6550300121307373,1.6202646493911743,0.4873737373737374
29,0.3860067660550037,0.3360251620693995,0.04998160446008183,0.9035584471185146,3.3430190086364746,1.6738696098327637,1.6691495180130005,0.47979797979797983
30,0.3710066361702248,0.3235185128635055,0.047488117497574645,0.8985381632564348,3.2810564041137695,1.6343024969100952,1.6467540264129639,0.5018939393939394
31,0.35924966025475585,0.31286328943789316,0.046386372394180135,0.9110386507384242,3.3099913597106934,1.6705083847045898,1.639483094215393,0.48800505050505055
32,0.35099945975252766,0.30557491852166113,0.04542453946119331,0.9185820129201513,3.3690884113311768,1.6816514730453491,1.6874369382858276,0.49633838383838386
33,0.3423940048211618,0.29869302135223774,0.0437009869088866,0.9169599317515015,3.358341693878174,1.657572627067566,1.7007689476013184,0.5102272727272729
34,0.33544944254953973,0.2931851256837533,0.042264311784387866,0.9170393979033872,3.4066922664642334,1.6808682680130005,1.725823998451233,0.49494949494949503
35,0.32581846659647207,0.2848538533750787,0.04096461460956095,0.9221996879103753,3.4107184410095215,1.6891330480575562,1.7215853929519653,0.4943181818181819
36,0.31963440619421907,0.2796584899679929,0.03997592170355704,0.9220347180762878,3.3998265266418457,1.6778624057769775,1.7219641208648682,0.49494949494949503
37,0.31400614320308534,0.2754418326737343,0.03856430550886514,0.9291198307188826,3.461796283721924,1.7208819389343262,1.740914225578308,0.4742424242424243
38,0.31295006856860885,0.27516694071986386,0.03778313010571951,0.9235185374950404,3.4842867851257324,1.719454288482666,1.7648324966430664,0.4943181818181819
39,0.30259724784636044,0.26587269407746716,0.03672455042190273,0.9237079123902978,3.460521936416626,1.699967861175537,1.7605540752410889,0.4943181818181819
40,0.29429895909128007,0.2586102443594941,0.035688711622034214,0.9318162582927614,3.5917134284973145,1.8143270015716553,1.7773863077163696,0.4659090909090909
41,0.2897539774337447,0.25501023789486255,0.03474374151052891,0.9347359118172536,3.54548716545105,1.742287039756775,1.803200125694275,0.48737373737373746
42,0.28315931194415395,0.24906260103448943,0.034096706600895026,0.9338693545675557,3.5282695293426514,1.7149333953857422,1.8133361339569092,0.49494949494949503
43,0.2765386733971857,0.2430860936231334,0.03345257338303143,0.9299644064409095,3.571302890777588,1.752892255783081,1.8184105157852173,0.4797979797979799
44,0.27039758761039906,0.2379098085753889,0.03248778200370104,0.9368275006814546,3.6136527061462402,1.7613650560379028,1.852287769317627,0.4963383838383839
45,0.27405317822750175,0.24198945453983575,0.03206372341836791,0.938224718308511,3.6145987510681152,1.7577749490737915,1.8568239212036133,0.49570707070707076
46,0.2661673562046583,0.23475749228989606,0.031409861720303356,0.941142080625152,3.5532588958740234,1.7293986082077026,1.8238604068756104,0.5082070707070707
47,0.25717228769024963,0.2264723440763667,0.03069994552461703,0.9407604534158812,3.70634126663208,1.833716630935669,1.8726245164871216,0.5006673881673882
48,0.25325332305004594,0.22294515420052763,0.03030816690832787,0.9441305514550967,3.6189613342285156,1.7704145908355713,1.8485467433929443,0.4943181818181819
49,0.25035424091934955,0.22082476151174193,0.02952948225527463,0.9403444138882063,3.6659774780273438,1.781771183013916,1.8842064142227173,0.48876262626262634
50,0.24933075822774392,0.22041465298444188,0.028916105337876974,0.9428692379203832,3.759751081466675,1.8097360134124756,1.9500150680541992,0.48042929292929304
51,0.2391023095216275,0.21058575903897442,0.02851654764219939,0.9475570360090323,3.746321201324463,1.803235650062561,1.9430855512619019,0.4728535353535354
52,0.23683841636792313,0.20896769770246365,0.02787071381809379,0.9455372466117918,3.7419586181640625,1.802502155303955,1.9394563436508179,0.48042929292929304
