epoch,train_total_loss,train_endpoint_loss,train_aux_loss,train_balanced_accuracy,val_total_loss,val_endpoint_loss,val_aux_loss,val_balanced_accuracy
1,6.426623575863863,6.426623575863863,,0.10943193987265391,3.4275996685028076,3.4275996685028076,,0.16468253968253968
2,3.8779071091374515,3.8779071091374515,,0.18935607203486082,2.323779821395874,2.323779821395874,,0.2982142857142857
3,2.214087222611432,2.214087222611432,,0.45108253546514354,2.1183135509490967,2.1183135509490967,,0.34821428571428575
4,1.396998424743416,1.396998424743416,,0.5517443750145988,2.024066686630249,2.024066686630249,,0.38420514670514666
5,1.2780629414904754,1.2780629414904754,,0.5673135146361729,2.0864627361297607,2.0864627361297607,,0.3515873015873016
6,1.0562698952917797,1.0562698952917797,,0.6301837680448662,1.9840731620788574,1.9840731620788574,,0.38630952380952377
7,0.9686669993523681,0.9686669993523681,,0.6902465027481064,1.704689383506775,1.704689383506775,,0.4471560846560847
8,0.849851763494659,0.849851763494659,,0.7029561507952901,1.8597460985183716,1.8597460985183716,,0.4284812409812409
9,0.7701279020350484,0.7701279020350484,,0.7345281095502848,1.8298158645629883,1.8298158645629883,,0.39805194805194805
10,0.7185063405209277,0.7185063405209277,,0.7418057947489851,1.777948021888733,1.777948021888733,,0.4059223184223184
11,0.6849767527769026,0.6849767527769026,,0.7535112677020562,1.769658088684082,1.769658088684082,,0.44282708032708035
12,0.6312761815607856,0.6312761815607856,,0.7749251782509559,1.7091443538665771,1.7091443538665771,,0.44683140933140936
13,0.5983011653829565,0.5983011653829565,,0.7863730209676246,1.654357671737671,1.654357671737671,,0.45410654160654157
14,0.5708540080951947,0.5708540080951947,,0.7984047195031182,1.6722438335418701,1.6722438335418701,,0.44762506012506015
15,0.5714406404971256,0.5714406404971256,,0.8014193061925122,1.6542296409606934,1.6542296409606934,,0.4420695045695046
16,0.5300140046929739,0.5300140046929739,,0.8200064422848694,1.6856427192687988,1.6856427192687988,,0.432473544973545
17,0.5196031363818814,0.5196031363818814,,0.825250738040082,1.6608096361160278,1.6608096361160278,,0.45532708032708036
18,0.4873595377766942,0.4873595377766942,,0.8331594851856986,1.7017134428024292,1.7017134428024292,,0.4701779701779702
19,0.48037031698144855,0.48037031698144855,,0.8348428684470477,1.652366042137146,1.652366042137146,,0.44838263588263594
20,0.46779800784772524,0.46779800784772524,,0.8400155425153487,1.652720332145691,1.652720332145691,,0.46028739778739786
21,0.4583271964486823,0.4583271964486823,,0.8443848304546989,1.6264300346374512,1.6264300346374512,,0.475438912938913
22,0.4348565989435232,0.4348565989435232,,0.8581813506867061,1.6197668313980103,1.6197668313980103,,0.4823833573833574
23,0.41973589522292815,0.41973589522292815,,0.8676712232674991,1.669085144996643,1.669085144996643,,0.48932780182780183
24,0.40532639802220355,0.40532639802220355,,0.8685345301130928,1.6503366231918335,1.6503366231918335,,0.47480759980759984
25,0.39126411690769425,0.39126411690769425,,0.8769541168393773,1.6189478635787964,1.6189478635787964,,0.5101611351611353
26,0.3900671377649816,0.3900671377649816,,0.8720271430014263,1.6744778156280518,1.6744778156280518,,0.487974987974988
27,0.37796160840331583,0.37796160840331583,,0.8809704789747275,1.6406583786010742,1.6406583786010742,,0.5039742664742666
28,0.3719592954636441,0.3719592954636441,,0.8796886298468247,1.6570566892623901,1.6570566892623901,,0.49564093314093327
29,0.35572753715843425,0.35572753715843425,,0.8954666841675675,1.6547070741653442,1.6547070741653442,,0.5117484367484367
30,0.3487567000360374,0.3487567000360374,,0.8865421478288155,1.6718083620071411,1.6718083620071411,,0.5177368927368928
31,0.3346721327345876,0.3346721327345876,,0.8977903816522422,1.644738793373108,1.644738793373108,,0.5019540644540645
32,0.3315149696476488,0.3315149696476488,,0.8947555315648117,1.6050145626068115,1.6050145626068115,,0.5429353054353055
33,0.346460827759334,0.346460827759334,,0.883345314765123,1.70517098903656,1.70517098903656,,0.5032166907166908
34,0.33307248430900444,0.33307248430900444,,0.9024596798843904,1.667625904083252,1.667625904083252,,0.5164742664742665
35,0.3080468022628413,0.3080468022628413,,0.9150476440756208,1.6044341325759888,1.6044341325759888,,0.5325817700817701
36,0.3011172396385731,0.3011172396385731,,0.9181215309302605,1.7106707096099854,1.7106707096099854,,0.52008177008177
37,0.3016200841704252,0.3016200841704252,,0.9125714219977986,1.6619528532028198,1.6619528532028198,,0.5263949013949015
38,0.29265077922512456,0.29265077922512456,,0.9139080237894951,1.6516377925872803,1.6516377925872803,,0.5171055796055797
39,0.28571030200040687,0.28571030200040687,,0.9145015324529723,1.7057687044143677,1.7057687044143677,,0.531355218855219
40,0.28128309268344087,0.28128309268344087,,0.9221060163548125,1.6744309663772583,1.6744309663772583,,0.5528198653198654
41,0.2693009254957025,0.2693009254957025,,0.9205912253607392,1.6721922159194946,1.6721922159194946,,0.5375420875420877
42,0.26449781661394745,0.26449781661394745,,0.9281565835203445,1.6792467832565308,1.6792467832565308,,0.5409151034151035
43,0.2585432574076004,0.2585432574076004,,0.9256969470290767,1.7294577360153198,1.7294577360153198,,0.5375420875420877
44,0.25602317046175316,0.25602317046175316,,0.9279036660065133,1.659325122833252,1.659325122833252,,0.5375420875420877
45,0.24994124305432922,0.24994124305432922,,0.9251164251493039,1.6974772214889526,1.6974772214889526,,0.5534511784511785
46,0.24248833338795758,0.24248833338795758,,0.9376473242610853,1.7119821310043335,1.7119821310043335,,0.5520622895622896
47,0.2443971307162779,0.2443971307162779,,0.9318460086130714,1.6801270246505737,1.6801270246505737,,0.548490860990861
48,0.23532925425626325,0.23532925425626325,,0.929411890486436,1.6810956001281738,1.6810956001281738,,0.5497474747474747
49,0.23319199978792318,0.23319199978792318,,0.9354399584243739,1.7267767190933228,1.7267767190933228,,0.5520622895622896
50,0.23200079531965076,0.23200079531965076,,0.9383583674247723,1.7149605751037598,1.7149605751037598,,0.5451178451178451
51,0.2243819116212415,0.2243819116212415,,0.9376870902750003,1.6840147972106934,1.6840147972106934,,0.5520622895622896
52,0.22030560915933828,0.22030560915933828,,0.9430402670663494,1.755922794342041,1.755922794342041,,0.5520622895622896
53,0.21644593636776208,0.21644593636776208,,0.9490972781742743,1.7673921585083008,1.7673921585083008,,0.5451178451178451
54,0.2130508013005511,0.2130508013005511,,0.9471837664383432,1.7163996696472168,1.7163996696472168,,0.5520622895622895
55,0.20961721736469696,0.20961721736469696,,0.9517237903332059,1.7461371421813965,1.7461371421813965,,0.5576178451178452
56,0.20275166701275388,0.20275166701275388,,0.9554411105946438,1.7828538417816162,1.7828538417816162,,0.5312289562289564
57,0.20082388292491538,0.20082388292491538,,0.95213682591781,1.7612725496292114,1.7612725496292114,,0.548490860990861
58,0.1975927902273385,0.1975927902273385,,0.9569516407326248,1.7688820362091064,1.7688820362091064,,0.5401575276575277
59,0.19646585244114756,0.19646585244114756,,0.9509764507991015,1.7597019672393799,1.7597019672393799,,0.5520622895622896
60,0.19221441709338696,0.19221441709338696,,0.9576152209795384,1.7433788776397705,1.7433788776397705,,0.52487974987975
61,0.19194239303597896,0.19194239303597896,,0.9528466833144953,1.784401535987854,1.784401535987854,,0.5401575276575277
62,0.18647574785962162,0.18647574785962162,,0.9587684386768737,1.7868680953979492,1.7868680953979492,,0.5381734006734007
63,0.18694947341941104,0.18694947341941104,,0.9542130018297703,1.7879947423934937,1.7879947423934937,,0.5401575276575277
64,0.18261564421674265,0.18261564421674265,,0.9571344517487691,1.7796251773834229,1.7796251773834229,,0.5401575276575277
65,0.1760608070688691,0.1760608070688691,,0.962107113890549,1.8010122776031494,1.8010122776031494,,0.5159511784511784
66,0.1758075466254492,0.1758075466254492,,0.9625878831213183,1.8030931949615479,1.8030931949615479,,0.5590067340067341
67,0.17547787672065826,0.17547787672065826,,0.9623949818867503,1.8145703077316284,1.8145703077316284,,0.5520622895622896
68,0.16968077741781323,0.16968077741781323,,0.9654457891042242,1.8325790166854858,1.8325790166854858,,0.5143638768638769
69,0.16800719556012375,0.16800719556012375,,0.9639975459893145,1.7950178384780884,1.7950178384780884,,0.5520622895622896
70,0.16590552214090673,0.16590552214090673,,0.962240660899096,1.8030887842178345,1.8030887842178345,,0.5451178451178451
71,0.16377172592174577,0.16377172592174577,,0.9620049897075424,1.8248437643051147,1.8248437643051147,,0.5520622895622896
72,0.1628112291817821,0.1628112291817821,,0.9630965475207983,1.8375332355499268,1.8375332355499268,,0.5381734006734007
73,0.1585062067192721,0.1585062067192721,,0.9639975459893145,1.813657283782959,1.813657283782959,,0.5318241943241944
74,0.16050883165837976,0.16050883165837976,,0.9598902335486686,1.8127827644348145,1.8127827644348145,,0.5170093795093794
75,0.15388731758483715,0.15388731758483715,,0.9688794310795329,1.8525856733322144,1.8525856733322144,,0.5401575276575278
76,0.1548754402569362,0.1548754402569362,,0.9705414152840622,1.8425949811935425,1.8425949811935425,,0.5332130832130831
77,0.1502749040440725,0.1502749040440725,,0.9704392252251113,1.8514550924301147,1.8514550924301147,,0.5583754208754209
78,0.15156751368419233,0.15156751368419233,,0.9689702081310942,1.8682236671447754,1.8682236671447754,,0.5381734006734007
79,0.14562890559383596,0.14562890559383596,,0.9719813152105975,1.8356233835220337,1.8356233835220337,,0.5176046176046175
80,0.14489415470068304,0.14489415470068304,,0.9752303991397128,1.8690848350524902,1.8690848350524902,,0.5444865319865321
81,0.14274681630109962,0.14274681630109962,,0.9785690743533881,1.8754957914352417,1.8754957914352417,,0.5451178451178451
82,0.14074853594814027,0.14074853594814027,,0.9768923174682979,1.8886386156082153,1.8886386156082153,,0.5179353054353054
83,0.13750120148498712,0.13750120148498712,,0.978628428579409,1.855621576309204,1.855621576309204,,0.5189935064935064
84,0.1372737807707409,0.1372737807707409,,0.9735536422546227,1.8624130487442017,1.8624130487442017,,0.5378427128427128
85,0.13551536238337136,0.13551536238337136,,0.9785690743533881,1.8725814819335938,1.8725814819335938,,0.5248797498797498
86,0.134165738297309,0.134165738297309,,0.97669941623373,1.9019713401794434,1.9019713401794434,,0.5332130832130831
87,0.1327544924083347,0.1327544924083347,,0.9786284285794089,1.9458389282226562,1.9458389282226562,,0.5114177489177488
88,0.13403276014245932,0.13403276014245932,,0.9801716384559521,1.9092645645141602,1.9092645645141602,,0.524549062049062
89,0.12902162740850204,0.12902162740850204,,0.9801716384559521,1.9161418676376343,1.9161418676376343,,0.5358585858585858
90,0.13029887954257235,0.13029887954257235,,0.9784355273448412,1.9175641536712646,1.9175641536712646,,0.5179353054353054
91,0.12700804053659898,0.12700804053659898,,0.9818056253840567,1.9135406017303467,1.9135406017303467,,0.5540464165464165
92,0.12673446197517974,0.12673446197517974,,0.9799359672643986,1.9362680912017822,1.9362680912017822,,0.5189935064935064
93,0.12543297588517457,0.12543297588517457,,0.9802309926819731,1.9194252490997314,1.9194252490997314,,0.5428030303030302
94,0.12354845175336848,0.12354845175336848,,0.9818649796100777,1.9357333183288574,1.9357333183288574,,0.5367845117845119
95,0.1205245103180511,0.1205245103180511,,0.9834081894866209,1.948672890663147,1.948672890663147,,0.5328823953823953
96,0.1193106824631535,0.1193106824631535,,0.9818649796100777,1.9373365640640259,1.9373365640640259,,0.5428030303030302
