case,architecture,training_scope,test_ba_mean,test_ba_std,test_ba_count,test_accuracy_mean,test_accuracy_std,test_accuracy_count,test_macro_f1_mean,test_macro_f1_std,test_macro_f1_count,best_epoch_mean,best_epoch_std,best_epoch_count
C0_a2_2layer,234x234,reused_exp7.3_A2,0.5645017020017019,0.032830002252363294,3,0.5753424657534246,0.0273972602739726,3,0.5547460404904488,0.0352901718046051,3,91.0,2.6457513110645907,3
C1_frozen_a2_train_l3,234x234x234,W3_only,0.47547151922151915,0.06302558923525779,3,0.4885844748858448,0.05905258975514874,3,0.4574308429981249,0.0651979879713932,3,22.0,21.656407827707714,3
C2_c1_init_e2e_3layer,234x234x234,full_e2e_from_C1,0.5041865541865541,0.02575421166855998,3,0.5182648401826485,0.020925003173314343,3,0.4893297304077345,0.03167640030084588,3,25.333333333333332,29.68725877094976,3
