contrast,left_variant,right_variant,rotation,seed,probe,test_ba_delta
D0_minus_D2,original,masked_accel_reencode,2,37,l1__spike__fixed250_ordered_mean,-0.005711880711880779
D0_minus_D1,original,postencode_mask,2,37,l1__post_reset__whole_mean,0.003412097162097283
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,l1__post_reset__whole_mean,-0.03670935545935561
D0_minus_D2,original,masked_accel_reencode,2,37,l1__post_reset__whole_mean,-0.033297258297258325
D0_minus_D1,original,postencode_mask,2,37,l1__post_reset__fixed250_ordered_mean,-0.0034196127946127808
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,l1__post_reset__fixed250_ordered_mean,0.0
D0_minus_D2,original,masked_accel_reencode,2,37,l1__post_reset__fixed250_ordered_mean,-0.0034196127946127808
D0_minus_D1,original,postencode_mask,2,37,l1__spike__whole_count,-0.003987794612794582
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,l1__spike__whole_count,0.007496091871091792
D0_minus_D2,original,masked_accel_reencode,2,37,l1__spike__whole_count,0.0035082972582972105
D0_minus_D1,original,postencode_mask,2,37,l1__spike__fixed250_count,0.08659361471861476
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,l1__spike__fixed250_count,-0.05568181818181822
D0_minus_D2,original,masked_accel_reencode,2,37,l1__spike__fixed250_count,0.030911796536796543
D0_minus_D1,original,postencode_mask,2,37,l2__syn_current__whole_mean,-0.005469877344877194
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,l2__syn_current__whole_mean,0.0339240620490619
D0_minus_D2,original,masked_accel_reencode,2,37,l2__syn_current__whole_mean,0.028454184704184704
D0_minus_D1,original,postencode_mask,2,37,l2__syn_current__fixed250_ordered_mean,-0.0452080327080327
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,l2__syn_current__fixed250_ordered_mean,-0.013158369408369397
D0_minus_D2,original,masked_accel_reencode,2,37,l2__syn_current__fixed250_ordered_mean,-0.058366402116402094
D0_minus_D1,original,postencode_mask,2,37,l2__pre_reset__whole_mean,-0.04210257335257328
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,l2__pre_reset__whole_mean,-0.0036751443001443174
D0_minus_D2,original,masked_accel_reencode,2,37,l2__pre_reset__whole_mean,-0.0457777176527176
D0_minus_D1,original,postencode_mask,2,37,l2__pre_reset__fixed250_ordered_mean,-0.018683862433862497
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,l2__pre_reset__fixed250_ordered_mean,-0.017140151515151525
D0_minus_D2,original,masked_accel_reencode,2,37,l2__pre_reset__fixed250_ordered_mean,-0.03582401394901402
D0_minus_D1,original,postencode_mask,2,37,l2__spike__whole_mean,-0.009027777777777801
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,l2__spike__whole_mean,0.022462722462722517
D0_minus_D2,original,masked_accel_reencode,2,37,l2__spike__whole_mean,0.013434944684944716
D0_minus_D1,original,postencode_mask,2,37,l2__spike__fixed250_ordered_mean,-0.02908249158249171
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,l2__spike__fixed250_ordered_mean,-0.09068813131313119
D0_minus_D2,original,masked_accel_reencode,2,37,l2__spike__fixed250_ordered_mean,-0.1197706228956229
D0_minus_D1,original,postencode_mask,2,37,l2__post_reset__whole_mean,-0.08475078162578153
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,l2__post_reset__whole_mean,0.013735569985569906
D0_minus_D2,original,masked_accel_reencode,2,37,l2__post_reset__whole_mean,-0.07101521164021163
D0_minus_D1,original,postencode_mask,2,37,l2__post_reset__fixed250_ordered_mean,-0.05044943482443487
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,l2__post_reset__fixed250_ordered_mean,0.030597643097643068
D0_minus_D2,original,masked_accel_reencode,2,37,l2__post_reset__fixed250_ordered_mean,-0.0198517917267918
D0_minus_D1,original,postencode_mask,2,37,l2__spike__whole_count,-0.013029100529100612
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,l2__spike__whole_count,0.008934583934584017
D0_minus_D2,original,masked_accel_reencode,2,37,l2__spike__whole_count,-0.004094516594516595
D0_minus_D1,original,postencode_mask,2,37,l2__spike__fixed250_count,-0.025998075998076076
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,l2__spike__fixed250_count,-0.04054683742183751
D0_minus_D2,original,masked_accel_reencode,2,37,l2__spike__fixed250_count,-0.06654491341991359
D0_minus_D1,original,postencode_mask,3,11,input__events__whole_count,-0.10071606634106645
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,input__events__whole_count,0.04134742572242567
D0_minus_D2,original,masked_accel_reencode,3,11,input__events__whole_count,-0.05936864061864078
D0_minus_D1,original,postencode_mask,3,11,input__events__fixed250_count,-0.019008190883190834
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,input__events__fixed250_count,-0.0013901607651607417
D0_minus_D2,original,masked_accel_reencode,3,11,input__events__fixed250_count,-0.020398351648351576
D0_minus_D1,original,postencode_mask,3,11,l1__syn_current__whole_mean,-0.05413232600732609
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,l1__syn_current__whole_mean,-0.00910536223036229
D0_minus_D2,original,masked_accel_reencode,3,11,l1__syn_current__whole_mean,-0.06323768823768838
D0_minus_D1,original,postencode_mask,3,11,l1__syn_current__fixed250_ordered_mean,0.048589489214489134
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,l1__syn_current__fixed250_ordered_mean,-0.01937957875457874
D0_minus_D2,original,masked_accel_reencode,3,11,l1__syn_current__fixed250_ordered_mean,0.029209910459910393
D0_minus_D1,original,postencode_mask,3,11,l1__pre_reset__whole_mean,-0.04446606634106631
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,l1__pre_reset__whole_mean,0.06566951566951562
D0_minus_D2,original,masked_accel_reencode,3,11,l1__pre_reset__whole_mean,0.02120344932844931
D0_minus_D1,original,postencode_mask,3,11,l1__pre_reset__fixed250_ordered_mean,-0.007247150997151008
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,l1__pre_reset__fixed250_ordered_mean,0.012262159137159112
D0_minus_D2,original,masked_accel_reencode,3,11,l1__pre_reset__fixed250_ordered_mean,0.005015008140008104
D0_minus_D1,original,postencode_mask,3,11,l1__spike__whole_mean,-0.05900488400488402
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,l1__spike__whole_mean,0.09623015873015883
D0_minus_D2,original,masked_accel_reencode,3,11,l1__spike__whole_mean,0.037225274725274815
D0_minus_D1,original,postencode_mask,3,11,l1__spike__fixed250_ordered_mean,-0.043503256003256
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,l1__spike__fixed250_ordered_mean,0.016446632071632106
D0_minus_D2,original,masked_accel_reencode,3,11,l1__spike__fixed250_ordered_mean,-0.02705662393162389
D0_minus_D1,original,postencode_mask,3,11,l1__post_reset__whole_mean,-0.048781542531542765
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,l1__post_reset__whole_mean,0.05250178062678079
D0_minus_D2,original,masked_accel_reencode,3,11,l1__post_reset__whole_mean,0.0037202380952380265
D0_minus_D1,original,postencode_mask,3,11,l1__post_reset__fixed250_ordered_mean,-0.019019637769637887
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,l1__post_reset__fixed250_ordered_mean,0.0026556776556775352
D0_minus_D2,original,masked_accel_reencode,3,11,l1__post_reset__fixed250_ordered_mean,-0.016363960113960352
D0_minus_D1,original,postencode_mask,3,11,l1__spike__whole_count,-0.04350707163207168
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,l1__spike__whole_count,0.16623168498168506
D0_minus_D2,original,masked_accel_reencode,3,11,l1__spike__whole_count,0.12272461334961338
D0_minus_D1,original,postencode_mask,3,11,l1__spike__fixed250_count,-0.011039886039886038
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,l1__spike__fixed250_count,-0.004508801383801275
D0_minus_D2,original,masked_accel_reencode,3,11,l1__spike__fixed250_count,-0.015548687423687313
D0_minus_D1,original,postencode_mask,3,11,l2__syn_current__whole_mean,-0.020171957671957674
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,l2__syn_current__whole_mean,0.02487281237281236
D0_minus_D2,original,masked_accel_reencode,3,11,l2__syn_current__whole_mean,0.004700854700854684
D0_minus_D1,original,postencode_mask,3,11,l2__syn_current__fixed250_ordered_mean,-0.07457519332519347
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,l2__syn_current__fixed250_ordered_mean,0.023092185592185732
D0_minus_D2,original,masked_accel_reencode,3,11,l2__syn_current__fixed250_ordered_mean,-0.051483007733007735
D0_minus_D1,original,postencode_mask,3,11,l2__pre_reset__whole_mean,-0.0006715506715506692
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,l2__pre_reset__whole_mean,-0.0008610602360602515
D0_minus_D2,original,masked_accel_reencode,3,11,l2__pre_reset__whole_mean,-0.0015326109076109207
D0_minus_D1,original,postencode_mask,3,11,l2__pre_reset__fixed250_ordered_mean,-0.08306878306878307
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,l2__pre_reset__fixed250_ordered_mean,0.058416005291005435
D0_minus_D2,original,masked_accel_reencode,3,11,l2__pre_reset__fixed250_ordered_mean,-0.024652777777777635
D0_minus_D1,original,postencode_mask,3,11,l2__spike__whole_mean,-0.081024877899878
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,l2__spike__whole_mean,0.08550569800569818
D0_minus_D2,original,masked_accel_reencode,3,11,l2__spike__whole_mean,0.004480820105820182
D0_minus_D1,original,postencode_mask,3,11,l2__spike__fixed250_ordered_mean,-0.002132936507936445
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,l2__spike__fixed250_ordered_mean,-0.0008101851851850528
D0_minus_D2,original,masked_accel_reencode,3,11,l2__spike__fixed250_ordered_mean,-0.0029431216931214976
D0_minus_D1,original,postencode_mask,3,11,l2__post_reset__whole_mean,-0.032743182743182775
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,l2__post_reset__whole_mean,0.033007733007733076
D0_minus_D2,original,masked_accel_reencode,3,11,l2__post_reset__whole_mean,0.0002645502645503006
D0_minus_D1,original,postencode_mask,3,11,l2__post_reset__fixed250_ordered_mean,-0.040062830687830786
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,l2__post_reset__fixed250_ordered_mean,-0.004910714285714324
D0_minus_D2,original,masked_accel_reencode,3,11,l2__post_reset__fixed250_ordered_mean,-0.04497354497354511
D0_minus_D1,original,postencode_mask,3,11,l2__spike__whole_count,-0.0087301587301587
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,l2__spike__whole_count,0.08201185388685384
D0_minus_D2,original,masked_accel_reencode,3,11,l2__spike__whole_count,0.07328169515669514
D0_minus_D1,original,postencode_mask,3,11,l2__spike__fixed250_count,0.03125508750508743
D1_minus_D2,postencode_mask,masked_accel_reencode,3,11,l2__spike__fixed250_count,0.027160917785917782
D0_minus_D2,original,masked_accel_reencode,3,11,l2__spike__fixed250_count,0.05841600529100521
D0_minus_D1,original,postencode_mask,3,23,input__events__whole_count,-0.10071606634106645
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,input__events__whole_count,0.04134742572242567
D0_minus_D2,original,masked_accel_reencode,3,23,input__events__whole_count,-0.05936864061864078
D0_minus_D1,original,postencode_mask,3,23,input__events__fixed250_count,-0.019008190883190834
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,input__events__fixed250_count,-0.0013901607651607417
D0_minus_D2,original,masked_accel_reencode,3,23,input__events__fixed250_count,-0.020398351648351576
D0_minus_D1,original,postencode_mask,3,23,l1__syn_current__whole_mean,-0.09010607448107444
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,l1__syn_current__whole_mean,0.008697089947089731
D0_minus_D2,original,masked_accel_reencode,3,23,l1__syn_current__whole_mean,-0.08140898453398471
D0_minus_D1,original,postencode_mask,3,23,l1__syn_current__fixed250_ordered_mean,-0.0250381562881562
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,l1__syn_current__fixed250_ordered_mean,-0.002646774521774642
D0_minus_D2,original,masked_accel_reencode,3,23,l1__syn_current__fixed250_ordered_mean,-0.02768493080993084
D0_minus_D1,original,postencode_mask,3,23,l1__pre_reset__whole_mean,-0.006132987382987398
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,l1__pre_reset__whole_mean,-0.003334859584859573
D0_minus_D2,original,masked_accel_reencode,3,23,l1__pre_reset__whole_mean,-0.009467846967846971
D0_minus_D1,original,postencode_mask,3,23,l1__pre_reset__fixed250_ordered_mean,0.0011688542938542712
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,l1__pre_reset__fixed250_ordered_mean,-0.027299552299552277
D0_minus_D2,original,masked_accel_reencode,3,23,l1__pre_reset__fixed250_ordered_mean,-0.026130698005698005
D0_minus_D1,original,postencode_mask,3,23,l1__spike__whole_mean,-0.03241249491249498
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,l1__spike__whole_mean,0.01554614367114382
D0_minus_D2,original,masked_accel_reencode,3,23,l1__spike__whole_mean,-0.016866351241351163
D0_minus_D1,original,postencode_mask,3,23,l1__spike__fixed250_ordered_mean,-0.07686965811965796
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,l1__spike__fixed250_ordered_mean,0.021235246235246197
D0_minus_D2,original,masked_accel_reencode,3,23,l1__spike__fixed250_ordered_mean,-0.05563441188441176
D0_minus_D1,original,postencode_mask,3,23,l1__post_reset__whole_mean,-0.08033043345543356
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,l1__post_reset__whole_mean,0.038548026048025985
D0_minus_D2,original,masked_accel_reencode,3,23,l1__post_reset__whole_mean,-0.041782407407407574
D0_minus_D1,original,postencode_mask,3,23,l1__post_reset__fixed250_ordered_mean,-0.035978835978836
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,l1__post_reset__fixed250_ordered_mean,0.010790598290598252
D0_minus_D2,original,masked_accel_reencode,3,23,l1__post_reset__fixed250_ordered_mean,-0.025188237688237747
D0_minus_D1,original,postencode_mask,3,23,l1__spike__whole_count,-0.0938822751322751
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,l1__spike__whole_count,0.06197471509971508
D0_minus_D2,original,masked_accel_reencode,3,23,l1__spike__whole_count,-0.03190756003256001
D0_minus_D1,original,postencode_mask,3,23,l1__spike__fixed250_count,-0.08511523199023174
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,l1__spike__fixed250_count,0.004171754171754083
D0_minus_D2,original,masked_accel_reencode,3,23,l1__spike__fixed250_count,-0.08094347781847766
D0_minus_D1,original,postencode_mask,3,23,l2__syn_current__whole_mean,0.0006295787545786968
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,l2__syn_current__whole_mean,0.021956400081399985
D0_minus_D2,original,masked_accel_reencode,3,23,l2__syn_current__whole_mean,0.02258597883597868
D0_minus_D1,original,postencode_mask,3,23,l2__syn_current__fixed250_ordered_mean,-0.07524292836792845
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,l2__syn_current__fixed250_ordered_mean,0.011755952380952506
D0_minus_D2,original,masked_accel_reencode,3,23,l2__syn_current__fixed250_ordered_mean,-0.06348697598697595
D0_minus_D1,original,postencode_mask,3,23,l2__pre_reset__whole_mean,-0.0038576007326007744
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,l2__pre_reset__whole_mean,0.012725122100121888
D0_minus_D2,original,masked_accel_reencode,3,23,l2__pre_reset__whole_mean,0.008867521367521114
D0_minus_D1,original,postencode_mask,3,23,l2__pre_reset__fixed250_ordered_mean,-0.1024585368335369
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,l2__pre_reset__fixed250_ordered_mean,0.01736111111111127
D0_minus_D2,original,masked_accel_reencode,3,23,l2__pre_reset__fixed250_ordered_mean,-0.08509742572242562
D0_minus_D1,original,postencode_mask,3,23,l2__spike__whole_mean,-0.008928571428571397
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,l2__spike__whole_mean,0.10136090761090766
D0_minus_D2,original,masked_accel_reencode,3,23,l2__spike__whole_mean,0.09243233618233626
D0_minus_D1,original,postencode_mask,3,23,l2__spike__fixed250_ordered_mean,-0.07272334147334147
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,l2__spike__fixed250_ordered_mean,0.10859788359788358
D0_minus_D2,original,masked_accel_reencode,3,23,l2__spike__fixed250_ordered_mean,0.03587454212454211
D0_minus_D1,original,postencode_mask,3,23,l2__post_reset__whole_mean,-0.012873931623931578
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,l2__post_reset__whole_mean,0.05391229141229137
D0_minus_D2,original,masked_accel_reencode,3,23,l2__post_reset__whole_mean,0.04103835978835979
D0_minus_D1,original,postencode_mask,3,23,l2__post_reset__fixed250_ordered_mean,-0.03599028286528283
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,l2__post_reset__fixed250_ordered_mean,0.012599206349206415
D0_minus_D2,original,masked_accel_reencode,3,23,l2__post_reset__fixed250_ordered_mean,-0.023391076516076414
D0_minus_D1,original,postencode_mask,3,23,l2__spike__whole_count,-0.01926892551892556
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,l2__spike__whole_count,0.09540852665852662
D0_minus_D2,original,masked_accel_reencode,3,23,l2__spike__whole_count,0.07613960113960105
D0_minus_D1,original,postencode_mask,3,23,l2__spike__fixed250_count,-0.09179385429385456
D1_minus_D2,postencode_mask,masked_accel_reencode,3,23,l2__spike__fixed250_count,0.04260912698412722
D0_minus_D2,original,masked_accel_reencode,3,23,l2__spike__fixed250_count,-0.04918472730972734
D0_minus_D1,original,postencode_mask,3,37,input__events__whole_count,-0.10071606634106645
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,input__events__whole_count,0.04134742572242567
D0_minus_D2,original,masked_accel_reencode,3,37,input__events__whole_count,-0.05936864061864078
D0_minus_D1,original,postencode_mask,3,37,input__events__fixed250_count,-0.019008190883190834
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,input__events__fixed250_count,-0.0013901607651607417
D0_minus_D2,original,masked_accel_reencode,3,37,input__events__fixed250_count,-0.020398351648351576
D0_minus_D1,original,postencode_mask,3,37,l1__syn_current__whole_mean,-0.08147512210012209
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,l1__syn_current__whole_mean,-0.005236314611314685
D0_minus_D2,original,masked_accel_reencode,3,37,l1__syn_current__whole_mean,-0.08671143671143677
D0_minus_D1,original,postencode_mask,3,37,l1__syn_current__fixed250_ordered_mean,0.01281924094424114
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,l1__syn_current__fixed250_ordered_mean,0.03712988400488393
D0_minus_D2,original,masked_accel_reencode,3,37,l1__syn_current__fixed250_ordered_mean,0.04994912494912507
D0_minus_D1,original,postencode_mask,3,37,l1__pre_reset__whole_mean,-0.05438670126170131
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,l1__pre_reset__whole_mean,0.060681216931216975
D0_minus_D2,original,masked_accel_reencode,3,37,l1__pre_reset__whole_mean,0.006294515669515666
D0_minus_D1,original,postencode_mask,3,37,l1__pre_reset__fixed250_ordered_mean,0.007705026455026354
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,l1__pre_reset__fixed250_ordered_mean,0.03927935490435486
D0_minus_D2,original,masked_accel_reencode,3,37,l1__pre_reset__fixed250_ordered_mean,0.04698438135938121
D0_minus_D1,original,postencode_mask,3,37,l1__spike__whole_mean,0.026825142450142336
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,l1__spike__whole_mean,0.03310185185185188
D0_minus_D2,original,masked_accel_reencode,3,37,l1__spike__whole_mean,0.05992699430199422
D0_minus_D1,original,postencode_mask,3,37,l1__spike__fixed250_ordered_mean,-0.06304054741554732
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,l1__spike__fixed250_ordered_mean,7.122507122503396e-05
D0_minus_D2,original,masked_accel_reencode,3,37,l1__spike__fixed250_ordered_mean,-0.06296932234432229
D0_minus_D1,original,postencode_mask,3,37,l1__post_reset__whole_mean,-0.05657687220187224
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,l1__post_reset__whole_mean,0.011602055352055385
D0_minus_D2,original,masked_accel_reencode,3,37,l1__post_reset__whole_mean,-0.04497481684981686
D0_minus_D1,original,postencode_mask,3,37,l1__post_reset__fixed250_ordered_mean,-0.046213624338624415
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,l1__post_reset__fixed250_ordered_mean,0.04397512210012211
D0_minus_D2,original,masked_accel_reencode,3,37,l1__post_reset__fixed250_ordered_mean,-0.0022385022385023046
D0_minus_D1,original,postencode_mask,3,37,l1__spike__whole_count,0.03638202075702068
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,l1__spike__whole_count,0.06169490231990238
D0_minus_D2,original,masked_accel_reencode,3,37,l1__spike__whole_count,0.09807692307692306
D0_minus_D1,original,postencode_mask,3,37,l1__spike__fixed250_count,-0.0457163207163207
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,l1__spike__fixed250_count,-0.013470441595441751
D0_minus_D2,original,masked_accel_reencode,3,37,l1__spike__fixed250_count,-0.05918676231176245
D0_minus_D1,original,postencode_mask,3,37,l2__syn_current__whole_mean,0.04819266381766385
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,l2__syn_current__whole_mean,-0.03507453194953192
D0_minus_D2,original,masked_accel_reencode,3,37,l2__syn_current__whole_mean,0.013118131868131933
D0_minus_D1,original,postencode_mask,3,37,l2__syn_current__fixed250_ordered_mean,-0.12569444444444444
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,l2__syn_current__fixed250_ordered_mean,0.003907203907203893
D0_minus_D2,original,masked_accel_reencode,3,37,l2__syn_current__fixed250_ordered_mean,-0.12178724053724055
D0_minus_D1,original,postencode_mask,3,37,l2__pre_reset__whole_mean,-0.03576897639397647
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,l2__pre_reset__whole_mean,0.04265873015873023
D0_minus_D2,original,masked_accel_reencode,3,37,l2__pre_reset__whole_mean,0.006889753764753759
D0_minus_D1,original,postencode_mask,3,37,l2__pre_reset__fixed250_ordered_mean,-0.12008928571428568
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,l2__pre_reset__fixed250_ordered_mean,-0.021071174196174214
D0_minus_D2,original,masked_accel_reencode,3,37,l2__pre_reset__fixed250_ordered_mean,-0.1411604599104599
D0_minus_D1,original,postencode_mask,3,37,l2__spike__whole_mean,-0.025522741147741224
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,l2__spike__whole_mean,0.12792658730158735
D0_minus_D2,original,masked_accel_reencode,3,37,l2__spike__whole_mean,0.10240384615384612
D0_minus_D1,original,postencode_mask,3,37,l2__spike__fixed250_ordered_mean,-0.10210495522995533
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,l2__spike__fixed250_ordered_mean,0.09829695767195767
D0_minus_D2,original,masked_accel_reencode,3,37,l2__spike__fixed250_ordered_mean,-0.0038079975579976555
D0_minus_D1,original,postencode_mask,3,37,l2__post_reset__whole_mean,0.0442969067969069
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,l2__post_reset__whole_mean,0.04077380952380949
D0_minus_D2,original,masked_accel_reencode,3,37,l2__post_reset__whole_mean,0.08507071632071639
D0_minus_D1,original,postencode_mask,3,37,l2__post_reset__fixed250_ordered_mean,-0.05954034391534391
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,l2__post_reset__fixed250_ordered_mean,-0.08313619251119264
D0_minus_D2,original,masked_accel_reencode,3,37,l2__post_reset__fixed250_ordered_mean,-0.14267653642653655
D0_minus_D1,original,postencode_mask,3,37,l2__spike__whole_count,0.01763202075702086
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,l2__spike__whole_count,0.043634259259259345
D0_minus_D2,original,masked_accel_reencode,3,37,l2__spike__whole_count,0.061266280016280206
D0_minus_D1,original,postencode_mask,3,37,l2__spike__fixed250_count,-0.0526175213675214
D1_minus_D2,postencode_mask,masked_accel_reencode,3,37,l2__spike__fixed250_count,0.061160714285714346
D0_minus_D2,original,masked_accel_reencode,3,37,l2__spike__fixed250_count,0.008543192918192943
D0_minus_D1,original,postencode_mask,4,11,input__events__whole_count,-0.04543650793650783
D1_minus_D2,postencode_mask,masked_accel_reencode,4,11,input__events__whole_count,0.03560363247863241
D0_minus_D2,original,masked_accel_reencode,4,11,input__events__whole_count,-0.009832875457875423
D0_minus_D1,original,postencode_mask,4,11,input__events__fixed250_count,-0.05913843101343097
D1_minus_D2,postencode_mask,masked_accel_reencode,4,11,input__events__fixed250_count,0.07765186202686203
D0_minus_D2,original,masked_accel_reencode,4,11,input__events__fixed250_count,0.01851343101343106
D0_minus_D1,original,postencode_mask,4,11,l1__syn_current__whole_mean,-0.06505265567765561
D1_minus_D2,postencode_mask,masked_accel_reencode,4,11,l1__syn_current__whole_mean,-0.05458638583638592
D0_minus_D2,original,masked_accel_reencode,4,11,l1__syn_current__whole_mean,-0.11963904151404153
D0_minus_D1,original,postencode_mask,4,11,l1__syn_current__fixed250_ordered_mean,0.03145222832722816
D1_minus_D2,postencode_mask,masked_accel_reencode,4,11,l1__syn_current__fixed250_ordered_mean,-0.021642246642246676
D0_minus_D2,original,masked_accel_reencode,4,11,l1__syn_current__fixed250_ordered_mean,0.009809981684981484
D0_minus_D1,original,postencode_mask,4,11,l1__pre_reset__whole_mean,0.04557387057387069
D1_minus_D2,postencode_mask,masked_accel_reencode,4,11,l1__pre_reset__whole_mean,-0.07827380952380963
D0_minus_D2,original,masked_accel_reencode,4,11,l1__pre_reset__whole_mean,-0.032699938949938945
D0_minus_D1,original,postencode_mask,4,11,l1__pre_reset__fixed250_ordered_mean,-0.011278998778998739
D1_minus_D2,postencode_mask,masked_accel_reencode,4,11,l1__pre_reset__fixed250_ordered_mean,-0.0031021062271061606
D0_minus_D2,original,masked_accel_reencode,4,11,l1__pre_reset__fixed250_ordered_mean,-0.0143811050061049
D0_minus_D1,original,postencode_mask,4,11,l1__spike__whole_mean,-0.05931013431013432
D1_minus_D2,postencode_mask,masked_accel_reencode,4,11,l1__spike__whole_mean,-0.003918650793650891
D0_minus_D2,original,masked_accel_reencode,4,11,l1__spike__whole_mean,-0.06322878510378521
D0_minus_D1,original,postencode_mask,4,11,l1__spike__fixed250_ordered_mean,0.004368894993894978
D1_minus_D2,postencode_mask,masked_accel_reencode,4,11,l1__spike__fixed250_ordered_mean,-0.062103174603174716
D0_minus_D2,original,masked_accel_reencode,4,11,l1__spike__fixed250_ordered_mean,-0.05773427960927974
D0_minus_D1,original,postencode_mask,4,11,l1__post_reset__whole_mean,0.011126373626373642
D1_minus_D2,postencode_mask,masked_accel_reencode,4,11,l1__post_reset__whole_mean,0.002701465201465192
D0_minus_D2,original,masked_accel_reencode,4,11,l1__post_reset__whole_mean,0.013827838827838834
D0_minus_D1,original,postencode_mask,4,11,l1__post_reset__fixed250_ordered_mean,0.02459554334554337
D1_minus_D2,postencode_mask,masked_accel_reencode,4,11,l1__post_reset__fixed250_ordered_mean,0.002602258852258954
D0_minus_D2,original,masked_accel_reencode,4,11,l1__post_reset__fixed250_ordered_mean,0.027197802197802323
D0_minus_D1,original,postencode_mask,4,11,l1__spike__whole_count,5.341880341885874e-05
D1_minus_D2,postencode_mask,masked_accel_reencode,4,11,l1__spike__whole_count,0.013762973137973034
D0_minus_D2,original,masked_accel_reencode,4,11,l1__spike__whole_count,0.013816391941391892
D0_minus_D1,original,postencode_mask,4,11,l1__spike__fixed250_count,-0.02356150793650802
D1_minus_D2,postencode_mask,masked_accel_reencode,4,11,l1__spike__fixed250_count,-0.044642857142857095
