variant,rotation,seed,best_epoch,stopped_epoch,model_init_seed,labels_hash,train_sample_hash,val_sample_hash,test_sample_hash,native_train_accuracy,native_train_balanced_accuracy,native_train_macro_f1,native_train_objective_loss,lif_train_accuracy,lif_train_balanced_accuracy,lif_train_macro_f1,native_val_accuracy,native_val_balanced_accuracy,native_val_macro_f1,native_val_objective_loss,lif_val_accuracy,lif_val_balanced_accuracy,lif_val_macro_f1,native_test_accuracy,native_test_balanced_accuracy,native_test_macro_f1,native_test_objective_loss,lif_test_accuracy,lif_test_balanced_accuracy,lif_test_macro_f1,native_test_action0_accuracy,lif_test_action0_accuracy,native_test_action0_balanced_accuracy,lif_test_action0_balanced_accuracy,native_test_action0_macro_f1,lif_test_action0_macro_f1,native_test_action1_accuracy,lif_test_action1_accuracy,native_test_action1_balanced_accuracy,lif_test_action1_balanced_accuracy,native_test_action1_macro_f1,lif_test_action1_macro_f1
masked_accel_reencode,0,11,81,100,3218771927,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.7843137254901961,0.7787870915165328,0.7754265115881248,0.9199796966477937,0.6549019607843137,0.6476220082210363,0.6474476400554131,0.5325443786982249,0.5215863997113998,0.5211740813764976,1.4707186885134003,0.46153846153846156,0.4323943417693417,0.4242351045353721,0.4540229885057471,0.4375924116732941,0.4179725805145052,1.7462262189251252,0.40229885057471265,0.3877762352027058,0.3872523503328457,0.4842105263157895,0.43157894736842106,0.461111111111111,0.4078703703703703,0.4516858713182242,0.41189832770715123,0.4177215189873418,0.3670886075949367,0.4156746031746032,0.37500000000000006,0.38142911010558067,0.3574407074407075
masked_accel_reencode,0,23,86,100,3253763832,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.7980392156862746,0.7920629218931068,0.7976661720805592,0.8850421148187974,0.6941176470588235,0.6864921170641711,0.6945446252725741,0.5384615384615384,0.5455155955155956,0.5440377580126212,1.498133450570191,0.46153846153846156,0.4526109307359307,0.4679358861300786,0.4885057471264368,0.47304235796882854,0.45291190766027745,1.7242885978742577,0.4482758620689655,0.4363197872389049,0.43910717552715806,0.47368421052631576,0.45263157894736844,0.4421296296296296,0.4298611111111111,0.4130784136266592,0.42511025123254226,0.5063291139240507,0.4430379746835443,0.5133928571428571,0.4588293650793651,0.48992700769016556,0.45585302497067204
masked_accel_reencode,0,37,99,100,2825277461,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.8235294117647058,0.820896916811403,0.8250120490845854,0.779860282645506,0.7098039215686275,0.7047120808567423,0.7080376766394333,0.5443786982248521,0.5439286408036408,0.5398458345364161,1.3996131363705064,0.4260355029585799,0.4123962842712842,0.42190193223821,0.4827586206896552,0.4640629999085882,0.4489470589876669,1.6438348635859874,0.39080459770114945,0.3819080225330225,0.3838185859881087,0.4842105263157895,0.3894736842105263,0.4611111111111111,0.37546296296296294,0.4551465315917648,0.3766692985281736,0.4810126582278481,0.3924050632911392,0.4781746031746032,0.40079365079365076,0.44837061087061086,0.39732905982905975
masked_accel_reencode,1,11,100,100,3218771927,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,176951ca26c6a4c5e014ce7766f40c7ef3a29cb27103a328c5cf044d13e3603e,caff9a2cea507f0c294a00a5b33c49b07ef4b074ce4ef38dee4de9bce2debaae,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,0.85546875,0.8514467733912728,0.8548032154952372,0.7031866908073425,0.73046875,0.7210128044716515,0.7265526668236663,0.5232558139534884,0.5157136844636844,0.5161464296957983,1.5016862791638041,0.436046511627907,0.429658189033189,0.4267240133286148,0.5443786982248521,0.5317817599067599,0.530521052440262,1.389832579877955,0.47337278106508873,0.4585921023421023,0.46221741221741214,0.47674418604651164,0.45348837209302323,0.47222222222222227,0.44295634920634913,0.457561726423619,0.4515788748525322,0.6144578313253012,0.4939759036144578,0.5973214285714287,0.47480158730158734,0.6047394190776544,0.4800461560542206
masked_accel_reencode,1,23,83,100,3253763832,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,176951ca26c6a4c5e014ce7766f40c7ef3a29cb27103a328c5cf044d13e3603e,caff9a2cea507f0c294a00a5b33c49b07ef4b074ce4ef38dee4de9bce2debaae,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,0.791015625,0.7838495825487253,0.7872571789804576,0.9027604907751083,0.697265625,0.6856524173660263,0.687938735129026,0.5290697674418605,0.5260281385281386,0.5135716811785026,1.5342889636061912,0.4418604651162791,0.4424858706108706,0.4367766584376657,0.5384615384615384,0.5374479686979687,0.5423506312424634,1.4207495676695243,0.514792899408284,0.502351467976468,0.5099722130687501,0.5232558139534884,0.5116279069767442,0.527281746031746,0.5024801587301587,0.528239499292131,0.5027998603849996,0.5542168674698795,0.5180722891566265,0.5506944444444445,0.5063492063492063,0.5586716524216525,0.5141203703703704
masked_accel_reencode,1,37,96,100,2825277461,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,176951ca26c6a4c5e014ce7766f40c7ef3a29cb27103a328c5cf044d13e3603e,caff9a2cea507f0c294a00a5b33c49b07ef4b074ce4ef38dee4de9bce2debaae,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,0.822265625,0.8202059796289013,0.8201021941009973,0.7564394772052765,0.7109375,0.7042017305598769,0.7140986771762657,0.5406976744186046,0.5347973785473785,0.5281857439945674,1.5033555613007656,0.45348837209302323,0.4517120610870611,0.44743148516044323,0.5562130177514792,0.5566020784770784,0.5560888603793152,1.3275554906687088,0.47928994082840237,0.47261453823953814,0.4872318684269871,0.5581395348837209,0.46511627906976744,0.5699404761904762,0.4593253968253968,0.5643354423927179,0.46768920550889864,0.5542168674698795,0.4939759036144578,0.545734126984127,0.4901785714285714,0.5479385786403329,0.5007166784740315
masked_accel_reencode,2,11,98,100,3218771927,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,d99112eb9d6f7e364119209b28f85c778b00aa97870242756b5b5508ccc2a812,1c4313f1225e4411e8381a7031a0f8d5db3cabe3dbb8086cd02d488c9f1770d0,caff9a2cea507f0c294a00a5b33c49b07ef4b074ce4ef38dee4de9bce2debaae,0.4502923976608187,0.4438537032147099,0.4261763860895303,1.779980498215376,0.4074074074074074,0.3985308116537352,0.3853217072992933,0.40476190476190477,0.3817625661375661,0.32838114134334856,1.8722134885333834,0.36904761904761907,0.345938899063899,0.31015116448452024,0.29651162790697677,0.2914607383357384,0.2565023235209125,2.0635902465775957,0.29069767441860467,0.2887656325156325,0.2659756150855222,0.3103448275862069,0.27586206896551724,0.31011904761904757,0.2836309523809524,0.27557959756102174,0.2509489120310354,0.2823529411764706,0.3058823529411765,0.277281746031746,0.29811507936507936,0.23345358345358347,0.278956968956969
masked_accel_reencode,2,23,88,100,3253763832,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,d99112eb9d6f7e364119209b28f85c778b00aa97870242756b5b5508ccc2a812,1c4313f1225e4411e8381a7031a0f8d5db3cabe3dbb8086cd02d488c9f1770d0,caff9a2cea507f0c294a00a5b33c49b07ef4b074ce4ef38dee4de9bce2debaae,0.47953216374269003,0.46788020749363374,0.4474827567775901,1.6589744523254752,0.442495126705653,0.43351595099798557,0.41033396926355054,0.4642857142857143,0.4527510683760683,0.4010089845084434,1.7682552224113828,0.4166666666666667,0.3987929894179894,0.3489139844954585,0.3023255813953488,0.2902011183261183,0.25284747277228475,1.9915944531906482,0.2616279069767442,0.25749007936507934,0.22255044599165344,0.28735632183908044,0.25287356321839083,0.275297619047619,0.2565476190476191,0.22834759904772692,0.21417112299465244,0.3176470588235294,0.27058823529411763,0.30456349206349204,0.2589285714285714,0.27761015865854577,0.22810357060357064
masked_accel_reencode,2,37,97,100,2825277461,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,d99112eb9d6f7e364119209b28f85c778b00aa97870242756b5b5508ccc2a812,1c4313f1225e4411e8381a7031a0f8d5db3cabe3dbb8086cd02d488c9f1770d0,caff9a2cea507f0c294a00a5b33c49b07ef4b074ce4ef38dee4de9bce2debaae,0.49317738791423,0.488196070413859,0.4682660085727201,1.598490812857481,0.40545808966861596,0.4049740840781575,0.36282406518738525,0.49404761904761907,0.47614850427350425,0.4352599982437444,1.7433792636508034,0.375,0.36092923280423284,0.323367665890352,0.36046511627906974,0.3516865079365079,0.322638374795164,1.922614297201467,0.27906976744186046,0.2790764790764791,0.24412613521484486,0.3333333333333333,0.2413793103448276,0.31875,0.23869047619047615,0.28673722337938023,0.205520868020868,0.38823529411764707,0.3176470588235294,0.3839285714285714,0.32787698412698413,0.33932513063705017,0.2610756935511838
masked_accel_reencode,3,11,92,100,3218771927,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,93c5e2be2b79e0c41e39f19439fa5f1c4c73c2e502a5cc1e39f412b96f335706,39c3b2bf50a66c0b2885f817a194e1d9f61e7338ef4eaeef6375239843c9aac6,1c4313f1225e4411e8381a7031a0f8d5db3cabe3dbb8086cd02d488c9f1770d0,0.6213592233009708,0.6011615873930712,0.5965061379818691,1.388021046212576,0.537864077669903,0.5155119997609584,0.5105053589415279,0.4294117647058823,0.4256066849816849,0.4180080434172701,1.9212988180272719,0.36470588235294116,0.3545749389499389,0.3472056439728854,0.49404761904761907,0.4667188135938136,0.43906352208905797,1.6024215391704015,0.42857142857142855,0.40057997557997554,0.3698033845743434,0.4479166666666667,0.4375,0.41914682539682535,0.40343915343915343,0.36018628911010114,0.3455945419103314,0.5555555555555556,0.4166666666666667,0.5317460317460317,0.3978174603174603,0.5328496802761509,0.38808194729247353
