variant,native_test_balanced_accuracy_count,native_test_balanced_accuracy_mean,native_test_balanced_accuracy_std,lif_test_balanced_accuracy_count,lif_test_balanced_accuracy_mean,lif_test_balanced_accuracy_std,native_test_action0_balanced_accuracy_count,native_test_action0_balanced_accuracy_mean,native_test_action0_balanced_accuracy_std,native_test_action1_balanced_accuracy_count,native_test_action1_balanced_accuracy_mean,native_test_action1_balanced_accuracy_std,lif_test_action0_balanced_accuracy_count,lif_test_action0_balanced_accuracy_mean,lif_test_action0_balanced_accuracy_std,lif_test_action1_balanced_accuracy_count,lif_test_action1_balanced_accuracy_mean,lif_test_action1_balanced_accuracy_std
masked_accel_reencode,5,0.44012584728271,0.08382704471710337,5,0.3765112882759941,0.07339970692569037,5,0.4143915343915344,0.08848941536844225,5,0.4705886243386243,0.09035057424602726,5,0.3634898589065255,0.0798313289710866,5,0.39352513227513225,0.07091637113612287
original,5,0.4543772576370616,0.08308743962886156,5,0.41123928404565663,0.08065212776492416,5,0.4311552028218695,0.09495930678958484,5,0.4808068783068783,0.08109887832515728,5,0.39595458553791885,0.0807735069109493,5,0.43073412698412694,0.08908880403159136
postencode_mask,5,0.4780746137486333,0.0700131592692724,5,0.41321950380773914,0.06595692256214172,5,0.4393805114638448,0.05862603061020292,5,0.5212037037037037,0.09148346422425438,5,0.39245590828924165,0.07082904976890118,5,0.43707010582010575,0.07525106582695876
