variant,native_test_balanced_accuracy_count,native_test_balanced_accuracy_mean,native_test_balanced_accuracy_std,lif_test_balanced_accuracy_count,lif_test_balanced_accuracy_mean,lif_test_balanced_accuracy_std,native_test_action0_balanced_accuracy_count,native_test_action0_balanced_accuracy_mean,native_test_action0_balanced_accuracy_std,native_test_action1_balanced_accuracy_count,native_test_action1_balanced_accuracy_mean,native_test_action1_balanced_accuracy_std,lif_test_action0_balanced_accuracy_count,lif_test_action0_balanced_accuracy_mean,lif_test_action0_balanced_accuracy_std,lif_test_action1_balanced_accuracy_count,lif_test_action1_balanced_accuracy_mean,lif_test_action1_balanced_accuracy_std
masked_accel_reencode,15,0.44012584728271004,0.08239564269987547,15,0.3765112882759941,0.07222314297515581,15,0.41439153439153437,0.08875220036890792,15,0.47058862433862436,0.09213234163010102,15,0.3634898589065256,0.08034536327297032,15,0.3935251322751323,0.07238321870188053
original,15,0.4543772576370616,0.08045276904428328,15,0.4112392840456566,0.0780902414418282,15,0.43115520282186953,0.09246755783007071,15,0.4808068783068783,0.08179457879262819,15,0.3959545855379189,0.0857875416303816,15,0.430734126984127,0.08721606206801166
postencode_mask,15,0.47807461374863336,0.06733507339715647,15,0.4132195038077391,0.06403578276313303,15,0.43938051146384477,0.05927046988011739,15,0.5212037037037037,0.09200546697822186,15,0.39245590828924165,0.07113490535638445,15,0.4370701058201058,0.07521824449759915
