split_seed,exp01_test_ba,reference_test_ba,difference,abs_difference
11,0.817824074074074,0.817824074074074,0.0,0.0
23,0.6836465141612201,0.6836465141612201,0.0,0.0
37,0.7286220723720724,0.7286220723720724,0.0,0.0
53,0.6054778554778554,0.6054778554778554,0.0,0.0
71,0.7381273342670401,0.7381273342670401,0.0,0.0
