architecture,objective,seed,epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
A,fixed250_sequence_ce,11,1,2.5107125981539333,0.09533063531814918,2.4691617488861084,0.09027777777777778
A,fixed250_sequence_ce,11,2,2.4280236239277353,0.13394125235967633,2.450666904449463,0.09722222222222221
A,fixed250_sequence_ce,11,3,2.377562072314001,0.15277731730492553,2.4305622577667236,0.10416666666666667
A,fixed250_sequence_ce,11,4,2.3302858167178866,0.155754067444319,2.4201858043670654,0.10416666666666667
A,fixed250_sequence_ce,11,5,2.2775396603109916,0.18878545575086456,2.4216134548187256,0.12037037037037039
A,fixed250_sequence_ce,11,6,2.205881552523877,0.2180809869639411,2.429041862487793,0.10648148148148147
A,fixed250_sequence_ce,11,7,2.134556129343949,0.23379923765721955,2.431180238723755,0.10648148148148147
A,fixed250_sequence_ce,11,8,2.058495081640562,0.2717865628619883,2.423917531967163,0.12037037037037039
A,fixed250_sequence_ce,11,9,1.9790560513888702,0.29498282284746397,2.3941702842712402,0.1412037037037037
A,fixed250_sequence_ce,11,10,1.8979088981057197,0.33537953318299674,2.4435415267944336,0.1544973544973545
A,fixed250_sequence_ce,11,11,1.8067385407610317,0.38012854851187855,2.3692896366119385,0.1461640211640212
A,fixed250_sequence_ce,11,12,1.7439638195678002,0.4141524580966942,2.3368208408355713,0.18736772486772488
A,fixed250_sequence_ce,11,13,1.6702295529452535,0.43197831279754895,2.3757545948028564,0.17116402116402116
A,fixed250_sequence_ce,11,14,1.6046563313052493,0.4565066661100787,2.2551980018615723,0.18564814814814815
A,fixed250_sequence_ce,11,15,1.5493521037897842,0.4776815321303076,2.3629209995269775,0.21316137566137563
A,fixed250_sequence_ce,11,16,1.4642565336572118,0.5118863534852863,2.334528684616089,0.2082010582010582
A,fixed250_sequence_ce,11,17,1.3829619537737612,0.547159345375694,2.277548313140869,0.2542027417027417
A,fixed250_sequence_ce,11,18,1.3211421273046025,0.5624045764843176,2.4327144622802734,0.2838985088985089
A,fixed250_sequence_ce,11,19,1.2609540033258382,0.5851353801448306,2.384106159210205,0.2807539682539683
A,fixed250_sequence_ce,11,20,1.2121267199721475,0.5848904296252299,2.3028318881988525,0.3036075036075036
A,fixed250_sequence_ce,11,21,1.1391494610633786,0.6320085942479742,2.241265296936035,0.3116101491101491
A,fixed250_sequence_ce,11,22,1.0811611826366483,0.6509403895420552,2.23132586479187,0.30684824434824437
A,fixed250_sequence_ce,11,23,1.0500253549746514,0.6638992155382023,2.2202095985412598,0.321530784030784
A,fixed250_sequence_ce,11,24,0.9950450939894133,0.6764823017007418,2.2547428607940674,0.3221260221260221
A,fixed250_sequence_ce,11,25,0.9610473709549633,0.690505319856526,2.17862868309021,0.3872715247715248
A,fixed250_sequence_ce,11,26,0.920721269720803,0.7004673220804639,2.1907405853271484,0.38978475228475223
A,fixed250_sequence_ce,11,27,0.8798860926020782,0.7181802021714888,2.1988399028778076,0.39672919672919676
A,fixed250_sequence_ce,11,28,0.8380660093589822,0.7279358953023669,2.2207400798797607,0.4168049543049543
A,fixed250_sequence_ce,11,29,0.7985542973634914,0.7456448762387354,2.170288324356079,0.43376623376623374
A,fixed250_sequence_ce,11,30,0.7550198780484947,0.7641076340640073,2.1458420753479004,0.43995310245310243
A,fixed250_sequence_ce,11,31,0.7259858700986984,0.7724902334662175,2.140516757965088,0.4407106782106782
A,fixed250_sequence_ce,11,32,0.7062545309994184,0.7869531700745526,2.1175801753997803,0.4274531024531025
A,fixed250_sequence_ce,11,33,0.6812546466591026,0.7997730722675603,2.1800196170806885,0.4271224146224146
A,fixed250_sequence_ce,11,34,0.6553281185549016,0.8008978506183823,2.2747066020965576,0.42186147186147177
A,fixed250_sequence_ce,11,35,0.6304241286497724,0.8089837440226718,2.3040709495544434,0.4043049543049542
A,fixed250_sequence_ce,11,36,0.6012869462909469,0.8157416442611956,2.296286106109619,0.3709355459355459
A,fixed250_sequence_ce,11,37,0.5848760017019131,0.8255410784029821,2.2696874141693115,0.4404160654160654
A,fixed250_sequence_ce,11,38,0.5686721673520625,0.8298467565302952,2.3693761825561523,0.42787999037999036
A,fixed250_sequence_ce,11,39,0.5461845579020128,0.8446978637629705,2.2696268558502197,0.3817520442520442
A,fixed250_sequence_ce,11,40,0.528265766658389,0.841994818249204,2.2707278728485107,0.42282347282347277
A,fixed250_sequence_ce,11,41,0.5114389074238566,0.8507893722117688,2.3297417163848877,0.4351551226551225
A,fixed250_sequence_ce,11,42,0.49047764227845786,0.8574209164598501,2.372520923614502,0.4132335257335258
A,fixed250_sequence_ce,11,43,0.46962820714188935,0.8675765780654764,2.5190725326538086,0.4181938431938432
A,fixed250_sequence_ce,11,44,0.45613778017063766,0.8788771648620397,2.5074827671051025,0.3931577681577682
A,fixed250_sequence_ce,11,45,0.43890278269624955,0.8753716502124708,2.601659059524536,0.37493987493987496
A,fixed250_sequence_ce,11,46,0.4138927793646433,0.8884319719351138,2.5794081687927246,0.400012025012025
A,fixed250_sequence_ce,11,47,0.4117611920053906,0.8881553778630579,2.533957004547119,0.43747594997594996
A,fixed250_sequence_ce,11,48,0.3910053907388664,0.900639478172588,2.6789910793304443,0.4096981721981721
A,fixed250_sequence_ce,11,49,0.3820468913154635,0.8972039665954731,2.854532241821289,0.3700156325156326
A,fixed250_sequence_ce,11,50,0.35469086906790936,0.907766103859147,2.711656332015991,0.3931577681577682
A,fixed250_sequence_ce,11,51,0.3391060130782874,0.9159338039876316,2.6822893619537354,0.4126382876382877
A,fixed250_sequence_ce,11,52,0.3247611161302166,0.916215634453517,2.7422354221343994,0.38545574795574794
A,fixed250_sequence_ce,11,53,0.3111045470849167,0.9194219484256466,2.736677408218384,0.3791065416065416
A,fixed250_sequence_ce,11,54,0.29438477816146746,0.9293192293828607,2.7919719219207764,0.40628908128908137
A,fixed250_sequence_ce,11,55,0.28579638941973295,0.927901850465482,2.8752083778381348,0.39577320827320833
A,fixed250_sequence_ce,11,56,0.26799177169389443,0.9343470922723588,2.9797959327697754,0.40165945165945166
A,fixed250_sequence_ce,11,57,0.25644976434116723,0.9456974681077975,3.0420589447021484,0.3741822991822992
A,fixed250_sequence_ce,11,58,0.243830746504608,0.9493168538963012,3.076822280883789,0.3950156325156326
A,fixed250_sequence_ce,11,59,0.23997883644859064,0.9486360477911532,3.2328128814697266,0.36164622414622416
A,fixed250_sequence_ce,11,60,0.2314212573579995,0.9454321053530266,3.165501117706299,0.3990199615199616
A,fixed250_sequence_ce,11,61,0.22480630059045276,0.9451602965945826,3.096985340118408,0.3999458874458875
A,fixed250_sequence_ce,11,62,0.2169072947973023,0.950248699477103,3.1095550060272217,0.3969997594997596
A,fixed250_sequence_ce,11,63,0.21759434872773345,0.949242645346049,3.0859439373016357,0.3956108706108707
A,fixed250_sequence_ce,11,64,0.20788926173405475,0.9509182164641378,3.1172096729278564,0.41396103896103903
A,fixed250_sequence_ce,11,65,0.19946539319936257,0.9553644751320944,3.1631827354431152,0.41121933621933615
A,fixed250_sequence_ce,11,66,0.1867261731327093,0.9624157558658575,3.258617877960205,0.4126082251082251
A,fixed250_sequence_ce,11,67,0.17747332558369266,0.963709677993113,3.241490125656128,0.40533309283309293
A,fixed250_sequence_ce,11,68,0.16939520138266165,0.9601875646243015,3.2438840866088867,0.4033189033189033
A,fixed250_sequence_ce,11,69,0.16371835729751652,0.962270897957635,3.2146217823028564,0.4340728715728715
A,fixed250_sequence_ce,11,70,0.15725802392947283,0.968232993729664,3.16548228263855,0.4135401635401636
A,fixed250_sequence_ce,11,71,0.14363111445292343,0.9686823401348928,3.446916103363037,0.395021645021645
A,fixed250_sequence_ce,11,72,0.14251050958329758,0.9692016019550688,3.3182015419006348,0.39607984607984603
A,fixed250_sequence_ce,11,73,0.14032773668404905,0.9686229859088719,3.4220142364501953,0.4249939874939875
A,fixed250_sequence_ce,11,74,0.13351661669612958,0.9686544087344124,3.4822115898132324,0.39145021645021644
A,fixed250_sequence_ce,11,75,0.13237660230744933,0.970284904237457,3.3327016830444336,0.45217652717652723
A,fixed250_sequence_ce,11,76,0.13030252296625028,0.9703727135777173,3.3679251670837402,0.42111592111592117
A,fixed250_sequence_ce,11,77,0.1329083519886775,0.9733399011650029,3.5687808990478516,0.37541486291486287
A,fixed250_sequence_ce,11,78,0.1365506262766925,0.9704029506362563,3.831643581390381,0.36480278980278974
A,fixed250_sequence_ce,11,79,0.12502309738974152,0.971721241592912,3.51733660697937,0.39965127465127465
A,fixed250_sequence_ce,11,80,0.1351783131978598,0.969227351586767,3.6993346214294434,0.39101731601731604
A,fixed250_sequence_ce,11,81,0.1115351108491113,0.9757924164666673,3.8952813148498535,0.36367243867243865
A,fixed250_sequence_ce,11,82,0.10344581829188408,0.9768684736701755,3.653383255004883,0.40524290524290524
A,fixed250_sequence_ce,11,83,0.0964374203690153,0.9821153872504224,3.4532203674316406,0.38302068302068304
A,fixed250_sequence_ce,11,84,0.08824415217681103,0.9805128231478583,3.759044647216797,0.380964405964406
A,fixed250_sequence_ce,11,85,0.08980484544051083,0.9784116835467187,3.6093602180480957,0.41357623857623865
