architecture,objective,seed,firing_rate,layer,neurons,scope,shift,split,tau_syn_ms
E,fixed250_sequence_ce,11,0.1639571679200094,L3,64,whole_layer,-1,train,
E,fixed250_sequence_ce,23,0.18122168464334165,L3,64,whole_layer,-1,train,
E,fixed250_sequence_ce,101,0.17503182206441456,L3,64,whole_layer,-1,train,
E,fixed250_sequence_ce,11,0.0008449653235010095,L1,64,tau_subgroup,2,val,54.31342963722199
E,fixed250_sequence_ce,23,0.0006172636291809323,L1,64,tau_subgroup,2,val,54.31342963722199
E,fixed250_sequence_ce,101,0.000426597752611711,L1,64,tau_subgroup,2,val,54.31342963722199
E,fixed250_sequence_ce,11,0.01088167193398297,L1,64,tau_subgroup,3,val,117.0136826471659
E,fixed250_sequence_ce,23,0.011551060047405847,L1,64,tau_subgroup,3,val,117.0136826471659
E,fixed250_sequence_ce,101,0.01188163901325608,L1,64,tau_subgroup,3,val,117.0136826471659
E,fixed250_sequence_ce,11,0.011114445717038951,L2,43,tau_subgroup,2,val,54.31342963722199
E,fixed250_sequence_ce,23,0.012945756850063187,L2,43,tau_subgroup,2,val,54.31342963722199
E,fixed250_sequence_ce,101,0.011959666239973214,L2,43,tau_subgroup,2,val,54.31342963722199
E,fixed250_sequence_ce,11,0.029539844797912673,L2,43,tau_subgroup,3,val,117.0136826471659
E,fixed250_sequence_ce,23,0.04920857551759549,L2,43,tau_subgroup,3,val,117.0136826471659
E,fixed250_sequence_ce,101,0.024572643029074363,L2,43,tau_subgroup,3,val,117.0136826471659
E,fixed250_sequence_ce,11,0.07788521430870654,L2,42,tau_subgroup,4,val,242.10347130039656
E,fixed250_sequence_ce,23,0.07045871636337794,L2,42,tau_subgroup,4,val,242.10347130039656
E,fixed250_sequence_ce,101,0.08683965202269127,L2,42,tau_subgroup,4,val,242.10347130039656
E,fixed250_sequence_ce,11,0.005863318628741989,L1,128,whole_layer,-1,val,
E,fixed250_sequence_ce,23,0.00608416183829339,L1,128,whole_layer,-1,val,
E,fixed250_sequence_ce,101,0.006154118382933895,L1,128,whole_layer,-1,val,
E,fixed250_sequence_ce,11,0.03921338666491089,L2,128,whole_layer,-1,val,
E,fixed250_sequence_ce,23,0.043999237336493725,L2,128,whole_layer,-1,val,
E,fixed250_sequence_ce,101,0.04076683346501624,L2,128,whole_layer,-1,val,
E,fixed250_sequence_ce,11,0.1338831094723905,L3,64,whole_layer,-1,val,
E,fixed250_sequence_ce,23,0.15881232990957775,L3,64,whole_layer,-1,val,
E,fixed250_sequence_ce,101,0.15061095382319376,L3,64,whole_layer,-1,val,
A,relative10_sequence_ce,11,0.017494641525844932,L1,128,whole_layer,-1,test,
A,relative10_sequence_ce,23,0.017079812789927103,L1,128,whole_layer,-1,test,
A,relative10_sequence_ce,101,0.014737098243870112,L1,128,whole_layer,-1,test,
A,relative10_sequence_ce,11,0.11920469371272366,L2,128,whole_layer,-1,test,
A,relative10_sequence_ce,23,0.11442348513088138,L2,128,whole_layer,-1,test,
A,relative10_sequence_ce,101,0.10217341782637508,L2,128,whole_layer,-1,test,
A,relative10_sequence_ce,11,0.20792950629555998,L3,64,whole_layer,-1,test,
A,relative10_sequence_ce,23,0.2128246148111332,L3,64,whole_layer,-1,test,
A,relative10_sequence_ce,101,0.2371564881544069,L3,64,whole_layer,-1,test,
A,relative10_sequence_ce,11,0.01491620015241094,L1,128,whole_layer,-1,train,
A,relative10_sequence_ce,23,0.014582539526353694,L1,128,whole_layer,-1,train,
A,relative10_sequence_ce,101,0.012893693369286684,L1,128,whole_layer,-1,train,
A,relative10_sequence_ce,11,0.09593658930276182,L2,128,whole_layer,-1,train,
A,relative10_sequence_ce,23,0.09348895962784932,L2,128,whole_layer,-1,train,
A,relative10_sequence_ce,101,0.08226827989180498,L2,128,whole_layer,-1,train,
A,relative10_sequence_ce,11,0.1850960733247358,L3,64,whole_layer,-1,train,
A,relative10_sequence_ce,23,0.18678871405362854,L3,64,whole_layer,-1,train,
A,relative10_sequence_ce,101,0.1976090010384042,L3,64,whole_layer,-1,train,
A,relative10_sequence_ce,11,0.010516114695812484,L1,128,whole_layer,-1,val,
A,relative10_sequence_ce,23,0.010119008427706085,L1,128,whole_layer,-1,val,
A,relative10_sequence_ce,101,0.008898198138881572,L1,128,whole_layer,-1,val,
A,relative10_sequence_ce,11,0.07523071942761829,L2,128,whole_layer,-1,val,
A,relative10_sequence_ce,23,0.06814041787375999,L2,128,whole_layer,-1,val,
A,relative10_sequence_ce,101,0.0637996828636643,L2,128,whole_layer,-1,val,
A,relative10_sequence_ce,11,0.15112945527170574,L3,64,whole_layer,-1,val,
A,relative10_sequence_ce,23,0.15186468483890792,L3,64,whole_layer,-1,val,
A,relative10_sequence_ce,101,0.17841250768150294,L3,64,whole_layer,-1,val,
B,relative10_sequence_ce,11,0.0011661800033134525,L1,64,tau_subgroup,2,test,54.31342963722199
B,relative10_sequence_ce,23,0.002439788353214049,L1,64,tau_subgroup,2,test,54.31342963722199
B,relative10_sequence_ce,101,0.0015803615805168986,L1,64,tau_subgroup,2,test,54.31342963722199
B,relative10_sequence_ce,11,0.025060574055666005,L1,64,tau_subgroup,3,test,117.0136826471659
B,relative10_sequence_ce,23,0.021288933068257125,L1,64,tau_subgroup,3,test,117.0136826471659
B,relative10_sequence_ce,101,0.02646879141815772,L1,64,tau_subgroup,3,test,117.0136826471659
B,relative10_sequence_ce,11,0.03625771413187542,L2,64,tau_subgroup,2,test,54.31342963722199
B,relative10_sequence_ce,23,0.03833768223989397,L2,64,tau_subgroup,2,test,54.31342963722199
B,relative10_sequence_ce,101,0.04234747763419483,L2,64,tau_subgroup,2,test,54.31342963722199
B,relative10_sequence_ce,11,0.12094102054340623,L2,64,tau_subgroup,3,test,117.0136826471659
B,relative10_sequence_ce,23,0.12672403081510936,L2,64,tau_subgroup,3,test,117.0136826471659
B,relative10_sequence_ce,101,0.11781653827037773,L2,64,tau_subgroup,3,test,117.0136826471659
B,relative10_sequence_ce,11,0.013113377029489729,L1,128,whole_layer,-1,test,
B,relative10_sequence_ce,23,0.011864360710735586,L1,128,whole_layer,-1,test,
B,relative10_sequence_ce,101,0.01402457649933731,L1,128,whole_layer,-1,test,
B,relative10_sequence_ce,11,0.07859936733764082,L2,128,whole_layer,-1,test,
B,relative10_sequence_ce,23,0.08253085652750165,L2,128,whole_layer,-1,test,
B,relative10_sequence_ce,101,0.08008200795228629,L2,128,whole_layer,-1,test,
B,relative10_sequence_ce,11,0.21199884029158383,L3,64,whole_layer,-1,test,
B,relative10_sequence_ce,23,0.21976474486414843,L3,64,whole_layer,-1,test,
B,relative10_sequence_ce,101,0.24972819333996024,L3,64,whole_layer,-1,test,
B,relative10_sequence_ce,11,0.0014063468270052088,L1,64,tau_subgroup,2,train,54.31342963722199
B,relative10_sequence_ce,23,0.0022825003768402363,L1,64,tau_subgroup,2,train,54.31342963722199
B,relative10_sequence_ce,101,0.0017229973034987522,L1,64,tau_subgroup,2,train,54.31342963722199
B,relative10_sequence_ce,11,0.020396477799922957,L1,64,tau_subgroup,3,train,117.0136826471659
B,relative10_sequence_ce,23,0.018177307518381428,L1,64,tau_subgroup,3,train,117.0136826471659
B,relative10_sequence_ce,101,0.022067921265513258,L1,64,tau_subgroup,3,train,117.0136826471659
B,relative10_sequence_ce,11,0.028748199541092333,L2,64,tau_subgroup,2,train,54.31342963722199
B,relative10_sequence_ce,23,0.031573454536319025,L2,64,tau_subgroup,2,train,54.31342963722199
B,relative10_sequence_ce,101,0.03562684233004505,L2,64,tau_subgroup,2,train,54.31342963722199
B,relative10_sequence_ce,11,0.09307482790962533,L2,64,tau_subgroup,3,train,117.0136826471659
B,relative10_sequence_ce,23,0.10024604527107374,L2,64,tau_subgroup,3,train,117.0136826471659
B,relative10_sequence_ce,101,0.09387142629842397,L2,64,tau_subgroup,3,train,117.0136826471659
B,relative10_sequence_ce,11,0.010901412313464084,L1,128,whole_layer,-1,train,
B,relative10_sequence_ce,23,0.010229903947610832,L1,128,whole_layer,-1,train,
B,relative10_sequence_ce,101,0.011895459284506004,L1,128,whole_layer,-1,train,
B,relative10_sequence_ce,11,0.060911513725358836,L2,128,whole_layer,-1,train,
B,relative10_sequence_ce,23,0.06590974990369639,L2,128,whole_layer,-1,train,
B,relative10_sequence_ce,101,0.06474913431423451,L2,128,whole_layer,-1,train,
B,relative10_sequence_ce,11,0.1740868428324987,L3,64,whole_layer,-1,train,
B,relative10_sequence_ce,23,0.18548992371078768,L3,64,whole_layer,-1,train,
B,relative10_sequence_ce,101,0.2025940216390038,L3,64,whole_layer,-1,train,
B,relative10_sequence_ce,11,0.0006049183565973137,L1,64,tau_subgroup,2,val,54.31342963722199
B,relative10_sequence_ce,23,0.0011261631990167676,L1,64,tau_subgroup,2,val,54.31342963722199
B,relative10_sequence_ce,101,0.0006748749012378193,L1,64,tau_subgroup,2,val,54.31342963722199
B,relative10_sequence_ce,11,0.014904859099288912,L1,64,tau_subgroup,3,val,117.0136826471659
B,relative10_sequence_ce,23,0.013535905539460978,L1,64,tau_subgroup,3,val,117.0136826471659
B,relative10_sequence_ce,101,0.016734702835571942,L1,64,tau_subgroup,3,val,117.0136826471659
B,relative10_sequence_ce,11,0.019033666930032483,L2,64,tau_subgroup,2,val,54.31342963722199
B,relative10_sequence_ce,23,0.02174825520147485,L2,64,tau_subgroup,2,val,54.31342963722199
B,relative10_sequence_ce,101,0.02450948116934422,L2,64,tau_subgroup,2,val,54.31342963722199
B,relative10_sequence_ce,11,0.07399207707839522,L2,64,tau_subgroup,3,val,117.0136826471659
B,relative10_sequence_ce,23,0.08143490474936353,L2,64,tau_subgroup,3,val,117.0136826471659
B,relative10_sequence_ce,101,0.07629104117285576,L2,64,tau_subgroup,3,val,117.0136826471659
B,relative10_sequence_ce,11,0.007754888727943113,L1,128,whole_layer,-1,val,
B,relative10_sequence_ce,23,0.007331034369238873,L1,128,whole_layer,-1,val,
B,relative10_sequence_ce,101,0.00870478886840488,L1,128,whole_layer,-1,val,
B,relative10_sequence_ce,11,0.046512872004213855,L2,128,whole_layer,-1,val,
B,relative10_sequence_ce,23,0.05159157997541919,L2,128,whole_layer,-1,val,
B,relative10_sequence_ce,101,0.05040026117109999,L2,128,whole_layer,-1,val,
B,relative10_sequence_ce,11,0.14636143666052145,L3,64,whole_layer,-1,val,
B,relative10_sequence_ce,23,0.15995083838117813,L3,64,whole_layer,-1,val,
B,relative10_sequence_ce,101,0.18088842068299535,L3,64,whole_layer,-1,val,
C,relative10_sequence_ce,11,0.0003563887989890117,L1,43,tau_subgroup,2,test,54.31342963722199
C,relative10_sequence_ce,23,0.00029859602077457736,L1,43,tau_subgroup,2,test,54.31342963722199
C,relative10_sequence_ce,101,0.0003486830952270871,L1,43,tau_subgroup,2,test,54.31342963722199
C,relative10_sequence_ce,11,0.007260699369673432,L1,43,tau_subgroup,3,test,117.0136826471659
C,relative10_sequence_ce,23,0.00826629371060459,L1,43,tau_subgroup,3,test,117.0136826471659
C,relative10_sequence_ce,101,0.008212353784271117,L1,43,tau_subgroup,3,test,117.0136826471659
C,relative10_sequence_ce,11,0.044678358420903154,L1,42,tau_subgroup,4,test,242.10347130039656
C,relative10_sequence_ce,23,0.038812758370412447,L1,42,tau_subgroup,4,test,242.10347130039656
C,relative10_sequence_ce,101,0.04832710088674303,L1,42,tau_subgroup,4,test,242.10347130039656
C,relative10_sequence_ce,11,0.032991970656680074,L2,43,tau_subgroup,2,test,54.31342963722199
C,relative10_sequence_ce,23,0.037767580563132834,L2,43,tau_subgroup,2,test,54.31342963722199
C,relative10_sequence_ce,101,0.04052622250990183,L2,43,tau_subgroup,2,test,54.31342963722199
C,relative10_sequence_ce,11,0.07117180637107587,L2,43,tau_subgroup,3,test,117.0136826471659
C,relative10_sequence_ce,23,0.0957086935749842,L2,43,tau_subgroup,3,test,117.0136826471659
C,relative10_sequence_ce,101,0.10219882256846517,L2,43,tau_subgroup,3,test,117.0136826471659
C,relative10_sequence_ce,11,0.12212834106472277,L2,42,tau_subgroup,4,test,242.10347130039656
C,relative10_sequence_ce,23,0.1386699643409385,L2,42,tau_subgroup,4,test,242.10347130039656
C,relative10_sequence_ce,101,0.13858318343904824,L2,42,tau_subgroup,4,test,242.10347130039656
C,relative10_sequence_ce,11,0.017218951913518885,L1,128,whole_layer,-1,test,
C,relative10_sequence_ce,23,0.015612703984426773,L1,128,whole_layer,-1,test,
C,relative10_sequence_ce,101,0.018733303305168987,L1,128,whole_layer,-1,test,
C,relative10_sequence_ce,11,0.07506588075712392,L2,128,whole_layer,-1,test,
C,relative10_sequence_ce,23,0.09034076789264414,L2,128,whole_layer,-1,test,
C,relative10_sequence_ce,101,0.09341930189695162,L2,128,whole_layer,-1,test,
C,relative10_sequence_ce,11,0.2230225418323393,L3,64,whole_layer,-1,test,
C,relative10_sequence_ce,23,0.2361469205599735,L3,64,whole_layer,-1,test,
C,relative10_sequence_ce,101,0.24131901300530154,L3,64,whole_layer,-1,test,
C,relative10_sequence_ce,11,0.0005706159653283612,L1,43,tau_subgroup,2,train,54.31342963722199
C,relative10_sequence_ce,23,0.00048219970312389846,L1,43,tau_subgroup,2,train,54.31342963722199
C,relative10_sequence_ce,101,0.0007155095756369963,L1,43,tau_subgroup,2,train,54.31342963722199
C,relative10_sequence_ce,11,0.006448934155591588,L1,43,tau_subgroup,3,train,117.0136826471659
C,relative10_sequence_ce,23,0.007373994167642686,L1,43,tau_subgroup,3,train,117.0136826471659
C,relative10_sequence_ce,101,0.007366593687546277,L1,43,tau_subgroup,3,train,117.0136826471659
C,relative10_sequence_ce,11,0.03818886993389146,L1,42,tau_subgroup,4,train,242.10347130039656
C,relative10_sequence_ce,23,0.0358815708774675,L1,42,tau_subgroup,4,train,242.10347130039656
C,relative10_sequence_ce,101,0.04029040225801075,L1,42,tau_subgroup,4,train,242.10347130039656
C,relative10_sequence_ce,11,0.02807235799939316,L2,43,tau_subgroup,2,train,54.31342963722199
C,relative10_sequence_ce,23,0.03752355008041206,L2,43,tau_subgroup,2,train,54.31342963722199
C,relative10_sequence_ce,101,0.034904948623140676,L2,43,tau_subgroup,2,train,54.31342963722199
C,relative10_sequence_ce,11,0.06397559243764414,L2,43,tau_subgroup,3,train,117.0136826471659
C,relative10_sequence_ce,23,0.08389885335403391,L2,43,tau_subgroup,3,train,117.0136826471659
C,relative10_sequence_ce,101,0.08525547820539137,L2,43,tau_subgroup,3,train,117.0136826471659
C,relative10_sequence_ce,11,0.10736278030732617,L2,42,tau_subgroup,4,train,242.10347130039656
C,relative10_sequence_ce,23,0.1286628272827546,L2,42,tau_subgroup,4,train,242.10347130039656
C,relative10_sequence_ce,101,0.12135132914940977,L2,42,tau_subgroup,4,train,242.10347130039656
C,relative10_sequence_ce,11,0.01488885306580468,L1,128,whole_layer,-1,train,
C,relative10_sequence_ce,23,0.014412830572629674,L1,128,whole_layer,-1,train,
C,relative10_sequence_ce,101,0.01593536980588541,L1,128,whole_layer,-1,train,
C,relative10_sequence_ce,11,0.06615077063828362,L2,128,whole_layer,-1,train,
C,relative10_sequence_ce,23,0.08300782885591304,L2,128,whole_layer,-1,train,
C,relative10_sequence_ce,101,0.08018479826486007,L2,128,whole_layer,-1,train,
C,relative10_sequence_ce,11,0.19837785979868358,L3,64,whole_layer,-1,train,
C,relative10_sequence_ce,23,0.2260442138275244,L3,64,whole_layer,-1,train,
C,relative10_sequence_ce,101,0.21688411744016614,L3,64,whole_layer,-1,train,
C,relative10_sequence_ce,11,0.00015311965995185917,L1,43,tau_subgroup,2,val,54.31342963722199
C,relative10_sequence_ce,23,0.00012249572796148734,L1,43,tau_subgroup,2,val,54.31342963722199
C,relative10_sequence_ce,101,0.00011024615516533861,L1,43,tau_subgroup,2,val,54.31342963722199
C,relative10_sequence_ce,11,0.0035237937743587858,L1,43,tau_subgroup,3,val,117.0136826471659
C,relative10_sequence_ce,23,0.0038484074534567273,L1,43,tau_subgroup,3,val,117.0136826471659
C,relative10_sequence_ce,101,0.004191395491748892,L1,43,tau_subgroup,3,val,117.0136826471659
C,relative10_sequence_ce,11,0.02857310073533408,L1,42,tau_subgroup,4,val,242.10347130039656
C,relative10_sequence_ce,23,0.02687794457612735,L1,42,tau_subgroup,4,val,242.10347130039656
C,relative10_sequence_ce,101,0.031737670926504216,L1,42,tau_subgroup,4,val,242.10347130039656
C,relative10_sequence_ce,11,0.018866383701535077,L2,43,tau_subgroup,2,val,54.31342963722199
C,relative10_sequence_ce,23,0.02366004985576128,L2,43,tau_subgroup,2,val,54.31342963722199
C,relative10_sequence_ce,101,0.022059439010397846,L2,43,tau_subgroup,2,val,54.31342963722199
C,relative10_sequence_ce,11,0.047113898569454055,L2,43,tau_subgroup,3,val,117.0136826471659
C,relative10_sequence_ce,23,0.06485127997827743,L2,43,tau_subgroup,3,val,117.0136826471659
C,relative10_sequence_ce,101,0.06425105091126614,L2,43,tau_subgroup,3,val,117.0136826471659
C,relative10_sequence_ce,11,0.09076505679086665,L2,42,tau_subgroup,4,val,242.10347130039656
C,relative10_sequence_ce,23,0.09979474188059914,L2,42,tau_subgroup,4,val,242.10347130039656
C,relative10_sequence_ce,101,0.10530661215412335,L2,42,tau_subgroup,4,val,242.10347130039656
C,relative10_sequence_ce,11,0.010610761785620227,L1,128,whole_layer,-1,val,
C,relative10_sequence_ce,23,0.010153300851549469,L1,128,whole_layer,-1,val,
C,relative10_sequence_ce,101,0.011859006013519446,L1,128,whole_layer,-1,val,
C,relative10_sequence_ce,11,0.05194753533491353,L2,128,whole_layer,-1,val,
C,relative10_sequence_ce,23,0.06247942454569397,L2,128,whole_layer,-1,val,
C,relative10_sequence_ce,101,0.06354866232113071,L2,128,whole_layer,-1,val,
C,relative10_sequence_ce,11,0.1673840641734703,L3,64,whole_layer,-1,val,
C,relative10_sequence_ce,23,0.19201151128083574,L3,64,whole_layer,-1,val,
C,relative10_sequence_ce,101,0.18745610569748047,L3,64,whole_layer,-1,val,
D,relative10_sequence_ce,11,0.0007869449966865473,L1,64,tau_subgroup,2,test,54.31342963722199
D,relative10_sequence_ce,23,0.0008387176938369781,L1,64,tau_subgroup,2,test,54.31342963722199
D,relative10_sequence_ce,101,0.0006743393803843605,L1,64,tau_subgroup,2,test,54.31342963722199
D,relative10_sequence_ce,11,0.016879193588469184,L1,64,tau_subgroup,3,test,117.0136826471659
D,relative10_sequence_ce,23,0.01493512881047051,L1,64,tau_subgroup,3,test,117.0136826471659
D,relative10_sequence_ce,101,0.01823175530152419,L1,64,tau_subgroup,3,test,117.0136826471659
D,relative10_sequence_ce,11,0.02845427435387674,L2,32,tau_subgroup,2,test,54.31342963722199
D,relative10_sequence_ce,23,0.012640304009277667,L2,32,tau_subgroup,2,test,54.31342963722199
D,relative10_sequence_ce,101,0.02197233267064281,L2,32,tau_subgroup,2,test,54.31342963722199
D,relative10_sequence_ce,11,0.06516370526838966,L2,32,tau_subgroup,3,test,117.0136826471659
D,relative10_sequence_ce,23,0.046323620775347914,L2,32,tau_subgroup,3,test,117.0136826471659
D,relative10_sequence_ce,101,0.05031788436050365,L2,32,tau_subgroup,3,test,117.0136826471659
D,relative10_sequence_ce,11,0.05211180831676607,L2,32,tau_subgroup,4,test,242.10347130039656
D,relative10_sequence_ce,23,0.08894290506958251,L2,32,tau_subgroup,4,test,242.10347130039656
D,relative10_sequence_ce,101,0.11113527170311464,L2,32,tau_subgroup,4,test,242.10347130039656
D,relative10_sequence_ce,11,0.1512358142809808,L2,32,tau_subgroup,5,test,492.1461612435418
D,relative10_sequence_ce,23,0.12050095261762757,L2,32,tau_subgroup,5,test,492.1461612435418
D,relative10_sequence_ce,101,0.1116944168323393,L2,32,tau_subgroup,5,test,492.1461612435418
D,relative10_sequence_ce,11,0.008833069292577865,L1,128,whole_layer,-1,test,
D,relative10_sequence_ce,23,0.007886923252153745,L1,128,whole_layer,-1,test,
D,relative10_sequence_ce,101,0.009453047340954274,L1,128,whole_layer,-1,test,
D,relative10_sequence_ce,11,0.07424140055500332,L2,128,whole_layer,-1,test,
D,relative10_sequence_ce,23,0.06710194561795892,L2,128,whole_layer,-1,test,
D,relative10_sequence_ce,101,0.0737799763916501,L2,128,whole_layer,-1,test,
D,relative10_sequence_ce,11,0.20857537069251159,L3,64,whole_layer,-1,test,
D,relative10_sequence_ce,23,0.213880777833002,L3,64,whole_layer,-1,test,
D,relative10_sequence_ce,101,0.23963898898277006,L3,64,whole_layer,-1,test,
D,relative10_sequence_ce,11,0.0009957479859982916,L1,64,tau_subgroup,2,train,54.31342963722199
D,relative10_sequence_ce,23,0.0009033697891369521,L1,64,tau_subgroup,2,train,54.31342963722199
D,relative10_sequence_ce,101,0.0009274456931348083,L1,64,tau_subgroup,2,train,54.31342963722199
D,relative10_sequence_ce,11,0.014237233490210529,L1,64,tau_subgroup,3,train,117.0136826471659
D,relative10_sequence_ce,23,0.013084207044400154,L1,64,tau_subgroup,3,train,117.0136826471659
D,relative10_sequence_ce,101,0.015490227276533739,L1,64,tau_subgroup,3,train,117.0136826471659
D,relative10_sequence_ce,11,0.02452078483259919,L2,32,tau_subgroup,2,train,54.31342963722199
D,relative10_sequence_ce,23,0.012556630713316697,L2,32,tau_subgroup,2,train,54.31342963722199
D,relative10_sequence_ce,101,0.020034292461520425,L2,32,tau_subgroup,2,train,54.31342963722199
D,relative10_sequence_ce,11,0.05179773728373557,L2,32,tau_subgroup,3,train,117.0136826471659
D,relative10_sequence_ce,23,0.03996390707957191,L2,32,tau_subgroup,3,train,117.0136826471659
D,relative10_sequence_ce,101,0.043807154102534045,L2,32,tau_subgroup,3,train,117.0136826471659
D,relative10_sequence_ce,11,0.04666276567236673,L2,32,tau_subgroup,4,train,242.10347130039656
D,relative10_sequence_ce,23,0.07496974810323748,L2,32,tau_subgroup,4,train,242.10347130039656
D,relative10_sequence_ce,101,0.09370969903026447,L2,32,tau_subgroup,4,train,242.10347130039656
D,relative10_sequence_ce,11,0.12535695144622908,L2,32,tau_subgroup,5,train,492.1461612435418
D,relative10_sequence_ce,23,0.09907862562178639,L2,32,tau_subgroup,5,train,492.1461612435418
D,relative10_sequence_ce,101,0.09832860887333143,L2,32,tau_subgroup,5,train,492.1461612435418
D,relative10_sequence_ce,11,0.00761649073810441,L1,128,whole_layer,-1,train,
D,relative10_sequence_ce,23,0.006993788416768553,L1,128,whole_layer,-1,train,
D,relative10_sequence_ce,101,0.008208836484834274,L1,128,whole_layer,-1,train,
D,relative10_sequence_ce,11,0.06208455980873265,L2,128,whole_layer,-1,train,
D,relative10_sequence_ce,23,0.05664222787947812,L2,128,whole_layer,-1,train,
D,relative10_sequence_ce,101,0.0639699386169126,L2,128,whole_layer,-1,train,
D,relative10_sequence_ce,11,0.18293107382718946,L3,64,whole_layer,-1,train,
D,relative10_sequence_ce,23,0.18872813279849934,L3,64,whole_layer,-1,train,
D,relative10_sequence_ce,101,0.20873206868541377,L3,64,whole_layer,-1,train,
D,relative10_sequence_ce,11,0.0003977921165832675,L1,64,tau_subgroup,2,val,54.31342963722199
D,relative10_sequence_ce,23,0.0003662430866473532,L1,64,tau_subgroup,2,val,54.31342963722199
D,relative10_sequence_ce,101,0.0003100035115442016,L1,64,tau_subgroup,2,val,54.31342963722199
D,relative10_sequence_ce,11,0.010101176367307523,L1,64,tau_subgroup,3,val,117.0136826471659
D,relative10_sequence_ce,23,0.008555273900447722,L1,64,tau_subgroup,3,val,117.0136826471659
D,relative10_sequence_ce,101,0.010990035993328066,L1,64,tau_subgroup,3,val,117.0136826471659
D,relative10_sequence_ce,11,0.015664779211658326,L2,32,tau_subgroup,2,val,54.31342963722199
D,relative10_sequence_ce,23,0.006200070230884031,L2,32,tau_subgroup,2,val,54.31342963722199
D,relative10_sequence_ce,101,0.010457817575278729,L2,32,tau_subgroup,2,val,54.31342963722199
D,relative10_sequence_ce,11,0.03761741725923975,L2,32,tau_subgroup,3,val,117.0136826471659
D,relative10_sequence_ce,23,0.02424337196031955,L2,32,tau_subgroup,3,val,117.0136826471659
D,relative10_sequence_ce,101,0.03029804231410763,L2,32,tau_subgroup,3,val,117.0136826471659
D,relative10_sequence_ce,11,0.032287002897023964,L2,32,tau_subgroup,4,val,242.10347130039656
D,relative10_sequence_ce,23,0.047814612413308755,L2,32,tau_subgroup,4,val,242.10347130039656
D,relative10_sequence_ce,101,0.07433500131682907,L2,32,tau_subgroup,4,val,242.10347130039656
D,relative10_sequence_ce,11,0.1021146080238785,L2,32,tau_subgroup,5,val,492.1461612435418
D,relative10_sequence_ce,23,0.07277401018347819,L2,32,tau_subgroup,5,val,492.1461612435418
D,relative10_sequence_ce,101,0.07884788429461856,L2,32,tau_subgroup,5,val,492.1461612435418
D,relative10_sequence_ce,11,0.005249484241945396,L1,128,whole_layer,-1,val,
D,relative10_sequence_ce,23,0.0044607584935475375,L1,128,whole_layer,-1,val,
D,relative10_sequence_ce,101,0.005650019752436133,L1,128,whole_layer,-1,val,
D,relative10_sequence_ce,11,0.046920951847950136,L2,128,whole_layer,-1,val,
D,relative10_sequence_ce,23,0.03775801619699763,L2,128,whole_layer,-1,val,
D,relative10_sequence_ce,101,0.048484686375208495,L2,128,whole_layer,-1,val,
D,relative10_sequence_ce,11,0.15548596479676938,L3,64,whole_layer,-1,val,
D,relative10_sequence_ce,23,0.14392667456764113,L3,64,whole_layer,-1,val,
D,relative10_sequence_ce,101,0.18154820691774207,L3,64,whole_layer,-1,val,
E,relative10_sequence_ce,11,0.0009319085487077535,L1,64,tau_subgroup,2,test,54.31342963722199
E,relative10_sequence_ce,23,0.001202420891318754,L1,64,tau_subgroup,2,test,54.31342963722199
E,relative10_sequence_ce,101,0.0008853131212723658,L1,64,tau_subgroup,2,test,54.31342963722199
E,relative10_sequence_ce,11,0.015722073807157056,L1,64,tau_subgroup,3,test,117.0136826471659
E,relative10_sequence_ce,23,0.01927626946653413,L1,64,tau_subgroup,3,test,117.0136826471659
E,relative10_sequence_ce,101,0.01934875124254473,L1,64,tau_subgroup,3,test,117.0136826471659
E,relative10_sequence_ce,11,0.024929878095766488,L2,43,tau_subgroup,2,test,54.31342963722199
E,relative10_sequence_ce,23,0.0277482392466904,L2,43,tau_subgroup,2,test,54.31342963722199
E,relative10_sequence_ce,101,0.02791391187757178,L2,43,tau_subgroup,2,test,54.31342963722199
E,relative10_sequence_ce,11,0.04255282259928799,L2,43,tau_subgroup,3,test,117.0136826471659
E,relative10_sequence_ce,23,0.08006611493827731,L2,43,tau_subgroup,3,test,117.0136826471659
E,relative10_sequence_ce,101,0.0863924977268174,L2,43,tau_subgroup,3,test,117.0136826471659
E,relative10_sequence_ce,11,0.09037047555934236,L2,42,tau_subgroup,4,test,242.10347130039656
E,relative10_sequence_ce,23,0.12281272681372085,L2,42,tau_subgroup,4,test,242.10347130039656
E,relative10_sequence_ce,101,0.12410655116917542,L2,42,tau_subgroup,4,test,242.10347130039656
E,relative10_sequence_ce,11,0.008326991177932406,L1,128,whole_layer,-1,test,
E,relative10_sequence_ce,23,0.010239345178926442,L1,128,whole_layer,-1,test,
E,relative10_sequence_ce,101,0.010117032181908549,L1,128,whole_layer,-1,test,
E,relative10_sequence_ce,11,0.052322782057654074,L2,128,whole_layer,-1,test,
E,relative10_sequence_ce,23,0.07651681059476474,L2,128,whole_layer,-1,test,
E,relative10_sequence_ce,101,0.07912227157886018,L2,128,whole_layer,-1,test,
E,relative10_sequence_ce,11,0.1768697709575878,L3,64,whole_layer,-1,test,
E,relative10_sequence_ce,23,0.20225004141815772,L3,64,whole_layer,-1,test,
E,relative10_sequence_ce,101,0.25806877485089463,L3,64,whole_layer,-1,test,
E,relative10_sequence_ce,11,0.0010033371296497898,L1,64,tau_subgroup,2,train,54.31342963722199
