objective,architecture,layer,shift,tau_syn_ms,group_neurons,probe_type,mean_feature_dim,mean_probe_val_balanced_accuracy,mean_probe_test_balanced_accuracy,mean_probe_test_macro_f1,mean_probe_test_accuracy,sd_feature_dim,sd_probe_val_balanced_accuracy,sd_probe_test_balanced_accuracy,sd_probe_test_macro_f1,sd_probe_test_accuracy
fixed250_sequence_ce,D,L2,4,242.10347130039656,32,full_count,32.0,0.35073352573352573,0.3327984515484515,0.3203025361588258,0.34018264840182644,0.0,0.019583086516477114,0.047050946851408974,0.05086095488848364,0.05140790068126803
fixed250_sequence_ce,D,L2,5,492.1461612435418,32,fixed250,512.0,0.42258898508898507,0.4558950308950309,0.4592914089412048,0.46575342465753417,0.0,0.014345162733963754,0.021464672164499213,0.01821843822877599,0.02372672339135448
fixed250_sequence_ce,D,L2,5,492.1461612435418,32,full_count,32.0,0.3753747795414462,0.3818339068339068,0.3731229967712655,0.3858447488584475,0.0,0.018042862697558608,0.033153020013353525,0.030048672955985917,0.0337868689199743
fixed250_sequence_ce,E,L1,2,54.31342963722199,64,fixed250,1024.0,0.22753326919993588,0.2536329411329411,0.2270707572569172,0.2671232876712329,0.0,0.04703851650485523,0.023504958453655952,0.03627730368260655,0.01812158432236023
fixed250_sequence_ce,E,L1,2,54.31342963722199,64,full_count,64.0,0.20974627224627226,0.2259134384134384,0.19928055516641352,0.23972602739726026,0.0,0.06885221962463446,0.023771531440873593,0.02808792255528667,0.02469555668126021
fixed250_sequence_ce,E,L1,3,117.0136826471659,64,fixed250,1024.0,0.45656164822831485,0.4133200133200133,0.39974647830342463,0.4155251141552512,0.0,0.02117823829989248,0.015016635411905009,0.013385830777561765,0.010462501586657184
fixed250_sequence_ce,E,L1,3,117.0136826471659,64,full_count,64.0,0.33818943402276735,0.3659613534613535,0.35010959231027455,0.37671232876712324,0.0,0.009155943837292025,0.02513110226110024,0.021849120989565957,0.02469555668126018
fixed250_sequence_ce,E,L2,2,54.31342963722199,43,fixed250,688.0,0.36029741863075193,0.3275465275465275,0.3141108730418027,0.3333333333333333,0.0,0.038464629444196125,0.009362170016114831,0.018790054771151973,0.01723706492070951
fixed250_sequence_ce,E,L2,2,54.31342963722199,43,full_count,43.0,0.29280503447170114,0.3123970936470936,0.27736014341480336,0.32648401826484014,0.0,0.0426921444587409,0.026681424636370566,0.027570005688598343,0.030885272279608855
fixed250_sequence_ce,E,L2,3,117.0136826471659,43,fixed250,688.0,0.4277817861151194,0.44118011618011616,0.43959659242782473,0.45433789954337894,0.0,0.018979844810720178,0.03572957719306445,0.039838351393973834,0.03378686891997429
fixed250_sequence_ce,E,L2,3,117.0136826471659,43,full_count,43.0,0.3456188872855539,0.3688977688977689,0.34895127487807476,0.3835616438356164,0.0,0.011733288534471488,0.02749555168767655,0.020476932612973,0.03138750475997153
fixed250_sequence_ce,E,L2,4,242.10347130039656,42,fixed250,672.0,0.4356080647747314,0.469034669034669,0.4663606845148967,0.4817351598173516,0.0,0.03251204812478049,0.034237422214996045,0.035168882165856556,0.030885272279608893
fixed250_sequence_ce,E,L2,4,242.10347130039656,42,full_count,42.0,0.3585056918390252,0.39887011137011125,0.4011313406669235,0.4041095890410959,0.0,0.02765814218981129,0.05548024382653695,0.05165327732046433,0.05971094443206401
relative10_sequence_ce,B,L1,2,54.31342963722199,64,fixed250,1024.0,0.2453282828282828,0.26820054945054944,0.2561995374008326,0.273972602739726,0.0,0.04396808630708947,0.04021322183713725,0.04198400348626488,0.04745344678270896
relative10_sequence_ce,B,L1,2,54.31342963722199,64,full_count,64.0,0.21994548661215327,0.24154017279017279,0.215527968429463,0.2465753424657534,0.0,0.05198701574865317,0.03071065057019399,0.03311889225433021,0.03138750475997152
relative10_sequence_ce,B,L1,3,117.0136826471659,64,fixed250,1024.0,0.43964245630912296,0.4613673363673363,0.4596515688276208,0.4680365296803653,0.0,0.026457656340196086,0.015620599158594721,0.011209438457955186,0.015817815594236322
relative10_sequence_ce,B,L1,3,117.0136826471659,64,full_count,64.0,0.3850829725829726,0.39619385244385247,0.386759451633421,0.4063926940639269,0.0,0.03221015296821446,0.03631031552298364,0.03633599825749554,0.037723085940315766
relative10_sequence_ce,B,L2,2,54.31342963722199,64,fixed250,1024.0,0.3706289081289081,0.389514652014652,0.37760020881534345,0.3972602739726027,0.0,0.012619734506533658,0.007797190524832744,0.009687138148695736,0.0
relative10_sequence_ce,B,L2,2,54.31342963722199,64,full_count,64.0,0.35331088664422,0.3516455766455766,0.3270742114843656,0.36301369863013694,0.0,0.03716772212474818,0.029670934027634908,0.02669354880112686,0.04166275705683711
relative10_sequence_ce,B,L2,3,117.0136826471659,64,fixed250,1024.0,0.4727112393779061,0.5035494597994599,0.5056163301221456,0.5159817351598174,0.0,0.020594588786777394,0.015788936472754058,0.01339840179108391,0.017237064920709484
relative10_sequence_ce,B,L2,3,117.0136826471659,64,full_count,64.0,0.4257696007696008,0.4069705757205757,0.3950584952729161,0.4063926940639269,0.0,0.05015110952989409,0.055031725205356485,0.05855965751834085,0.06581522970502086
relative10_sequence_ce,C,L1,2,54.31342963722199,43,fixed250,688.0,0.12202380952380953,0.11949439449439447,0.08407582702825556,0.1324200913242009,0.0,0.019161983061785806,0.030209303723905158,0.0453817946022811,0.031635631188472645
relative10_sequence_ce,C,L1,2,54.31342963722199,43,full_count,43.0,0.1072089947089947,0.12096283346283347,0.09019905649775191,0.13013698630136986,0.0,0.021902221691526533,0.03219995579074489,0.04852765360268151,0.03424657534246575
relative10_sequence_ce,C,L1,3,117.0136826471659,43,fixed250,688.0,0.30844356261022926,0.310243228993229,0.29849833044232443,0.3150684931506849,0.0,0.057240366565158525,0.02226505958676718,0.024035621206818826,0.02372672339135448
relative10_sequence_ce,C,L1,3,117.0136826471659,43,full_count,43.0,0.2883858425525092,0.27391682391682387,0.2642798109116665,0.2808219178082192,0.0,0.037810556218674844,0.014803559223033114,0.01536936243377095,0.013698630136986314
relative10_sequence_ce,C,L1,4,242.10347130039656,42,fixed250,672.0,0.447334455667789,0.4743844118844119,0.46307860999126266,0.4840182648401827,0.0,0.01802764413622623,0.03399824442136416,0.030666470421359702,0.033786868919974296
relative10_sequence_ce,C,L1,4,242.10347130039656,42,full_count,42.0,0.3734648067981401,0.4236525049025049,0.3997309792893226,0.4246575342465753,0.0,0.021143945187953716,0.05024801189842482,0.059868419518585715,0.05171119476212843
relative10_sequence_ce,C,L2,2,54.31342963722199,43,fixed250,688.0,0.4066618566618567,0.4081430143930144,0.38896686575405787,0.4109589041095891,0.0,0.013808951499656856,0.009130076091709282,0.01515876942741054,0.011863361695677222
relative10_sequence_ce,C,L2,2,54.31342963722199,43,full_count,43.0,0.33596480679814017,0.35306152181152184,0.3346005963119308,0.3538812785388128,0.0,0.012006390905369297,0.05798752319158857,0.051997363305913806,0.055362354579827126
relative10_sequence_ce,C,L2,3,117.0136826471659,43,fixed250,688.0,0.44296135962802635,0.47368788618788615,0.47160101895735274,0.4840182648401827,0.0,0.03811864055234889,0.030414821367626802,0.028870435039844048,0.03236860017981238
relative10_sequence_ce,C,L2,3,117.0136826471659,43,full_count,43.0,0.39476110309443646,0.39465626965626965,0.37824870279310296,0.408675799086758,0.0,0.06152493736476583,0.040206474842106675,0.0424515287761085,0.046622323873657834
relative10_sequence_ce,C,L2,4,242.10347130039656,42,fixed250,672.0,0.424549062049062,0.47490079365079363,0.48423213707558665,0.4840182648401827,0.0,0.015590061724399461,0.011406557936422604,0.01387054905299026,0.010462501586657158
relative10_sequence_ce,C,L2,4,242.10347130039656,42,full_count,42.0,0.4019981561648229,0.3775162337662337,0.369811013685093,0.3835616438356164,0.0,0.039334618658339794,0.04342174800186828,0.03836200853886577,0.04491396249521919
relative10_sequence_ce,D,L1,2,54.31342963722199,64,fixed250,1024.0,0.15915704665704666,0.19185814185814185,0.16500339820062307,0.20547945205479454,0.0,0.02217775986575106,0.021017708158944097,0.020112018827825262,0.020547945205479444
relative10_sequence_ce,D,L1,2,54.31342963722199,64,full_count,64.0,0.16001683501683503,0.18800227550227552,0.13896913780748096,0.21232876712328766,0.0,0.019757310664530205,0.004658418284539447,0.011540952404720403,0.00684931506849315
relative10_sequence_ce,D,L1,3,117.0136826471659,64,fixed250,1024.0,0.43433541766875106,0.43291962666962663,0.41688846679460484,0.4383561643835616,0.0,0.014401414575911129,0.0065615895022545145,0.014820845817090986,0.006849315068493171
relative10_sequence_ce,D,L1,3,117.0136826471659,64,full_count,64.0,0.37927489177489176,0.40122192622192615,0.3923721585565782,0.4109589041095891,0.0,0.022886024241888604,0.04827855691553313,0.05656971532035718,0.04277395889313972
relative10_sequence_ce,D,L2,2,54.31342963722199,32,fixed250,512.0,0.31205307038640373,0.288949938949939,0.2721707936166493,0.3036529680365297,0.0,0.05448346251559924,0.07362400739174205,0.06982307497732392,0.07908907797118163
relative10_sequence_ce,D,L2,2,54.31342963722199,32,full_count,32.0,0.24863716530383198,0.27115800865800865,0.2594868828417967,0.28082191780821913,0.0,0.06264579483734826,0.03918356251421251,0.04534891098517174,0.03559008508703172
relative10_sequence_ce,D,L2,3,117.0136826471659,32,fixed250,512.0,0.40424683341350004,0.4008107633107632,0.38750895384420697,0.4155251141552512,0.0,0.01420467662624912,0.056507534334414494,0.05133015369057236,0.05320173606269883
relative10_sequence_ce,D,L2,3,117.0136826471659,32,full_count,32.0,0.3134159050825717,0.311742192992193,0.2984576430306725,0.3242009132420091,0.0,0.009519301607947558,0.06208100043336303,0.062182023906292114,0.061770544559217724
relative10_sequence_ce,D,L2,4,242.10347130039656,32,fixed250,512.0,0.3823653198653199,0.4284592722092722,0.41416530202545476,0.4429223744292237,0.0,0.032830236834583686,0.047328486437075636,0.043828907285452676,0.045604987112872544
relative10_sequence_ce,D,L2,4,242.10347130039656,32,full_count,32.0,0.35585818502485167,0.4086769711769711,0.3936337747091558,0.4223744292237443,0.0,0.05913785055679191,0.07017429302106319,0.07754369967809648,0.06996143126047745
relative10_sequence_ce,D,L2,5,492.1461612435418,32,fixed250,512.0,0.44386123136123135,0.42337962962962955,0.418911265224972,0.4337899543378995,0.0,0.028268706104574593,0.03256474705699468,0.033891715881573616,0.031635631188472645
relative10_sequence_ce,D,L2,5,492.1461612435418,32,full_count,32.0,0.37894019560686226,0.3682713120213121,0.33661341443779436,0.3858447488584475,0.0,0.04640827160359715,0.02727175431555412,0.03680311030840147,0.027681177289913563
relative10_sequence_ce,E,L1,2,54.31342963722199,64,fixed250,1024.0,0.2116301907968575,0.2031433843933844,0.18355111306456484,0.2100456621004566,0.0,0.02868223902474251,0.06410386158717946,0.06187441424020692,0.07938510799412653
relative10_sequence_ce,E,L1,2,54.31342963722199,64,full_count,64.0,0.1943682860349527,0.21568454693454694,0.17591820757539076,0.228310502283105,0.0,0.03296455892604786,0.02933986404217794,0.04129247675534138,0.04013332381563229
relative10_sequence_ce,E,L1,3,117.0136826471659,64,fixed250,1024.0,0.4366742825076158,0.46065462315462313,0.4482977044723914,0.4680365296803653,0.0,0.029334098328907748,0.014244380635321883,0.017623744046710473,0.017237064920709515
relative10_sequence_ce,E,L1,3,117.0136826471659,64,full_count,64.0,0.3861672278338945,0.38867290117290115,0.37250151954470107,0.39954337899543374,0.0,0.06204331067291743,0.023298830530791344,0.025873854438427723,0.030885272279608883
relative10_sequence_ce,E,L2,2,54.31342963722199,43,fixed250,688.0,0.3524090107423441,0.34431240056240053,0.3296381808056876,0.3515981735159817,0.0,0.030709964567981963,0.01008115124732603,0.01463437228393974,0.014257986297713238
relative10_sequence_ce,E,L2,2,54.31342963722199,43,full_count,43.0,0.31600929934263267,0.3041086228586229,0.2958660608826755,0.30821917808219174,0.0,0.015702902750613965,0.028461841101375677,0.028272947475219943,0.034246575342465765
relative10_sequence_ce,E,L2,3,117.0136826471659,43,fixed250,688.0,0.40416666666666673,0.4275643338143338,0.41362907738447957,0.4337899543378995,0.0,0.048296411428271964,0.019148067521102645,0.004942148350967778,0.020925003173314336
relative10_sequence_ce,E,L2,3,117.0136826471659,43,full_count,43.0,0.35341109507776175,0.33746577496577496,0.32688402247769144,0.3493150684931507,0.0,0.06211910588501927,0.057803507070333805,0.061732250524976225,0.059316808478386183
relative10_sequence_ce,E,L2,4,242.10347130039656,42,fixed250,672.0,0.43102052268718943,0.4391141266141266,0.4367985882781782,0.45433789954337894,0.0,0.05567623302093026,0.04547264670165299,0.045395157033661246,0.04662232387365786
relative10_sequence_ce,E,L2,4,242.10347130039656,42,full_count,42.0,0.3708593875260542,0.39006479631479635,0.35853634491348146,0.4041095890410959,0.0,0.05966344995556387,0.036832458197585946,0.025762931934148872,0.038135372348150856
timestep_ce,B,L1,2,54.31342963722199,64,fixed250,1024.0,0.29287317620650954,0.288245781995782,0.2689462943502911,0.2945205479452055,0.0,0.024034045267062334,0.026130248388992493,0.026282154794253887,0.02985547221603203
timestep_ce,B,L1,2,54.31342963722199,64,full_count,64.0,0.24475709475709476,0.2597363284863285,0.24746939373970886,0.2671232876712329,0.0,0.03939769014919238,0.03620069927465985,0.03289751724767859,0.036243168644720436
timestep_ce,B,L1,3,117.0136826471659,64,fixed250,1024.0,0.48305074555074556,0.507272126022126,0.5049909751268092,0.5182648401826484,0.0,0.01024506148543944,0.012395568720537296,0.013519602385456285,0.01046250158665712
timestep_ce,B,L1,3,117.0136826471659,64,full_count,64.0,0.4460638127304794,0.48817779442779446,0.4825296160746722,0.502283105022831,0.0,0.03461528028731565,0.06100348933941398,0.058669712095603045,0.05984174621954869
timestep_ce,B,L2,2,54.31342963722199,64,fixed250,1024.0,0.414313772647106,0.4540355477855478,0.4400622040954203,0.4589041095890411,0.0,0.02048717671248171,0.02133976596072186,0.019826468498406406,0.02372672339135448
timestep_ce,B,L2,2,54.31342963722199,64,full_count,64.0,0.40464967131633794,0.47630957005957003,0.4658807898349447,0.4863013698630137,0.0,0.03738418251437176,0.025506060600828013,0.031934182548627406,0.02469555668126024
timestep_ce,B,L2,3,117.0136826471659,64,fixed250,1024.0,0.48722943722943723,0.581516169016169,0.5731589283963996,0.5981735159817352,0.0,0.03308259309782005,0.030809878826663768,0.033067692477401225,0.03236860017981239
timestep_ce,B,L2,3,117.0136826471659,64,full_count,64.0,0.4597222222222223,0.4898488085988086,0.47922809587634957,0.5045662100456622,0.0,0.06602684361859164,0.019910053235647887,0.0032294588327778477,0.030885272279608866
timestep_ce,C,L1,2,54.31342963722199,43,fixed250,688.0,0.2633738175404842,0.2568870943870944,0.2424015577140497,0.2579908675799087,0.0,0.04424399130875642,0.06592684116689591,0.076635115858214,0.06652421134398841
timestep_ce,C,L1,2,54.31342963722199,43,full_count,43.0,0.21652236652236653,0.20005642505642504,0.17111254331939954,0.21689497716894976,0.0,0.06498125461592409,0.053864932436828945,0.04194412467723499,0.06509852707480938
timestep_ce,C,L1,3,117.0136826471659,43,fixed250,688.0,0.37292368125701464,0.3646774521774521,0.353916338189831,0.3675799086757991,0.0,0.07233007981529194,0.030093976372076524,0.03663280778259449,0.033786868919974296
timestep_ce,C,L1,3,117.0136826471659,43,full_count,43.0,0.31747033830367166,0.30429732304732304,0.28279034047053614,0.3059360730593607,0.0,0.07065517445483849,0.019248057779695994,0.025742815479648493,0.017237064920709488
timestep_ce,C,L1,4,242.10347130039656,42,fixed250,672.0,0.49964125380792046,0.4886571761571761,0.48954989565101187,0.4931506849315068,0.0,0.02837865726570819,0.09208329478719478,0.09670729903748006,0.09878222672504079
timestep_ce,C,L1,4,242.10347130039656,42,full_count,42.0,0.3853455186788521,0.44723702223702216,0.4237395331393858,0.4520547945205479,0.0,0.019458964907581613,0.076612553002418,0.06811784033993046,0.08554791778627943
timestep_ce,C,L2,2,54.31342963722199,43,fixed250,688.0,0.42326438993105664,0.4626387501387501,0.4561755403550556,0.4771689497716895,0.0,0.02642313160894136,0.11149083576697139,0.11315441444027124,0.11156887418146676
timestep_ce,C,L2,2,54.31342963722199,43,full_count,43.0,0.3762405804072471,0.45862077737077733,0.4390516379235772,0.4657534246575343,0.0,0.036560382673671746,0.03693973890935135,0.033839395957297354,0.029855472216032013
timestep_ce,C,L2,3,117.0136826471659,43,fixed250,688.0,0.44963123296456625,0.5425354737854738,0.5425400487171053,0.5547945205479452,0.0,0.023111285821168323,0.029433429392380004,0.03991403324354885,0.02739726027397263
timestep_ce,C,L2,3,117.0136826471659,43,full_count,43.0,0.3811688311688311,0.4634268509268509,0.4398465273021834,0.4794520547945205,0.0,0.0268489592040682,0.04217035372892943,0.04448687578487856,0.03813537234815084
timestep_ce,C,L2,4,242.10347130039656,42,fixed250,672.0,0.5031144781144782,0.5363902301402301,0.5380465912644358,0.550228310502283,0.0,0.048477736072228654,0.039268894522186834,0.038071816629983594,0.04560498711287259
timestep_ce,C,L2,4,242.10347130039656,42,full_count,42.0,0.4499078082411416,0.46233997483997474,0.4570545242004694,0.4771689497716895,0.0,0.027703825939419786,0.046503012288892795,0.04936061422772443,0.04859314304518897
timestep_ce,D,L1,2,54.31342963722199,64,fixed250,1024.0,0.2596801346801347,0.2855475542975543,0.2576082080819258,0.28995433789954334,0.0,0.008495175257958714,0.01587582868481506,0.03374457222266762,0.01425798629771324
timestep_ce,D,L1,2,54.31342963722199,64,full_count,64.0,0.23185024851691516,0.23936133311133312,0.231067467225073,0.2465753424657534,0.0,0.015347611851636994,0.028664524749454776,0.022186987917816894,0.03138750475997152
timestep_ce,D,L1,3,117.0136826471659,64,fixed250,1024.0,0.44552068302068304,0.4440700503200503,0.4374056001750777,0.44977168949771684,0.0,0.017390499884471257,0.01882127779849972,0.023387286080652346,0.017237064920709453
timestep_ce,D,L1,3,117.0136826471659,64,full_count,64.0,0.417356100689434,0.4333888333888334,0.42824347786761363,0.4337899543378995,0.0,0.08089011464788567,0.07249802559410637,0.07245602861177519,0.07544617188063153
timestep_ce,D,L2,2,54.31342963722199,32,fixed250,512.0,0.37159692159692165,0.42934773559773554,0.4157152460880962,0.43607305936073065,0.0,0.007874721229980553,0.021128193813604406,0.025205839557371768,0.02851597259542648
timestep_ce,D,L2,2,54.31342963722199,32,full_count,32.0,0.3700216450216451,0.4076573889073889,0.39129369750739745,0.4223744292237443,0.0,0.06308891674059573,0.01957304075136548,0.009750242246333557,0.024054004001946898
timestep_ce,D,L2,3,117.0136826471659,32,fixed250,512.0,0.37870570787237456,0.44218420468420466,0.42857277262187493,0.45433789954337894,0.0,0.008519053408798343,0.031918087278635494,0.039539337269241276,0.03236860017981235
timestep_ce,D,L2,3,117.0136826471659,32,full_count,32.0,0.336866682700016,0.38231467606467606,0.3526107128493174,0.3926940639269407,0.0,0.07529874176818502,0.027323036793348205,0.04545239606915446,0.022017467490851494
timestep_ce,D,L2,4,242.10347130039656,32,fixed250,512.0,0.4362493987493988,0.49689546564546566,0.4844430438400176,0.5068493150684931,0.0,0.019235204875051853,0.012821774367356046,0.014151075485737989,0.011863361695677208
timestep_ce,D,L2,4,242.10347130039656,32,full_count,32.0,0.4124659291325958,0.43643948643948643,0.4221901626677371,0.4474885844748859,0.0,0.06172636431092576,0.04873563891665219,0.04132701957240275,0.051407900681268034
timestep_ce,D,L2,5,492.1461612435418,32,fixed250,512.0,0.49179693763027094,0.4853093665593666,0.4840600225271847,0.5,0.0,0.05802102268993335,0.02621381603964869,0.023846854923399944,0.02739726027397263
timestep_ce,D,L2,5,492.1461612435418,32,full_count,32.0,0.4211499919833253,0.4595527158027158,0.4295526161246974,0.4748858447488584,0.0,0.02257434303074164,0.036232787780427766,0.05271248091011547,0.03447412984141896
timestep_ce,E,L1,2,54.31342963722199,64,fixed250,1024.0,0.2764590347923681,0.2616138491138491,0.23325110796026519,0.2625570776255708,0.0,0.04137001499305459,0.07068976306667986,0.06342304138012533,0.08228685520977215
timestep_ce,E,L1,2,54.31342963722199,64,full_count,64.0,0.23785674202340867,0.2563714063714064,0.24079493283206074,0.2671232876712329,0.0,0.06644219394172866,0.06053726372178056,0.06022886769590197,0.06745793014928839
timestep_ce,E,L1,3,117.0136826471659,64,fixed250,1024.0,0.4630451338784672,0.5023742461242461,0.49691831680199344,0.5136986301369864,0.0,0.04070999682906695,0.019300493832285548,0.01582941239084753,0.020547945205479506
timestep_ce,E,L1,3,117.0136826471659,64,full_count,64.0,0.44503767837101166,0.40689588189588183,0.39854043187209487,0.4109589041095891,0.0,0.06712211407004592,0.01899486507170116,0.009165616869045557,0.018121584322360215
timestep_ce,E,L2,2,54.31342963722199,43,fixed250,688.0,0.37800625300625296,0.3500106375106375,0.3417484427168394,0.35616438356164387,0.0,0.007367484049528459,0.06661661289190986,0.07733247588892446,0.06533830146691409
timestep_ce,E,L2,2,54.31342963722199,43,full_count,43.0,0.3445606862273529,0.3968031968031968,0.3790402132328779,0.4063926940639269,0.0,0.03860377060825989,0.043398730058974766,0.0520328764825204,0.04560498711287257
