representation,snn_seed,n_shuffles,mean_shuffle_test_BA,sd_shuffle_test_BA,mean_shuffle_delta,real_test_BA,real_delta,real_minus_shuffle_mean_BA
Raw250+SNN125,11,20,0.36014384920634923,0.04759805093014159,-0.1868138227513228,0.5390211640211641,-0.007936507936507908,0.17887731481481484
Raw250+SNN125,23,20,0.3463210978835979,0.04086090388987823,-0.2006365740740741,0.5973875661375662,0.050429894179894186,0.2510664682539683
Raw250+SNN125,101,20,0.35133928571428574,0.047089489360813114,-0.19561838624338626,0.5628306878306878,0.015873015873015817,0.21149140211640205
Raw250+SNN250,11,20,0.39207175925925924,0.04013189473420174,-0.15488591269841273,0.5667989417989419,0.019841269841269882,0.1747271825396826
Raw250+SNN250,23,20,0.40769675925925924,0.05269359907267954,-0.13926091269841273,0.6433531746031745,0.09639550264550256,0.2356564153439153
Raw250+SNN250,101,20,0.39807374338624335,0.046924182928969306,-0.1488839285714286,0.5669642857142857,0.020006613756613723,0.16889054232804235
