epoch,train_task_loss,train_p2,train_a1,train_weighted_p2,train_weighted_a1,train_total_loss,train_reg_to_task_ratio,val_native_ba,val_native_loss
1,3.1192734274314318,6142.149203958692,0.0852173198777509,61.42149203958692,0.00852173198777509,64.54928354470127,19.693693163077178,0.06025132275132276,2.8840830326080322
2,2.724510392305568,2665.608623038471,0.06769752869199763,26.65608623038471,0.006769752869199764,29.387365410126836,9.786292633918325,0.0789021164021164,2.6690168380737305
3,2.5601185307855654,1382.9406685755298,0.05547535055911684,13.829406685755298,0.005547535055911684,16.395072763019503,5.404028780091675,0.0808862433862434,2.5415875911712646
4,2.503333341644471,854.9502466828811,0.04689647841448423,8.54950246682881,0.004689647841448423,11.057525314685606,3.4171206736098934,0.0789021164021164,2.5019726753234863
5,2.473698463784643,598.429458591901,0.040069276617644374,5.98429458591901,0.004006927661764438,8.461999960487352,2.4207887910553794,0.059722222222222225,2.485654354095459
6,2.4549810205187117,436.13794092385166,0.034142279795494425,4.361379409238516,0.0034142279795494426,6.819774818092123,1.7779337602764158,0.07718253968253967,2.4659602642059326
7,2.4415789742067635,335.90377145790194,0.029096605897385774,3.3590377145790193,0.0029096605897385775,5.803526386746851,1.3769562281969643,0.07579365079365079,2.4646365642547607
8,2.433412872780621,262.8078335418964,0.02522896875574441,2.628078335418964,0.0025228968755744412,5.064014099140791,1.0810336633456672,0.10158730158730157,2.4609017372131348
9,2.420583621975477,215.13425210503004,0.022127435714160308,2.1513425210503003,0.002212743571416031,4.574138820273946,0.8896843079786542,0.11349206349206348,2.455892324447632
10,2.416574174073395,179.57884675910674,0.019625434578234482,1.7957884675910674,0.001962543457823448,4.214325138705938,0.7439254421967891,0.13234126984126984,2.4527084827423096
11,2.4142606685165693,151.85867700888656,0.01760767626282783,1.5185867700888656,0.0017607676262827833,3.934608187814998,0.6297362822256134,0.14285714285714288,2.4437499046325684
12,2.4071993433875183,132.27737631609025,0.016093153897640832,1.3227737631609027,0.0016093153897640833,3.7315823584538523,0.55017590553466,0.15476190476190477,2.434049606323242
13,2.405898442982396,116.62671772994601,0.014678543632314661,1.1662671772994602,0.0014678543632314662,3.5736334196671766,0.48536339306789095,0.16865079365079363,2.426389694213867
14,2.4078890169343934,102.05936041879572,0.013350469600441329,1.0205936041879573,0.001335046960044133,3.4298176642334193,0.4244085354270485,0.1636904761904762,2.427258014678955
15,2.4067446664360426,92.06744349310607,0.012269454080092107,0.9206744349310607,0.0012269454080092107,3.328646073448063,0.38304910080230514,0.14285714285714288,2.4235007762908936
