condition,mode,mean_SameLabel_at_1,mean_SameLabel_at_5,mean_knn5_BA,sd_knn5_BA,mean_n_queries
cls_only,250,0.23970834502446547,0.21788266546972399,0.23610903906946323,0.001445102988815656,3008.6666666666665
cls_only,500,0.3047283333544398,0.27029952564039766,0.2944231213038602,0.010855358562653619,2724.6666666666665
con250,250,0.24046093336412377,0.2187266726746746,0.24481845727604776,0.008370104768436542,3301.6666666666665
con250,500,0.31457733658935233,0.27823359821311777,0.30399894553627954,0.009768850326639697,2877.3333333333335
con500,250,0.23924806688004593,0.22050638647031617,0.24293639423036315,0.0065531239814428524,3333.3333333333335
con500,500,0.31008788643447527,0.2840152642329681,0.3049476784648883,0.00796933715230677,2891.0
