condition,checkpoint_source_condition,checkpoint_file,seed,lambda_con,best_epoch,train_global_BA,val_global_BA,test_global_accuracy,test_global_BA,test_global_macro_f1,test_l1_fr,test_l2_fr,test_l3_fr,test_l1_dead_fraction,test_l2_dead_fraction,test_l3_dead_fraction,train_active_item_fraction,val_active_item_fraction,train_valid_anchor_fraction,val_valid_anchor_fraction
cls_only,con250,dev_con250_lambda_0_seed_11.pt,11,0.0,79,0.9848166028825013,0.6489087301587302,0.47368421052631576,0.48346560846560843,0.4557351682545181,0.008200876336348684,0.04804751747532895,0.09919112356085526,0.1484375,0.0234375,0.0,0.0,0.0,0.0,0.0
cls_only,con250,dev_con250_lambda_0_seed_23.pt,23,0.0,93,0.9692693753045422,0.6060515873015871,0.49473684210526314,0.5208333333333334,0.49013572140507117,0.00770263671875,0.04479241622121711,0.09653705797697368,0.1484375,0.0078125,0.0,0.0,0.0,0.0,0.0
cls_only,con250,dev_con250_lambda_0_seed_101.pt,101,0.0,97,0.9818766148432134,0.6770171957671959,0.5263157894736842,0.5441468253968255,0.5172869535292136,0.008082982113486842,0.037143747430098684,0.07288497121710526,0.140625,0.0546875,0.0,0.0,0.0,0.0,0.0
con250,con250,dev_con250_lambda_0.1_seed_11.pt,11,0.1,100,0.9953316977237767,0.7006283068783068,0.5263157894736842,0.5543981481481481,0.5334219293778116,0.011257773951480263,0.047962710731907894,0.11827264083059211,0.1328125,0.0390625,0.0,0.9535714616406633,0.9768507387555007,0.9964063175116913,0.9984765790757679
con250,con250,dev_con250_lambda_0.1_seed_23.pt,23,0.1,54,0.9770399558924557,0.6392857142857142,0.4842105263157895,0.5203373015873016,0.49026906656382363,0.007225598787006579,0.042145417865953945,0.09781301398026315,0.1875,0.0234375,0.0,0.9010107548953087,0.9224263509977797,0.9928951708576347,0.9983919641328236
con250,con250,dev_con250_lambda_0.1_seed_101.pt,101,0.1,78,0.990548572352416,0.651818783068783,0.5789473684210527,0.5927579365079364,0.5786437010701716,0.00930529142680921,0.04140978361430921,0.09520777652138158,0.1328125,0.0546875,0.0,0.9135321438168172,0.9365451270213175,0.9944282340098031,0.9984024053528195
con500,con500,dev_con500_lambda_0.1_seed_11.pt,11,0.1,94,0.9953316977237767,0.675760582010582,0.5578947368421052,0.5663029100529101,0.5388607186014307,0.010781699732730262,0.05563804224917763,0.11892860814144737,0.1328125,0.0234375,0.0,0.980769631342881,0.9983068783068783,0.9814154882974262,0.9892225483107189
con500,con500,dev_con500_lambda_0.1_seed_23.pt,23,0.1,85,0.9626426898089888,0.6697089947089947,0.43157894736842106,0.4388227513227514,0.4265743445061044,0.008485171669407895,0.048919035259046055,0.1002576326069079,0.1796875,0.0234375,0.0,0.9861384677459646,1.0,0.9821398642998708,0.989228209805867
con500,con500,dev_con500_lambda_0.1_seed_101.pt,101,0.1,84,0.9849230311498491,0.6870701058201059,0.49473684210526314,0.5140542328042327,0.4759197859817054,0.010022293893914474,0.04428004214638158,0.08749807257401315,0.140625,0.0703125,0.0,0.9701919057006935,0.9983068783068783,0.981315098985841,0.9892225483107189
