condition,checkpoint_source_condition,seed,lambda_con,epoch,train_loss,train_loss_cls,train_loss_con,train_effective_lambda_con,train_active_item_fraction,train_valid_anchor_fraction,train_accuracy,train_balanced_accuracy,train_macro_f1,train_l1_fr,train_l2_fr,train_l3_fr,train_l1_dead_fraction,train_l2_dead_fraction,train_l3_dead_fraction,val_loss,val_loss_cls,val_loss_con,val_effective_lambda_con,val_active_item_fraction,val_valid_anchor_fraction,val_accuracy,val_balanced_accuracy,val_macro_f1,val_l1_fr,val_l2_fr,val_l3_fr,val_l1_dead_fraction,val_l2_dead_fraction,val_l3_dead_fraction
cls_only,con250,11,0.0,16,1.16080657288998,1.16080657288998,0.0,0.0,0.0,0.0,0.6329113924050633,0.627134030297213,0.6511603600005459,0.002117398418957674,0.010887677156472509,0.024433570572092563,0.1640625,0.1015625,0.0,2.4673306487855458,2.4673306487855458,0.0,0.0,0.0,0.0,0.3412698412698413,0.33816137566137566,0.3385881730990426,0.0015823122054811508,0.007276020352802579,0.0189606197296627,0.4140625,0.1328125,0.015625
cls_only,con250,11,0.0,17,1.033352264120609,1.033352264120609,0.0,0.0,0.0,0.0,0.6503164556962026,0.6435799192325362,0.666827270312485,0.0022700828841969935,0.011997367762312104,0.027845744845233385,0.171875,0.09375,0.0,2.5754929345751565,2.5754929345751565,0.0,0.0,0.0,0.0,0.373015873015873,0.37232142857142864,0.3652564120211179,0.0017220633370535715,0.00849793449280754,0.023057725694444444,0.3828125,0.1171875,0.0
cls_only,con250,11,0.0,18,0.9585022518906412,0.9585022518906412,0.0,0.0,0.0,0.0,0.6756329113924051,0.6685427106304713,0.6876839201899493,0.002437108679662777,0.0134026249752769,0.033247839046429986,0.1640625,0.0859375,0.0,2.607859895342872,2.607859895342872,0.0,0.0,0.0,0.0,0.3333333333333333,0.3431216931216931,0.343507188450429,0.0018378363715277778,0.009479098849826388,0.026671394469246032,0.375,0.1171875,0.0
cls_only,con250,11,0.0,19,0.9102363963670368,0.9102363963670368,0.0,0.0,0.0,0.0,0.680379746835443,0.6753380349866162,0.6944509753154327,0.002562510816356804,0.01433307309693928,0.03567388993275317,0.171875,0.0859375,0.0,2.7749376864660356,2.7749376864660356,0.0,0.0,0.0,0.0,0.35714285714285715,0.355191798941799,0.34576407252877844,0.0019332643539186508,0.010126991877480158,0.02871219695560516,0.3671875,0.109375,0.0
cls_only,con250,11,0.0,20,0.8550298779825621,0.8550298779825621,0.0,0.0,0.0,0.0,0.7120253164556962,0.7059893746352993,0.7276011213049177,0.0026606306245055378,0.014880506298210047,0.03648357149920886,0.171875,0.0859375,0.0,2.651352091441079,2.651352091441079,0.0,0.0,0.0,0.0,0.36507936507936506,0.37404100529100526,0.36134854567932145,0.0019821893601190475,0.010359748961433532,0.028839111328125,0.3515625,0.1015625,0.0
cls_only,con250,11,0.0,21,0.8007490529289728,0.8007490529289728,0.0,0.0,0.0,0.0,0.7373417721518988,0.733389989486121,0.7543946609790435,0.0027134086512312105,0.015164773675459849,0.037586453594738924,0.171875,0.0859375,0.0,2.4823955921899703,2.4823955921899703,0.0,0.0,0.0,0.0,0.42857142857142855,0.4309854497354497,0.42458624637652775,0.0020202152312748015,0.010637071397569444,0.029970199342757936,0.359375,0.09375,0.0
cls_only,con250,11,0.0,22,0.7530872489832625,0.7530872489832625,0.0,0.0,0.0,0.0,0.759493670886076,0.754839795765219,0.7733991368117893,0.0027836183958415742,0.01563045646570906,0.038901413543314875,0.1640625,0.0859375,0.0,2.494387554743933,2.494387554743933,0.0,0.0,0.0,0.0,0.46825396825396826,0.4582010582010583,0.45221867504476204,0.0020931183345734125,0.011172582232762896,0.032350570436507936,0.34375,0.09375,0.0
cls_only,con250,11,0.0,23,0.7121121060999134,0.7121121060999134,0.0,0.0,0.0,0.0,0.7721518987341772,0.767430892693015,0.78649116236727,0.0028769094732743277,0.01628320428389537,0.04137362709528283,0.15625,0.078125,0.0,2.545403567571489,2.545403567571489,0.0,0.0,0.0,0.0,0.4523809523809524,0.45529100529100525,0.454337476953665,0.002190483940972222,0.012033129495287698,0.034931001209077384,0.3359375,0.09375,0.0
cls_only,con250,11,0.0,24,0.6777959948853601,0.6777959948853601,0.0,0.0,0.0,0.0,0.7800632911392406,0.778173356584022,0.7937591859576544,0.0030071886279914952,0.017450067061412184,0.04488237598274328,0.15625,0.0625,0.0,2.3816349544222395,2.3816349544222395,0.0,0.0,0.0,0.0,0.4603174603174603,0.4570436507936508,0.45536764155277476,0.0022953578404017855,0.01299225337921627,0.03823029048859127,0.3359375,0.1015625,0.0
cls_only,con250,11,0.0,25,0.6400365527672104,0.6400365527672104,0.0,0.0,0.0,0.0,0.8069620253164557,0.8047675020101831,0.8194146000984559,0.003107964238034019,0.018253229841401306,0.046790207488627375,0.1484375,0.0625,0.0,2.4010671131194585,2.4010671131194585,0.0,0.0,0.0,0.0,0.4603174603174603,0.46154100529100534,0.45443990308441307,0.0023592994326636905,0.013394068157862104,0.03807285853794643,0.34375,0.09375,0.0
cls_only,con250,11,0.0,26,0.6064866577522664,0.6064866577522664,0.0,0.0,0.0,0.0,0.819620253164557,0.8184071103935057,0.8318460909740661,0.003198213215115704,0.018998109841648535,0.047639870945411396,0.140625,0.0546875,0.0,2.4551450865609303,2.4551450865609303,0.0,0.0,0.0,0.0,0.4603174603174603,0.4638558201058201,0.4565581367526448,0.0024358355809771825,0.014114622085813492,0.040649898468501984,0.34375,0.0859375,0.0
cls_only,con250,11,0.0,27,0.5921119089368023,0.5921119089368023,0.0,0.0,0.0,0.0,0.8085443037974683,0.8060895404189014,0.820363685533246,0.003270789037776899,0.019552689564378955,0.04912827890130538,0.140625,0.046875,0.0,2.6195829217396085,2.6195829217396085,0.0,0.0,0.0,0.0,0.4444444444444444,0.44755291005291004,0.4159727093188594,0.0024898468501984125,0.014432876829117064,0.041473388671875,0.3359375,0.0625,0.0
cls_only,con250,11,0.0,28,0.5620169707491428,0.5620169707491428,0.0,0.0,0.0,0.0,0.8212025316455697,0.8196317660516589,0.8311247684897025,0.0033499319342118277,0.02005014540273932,0.05099033404000198,0.15625,0.046875,0.0,2.517518194894942,2.517518194894942,0.0,0.0,0.0,0.0,0.48412698412698413,0.4837632275132275,0.47357183977210066,0.0025610545324900795,0.014908563523065476,0.04320223369295635,0.34375,0.0703125,0.0
cls_only,con250,11,0.0,29,0.5386953206756447,0.5386953206756447,0.0,0.0,0.0,0.0,0.8417721518987342,0.8382982605729659,0.8499727222781912,0.0034250186968453325,0.020379175113726267,0.05169841911219343,0.1484375,0.046875,0.0,2.618300555244325,2.618300555244325,0.0,0.0,0.0,0.0,0.49206349206349204,0.49302248677248667,0.4811606136502899,0.002612885974702381,0.01517086937313988,0.043810647631448416,0.3203125,0.0703125,0.0
cls_only,con250,11,0.0,30,0.5187967887407616,0.5187967887407616,0.0,0.0,0.0,0.0,0.8528481012658228,0.8501072706035392,0.8598011843288269,0.0034826254542869857,0.020670975310893,0.05171502994585641,0.1484375,0.0546875,0.0,2.608773591026427,2.608773591026427,0.0,0.0,0.0,0.0,0.48412698412698413,0.4819113756613757,0.4805815812017859,0.002657935732886905,0.015423729306175596,0.04344637431795635,0.328125,0.0703125,0.0
cls_only,con250,11,0.0,31,0.4912047895449626,0.4912047895449626,0.0,0.0,0.0,0.0,0.8512658227848101,0.8447725778851964,0.8569914783561993,0.003558581388449367,0.021041097520272944,0.05200542981111551,0.1484375,0.046875,0.0,2.694970486656068,2.694970486656068,0.0,0.0,0.0,0.0,0.5079365079365079,0.5056216931216931,0.5048389803655422,0.002746824234250992,0.016168987940228176,0.04613870287698413,0.3203125,0.0703125,0.0
cls_only,con250,11,0.0,32,0.4701734803899934,0.4701734803899934,0.0,0.0,0.0,0.0,0.8591772151898734,0.8560253645448216,0.8653638446786673,0.0036755815336975872,0.022014473058000396,0.05491947222359573,0.1484375,0.0390625,0.0,2.846712619539291,2.846712619539291,0.0,0.0,0.0,0.0,0.47619047619047616,0.47103174603174597,0.47181236894725737,0.0028325640966021825,0.016813732328869048,0.048397972470238096,0.3203125,0.0703125,0.0
cls_only,con250,11,0.0,33,0.4414283716225926,0.4414283716225926,0.0,0.0,0.0,0.0,0.8686708860759493,0.8635991028829709,0.8727925692117348,0.0037806547140773338,0.022890887682950948,0.057401536386224285,0.1484375,0.046875,0.0,2.652713552353874,2.652713552353874,0.0,0.0,0.0,0.0,0.48412698412698413,0.4826058201058201,0.4724597722013372,0.002906678214905754,0.017654176742311508,0.05089750744047619,0.3125,0.0859375,0.0
cls_only,con250,11,0.0,34,0.42728732582889023,0.42728732582889023,0.0,0.0,0.0,0.0,0.8718354430379747,0.869720158412335,0.8760676327138707,0.0038552103163320807,0.02357478081425534,0.059717202488380146,0.1484375,0.046875,0.0,2.7153741972787038,2.7153741972787038,0.0,0.0,0.0,0.0,0.5,0.4981150793650793,0.4973055668102107,0.0029272654699900795,0.017612033420138888,0.050661117311507936,0.3125,0.0703125,0.0
cls_only,con250,11,0.0,35,0.41656494253798376,0.41656494253798376,0.0,0.0,0.0,0.0,0.8686708860759493,0.8645572974085534,0.873167817061725,0.003905718839621242,0.023623985580251187,0.058788251273239715,0.15625,0.046875,0.0,2.6725107109735884,2.6725107109735884,0.0,0.0,0.0,0.0,0.5,0.506547619047619,0.49386166129174264,0.0029955667162698415,0.018250964936755952,0.05285983615451389,0.3046875,0.0625,0.0
cls_only,con250,11,0.0,36,0.4048483273651026,0.4048483273651026,0.0,0.0,0.0,0.0,0.8829113924050633,0.8809898754994606,0.8852209179459628,0.003961007806319225,0.024176392374159413,0.060634564749802215,0.15625,0.046875,0.0,2.606682024304829,2.606682024304829,0.0,0.0,0.0,0.0,0.47619047619047616,0.4793650793650794,0.47860935820621414,0.003005254836309524,0.018010699559771824,0.050222729879712304,0.2890625,0.0625,0.0
cls_only,con250,11,0.0,37,0.38598293933687333,0.38598293933687333,0.0,0.0,0.0,0.0,0.8860759493670886,0.883308141611042,0.8894370894597842,0.003970423831215388,0.023776525183569028,0.05660769305651701,0.1484375,0.046875,0.0,3.0149595094105552,3.0149595094105552,0.0,0.0,0.0,0.0,0.46825396825396826,0.4721891534391534,0.45762351653779,0.003020755828373016,0.018093048580109128,0.05122593470982143,0.2890625,0.0703125,0.0
cls_only,con250,11,0.0,38,0.37186852889724925,0.37186852889724925,0.0,0.0,0.0,0.0,0.884493670886076,0.8835197277306092,0.8873917577885515,0.003995050357866891,0.024130664294279073,0.059565000896212424,0.15625,0.0390625,0.0,2.6582976712120905,2.6582976712120905,0.0,0.0,0.0,0.0,0.49206349206349204,0.49543650793650795,0.49916204867561914,0.003069923037574405,0.01869928269159226,0.05365087115575397,0.2890625,0.0546875,0.0
cls_only,con250,11,0.0,39,0.33960140260714516,0.33960140260714516,0.0,0.0,0.0,0.0,0.9018987341772152,0.8994430970086383,0.9049389392543211,0.004065453251705894,0.024472248705127573,0.061687228045886076,0.15625,0.0390625,0.0,2.7280873911721364,2.7280873911721364,0.0,0.0,0.0,0.0,0.4523809523809524,0.44580026455026456,0.4470707269961967,0.003135560050843254,0.018986051044766864,0.05452377077132937,0.2890625,0.0546875,0.0
cls_only,con250,11,0.0,40,0.3276769922503942,0.3276769922503942,0.0,0.0,0.0,0.0,0.8987341772151899,0.8962948322456977,0.9014989378139537,0.0041299650940714,0.024865017661565465,0.061819921565961236,0.15625,0.03125,0.0,2.9707908251928905,2.9707908251928905,0.0,0.0,0.0,0.0,0.4444444444444444,0.4501984126984127,0.4301911269853866,0.0032142760261656745,0.019443088107638888,0.0559266105530754,0.28125,0.0546875,0.0
cls_only,con250,11,0.0,41,0.3212102161178106,0.3212102161178106,0.0,0.0,0.0,0.0,0.9003164556962026,0.8991322299820834,0.9038760582486077,0.0041929317426077925,0.025213652019259295,0.0625605522831784,0.1484375,0.0390625,0.0,2.9484546108851357,2.9484546108851357,0.0,0.0,0.0,0.0,0.5,0.4930224867724868,0.4935966497679159,0.0032300192212301585,0.019760374038938492,0.054687015593998016,0.2890625,0.046875,0.0
cls_only,con250,11,0.0,42,0.319878602518311,0.319878602518311,0.0,0.0,0.0,0.0,0.9034810126582279,0.9023020651595552,0.9086919175719478,0.00420886655397053,0.025529112996934337,0.06166202207154865,0.1484375,0.0390625,0.0,3.162849028905233,3.162849028905233,0.0,0.0,0.0,0.0,0.4603174603174603,0.46917989417989414,0.44522748465321477,0.0032358320932539685,0.019717504107762896,0.05449083116319445,0.2890625,0.046875,0.0
cls_only,con250,11,0.0,43,0.29438955912107156,0.29438955912107156,0.0,0.0,0.0,0.0,0.9145569620253164,0.9132205956512567,0.9174765916870687,0.004209784012806567,0.025093513199045688,0.05950657325454905,0.15625,0.03125,0.0,2.952403359942966,2.952403359942966,0.0,0.0,0.0,0.0,0.46825396825396826,0.4696428571428571,0.45276936270851076,0.0032627166263640875,0.01951356918092758,0.05233425564236111,0.2890625,0.046875,0.0
cls_only,con250,11,0.0,44,0.2766027280801459,0.2766027280801459,0.0,0.0,0.0,0.0,0.9098101265822784,0.9089249670297274,0.9131097015988394,0.004268308229084256,0.025299748287925236,0.05914548077160799,0.1484375,0.03125,0.0,2.830274218604678,2.830274218604678,0.0,0.0,0.0,0.0,0.5238095238095238,0.5265873015873016,0.511356740308876,0.0033242361886160715,0.020044720362103176,0.053391713944692464,0.296875,0.0390625,0.0
cls_only,con250,11,0.0,45,0.25104814183108415,0.25104814183108415,0.0,0.0,0.0,0.0,0.9256329113924051,0.9249496066999958,0.9279006629120685,0.004335331011422073,0.025727815265896955,0.06089174294773536,0.15625,0.03125,0.0,2.667148771740141,2.667148771740141,0.0,0.0,0.0,0.0,0.5396825396825397,0.5418650793650793,0.5227989510850596,0.003387935577876984,0.020555526491195436,0.05520726764012897,0.296875,0.03125,0.0
cls_only,con250,11,0.0,46,0.24056934819945805,0.24056934819945805,0.0,0.0,0.0,0.0,0.9272151898734177,0.9268755540382884,0.9296145504173395,0.004390426828891416,0.02638003192370451,0.06257793571375593,0.1484375,0.0234375,0.0,2.8058488823118664,2.8058488823118664,0.0,0.0,0.0,0.0,0.5158730158730159,0.5159391534391534,0.4967424019546347,0.003425719246031746,0.021122523716517856,0.05709693545386905,0.296875,0.046875,0.0
cls_only,con250,11,0.0,47,0.2304073228866239,0.2304073228866239,0.0,0.0,0.0,0.0,0.9287974683544303,0.9279558009518686,0.9314562079229542,0.004452958891663371,0.027139542978021163,0.06486549860314478,0.15625,0.0234375,0.0,2.8587114091903443,2.8587114091903443,0.0,0.0,0.0,0.0,0.5396825396825397,0.5367724867724867,0.5164751964141743,0.003498864552331349,0.0219971187531002,0.059949117993551584,0.296875,0.0390625,0.0
cls_only,con250,11,0.0,48,0.21986893347547024,0.21986893347547024,0.0,0.0,0.0,0.0,0.930379746835443,0.9305625086097377,0.9325388810982574,0.004526548747774921,0.027991524225548854,0.06786848623541337,0.1484375,0.03125,0.0,2.8633671563769143,2.8633671563769143,0.0,0.0,0.0,0.0,0.5079365079365079,0.5104828042328042,0.49843133905062637,0.0035490005735367065,0.022489275251116072,0.06208147321428571,0.2890625,0.046875,0.0
cls_only,con250,11,0.0,49,0.2148019509224952,0.2148019509224952,0.0,0.0,0.0,0.0,0.9319620253164557,0.9314064518985415,0.9345231431857653,0.004568027544625198,0.028266472152516812,0.06936713110042524,0.140625,0.03125,0.0,3.102172261192685,3.102172261192685,0.0,0.0,0.0,0.0,0.5634920634920635,0.5667328042328043,0.5488541012837688,0.0035872686476934525,0.022843860444568452,0.06375994001116071,0.296875,0.0390625,0.0
cls_only,con250,11,0.0,50,0.20980940136728407,0.20980940136728407,0.0,0.0,0.0,0.0,0.9335443037974683,0.9334102363948088,0.9364232445267436,0.0046059330807456484,0.02863297281385977,0.07001398786713806,0.140625,0.03125,0.0,2.5940341041201638,2.5940341041201638,0.0,0.0,0.0,0.0,0.5714285714285714,0.5746031746031747,0.568227947139981,0.0036187550378224205,0.023254636734250992,0.0637483142671131,0.296875,0.03125,0.0
cls_only,con250,11,0.0,51,0.1969257459233079,0.1969257459233079,0.0,0.0,0.0,0.0,0.9430379746835443,0.9430117998626556,0.9459532095241312,0.004656731327877769,0.029142983352081684,0.07009337220010878,0.140625,0.03125,0.0,2.6972330638340543,2.6972330638340543,0.0,0.0,0.0,0.0,0.5555555555555556,0.5563161375661375,0.5377833543832781,0.0036676800440228175,0.023771255735367064,0.06426178462921626,0.28125,0.03125,0.0
cls_only,con250,11,0.0,52,0.1881460356938688,0.1881460356938688,0.0,0.0,0.0,0.0,0.9477848101265823,0.9475977199151071,0.9496016669849836,0.0047094127799891215,0.02964575079422963,0.07022017466871044,0.140625,0.03125,0.0,2.6185987298450772,2.6185987298450772,0.0,0.0,0.0,0.0,0.5634920634920635,0.5597883597883597,0.5460818549806951,0.003712245396205357,0.024086846245659724,0.06462363591269842,0.2890625,0.03125,0.0
cls_only,con250,11,0.0,53,0.1765973134131371,0.1765973134131371,0.0,0.0,0.0,0.0,0.9509493670886076,0.9513773747005092,0.9532913008350737,0.004755913456784019,0.02966004383714893,0.07072265238701543,0.1328125,0.03125,0.0,2.6799558174042475,2.6799558174042475,0.0,0.0,0.0,0.0,0.5555555555555556,0.5563161375661375,0.5467296557232012,0.0037449428013392855,0.024118817041790676,0.06524125356522817,0.2890625,0.03125,0.0
cls_only,con250,11,0.0,54,0.17221657120728795,0.17221657120728795,0.0,0.0,0.0,0.0,0.9509493670886076,0.9514390345845886,0.9526007464265042,0.0048070980023734175,0.030069037328792524,0.07188879085492485,0.1328125,0.03125,0.0,2.762646164212908,2.762646164212908,0.0,0.0,0.0,0.0,0.5396825396825397,0.5353835978835979,0.5271280981264805,0.003810579814608135,0.024809337797619048,0.06697348942832342,0.2890625,0.03125,0.0
cls_only,con250,11,0.0,55,0.15972190152240706,0.15972190152240706,0.0,0.0,0.0,0.0,0.9525316455696202,0.9530740803187833,0.9545287235344934,0.004885854600351068,0.03081971180589893,0.07325512849831883,0.1328125,0.03125,0.0,2.7098977736064365,2.7098977736064365,0.0,0.0,0.0,0.0,0.5634920634920635,0.5597883597883598,0.5447137041951283,0.0038776700458829365,0.02543519035218254,0.06832110692584326,0.2890625,0.03125,0.0
cls_only,con250,11,0.0,56,0.1595006976512414,0.1595006976512414,0.0,0.0,0.0,0.0,0.9509493670886076,0.95153087044224,0.9529462180037034,0.00496176224720629,0.03154590461827532,0.07481577426572389,0.125,0.03125,0.0,2.877503330745394,2.877503330745394,0.0,0.0,0.0,0.0,0.5555555555555556,0.5563161375661376,0.5404802911305416,0.00394258045014881,0.026179480174231152,0.07001119946676587,0.2890625,0.03125,0.0
cls_only,con250,11,0.0,57,0.15597562001475804,0.15597562001475804,0.0,0.0,0.0,0.0,0.9541139240506329,0.955454465490261,0.9562060728377909,0.0050340000587173655,0.032212269457080694,0.07631306708613529,0.1328125,0.03125,0.0,3.0538834882160972,3.0538834882160972,0.0,0.0,0.0,0.0,0.5396825396825397,0.5361772486772487,0.528449224109735,0.004012334914434524,0.026907057989211308,0.07222348167782738,0.2890625,0.03125,0.0
cls_only,con250,11,0.0,58,0.15192210070694548,0.15192210070694548,0.0,0.0,0.0,0.0,0.9525316455696202,0.9536725636457026,0.9547789550957154,0.005084798305849486,0.032838942129400715,0.07833157310002967,0.1328125,0.03125,0.0,2.9525214547202703,2.9525214547202703,0.0,0.0,0.0,0.0,0.5476190476190477,0.5458994708994709,0.5365564223269464,0.004038735041542659,0.02707708449590774,0.07279653397817461,0.28125,0.0234375,0.0
cls_only,con250,11,0.0,59,0.1390942461505721,0.1390942461505721,0.0,0.0,0.0,0.0,0.9588607594936709,0.9600057252139348,0.9607528170526924,0.0051081210752076745,0.03309645833848398,0.0791099644914458,0.1328125,0.0234375,0.0,2.9839621612003873,2.9839621612003873,0.0,0.0,0.0,0.0,0.5476190476190477,0.5458994708994709,0.5347566878139632,0.004063197544642857,0.027520558190724208,0.07397509378100199,0.28125,0.0234375,0.0
cls_only,con250,11,0.0,60,0.14239488202559797,0.14239488202559797,0.0,0.0,0.0,0.0,0.9572784810126582,0.9586147963995745,0.9588477259193317,0.0051293674903579905,0.03343456606321697,0.07926863658277294,0.1328125,0.015625,0.0,3.0660977022988454,3.0660977022988454,0.0,0.0,0.0,0.0,0.5793650793650794,0.5778439153439153,0.5596002633342787,0.004085238017733135,0.028003995380704364,0.0754118419828869,0.2890625,0.0234375,0.0
