condition,lambda_con,mean_probe_val_BA,sd_probe_val_BA,mean_global_val_BA,mean_train_l3_fr,mean_active_item_fraction,mean_valid_anchor_fraction
con250,0.0,0.643342151675485,0.007588283017914634,0.6439925044091711,0.07721723081693367,0.0,0.0
con250,0.01,0.6394620811287477,0.01638638563015457,0.6387455908289242,0.0804201922839201,0.837150666622206,0.9871086953561518
con250,0.03,0.6537257495590829,0.019187599179116496,0.6521053791887125,0.08033887645866299,0.8508535613393556,0.9872065251889611
con250,0.1,0.672608024691358,0.06329147669403182,0.6639109347442681,0.09524310792045754,0.922704786784263,0.9945765741263765
con500,0.0,0.643342151675485,0.007588283017914634,0.6439925044091711,0.07721723081693367,0.0,0.0
con500,0.01,0.6219797178130512,0.014990132011442866,0.6480489417989418,0.07945228930767075,0.9298338691330228,0.9760325661691432
con500,0.03,0.6463293650793651,0.013295419280087338,0.6575066137566137,0.08753729067774262,0.9429643560681461,0.97711457004024
con500,0.1,0.6867945326278658,0.02490192080381159,0.6775132275132275,0.09566140476661393,0.9790333349298463,0.9816234838610459
