condition,seed,snn_only_test_BA,raw250_test_BA,raw_plus_snn_test_BA,fusion_delta_vs_raw,fusion_delta_vs_snn,selected_C
cls_only,11,0.5335648148148148,0.546957671957672,0.6114417989417988,0.06448412698412687,0.07787698412698407,0.1
cls_only,23,0.5887896825396824,0.546957671957672,0.6036706349206349,0.05671296296296291,0.014880952380952439,0.01
cls_only,101,0.5504298941798943,0.546957671957672,0.6167328042328043,0.06977513227513232,0.06630291005291,0.1
con250,11,0.5439814814814815,0.546957671957672,0.6665013227513228,0.11954365079365081,0.12251984126984128,0.01
con250,23,0.5373677248677249,0.546957671957672,0.5828373015873015,0.03587962962962954,0.04546957671957663,0.01
con250,101,0.5825066137566138,0.546957671957672,0.6645171957671958,0.11755952380952384,0.08201058201058198,0.1
con500,11,0.5648148148148148,0.546957671957672,0.6059854497354498,0.05902777777777779,0.041170634920634996,1.0
con500,23,0.4953703703703703,0.546957671957672,0.6155753968253969,0.06861772486772488,0.12020502645502656,0.01
con500,101,0.531084656084656,0.546957671957672,0.615244708994709,0.06828703703703698,0.08416005291005291,0.1
