epoch,train_ba,val_ba,train_loss,val_loss
1.0,0.10237613751263903,0.10576923076923077,2.5181802291496127,2.4577705789599897
2.0,0.11686082367030241,0.09615384615384615,2.46389661583246,2.4323447018685425
3.0,0.16415965693551046,0.15138888888888888,2.4379729888018438,2.4214950299121925
4.0,0.255147321880321,0.21250000000000002,2.423867228451897,2.413902082386807
5.0,0.1856447717644284,0.1732638888888889,2.399262870526781,2.388182932103174
6.0,0.26460848689405364,0.26190268065268063,2.380397828420003,2.3613056332401974
7.0,0.29340920406771803,0.24025106837606836,2.3580586377312156,2.3392982426479723
8.0,0.2869803199121996,0.2655982905982906,2.331810911963968,2.314020577267077
9.0,0.2878027092342003,0.2799946581196581,2.315089593214147,2.2893956709190233
10.0,0.2896738034853044,0.2553151709401709,2.2880141510682948,2.274980014597876
11.0,0.29614412995272665,0.26143162393162395,2.24935365003698,2.2466592986202802
12.0,0.28794015494314523,0.262633547008547,2.2225320834739537,2.2389305427935
13.0,0.33273687871551605,0.2864049145299145,2.181388552048627,2.197323971246121
14.0,0.38400531621789935,0.30670405982905985,2.141475559683407,2.178947664576875
15.0,0.367708985988761,0.27080280830280834,2.0989433569066667,2.1535318095303144
16.0,0.386775169681076,0.2843177655677656,2.064944501951629,2.1357348741158932
17.0,0.3793322176471427,0.31807255244755245,2.018709053712733,2.101015243304552
18.0,0.3723959115588064,0.29938568376068375,1.985506955315085,2.069260844112148
19.0,0.4086632608851261,0.33498931623931627,1.9444648354661231,2.044643502263628
20.0,0.44119375212909673,0.3249198717948718,1.9382923434762394,2.0206405707364956
21.0,0.4550417174135824,0.32873931623931624,1.899616681360731,2.0226886018493473
22.0,0.43790845706008236,0.35771901709401704,1.8595537321240294,1.964690547017656
23.0,0.49896264074667634,0.34241452991453,1.8132474875917621,1.9664978586005035
24.0,0.4899428393577741,0.3604069541569542,1.7866121638054941,1.9620844414953649
25.0,0.5114705938282339,0.3498300310800311,1.76019994838565,1.9182953700511414
26.0,0.5040965863617407,0.3966307997557998,1.7195962452421,1.9109070865360238
27.0,0.5056922992952381,0.4033248001998002,1.6822722963258332,1.8946062354646491
28.0,0.5298793197973831,0.3745188838938838,1.6426065384172925,1.8984168753821469
29.0,0.5470446252032605,0.4277562715062715,1.6062380753311456,1.8504749247308314
30.0,0.5753676715440108,0.3991314241314241,1.5969282636455462,1.847811002703108
31.0,0.5746102896113479,0.38975642413142414,1.5523753082050997,1.8581365868890074
32.0,0.5710496303681344,0.41711448273948276,1.5272484115525788,1.8345221859463574
33.0,0.6039184298895753,0.35849324286824286,1.505335740482106,1.847211627565192
