seed,model_kind,history_ms,layer,state,phase,bias_mode,shared_C,retrained_C,full_test_ba,trunc_shared_test_ba,trunc_retrained_test_ba,context_drop_shared_pp,information_loss_retrained_pp,geometry_shift_pp,full_test_accuracy,trunc_shared_test_accuracy,trunc_retrained_test_accuracy,full_test_macro_f1,trunc_shared_test_macro_f1,trunc_retrained_test_macro_f1,fit_intercept,scaler_with_mean
23,a2,750,L1,spike50,0.25,no_bias,0.01,0.01,0.24787920412920414,0.24787920412920414,0.24787920412920414,0.0,0.0,0.0,0.2465753424657534,0.2465753424657534,0.2465753424657534,0.2292646296269484,0.2292646296269484,0.2292646296269484,False,False
23,a2,750,L1,spike50,0.25,affine,0.01,0.01,0.2868471805971806,0.2868471805971806,0.2868471805971806,0.0,0.0,0.0,0.2808219178082192,0.2808219178082192,0.2808219178082192,0.2714475804564938,0.2714475804564938,0.2714475804564938,True,True
23,a2,750,L1,spike50,0.5,no_bias,0.1,0.1,0.35866980241980234,0.3653797591297591,0.3510940448440448,-0.6709956709956777,0.7575757575757569,-1.4285714285714346,0.363013698630137,0.3698630136986301,0.3561643835616438,0.3419118182611436,0.34186331656159247,0.32956003606865675,False,False
23,a2,750,L1,spike50,0.5,affine,0.1,1.0,0.3781732156732156,0.3789307914307914,0.37136405261405253,-0.07575757575757902,0.680916305916307,-0.756673881673886,0.3904109589041096,0.3904109589041096,0.3767123287671233,0.368100590404512,0.360597958972572,0.3640473693103426,True,True
23,a2,750,L1,spike50,0.75,no_bias,0.1,1.0,0.4044816294816295,0.37233877233877233,0.3238920801420801,3.2142857142857197,8.058954933954944,-4.844669219669223,0.4178082191780822,0.3835616438356164,0.3356164383561644,0.40423881027318637,0.37636041678449844,0.3106122732471281,False,False
23,a2,750,L1,spike50,0.75,affine,0.1,0.1,0.478239121989122,0.44000860250860246,0.3966214341214341,3.823051948051953,8.161768786768791,-4.338716838716838,0.4794520547945205,0.4452054794520548,0.410958904109589,0.474430680199603,0.44166195757553717,0.39651568696860084,True,True
23,a2,750,L1,spike50,1.0,no_bias,0.1,0.1,0.2814851814851815,0.27732961482961477,0.24446525696525692,0.41555666555667115,3.7019924519924556,-3.2864357864357845,0.2945205479452055,0.2876712328767123,0.2465753424657534,0.27529809791105614,0.26714478675831904,0.22676586356539916,False,False
23,a2,750,L1,spike50,1.0,affine,0.1,1.0,0.2814851814851815,0.2896922521922522,0.23631923631923632,-0.8207070707070718,4.516594516594516,-5.337301587301588,0.2945205479452055,0.3013698630136986,0.2465753424657534,0.27506936529101916,0.2829410606999741,0.2258843050746364,True,True
23,a2,750,L1,syn_current,0.25,no_bias,0.1,0.1,0.1944208569208569,0.1944208569208569,0.1944208569208569,0.0,0.0,0.0,0.1917808219178082,0.1917808219178082,0.1917808219178082,0.17792141245861756,0.17792141245861756,0.17792141245861756,False,False
23,a2,750,L1,syn_current,0.25,affine,0.1,0.1,0.23442390942390942,0.23442390942390942,0.23442390942390942,0.0,0.0,0.0,0.2328767123287671,0.2328767123287671,0.2328767123287671,0.21733797570678373,0.21733797570678373,0.21733797570678373,True,True
23,a2,750,L1,syn_current,0.5,no_bias,1.0,1.0,0.5205377955377956,0.5145854145854146,0.482307276057276,0.5952380952380931,3.823051948051953,-3.22781385281386,0.5342465753424658,0.5273972602739726,0.5,0.5072060203223097,0.49759930407259145,0.46362169745708637,False,False
