seed,model_kind,history_ms,layer,state,phase,bias_mode,shared_C,retrained_C,full_test_ba,trunc_shared_test_ba,trunc_retrained_test_ba,context_drop_shared_pp,information_loss_retrained_pp,geometry_shift_pp,full_test_accuracy,trunc_shared_test_accuracy,trunc_retrained_test_accuracy,full_test_macro_f1,trunc_shared_test_macro_f1,trunc_retrained_test_macro_f1,fit_intercept,scaler_with_mean
37,c2,100,L1,spike50,0.25,no_bias,0.1,1.0,0.21217809967809967,0.08614302364302366,0.12272102897102895,12.603507603507602,8.945707070707073,3.6578005328005285,0.19863013698630136,0.0821917808219178,0.1232876712328767,0.18778157148103755,0.07795037852786979,0.10242272347535504,False,False
37,c2,100,L1,spike50,0.25,affine,0.1,1.0,0.24843351093351096,0.13560189810189813,0.14653055278055277,11.283161283161283,10.19029581529582,1.0928654678654643,0.2328767123287671,0.1232876712328767,0.1506849315068493,0.2224838777779954,0.09265532659642056,0.13322048087870872,True,True
37,c2,100,L1,spike50,0.5,no_bias,1.0,0.1,0.3915071040071039,0.20596625596625598,0.19134476634476635,18.554084804084795,20.016233766233757,-1.4621489621489625,0.3972602739726027,0.2054794520547945,0.19863013698630136,0.3903495360848302,0.19459490714741515,0.1518726433926176,False,False
37,c2,100,L1,spike50,0.5,affine,0.1,0.01,0.4375444000444,0.14015429015429018,0.20708041958041956,29.739010989010982,23.046398046398043,6.692612942612938,0.4452054794520548,0.136986301369863,0.21232876712328766,0.4304019389485331,0.10627379179079773,0.18428902116402116,True,True
37,c2,100,L1,spike50,0.75,no_bias,0.1,0.001,0.5042651792651792,0.19870476745476748,0.23955350205350204,30.55604118104117,26.47116772116772,4.084873459873456,0.5068493150684932,0.1917808219178082,0.2328767123287671,0.5059544583696883,0.17173805544338253,0.16428811551901534,False,False
37,c2,100,L1,spike50,0.75,affine,0.1,0.01,0.5100912975912976,0.15252594627594626,0.22815309690309693,35.75653513153513,28.193820068820063,7.562715062715067,0.5136986301369864,0.14383561643835616,0.2191780821917808,0.5131075460487224,0.1340057319223986,0.23466025417650807,True,True
37,c2,100,L1,spike50,1.0,no_bias,0.001,0.1,0.16716616716616714,0.10757575757575756,0.10890151515151514,5.959040959040958,5.8264652014652,0.13257575757575774,0.1780821917808219,0.0958904109589041,0.0958904109589041,0.11052191938130336,0.03848697598697599,0.04904141291853156,False,False
37,c2,100,L1,spike50,1.0,affine,0.001,10.0,0.18410755910755913,0.09567099567099567,0.07900432900432901,8.843656343656345,10.510323010323013,-1.6666666666666663,0.19863013698630136,0.10273972602739725,0.08904109589041095,0.14910585272427376,0.03675645342312009,0.03305851148819224,True,True
37,c2,100,L1,syn_current,0.25,no_bias,0.1,0.01,0.20536963036963032,0.16277750027750026,0.19642024642024644,4.259213009213006,0.8949383949383882,3.364274614274618,0.19863013698630136,0.15753424657534246,0.1917808219178082,0.18735976135401422,0.1466327139285397,0.18457103166563837,False,False
37,c2,100,L1,syn_current,0.25,affine,0.1,0.1,0.23721278721278719,0.14252830502830502,0.18749167499167496,9.468448218448216,4.972111222111223,4.496336996336995,0.2328767123287671,0.136986301369863,0.18493150684931506,0.22329490737152713,0.11324222804485962,0.17998670813072437,True,True
37,c2,100,L1,syn_current,0.5,no_bias,1.0,0.01,0.5347964535464534,0.3914883727383727,0.3598276723276723,14.330808080808072,17.49687812187811,-3.16607004107004,0.5547945205479452,0.3835616438356164,0.3835616438356164,0.5245523586439541,0.3376995302631514,0.3111004122159729,False,False
37,c2,100,L1,syn_current,0.5,affine,10.0,0.001,0.5378850316350315,0.24218697968697966,0.36694555444555443,29.569805194805188,17.09394771894771,12.475857475857477,0.5547945205479452,0.2328767123287671,0.3904109589041096,0.5285500283214711,0.18364150678404945,0.3210988770744783,True,True
