epoch,optimization_train_loss,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy,val_accuracy,val_macro_f1,model,split_seed,representation,requested_duration_ms,actual_duration_ms,n_time_bins
33,1.5393766749988902,1.5203298549459439,0.4682390846103924,2.23608019075341,0.2031522331154684,0.20994475138121546,0.18886198501183285,small_temporal_gru,23,raw_timestep,15.625,15.625,256
34,1.5159509345738575,1.4951643510298296,0.5045926226277108,2.2342455953524256,0.19419934640522876,0.20441988950276244,0.17299201212506077,small_temporal_gru,23,raw_timestep,15.625,15.625,256
35,1.4899279144075182,1.4703872372405697,0.4959696542178309,2.2363785380157974,0.18308823529411766,0.19337016574585636,0.1602990131217521,small_temporal_gru,23,raw_timestep,15.625,15.625,256
36,1.469685059123569,1.4464228620432844,0.5107198960957323,2.236910909578945,0.1886437908496732,0.19889502762430938,0.16550055389569454,small_temporal_gru,23,raw_timestep,15.625,15.625,256
37,1.449217808126199,1.422834130489465,0.5236609622890629,2.2242251232842714,0.20986519607843135,0.22099447513812154,0.18540117833774716,small_temporal_gru,23,raw_timestep,15.625,15.625,256
38,1.4229690279623475,1.3998904141512785,0.526377622664975,2.219936012563126,0.20006127450980393,0.20994475138121546,0.17355537125104517,small_temporal_gru,23,raw_timestep,15.625,15.625,256
39,1.3988895623370854,1.3796026595915207,0.5436511085049259,2.22710928732519,0.2184708605664488,0.2265193370165746,0.199089465170747,small_temporal_gru,23,raw_timestep,15.625,15.625,256
40,1.3759829398357506,1.3536586800006905,0.5538507882235696,2.2369426916976,0.23328567538126363,0.23756906077348067,0.2115029840765135,small_temporal_gru,23,raw_timestep,15.625,15.625,256
41,1.3502987035597214,1.332013887347597,0.5668930746773722,2.239370693817982,0.21943082788671023,0.2265193370165746,0.18777927881453205,small_temporal_gru,23,raw_timestep,15.625,15.625,256
42,1.3323411028794567,1.309328306564177,0.5763435423219645,2.2457371495705285,0.23205023462376403,0.23756906077348067,0.20551547867337341,small_temporal_gru,23,raw_timestep,15.625,15.625,256
43,1.3052730018442327,1.2874102968158143,0.6018662738606051,2.2517942144067247,0.22683823529411765,0.2265193370165746,0.20586053312370708,small_temporal_gru,23,raw_timestep,15.625,15.625,256
44,1.2845263637677589,1.2627452349421955,0.6047152071400183,2.2643261904215946,0.22162990196078433,0.22099447513812154,0.1988114173456562,small_temporal_gru,23,raw_timestep,15.625,15.625,256
45,1.2654636303583782,1.2519093060734297,0.6138882548623744,2.2704109486953987,0.23294211915535445,0.23204419889502761,0.2244553607983735,small_temporal_gru,23,raw_timestep,15.625,15.625,256
46,1.2461772213078508,1.2289853336835148,0.5977890080666902,2.2757672051698465,0.22252178649237472,0.2265193370165746,0.20383599204804412,small_temporal_gru,23,raw_timestep,15.625,15.625,256
47,1.2286726862493187,1.2106004965425743,0.6163302550756028,2.2997273819222634,0.252856334841629,0.2541436464088398,0.23564403442535223,small_temporal_gru,23,raw_timestep,15.625,15.625,256
48,1.2030650521769668,1.1878923743662209,0.6133658350436527,2.3231994881814355,0.2449042651248534,0.24861878453038674,0.22709050341046333,small_temporal_gru,23,raw_timestep,15.625,15.625,256
49,1.1914190167128438,1.1711265641029436,0.6325591611591331,2.3208677597467413,0.23869511479805597,0.2430939226519337,0.22470937680556555,small_temporal_gru,23,raw_timestep,15.625,15.625,256
50,1.1763812375791145,1.1531485201132419,0.6344885653130065,2.3134743284783967,0.23869511479805597,0.2430939226519337,0.2228534148263411,small_temporal_gru,23,raw_timestep,15.625,15.625,256
51,1.1606528181018252,1.1391807170829387,0.6400738693603828,2.342158955105102,0.2340995265627619,0.23756906077348067,0.2174303429909252,small_temporal_gru,23,raw_timestep,15.625,15.625,256
52,1.1395014835126471,1.1241142581207584,0.6389330849706147,2.3575111937127717,0.2487645592425004,0.2541436464088398,0.2317380167278411,small_temporal_gru,23,raw_timestep,15.625,15.625,256
53,1.1256323474826235,1.1081705035585345,0.663367161532351,2.35697317386859,0.24300789760348585,0.24861878453038674,0.2269791233215921,small_temporal_gru,23,raw_timestep,15.625,15.625,256
54,1.1176569168013755,1.1132610205448035,0.6421704490689388,2.3793112401804213,0.22762485336014748,0.23204419889502761,0.21300152032910655,small_temporal_gru,23,raw_timestep,15.625,15.625,256
55,1.1040058485185258,1.088382613056838,0.661077633551979,2.384184821534552,0.2439034481313893,0.24861878453038674,0.22873486485903552,small_temporal_gru,23,raw_timestep,15.625,15.625,256
56,1.0738985341004652,1.0563721473770913,0.6774719383597897,2.3870444534891875,0.2297458940841294,0.23204419889502761,0.21555128680477972,small_temporal_gru,23,raw_timestep,15.625,15.625,256
57,1.0562599117105658,1.0427076859907671,0.6771068777191984,2.3874404654318457,0.22974589408412938,0.23204419889502761,0.22342398255754345,small_temporal_gru,23,raw_timestep,15.625,15.625,256
58,1.0424565778838264,1.0354278333259352,0.6868077747727298,2.424036774187457,0.23954981565275688,0.2430939226519337,0.2229838055320339,small_temporal_gru,23,raw_timestep,15.625,15.625,256
59,1.030641865007805,1.0085179646809896,0.694524045039556,2.4218209198166654,0.24510537120831244,0.24861878453038674,0.23542130810422068,small_temporal_gru,23,raw_timestep,15.625,15.625,256
60,1.00680076293271,0.9950593274049084,0.6945592895389057,2.4361393122383244,0.26988069800569797,0.27624309392265195,0.25457935310876484,small_temporal_gru,23,raw_timestep,15.625,15.625,256
61,0.9952940302665787,0.9868937328608349,0.6945971300426156,2.4588427464606353,0.21747370956929782,0.22099447513812154,0.21162524836161703,small_temporal_gru,23,raw_timestep,15.625,15.625,256
62,0.9861245071045076,0.9773944585010259,0.6950583384032173,2.4601323670445225,0.25521566532595946,0.2596685082872928,0.24493623660290323,small_temporal_gru,23,raw_timestep,15.625,15.625,256
63,0.973260145717197,0.9587567955556542,0.7307082640683098,2.479003526887841,0.24931288754818168,0.2541436464088398,0.23556427415106374,small_temporal_gru,23,raw_timestep,15.625,15.625,256
64,0.9550007085607509,0.9327264727968159,0.7402009992981425,2.482489443615655,0.2287450770906653,0.23204419889502761,0.21662059148239146,small_temporal_gru,23,raw_timestep,15.625,15.625,256
65,0.9362697383370062,0.9202500083229759,0.7398176336468293,2.503452448555119,0.2430628875481817,0.24861878453038674,0.2303965846063235,small_temporal_gru,23,raw_timestep,15.625,15.625,256
66,0.9229908414561339,0.9062675861397175,0.7459334550768516,2.4975525239554557,0.23364703787497906,0.23756906077348067,0.22617998092358058,small_temporal_gru,23,raw_timestep,15.625,15.625,256
67,0.9052931956570558,0.894291016549775,0.7352275345883225,2.504894446272876,0.23364703787497906,0.23756906077348067,0.22326285645635655,small_temporal_gru,23,raw_timestep,15.625,15.625,256
68,0.8936900569935038,0.8922315809461806,0.7427267615559573,2.5205027543378797,0.22308058907323614,0.23204419889502761,0.21594849835722044,small_temporal_gru,23,raw_timestep,15.625,15.625,256
69,0.8939988192885813,0.8726471101394807,0.7333795869913913,2.5536586698247583,0.24475814898609016,0.24861878453038674,0.23582543977774786,small_temporal_gru,23,raw_timestep,15.625,15.625,256
70,0.8902996726710387,0.8580263002954348,0.7642184086330333,2.5619073520049205,0.2447581489860902,0.24861878453038674,0.2410373402452944,small_temporal_gru,23,raw_timestep,15.625,15.625,256
71,0.8653124203585615,0.8973453020808673,0.7480325546234051,2.5612272821078643,0.2334972557399028,0.2430939226519337,0.22506026021355682,small_temporal_gru,23,raw_timestep,15.625,15.625,256
72,0.8855956641110507,0.8805222020004735,0.7381678055053267,2.606963774117317,0.25031370454164575,0.2541436464088398,0.24025974915538353,small_temporal_gru,23,raw_timestep,15.625,15.625,256
73,0.8614807292668506,0.8601792460740215,0.7657566659182842,2.5498567022671357,0.22859529495558906,0.23756906077348067,0.2180433906274242,small_temporal_gru,23,raw_timestep,15.625,15.625,256
74,0.8392428594406205,0.8175751503067787,0.776993753427342,2.5521365845400985,0.26593870454164575,0.27071823204419887,0.25811970165992454,small_temporal_gru,23,raw_timestep,15.625,15.625,256
75,0.8251912060410085,0.8103131535077336,0.7829778905790565,2.599479633141618,0.25548118820177645,0.2596685082872928,0.2450434945879503,small_temporal_gru,23,raw_timestep,15.625,15.625,256
76,0.808755918945929,0.7832867323750198,0.8010467488610037,2.5888818561701483,0.23399426009720126,0.23756906077348067,0.23321561884835926,small_temporal_gru,23,raw_timestep,15.625,15.625,256
77,0.7867735267889621,0.7846218995373658,0.8007962592950655,2.609411503069967,0.22434692894251718,0.23204419889502761,0.21279404500829313,small_temporal_gru,23,raw_timestep,15.625,15.625,256
78,0.7914326726788222,0.7749208315454348,0.8059141904913477,2.636413237007942,0.24467644963968493,0.24861878453038674,0.23048606486106485,small_temporal_gru,23,raw_timestep,15.625,15.625,256
79,0.7797953074628656,0.7854701494929767,0.7920360489001174,2.661072114554558,0.25548118820177645,0.2596685082872928,0.2408246253234012,small_temporal_gru,23,raw_timestep,15.625,15.625,256
80,0.7841612011495263,0.7894859776352391,0.7977462652948852,2.6580043392286776,0.2334972557399028,0.2430939226519337,0.2256681494095807,small_temporal_gru,23,raw_timestep,15.625,15.625,256
81,0.7662506125190042,0.7629862852770872,0.8021731555190024,2.6520298067377417,0.22943952153510974,0.23204419889502761,0.22532996005655326,small_temporal_gru,23,raw_timestep,15.625,15.625,256
82,0.7586739064467074,0.7465340816613399,0.8182476214417999,2.670928280656509,0.239161743757332,0.2430939226519337,0.22986777671615402,small_temporal_gru,23,raw_timestep,15.625,15.625,256
83,0.7392797931276186,0.7373973268451113,0.8156939405852986,2.694389048202262,0.23981533852857384,0.2430939226519337,0.22884366667611347,small_temporal_gru,23,raw_timestep,15.625,15.625,256
84,0.7292594204045305,0.7305484424937855,0.8223883292986512,2.710852944389891,0.20906915116473937,0.2154696132596685,0.20523445997975395,small_temporal_gru,23,raw_timestep,15.625,15.625,256
85,0.7270914812280674,0.716231987693093,0.8290159794927666,2.709772942474534,0.22434692894251718,0.23204419889502761,0.21256672395254128,small_temporal_gru,23,raw_timestep,15.625,15.625,256
1,2.495311151851307,2.4855576640427715,0.08333333333333333,2.4881747756873707,0.08333333333333333,0.08839779005524862,0.01353637901861252,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
2,2.48177853642088,2.474722012606534,0.08752449241579675,2.4791388748759062,0.08333333333333333,0.08839779005524862,0.013675213675213675,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
3,2.471753073220301,2.466468733970565,0.10079051383399211,2.4721613931392437,0.09221813725490197,0.09944751381215469,0.027265902265902267,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
4,2.4641793048743046,2.4590814147332702,0.1209973555010988,2.4665013097267785,0.09528186274509805,0.10497237569060773,0.031180555555555555,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
5,2.457225598710956,2.451481397224195,0.1018222122913623,2.4618643239058184,0.0934436274509804,0.09944751381215469,0.03597544834888492,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
6,2.450238583786319,2.4431100248086333,0.1484413656605641,2.456635111603289,0.1232843137254902,0.13259668508287292,0.05825272360082486,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
7,2.4412852894176136,2.4326489843503394,0.14938692966278322,2.4491381566168853,0.11378676470588235,0.12154696132596685,0.05285011922942958,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
8,2.42969557107097,2.420699271770439,0.19911507237249984,2.4411791385208046,0.13627450980392156,0.143646408839779,0.07195254136080119,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
9,2.4176375393915657,2.4060709018899935,0.17230277102138858,2.4329692355835637,0.14270833333333333,0.14917127071823205,0.07209550486861412,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
10,2.400697465858074,2.385819190439552,0.2223577275744197,2.4191662698819494,0.18633578431372547,0.19889502762430938,0.1346350279394635,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
11,2.3789961260978623,2.359768645931976,0.23421936120906714,2.40313004130158,0.15661764705882353,0.16574585635359115,0.10893223892439745,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
12,2.3509344963112264,2.3278788402827097,0.24588007962010283,2.3810659166199066,0.15976307189542485,0.16574585635359115,0.10398468263077215,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
13,2.316705255797415,2.2881813742897728,0.2905247385277719,2.354849715259194,0.20167483660130717,0.20994475138121546,0.1508051642051344,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
14,2.2755877822336523,2.239975884948114,0.32085996852631965,2.3207203143209383,0.22540849673202612,0.23756906077348067,0.16592324405456357,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
15,2.2269043209576846,2.1878895306828046,0.3405997146854019,2.2853278059985755,0.2433587858220211,0.2541436464088398,0.18476820278290865,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
16,2.182380850628169,2.1360090159406564,0.3489888099352849,2.251831138990202,0.2617919389978213,0.27071823204419887,0.22610094277854742,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
17,2.1328802349591496,2.0855074641680478,0.349582325606087,2.2195533204473845,0.26678973940003353,0.27624309392265195,0.23070756725551236,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
18,2.0735462501795605,2.0348374491990215,0.3476025862522001,2.183290723937651,0.2570842760180995,0.26519337016574585,0.21156435212701571,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
19,2.026446727791218,1.9917327726730192,0.3587203158869145,2.144864540732368,0.274533894754483,0.281767955801105,0.23804613261135,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
20,1.9826044901452884,1.9470322580048531,0.3561512521812524,2.1325842504343275,0.29293981481481485,0.30386740331491713,0.2396440642981523,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
21,1.9346053590678205,1.9012507583155775,0.40726475942146195,2.0818224322071393,0.32064322523881345,0.32044198895027626,0.29484123984123983,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
22,1.8995843877696028,1.8601774735884233,0.40947105861133576,2.0582200361220218,0.29591555639349754,0.30386740331491713,0.2782291741188419,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
23,1.8583220973159327,1.828184771296954,0.3867763658542007,2.0394119346998014,0.323533077761019,0.3314917127071823,0.2787803566118278,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
24,1.8257399631269051,1.7974157314107875,0.4298650054708722,2.020055064838894,0.3603663901458019,0.36464088397790057,0.34921345353005845,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
25,1.7919214778476291,1.7651646777836962,0.4193753604688785,1.9973651190489037,0.3412110356963298,0.3425414364640884,0.32083796677831206,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
26,1.761748270554976,1.7381029533617425,0.42869380985735356,1.9680896569352124,0.34155825791855204,0.3425414364640884,0.3267704805642593,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
27,1.7368695174804842,1.7151658029267283,0.4234034474383097,1.9676025980743914,0.38987661303837773,0.3867403314917127,0.3578818985935568,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
28,1.7108846813741356,1.6819888644748264,0.44614053596504166,1.9403328236953987,0.3634023588067705,0.36464088397790057,0.3386896442762812,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
29,1.6815546570402202,1.6591240931038904,0.465530090550528,1.9161718379068111,0.3839293195910843,0.3867403314917127,0.3721645639294508,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
30,1.6630768703691887,1.6352552471738873,0.46442106106660885,1.909478919940759,0.39013846991788165,0.39226519337016574,0.3776809774896368,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
31,1.633322373544327,1.6121712116279987,0.4684054249519043,1.8959802026906725,0.3848212041226747,0.39226519337016574,0.36382330464942586,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
32,1.612568366166317,1.591778749408144,0.4855698684896994,1.8872203510769165,0.3948429906150494,0.39226519337016574,0.37718224479979007,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
33,1.5972367137369483,1.571255215731534,0.4785285263029814,1.8749121987358641,0.4092053167420815,0.40331491712707185,0.3887200143540776,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
34,1.5740630696518252,1.551753974683357,0.4732595013805349,1.8758410880578815,0.4056953871292106,0.4143646408839779,0.38494317764447755,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
35,1.5571038925286496,1.535434499413076,0.48212691887126624,1.8493755193046444,0.3865164655605831,0.39226519337016574,0.3775098244616854,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
36,1.542495432767001,1.5170361913815893,0.49089391710699504,1.8506344115536515,0.4286906108597286,0.425414364640884,0.4157696391442522,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
37,1.5221264730800281,1.49687122383503,0.49558582070306784,1.8388752805593922,0.43355486425339373,0.430939226519337,0.41729875066982364,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
38,1.5155271881758565,1.4836083229142005,0.49752160674245083,1.8186113557762862,0.4531014328808447,0.44751381215469616,0.42499837234844445,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
39,1.4968364534956036,1.4708678120314473,0.5004925754498178,1.8327747576803133,0.40600175967823016,0.4143646408839779,0.3879420078007552,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
40,1.484572993625294,1.4495092680959991,0.5104058914247585,1.808408031147488,0.42820041478129717,0.425414364640884,0.41636009474953367,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
41,1.4701566180797538,1.4353498054273202,0.5056778590433367,1.812470620508352,0.4452378707893414,0.4419889502762431,0.4229921097436892,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
42,1.4339804584329778,1.4192707408558238,0.5255932213830801,1.7849795515366023,0.463300234623764,0.4696132596685083,0.45730383473175856,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
43,1.4252391485252767,1.4016419921258483,0.5195953237904058,1.7935949926218275,0.4713612368024132,0.4696132596685083,0.44513431045031343,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
44,1.411801081956035,1.394744618733724,0.528144989414163,1.7808475389006388,0.46611205379587733,0.46408839779005523,0.45033573583849523,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
45,1.4002499871783787,1.3732666015625,0.5348858199577818,1.7796526745538026,0.4594912644544998,0.4585635359116022,0.45158449924303806,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
46,1.3766102793240789,1.3601842706853693,0.5489808974292549,1.775758817050997,0.48216597536450473,0.48066298342541436,0.4581987260789269,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
47,1.3672250588734944,1.3455865879251498,0.5651414463961523,1.756619363858555,0.47565045248868776,0.47513812154696133,0.4543421217990183,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
48,1.3539413656851258,1.3317380500562264,0.5575177159218636,1.765653873675436,0.4808179361488185,0.48066298342541436,0.4809701301080613,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
49,1.3322067554550943,1.3096546057498817,0.5662703454901679,1.7485612479362698,0.4975254524886878,0.4972375690607735,0.47464213418160783,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
50,1.341252947816945,1.306446691956183,0.5569372503797455,1.7501094249071996,0.48159407993966824,0.48066298342541436,0.4604775923211349,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
51,1.308243212314567,1.2915207833954783,0.5857178296839034,1.7359807557163975,0.4977909753645047,0.4972375690607735,0.48926312170214614,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
52,1.2980215106347595,1.2760949028862847,0.5848595427317755,1.7409919612315479,0.4965654851684263,0.4972375690607735,0.493748248194061,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
53,1.283119834071458,1.2602164605651238,0.615005221040492,1.730076489527581,0.4824723479135244,0.48066298342541436,0.46618855760425215,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
54,1.2589137467471037,1.242448510064019,0.5911666127645625,1.7171302921864209,0.5128440799396682,0.5138121546961326,0.50795667052246,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
55,1.2475472014359754,1.2294231915714764,0.6044892598885456,1.7060675858134065,0.5023865635997988,0.5027624309392266,0.49488559039502417,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
56,1.2283700909277406,1.2140598489780619,0.6113229062444367,1.7103197719510748,0.5236079688285571,0.5248618784530387,0.5085689716573554,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
57,1.2219596819444136,1.2008778504651003,0.6246243558069925,1.696471788606591,0.5333710407239819,0.5359116022099447,0.5240330190439839,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
58,1.223764501918446,1.192340203487512,0.6154167045667701,1.698359663315241,0.4929298642533937,0.49171270718232046,0.47219448634759703,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
59,1.194634898985275,1.1800772695830375,0.6242388389608878,1.69183012398567,0.5123915912518854,0.5138121546961326,0.5104582880377241,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
60,1.1806365032388706,1.16071197818024,0.6531281087890493,1.6831166810093663,0.5111488185017596,0.5138121546961326,0.5095564060256577,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
61,1.1647268822698882,1.1470725319602273,0.6318738913087922,1.6707563452957743,0.5057802287581699,0.5082872928176796,0.49517959090336255,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
62,1.1528352778367321,1.1334482289323904,0.6400924542712939,1.6727047071931112,0.5162377450980392,0.5193370165745856,0.5017362007241454,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
63,1.1409435339648315,1.1215217205009076,0.6654337910848356,1.656983897172285,0.5342257415786827,0.5359116022099447,0.5289287509875745,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
64,1.1306494866958772,1.1126931855172821,0.6729967225435999,1.6801205208288372,0.49641936902966327,0.4972375690607735,0.48727508551067694,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
65,1.1182101596485485,1.0967924638227984,0.6573291480964717,1.6539757238567205,0.54793080693816,0.5524861878453039,0.5476512848973812,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
66,1.1027623778641826,1.089592373009884,0.6593161145884722,1.660186851880827,0.5423611111111112,0.5469613259668509,0.5249672419553205,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
67,1.0976333165409589,1.0756853816485163,0.6897136067529006,1.6527559059100916,0.5287110356963298,0.5303867403314917,0.5252121257742021,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
68,1.0856259644633592,1.0687318589952257,0.6849837509955187,1.6511416356207915,0.5118432629462041,0.5138121546961326,0.5014112620639407,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
69,1.0756553565612947,1.05555375995058,0.6877131681874814,1.6512690591548689,0.5241154474610358,0.5248618784530387,0.5313454598159374,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
70,1.05374441688711,1.0398538300485323,0.6723221079743894,1.6364078416350138,0.5358047385620915,0.5414364640883977,0.5188377139491459,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
71,1.056941025907343,1.0262457259977706,0.6977648406340079,1.6395082842579205,0.5274038461538462,0.5303867403314917,0.5202441176195921,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
72,1.0381609006361527,1.014555189344618,0.7062467578750414,1.6313513234175372,0.5593482905982907,0.56353591160221,0.5640068743310388,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
73,1.0255436906910906,1.0060753176910708,0.698961867808274,1.6290858147552658,0.5266952614379086,0.5303867403314917,0.5015703004995733,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
74,1.0180337489253344,0.9948741951374093,0.7326343831584995,1.6348802345233728,0.5433352187028658,0.5469613259668509,0.5423497520002896,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
75,1.0074293285909326,0.9816210197679924,0.7236581333877656,1.6163979630443932,0.5224610356963298,0.5248618784530387,0.5204626518033958,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
76,0.987698726943045,0.9712519327799479,0.7195256937055015,1.6247095771916005,0.5386610734037204,0.5414364640883977,0.5288835782056441,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
77,0.9756671385331588,0.9590055908819641,0.7315760652986091,1.6012844275374438,0.5680964052287583,0.574585635359116,0.5601149050439111,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
78,0.9804112701705008,0.9533537045873777,0.7194759093111717,1.6235302245419327,0.5434169180492711,0.5469613259668509,0.5453641414737395,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
79,0.9784826494226552,0.9457157019412878,0.7299505526142146,1.5975560983900208,0.5530433006535947,0.5580110497237569,0.5478537814264935,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
80,0.9539513497641592,0.9348426587653883,0.7384556777012082,1.6269656439512474,0.5330002513826044,0.5359116022099447,0.5285282756224662,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
81,0.9365402026609941,0.9246605690079506,0.732369932750986,1.5842089152467844,0.5607607466063348,0.56353591160221,0.5564142453744305,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
82,0.9257219715551896,0.9177743853944721,0.7511743717060716,1.6289172936539624,0.5292185143288085,0.5303867403314917,0.5381413411685994,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
83,0.92516065703498,0.9074549087370285,0.7263499498980751,1.5797359824839219,0.5756127450980392,0.580110497237569,0.5608331833845885,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
84,0.9092644689059016,0.8906780050258444,0.7467567636691294,1.6129029416247627,0.5498271744595274,0.5524861878453039,0.5505364561180354,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
85,0.9021680168431214,0.8798482259114583,0.75581549719299,1.576506725332355,0.5808619281045752,0.585635359116022,0.5649878425956125,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
86,0.8827335687598796,0.872311247238005,0.7492475460049627,1.5935397912125562,0.5631535947712419,0.569060773480663,0.5544790123181964,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
87,0.8746206175197254,0.856866270123106,0.7677637341412269,1.5794708083347722,0.5498915912518855,0.5524861878453039,0.5560180861894877,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
88,0.8614877309462037,0.8456083509657119,0.7725597340416198,1.582459465574823,0.5585344394167924,0.56353591160221,0.5518672733793701,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
89,0.8536709176169501,0.8333258349486071,0.7778261301151389,1.573117545955089,0.5871260683760685,0.5911602209944752,0.5861210824538706,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
90,0.8442867370566937,0.8247792022396819,0.7858286249267898,1.5805945212011179,0.5659046631473102,0.569060773480663,0.5671488595063156,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
91,0.8321294900142785,0.8150324965968276,0.7740114534238193,1.5700335845104239,0.6037927350427351,0.6077348066298343,0.6011750044500214,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
92,0.8266256237270856,0.8042682223849826,0.7828006746162308,1.5652088987234547,0.5584935897435898,0.56353591160221,0.5571226816917653,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
93,0.8321818876748133,0.7987791504522767,0.7823085655672299,1.5560664814480103,0.5877796631473103,0.5911602209944752,0.5880184313498632,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
94,0.811958211479765,0.8031277820317432,0.7688139893413865,1.5995258731736663,0.5785575875649405,0.580110497237569,0.570512916999986,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
95,0.8089687874822905,0.7875565345841224,0.7885554338760349,1.5509270936744648,0.5669054801407744,0.569060773480663,0.5729604949293813,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
96,0.7955040606585416,0.7752394550978535,0.7783996370167658,1.5868437961978807,0.5649038461538463,0.569060773480663,0.5640785198348224,small_temporal_cnn,23,fixed_100ms,100.0,93.75,43
