representation,mean_cnn_minus_linear,sd_cnn_minus_linear,mean_gru_minus_linear,sd_gru_minus_linear,mean_gru_minus_cnn,sd_gru_minus_cnn
fixed_100ms,-0.033693845642375084,0.03346966109340432,-0.03547570213011393,0.09790126431776834,-0.001781856487738842,0.07589754829720367
fixed_250ms,-0.046344537815126055,0.07231992287844193,-0.07274816550551846,0.041233554590124614,-0.026403627690392405,0.052996861626310024
fixed_500ms,-0.05103374702639409,0.0510258896109824,-0.0952148532295591,0.09969472187486583,-0.044181106203164996,0.05585407233584835
raw_timestep,0.00881763661175423,0.05171938825543336,-0.057334883254000914,0.04963947234147627,-0.06615251986575514,0.07973238021893787
relative_10bin,-0.1376576990547579,0.08151164101671922,-0.17780745942510645,0.06004849316947155,-0.04014976037034858,0.08688500809681604
