epoch,optimization_train_loss,train_ba,val_ba,train_loss,val_loss,weight_frobenius_norm,bias_l2_norm,bias_span,mean_row_cosine_to_init,min_row_cosine_to_init
1,2.4706310950950585,0.10493972614579349,0.11666666666666665,2.425905145178974,2.4306347370147705,1.9791945418534722,0.0,0.0,0.9971784535044593,0.9960847818523643
2,2.405163571674524,0.2096760464789044,0.16944444444444443,2.365888687501471,2.3828670978546143,1.990972406299753,0.0,0.0,0.9898955669671309,0.9858610577935194
3,2.34550763694842,0.2976623835445053,0.24027777777777778,2.309100773166256,2.3387181758880615,2.0113804181641246,0.0,0.0,0.9784559300384279,0.9698963097278052
4,2.289602120443794,0.3762479657508329,0.31590909090909086,2.2540412691907505,2.296872854232788,2.039941111420332,0.0,0.0,0.9633650668549424,0.9487775027756883
5,2.2356019590479574,0.4807091262162016,0.35701659451659445,2.2005159259868368,2.2562954425811768,2.0764675391080676,0.0,0.0,0.9451185807881126,0.9235287407126758
6,2.1823697205049446,0.5296196797269679,0.3902236652236652,2.1487209952841937,2.217226982116699,2.120187809962216,0.0,0.0,0.9245475566071546,0.895755215781032
7,2.131474483854389,0.5615173983639578,0.42137445887445896,2.0984350371073526,2.1786913871765137,2.1704355891181732,0.0,0.0,0.9023136894082046,0.8662413961011359
8,2.0812115057815577,0.6121122271813633,0.4477994227994228,2.049654668456716,2.1420557498931885,2.2264530996453487,0.0,0.0,0.8788966353736853,0.835824629301767
9,2.032760880079614,0.6467485524419949,0.45537518037518043,2.0023612575974195,2.106659173965454,2.2877230742095347,0.0,0.0,0.8547356113800277,0.8052882058911242
10,1.9866297322993844,0.6649579349156207,0.4762085137085137,1.9567224445933935,2.073028087615967,2.353392390041024,0.0,0.0,0.8302906022318416,0.7749168098051997
11,1.9415472585855376,0.6726808650407429,0.4692640692640693,1.9131254478904343,2.041560649871826,2.4225103631802813,0.0,0.0,0.8061034990275777,0.7457870061469133
12,1.8982474022190665,0.6907631958739523,0.4859307359307359,1.8711921126419828,2.011371612548828,2.49452958520007,0.0,0.0,0.7821791440224618,0.7174268262128987
13,1.8570203097880194,0.7081949358789906,0.5140392015392016,1.830626615558762,1.9821794033050537,2.569295196094648,0.0,0.0,0.7586979665971314,0.6898438243861857
14,1.8175676496837307,0.7174238895687286,0.5245550745550746,1.7915411771061909,1.954093098640442,2.646492302569614,0.0,0.0,0.7359473460778024,0.6635107723333382
15,1.7782326530466392,0.7248289768678705,0.506962481962482,1.753956573760448,1.9271055459976196,2.7247133986438548,0.0,0.0,0.7142587413728855,0.6385203553269957
