epoch,optimization_train_loss,train_ba,val_ba,train_loss,val_loss,weight_frobenius_norm,bias_l2_norm,bias_span,mean_row_cosine_to_init,min_row_cosine_to_init
1,2.440428283251501,0.37617944686340915,0.24404761904761907,2.255502631454993,2.2928292751312256,2.086565465009093,0.008621851913630962,0.008071357384324074,0.9474287639494503,0.9322007319580067
2,2.1811681795038167,0.4581646685175172,0.27602813852813857,2.040559010538505,2.152317523956299,2.3103337691957573,0.013603209517896175,0.011769259348511696,0.8484407794599265,0.8143939589611096
3,1.967914214027523,0.6848388523732153,0.4145021645021644,1.836033700050052,2.0030815601348877,2.6208964008681663,0.016852594912052155,0.01594662107527256,0.7476218807201924,0.6831214521982367
4,1.775262582117432,0.7965936878290462,0.46340788840788844,1.6651557339243142,1.880419135093689,2.993322172163184,0.02118181437253952,0.01985570415854454,0.6537644250589174,0.567320315935516
5,1.6126033406249423,0.8135381850167468,0.5040524290524291,1.5206037148345974,1.7857701778411865,3.39248139986913,0.026207691058516502,0.023741770535707474,0.5745146072423327,0.4744247749370029
6,1.4752870141536563,0.833318113546362,0.49846079846079844,1.3947865848081658,1.7035495042800903,3.799530573317499,0.03127250820398331,0.02755684405565262,0.5097507458341998,0.40244917701991634
7,1.3565623333450028,0.8527411082520101,0.5054052429052429,1.2877078583646764,1.6437901258468628,4.2018642364791114,0.036094218492507935,0.031589969992637634,0.45798366980723637,0.3459478949608067
8,1.254734718450786,0.8751046825071876,0.49012746512746513,1.194286708372185,1.587193489074707,4.592463299740152,0.040314171463251114,0.03606312721967697,0.4173510670697039,0.3012310636840881
9,1.1660775980317448,0.8845533371257478,0.5222703222703223,1.1142571054514427,1.5375169515609741,4.968564137154243,0.044401053339242935,0.04076081141829491,0.384877001244117,0.2655813258605246
10,1.0908071252031704,0.8855772166711326,0.5292147667147667,1.0454490155032907,1.5043150186538696,5.328143665475593,0.04832608625292778,0.044778384268283844,0.3577320019182187,0.23774434724743235
11,1.0255595059895475,0.8885056796581848,0.5054052429052428,0.9844992658357407,1.4731557369232178,5.667885232635772,0.05232132971286774,0.04797080159187317,0.33513567033696284,0.21513696168093044
12,0.9668832945536419,0.8895426903405941,0.5159211159211159,0.932735110006316,1.4390995502471924,5.9913799013951134,0.05578957498073578,0.05117404833436012,0.31617024715460246,0.19650189998116488
13,0.917568423661841,0.8991260777347025,0.5152898027898027,0.8861970462405128,1.4103952646255493,6.298208891920965,0.05967668443918228,0.055493663996458054,0.30011218934995815,0.1786969671726048
14,0.8722671781267438,0.9024320732098157,0.5390993265993266,0.8444454887442663,1.3946750164031982,6.592666684478563,0.0628008097410202,0.05915553867816925,0.28627214550586116,0.16461100200733056
