epoch,optimization_train_loss,train_ba,val_ba,train_loss,val_loss,weight_frobenius_norm,bias_l2_norm,bias_span,mean_row_cosine_to_init,min_row_cosine_to_init
1,2.4404191055724627,0.37457688276084505,0.24404761904761907,2.2555140082479137,2.2927470207214355,2.0866637116007825,0.0,0.0,0.9473649693847314,0.9320681159848183
2,2.181188456983451,0.46140247646120747,0.27602813852813857,2.040749347763915,2.1524627208709717,2.3105732963065573,0.0,0.0,0.8482750827539481,0.8141751560879028
3,1.9682025220020707,0.6808722443624896,0.4145021645021644,1.83647863241153,2.0037901401519775,2.621063991345743,0.0,0.0,0.7474820786078856,0.6828044000311653
4,1.775694845260318,0.7933571367983774,0.4786856661856662,1.6656314477247542,1.881371021270752,2.9932944801584607,0.0,0.0,0.653729602161291,0.5669523197271208
5,1.6130842756281212,0.8103016339860781,0.5040524290524291,1.52118155508977,1.7868363857269287,3.392359986570349,0.0,0.0,0.5745451638052727,0.47401843983084163
6,1.475893457251859,0.8300501396901528,0.49846079846079844,1.3954206569674914,1.704717993736267,3.7994103277176485,0.0,0.0,0.5098000366716898,0.40200932193407635
7,1.3571878985570753,0.8511071213239055,0.5054052429052429,1.2883445560008853,1.6450421810150146,4.201816758936296,0.0,0.0,0.4580190789719844,0.34548258307269464
8,1.2553880454751176,0.8767713491738544,0.49012746512746513,1.194963832525296,1.5886578559875488,4.592534126105945,0.0,0.0,0.4173608147022741,0.300746048851557
9,1.1667499201638358,0.8845533371257478,0.5146945646945648,1.114934428936438,1.5391297340393066,4.968754494850279,0.0,0.0,0.3848737129388427,0.2650843998327752
10,1.0914769541991558,0.8855772166711326,0.5216390091390092,1.046145700238863,1.5059897899627686,5.328461558761321,0.0,0.0,0.35772926736595906,0.23723404711085977
11,1.0262568458632635,0.8901723463248515,0.5054052429052428,0.9852214476122503,1.474928617477417,5.668351101164685,0.0,0.0,0.33513414094734467,0.21461788779064273
12,0.967594430183995,0.8895426903405941,0.5083453583453583,0.9334463117044682,1.440992832183838,5.991973389282344,0.0,0.0,0.3161648884396487,0.19598207807392523
13,0.9182868463447295,0.9009779295865544,0.5152898027898027,0.8869319509926433,1.4123718738555908,6.29896219552594,0.0,0.0,0.30009828362086305,0.17816968199897415
14,0.8729932497988059,0.9026813609591033,0.5390993265993266,0.8451817896403052,1.3966493606567383,6.593544871089057,0.0,0.0,0.286253707059094,0.1640670810910035
15,0.8329172589897904,0.9070337569887577,0.5271945646945647,0.8088432264204896,1.3824189901351929,6.873676265226221,0.0,0.0,0.2738460912525686,0.15162689300824858
16,0.7984763984015394,0.9093206897675499,0.5265632515632516,0.7758480784404709,1.3710987567901611,7.14165546838173,0.0,0.0,0.26274561776224054,0.14108385419286384
17,0.7677325637123056,0.912588663623759,0.5202501202501203,0.7470068072903382,1.3595995903015137,7.3964027811292965,0.0,0.0,0.2531409065380312,0.1310549129338401
18,0.7386547013116991,0.9093194328545282,0.5341390091390091,0.7203355518757989,1.3425847291946411,7.640416491871779,0.0,0.0,0.24481343058535165,0.12257260731144345
19,0.712967053337885,0.9091858858459813,0.5341390091390091,0.6961733353117452,1.328346848487854,7.877147846245907,0.0,0.0,0.23749381522687918,0.11650298094941998
20,0.6902834671499807,0.9120705216946402,0.546043771043771,0.6741580414279603,1.3192436695098877,8.105072411507386,0.0,0.0,0.23068207305187663,0.10910591051962966
21,0.6673821993620999,0.9152454128412293,0.5410834535834536,0.6541504235152739,1.3137058019638062,8.322023752515154,0.0,0.0,0.2242520586274915,0.10086583536979789
22,0.6489905499550234,0.9152768356667699,0.5410834535834536,0.6358760272163942,1.3116024732589722,8.532063287633834,0.0,0.0,0.2183337993267893,0.09441199212411079
23,0.6305845559361469,0.9152768356667699,0.5341390091390091,0.61793344146003,1.3034586906433105,8.736517769142049,0.0,0.0,0.21298880546662202,0.09063052012288933
