epoch,optimization_train_loss,train_ba,val_ba,train_loss,val_loss,weight_frobenius_norm,bias_l2_norm,bias_span,mean_row_cosine_to_init,min_row_cosine_to_init
1,2.4031390979655227,0.412007896154215,0.3338383838383838,2.2252485518201084,2.2800562381744385,2.068355861544251,0.007771825417876244,0.007489513605833054,0.9487385526536096,0.9224503974780465
2,2.152270346213126,0.5903911483020343,0.4230880230880231,2.0123125807143323,2.1158015727996826,2.3005835947931628,0.012294484302401543,0.013132227584719658,0.847996646665159,0.7736862858898198
3,1.9416477674050914,0.7121571987549157,0.4759018759018759,1.8205862307917846,1.973428726196289,2.6224095134599317,0.017213862389326096,0.020477140322327614,0.7403597872069384,0.6319175369708558
4,1.7625089266214027,0.7584152787795172,0.49425805675805673,1.654660801879305,1.8564231395721436,3.002216603231534,0.02305450662970543,0.027521662414073944,0.6432990756045819,0.5170795168656034
5,1.6044435144086302,0.8162436745280554,0.5197510822510822,1.5097803369856948,1.7551753520965576,3.4109211645340998,0.028453342616558075,0.034186188131570816,0.5630199967693934,0.43005439444317056
6,1.4670552893472826,0.8247361252340637,0.5461399711399711,1.3869190193494707,1.669600009918213,3.8250343205898085,0.03328283876180649,0.040559154003858566,0.4996714231181027,0.36564816311082693
7,1.3512551468538951,0.8313696267414584,0.5197150072150071,1.2814949133309974,1.597545862197876,4.232263241354537,0.03752852603793144,0.04604867845773697,0.44966551523319814,0.31676868654889917
8,1.248782612370542,0.8699601012779321,0.54752886002886,1.1899957214698529,1.5394716262817383,4.627578398678249,0.041337765753269196,0.05039925128221512,0.40939445614094083,0.2786043311798072
9,1.1629862814064484,0.8766146046527016,0.5405844155844155,1.1121962124837654,1.4933044910430908,5.006572036919327,0.04555468633770943,0.05502236634492874,0.3767405028245276,0.24893048851413996
10,1.0896477617207985,0.8761409710617429,0.5405844155844156,1.0444781102124672,1.451366901397705,5.367425456456959,0.05013647302985191,0.06048364192247391,0.3500385809991558,0.22503248364391057
11,1.025135801704328,0.874253471760028,0.5426046176046176,0.98695199204394,1.4170353412628174,5.710687950069311,0.05394087731838226,0.06512880325317383,0.3279724801118905,0.20475308989877763
12,0.9699931810521834,0.8930284579745305,0.5336399711399712,0.9364886561892735,1.3882277011871338,6.03551533173106,0.05747535079717636,0.06943166255950928,0.30902912031623636,0.18787105129782816
13,0.9213651545897203,0.8996957181834574,0.5336399711399712,0.8917735950466688,1.3640997409820557,6.343944480777112,0.06103677302598953,0.07364200055599213,0.2927591254271196,0.17364434942641194
14,0.8798585596675512,0.8957171886455507,0.5322510822510822,0.8532143541949957,1.3442844152450562,6.637823661317685,0.06467438489198685,0.07770882546901703,0.2789680615325016,0.161735706680258
15,0.8416825495980897,0.8992749000997676,0.5372113997113996,0.818449211305267,1.3256856203079224,6.914738226349666,0.0682675912976265,0.08188275992870331,0.26704377827293513,0.15075793148000338
16,0.808632511895618,0.9017065755463801,0.5531204906204905,0.7868914752942149,1.3081427812576294,7.181528705147732,0.07170508801937103,0.08589689433574677,0.25624831244086393,0.1407229512953795
17,0.7780163613325962,0.8990160978453109,0.5447871572871572,0.7593980514654399,1.2863268852233887,7.4371254376919955,0.07504859566688538,0.09001404047012329,0.24665392413450157,0.13192210385817593
18,0.751240698072463,0.9056946340396629,0.5447871572871572,0.7341545867427491,1.2797433137893677,7.682136893551336,0.07779555767774582,0.09289287030696869,0.23796452503486729,0.12449800375491143
