epoch,optimization_train_loss,train_ba,val_ba,train_loss,val_loss,weight_frobenius_norm,bias_l2_norm,bias_span,mean_row_cosine_to_init,min_row_cosine_to_init
1,2.470597474382174,0.10493972614579349,0.12361111111111112,2.4256210930376167,2.430344820022583,1.9792017578726346,0.008982083760201931,0.008202895522117615,0.997180705068175,0.9960841239551463
2,2.404864955892251,0.21124837352292958,0.16944444444444443,2.3654751100556575,2.382417678833008,1.991000106174802,0.01493808627128601,0.015430627390742302,0.9899043852927689,0.9858596962077087
3,2.345052561127996,0.2978475687296904,0.24027777777777778,2.308561411248632,2.3381190299987793,2.011428882245075,0.020262960344552994,0.0214773491024971,0.9784767006685212,0.9699018411088753
4,2.2890277979911504,0.3810254209999863,0.33042929292929296,2.253356685736914,2.2961158752441406,2.0400089706478726,0.025876250118017197,0.027234647423028946,0.9634011712752389,0.9487921414899974
5,2.2348907494503947,0.485516818523894,0.36720779220779226,2.1996615121779057,2.255340337753296,2.076557694072093,0.031490497291088104,0.032203398644924164,0.9451694851329068,0.9235497803957675
6,2.1814864309642483,0.5328248079320961,0.40411255411255415,2.147688687976174,2.216031551361084,2.1203076822714846,0.03689941391348839,0.03827036917209625,0.9246103666211768,0.8957714010130031
7,2.130391973636647,0.5728885481785038,0.4144300144300144,2.0972388837095384,2.177264928817749,2.17059434664727,0.041877731680870056,0.04539020359516144,0.9023818381926022,0.8662343967574415
8,2.0799613146691645,0.6149886014853181,0.45537518037518043,2.048300657748355,2.1403889656066895,2.2266606278110004,0.04659369960427284,0.05201718211174011,0.8789651064549481,0.8357802244731009
9,2.0313544679631876,0.6451145655138902,0.45537518037518043,2.000860974218267,2.104762315750122,2.2879761607757003,0.0517471618950367,0.0587821900844574,0.8548010108101226,0.8051978853564878
10,1.9851027735334255,0.6713693770928787,0.4686327561327561,1.955086273293487,2.0709054470062256,2.353684252992075,0.05757106840610504,0.06591124832630157,0.8303535250426132,0.7747710664927647
11,1.9398861682353454,0.6790306473339215,0.4686327561327561,1.9113694271409367,2.0392446517944336,2.4228410925125368,0.06286592781543732,0.0722644105553627,0.8061631731631209,0.7455897702623885
12,1.8964647169572761,0.6939369012535401,0.4833152958152958,1.8693171413342842,2.008878707885742,2.4948836797651146,0.06823046505451202,0.07837942242622375,0.7822398911557641,0.7171803624314046
13,1.8551247565143079,0.7113372184330379,0.4911856661856661,1.8286469196083213,1.979518175125122,2.569652999653602,0.07377668470144272,0.08451328426599503,0.7587652954784491,0.6895557509661585
14,1.8155806251319058,0.7270706970096538,0.5077200577200577,1.789462412285928,1.951244592666626,2.6468532626181402,0.07914319634437561,0.09037133306264877,0.7360226366175482,0.6631904382140943
15,1.7761270597756627,0.7296680920011033,0.5077200577200577,1.7517890370035747,1.9240994453430176,2.725060412734085,0.08446922153234482,0.0964183509349823,0.7143455419539221,0.6381726359173003
16,1.7393938717456365,0.7429052557205565,0.4924422799422799,1.7154853409621063,1.8979246616363525,2.8046843602161844,0.08981875330209732,0.10280386358499527,0.6934482894859079,0.6145357279395647
17,1.7035027596708419,0.7581854774958763,0.5024591149591149,1.6804308394761998,1.8721281290054321,2.8857089983867,0.09490750730037689,0.10942985862493515,0.6734723341566133,0.591999981048865
18,1.6689942449382578,0.7683298355331819,0.4857924482924482,1.6468472784439585,1.848301649093628,2.9676925040016187,0.09935272485017776,0.1149287149310112,0.6542974974541577,0.5711439769569058
