epoch,optimization_train_loss,train_ba,val_ba,train_loss,val_loss,weight_frobenius_norm,bias_l2_norm,bias_span,mean_row_cosine_to_init,min_row_cosine_to_init
1,2.5206920854401056,0.10494980648282537,0.11990740740740741,2.464803476547005,2.446927547454834,2.009155585429131,0.011107861995697021,0.00944620929658413,0.9969235811716519,0.9960717682693017
2,2.439169668699911,0.1836417513304306,0.17175925925925925,2.3919988544385324,2.393749952316284,2.01722110050235,0.02089596726000309,0.017867732793092728,0.9887740656738219,0.985664617482066
3,2.3687856197357178,0.2854043478650397,0.2052910052910053,2.328326880624085,2.3476369380950928,2.0354150641715374,0.02882370352745056,0.02477884478867054,0.9765418702063502,0.9703303045802025
4,2.3083563290036277,0.35686149279633367,0.24636243386243387,2.270827003682542,2.3064632415771484,2.0620449204504645,0.03537902608513832,0.029862426221370697,0.961263267656108,0.9521188928717444
5,2.2518692767558535,0.41164547437531157,0.25932539682539685,2.217521681432675,2.2685608863830566,2.0959638851062756,0.04053226858377457,0.0333593413233757,0.9439968919239162,0.9334360255096935
6,2.199041972267033,0.4502708963766123,0.30317460317460315,2.16575789082276,2.2307002544403076,2.136117099713993,0.04445815831422806,0.03576907142996788,0.9252533815021153,0.9146834423116441
7,2.148113636880241,0.5024395858300317,0.32463924963924967,2.115677421556693,2.195025682449341,2.181841258115954,0.048026155680418015,0.04062635079026222,0.9052714004248319,0.8905157067421485
8,2.0986930174999925,0.5549109495569448,0.36260822510822505,2.0671020042465393,2.159775972366333,2.2326258385571776,0.05151998624205589,0.0450521819293499,0.884401705601527,0.8633048643153096
9,2.0508737945720785,0.5888573059848031,0.37851731601731603,2.0201236910335783,2.125545024871826,2.288429713618347,0.05528232827782631,0.04963215813040733,0.8628159041326379,0.8351040288465468
10,2.004285382526877,0.6214178157598923,0.38546176046176045,1.9747468945081386,2.0942482948303223,2.3487336879014715,0.059483785182237625,0.05456637218594551,0.8404222458253215,0.8065852210150886
11,1.959694611431194,0.6450906368633013,0.393037518037518,1.9312674970511932,2.0646283626556396,2.4128705061917097,0.06414345651865005,0.059578269720077515,0.8178730409606589,0.7779061877570029
