epoch,train_objective_loss,train_loss,train_balanced_accuracy,train_accuracy,train_macro_f1,val_loss,val_balanced_accuracy,val_accuracy,val_macro_f1,train_output_firing_rate,val_output_firing_rate,train_hidden1_firing_rate,val_hidden1_firing_rate
1,2.48490686536585,2.48490686536585,0.08333333333333333,0.07756813417190776,0.01199740596627756,2.484906855083647,0.08333333333333333,0.07738095238095238,0.011970534069981583,0.0,0.0,5.732442348008386e-05,2.9064360119047617e-05
2,2.48490686536585,2.4847933681256116,0.0853174603174603,0.07966457023060797,0.01589676171479517,2.484906855083647,0.08333333333333333,0.07738095238095238,0.011970534069981583,1.0918937805730258e-05,0.0,0.00016890231918238993,8.719308035714286e-05
3,2.4848108981390418,2.4841020202236854,0.08933877814691767,0.08385744234800839,0.023671881819133725,2.485174848919823,0.07051282051282051,0.06547619047619048,0.010242085661080074,0.00015286512928022362,0.00018601190476190475,0.0005005650550314465,0.00030226934523809525
4,2.482978658856086,2.4798554014609793,0.11492428890684704,0.1111111111111111,0.06573554003763682,2.48343479065668,0.09014423076923077,0.08928571428571429,0.050879702613806664,0.001222921034241789,0.001240079365079365,0.0013379110980083857,0.0008515857514880952
5,2.4781619377855986,2.4698507001065106,0.11586935395074931,0.11949685534591195,0.08358649855257493,2.4801601682390486,0.08373397435897435,0.08333333333333333,0.03784305317324185,0.0067588225017470305,0.004247271825396825,0.003437418107966457,0.0021187918526785715
6,2.465450465804126,2.4565855107217467,0.12617501222152386,0.1320754716981132,0.07582910577263452,2.4757108120691207,0.08774038461538462,0.08928571428571429,0.038212898212898215,0.017961652690426277,0.010323660714285714,0.006533960626310273,0.004100981212797619
7,2.4509502511854193,2.4396585018629797,0.13765075102284405,0.14465408805031446,0.09222579786363254,2.4697302863711403,0.10496794871794872,0.1130952380952381,0.047649533565026526,0.031348270440251576,0.019097222222222224,0.010137210102201259,0.006583077566964286
8,2.431035943001321,2.413691039355296,0.1973250791564745,0.20335429769392033,0.13664877673243445,2.4590811729431152,0.13799221611721613,0.1488095238095238,0.08394632530106484,0.04940819357092942,0.030474950396825396,0.014470322327044025,0.009396507626488096
9,2.4043010845624178,2.383836845182023,0.25481576789716326,0.259958071278826,0.17352853102723173,2.450523296991984,0.15138507326007325,0.16071428571428573,0.10916208626564612,0.06566649196366177,0.04048859126984127,0.02006661916928721,0.012718563988095238
10,2.3726073530984872,2.3479746427675963,0.31307402048681116,0.31865828092243187,0.22479836816572704,2.4371072337740944,0.17399267399267396,0.18452380952380953,0.1407227432035616,0.07587569881201957,0.04789806547619048,0.026600579795597483,0.016729445684523808
11,2.3356210845571392,2.303618150687068,0.4073351534107348,0.42138364779874216,0.3327362421774531,2.4330279600052607,0.20552884615384615,0.22023809523809523,0.18137077592697562,0.07039439203354297,0.04430183531746032,0.034798996003668765,0.022086007254464284
12,2.2900853272004196,2.257495545241318,0.48175265268288525,0.5031446540880503,0.4262156375315472,2.414130369822184,0.2769574175824176,0.2976190476190476,0.24540932527216663,0.06768649545772187,0.04256572420634921,0.044862503275681344,0.02877081008184524
13,2.2458863208378887,2.215129427939841,0.5666501667591785,0.5828092243186582,0.5259945421683004,2.4060666106996083,0.281383547008547,0.2976190476190476,0.26952086136858006,0.07722964709993012,0.05335441468253968,0.05363518736897275,0.03495861235119048
14,2.20989320163207,2.186918897948675,0.5841821411225481,0.5974842767295597,0.5526855873396388,2.3917352812630788,0.29111721611721614,0.30357142857142855,0.2761267899467443,0.0842614430468204,0.06544518849206349,0.06095019326519916,0.040097191220238096
15,2.1770505910149662,2.15247293188387,0.6170184209428395,0.6331236897274634,0.5916170296204577,2.3755465689159574,0.3038041819291819,0.32142857142857145,0.28136945660914187,0.08838880153738644,0.06987847222222222,0.06848528400157233,0.04511079334077381
16,2.14270923072687,2.1229764375546694,0.6754653461412182,0.6981132075471698,0.6535293047177275,2.3587484927404496,0.3173229548229548,0.3392857142857143,0.29706893054020955,0.0877227463312369,0.07025049603174603,0.07656598041142558,0.05103410993303571
17,2.115421117726612,2.0899581594287224,0.7430649356884822,0.7651991614255765,0.7213415314747326,2.345354443504697,0.3204097985347985,0.3392857142857143,0.29456399444244824,0.08270003494060098,0.06845238095238096,0.08318797497379454,0.056216285342261904
18,2.0836927790811726,2.0661671246622593,0.7364497931358396,0.7547169811320755,0.7166852449094859,2.3336849326179143,0.35251449938949936,0.36904761904761907,0.3393902150481098,0.08637971698113207,0.07263764880952381,0.08874127849842767,0.06048002697172619
19,2.0561395896055914,2.036056997391163,0.8017528202121226,0.8113207547169812,0.801376574779333,2.318461543037778,0.37895299145299144,0.39880952380952384,0.3727223997000874,0.09527865129280223,0.08255828373015874,0.0931501408542977,0.06388055710565477
20,2.0303242256556415,2.0159030562926636,0.8355053214428215,0.8427672955974843,0.838919598538692,2.312389782496861,0.3942193223443223,0.40476190476190477,0.38166873398255574,0.09479821802935011,0.08522445436507936,0.09841170400943396,0.0682373046875
21,2.0128722860628203,1.99880160050822,0.844612493340691,0.8511530398322851,0.8485623596530175,2.303419147218977,0.4063606532356532,0.4226190476190476,0.3808793451352363,0.08773366526904262,0.08103918650793651,0.10431304867662473,0.0725737072172619
22,1.9935886197619967,1.9832722323495637,0.8559558039209203,0.8637316561844863,0.8591421573833262,2.2934817927224294,0.4094474969474969,0.4226190476190476,0.4041525826529362,0.08726415094339622,0.08116319444444445,0.1092153105345912,0.07633172898065477
23,1.9793640442614286,1.969143380908846,0.864778735672631,0.870020964360587,0.8673078070131369,2.28469941729591,0.40557844932844933,0.4226190476190476,0.3966171023148583,0.08599755415793152,0.07945808531746032,0.11322802017819707,0.07962762741815477
24,1.9644542730079506,1.9521825905865844,0.89490861740135,0.89937106918239,0.8963917255181757,2.2788569813682917,0.38532890720390717,0.40476190476190477,0.37572171853317565,0.08337700908455625,0.07765997023809523,0.11726939203354297,0.08311825706845238
25,1.949730649934125,1.942012432736171,0.8927004102512823,0.8972746331236897,0.8956876532055498,2.2794571149916876,0.3989697802197802,0.4107142857142857,0.38442925770938685,0.08196846610761706,0.07824900793650794,0.12034034329140461,0.08574567522321429
