timestep,true_class,competitor_class,evidence_true,evidence_competitor,mem_beta1_true,mem_beta1_competitor,spike_beta1_true,spike_beta1_competitor,mem_beta05_true,mem_beta05_competitor,spike_beta05_true,spike_beta05_competitor,cumulative_evidence_true,cumulative_evidence_competitor,cumulative_spike_beta1_true,cumulative_spike_beta05_true
0,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,5,9,-0.011966042013305108,-0.06543678854309355,-0.011966042013305108,-0.06543678854309355,0.0,0.0,-0.011966042013305108,-0.06543678854309355,0.0,0.0,-0.011966042013305108,-0.06543678854309355,0.0,0.0
15,5,9,-0.0034571517753837983,-0.029606567510456604,-0.015423193788688908,-0.09504335605355016,0.0,0.0,-0.009440172782036352,-0.06232496178200338,0.0,0.0,-0.015423193788688908,-0.09504335605355016,0.0,0.0
16,5,9,0.14651189946381077,-0.13362379635046243,0.13108870567512187,-0.22866715240401259,0.0,0.0,0.1417918130727926,-0.1647862772414641,0.0,0.0,0.13108870567512187,-0.22866715240401259,0.0,0.0
17,5,9,0.09402618982369466,-0.21449818641157956,0.22511489549881653,-0.44316533881559217,0.0,0.0,0.16492209636009098,-0.29689132503231164,0.0,0.0,0.22511489549881653,-0.44316533881559217,0.0,0.0
18,5,9,0.014619671303304002,-0.2141917902908731,0.23973456680212052,-0.6573571291064653,0.0,0.0,0.0970807194833495,-0.3626374528070289,0.0,0.0,0.23973456680212052,-0.6573571291064653,0.0,0.0
19,5,9,0.05701488563915169,-0.2974747563784687,0.2967494524412722,-0.954831885484934,0.0,0.0,0.10555524538082645,-0.4787934827819832,0.0,0.0,0.2967494524412722,-0.954831885484934,0.0,0.0
20,5,9,0.13130701305291745,-0.3252407432699982,0.42805646549418963,-1.2800726287549322,0.0,0.0,0.18408463574333067,-0.5646374846609898,0.0,0.0,0.42805646549418963,-1.2800726287549322,0.0,0.0
21,5,9,0.18261706204274672,-0.23815838081112964,0.11067352753693638,-1.5182310095660618,1.0,0.0,0.274659379914412,-0.5204771231416245,0.0,0.0,0.6106735275369364,-1.5182310095660618,1.0,0.0
22,5,9,0.018476545597038815,-0.15319440115336097,0.1291500731339752,-1.6714254107194229,0.0,0.0,0.15580623555424483,-0.41343296272417324,0.0,0.0,0.6291500731339752,-1.6714254107194229,1.0,0.0
23,5,9,0.18626534525301924,-0.19344539259617494,0.31541541838699444,-1.8648708033155978,0.0,0.0,0.26416846303014163,-0.4001618739582615,0.0,0.0,0.8154154183869944,-1.8648708033155978,1.0,0.0
24,5,9,0.09228853355607079,-0.09400503813207216,0.40770395194306525,-1.95887584144767,0.0,0.0,0.22437276507114162,-0.29408597511120294,0.0,0.0,0.9077039519430652,-1.95887584144767,1.0,0.0
25,5,9,0.159304555212626,-0.23466581048314203,0.06700850715569118,-2.1935416519308117,1.0,0.0,0.27149093774819677,-0.38170879803874347,0.0,0.0,1.0670085071556912,-2.1935416519308117,2.0,0.0
26,5,9,0.12366688075936445,-0.12735325197264255,0.19067538791505562,-2.3208949039034543,0.0,0.0,0.2594123496334628,-0.3182076509920143,0.0,0.0,1.1906753879150556,-2.3208949039034543,2.0,0.0
27,5,9,0.17349568736419088,-0.018283497119089567,0.3641710752792465,-2.339178401022544,0.0,0.0,0.30320186218092227,-0.1773873226150967,0.0,0.0,1.3641710752792464,-2.339178401022544,2.0,0.0
28,5,9,0.08764145515045788,-0.047209771312781965,0.4518125304297044,-2.386388172335326,0.0,0.0,0.239242386240919,-0.13590343262033033,0.0,0.0,1.4518125304297043,-2.386388172335326,2.0,0.0
29,5,9,0.01619092807664558,-0.07091400337198313,0.46800345850634995,-2.4573021757073095,0.0,0.0,0.1358121211971051,-0.13886571968214828,0.0,0.0,1.46800345850635,-2.4573021757073095,2.0,0.0
30,5,9,0.07862399765631156,-0.024435596566069154,0.04662745616266151,-2.4817377722733784,1.0,0.0,0.1465300582548641,-0.0938684564071433,0.0,0.0,1.5466274561626614,-2.4817377722733784,3.0,0.0
31,5,9,0.12699165211149938,-0.00946952929657028,0.17361910827416088,-2.4912073015699487,0.0,0.0,0.20025668123893142,-0.05640375750014193,0.0,0.0,1.6736191082741607,-2.4912073015699487,3.0,0.0
32,5,9,0.07673100108802401,-0.1597713066917687,0.2503501093621849,-2.6509786082617173,0.0,0.0,0.17685934170748974,-0.18797318544183966,0.0,0.0,1.7503501093621847,-2.6509786082617173,3.0,0.0
33,5,9,0.0800709660563184,-0.09124315616243499,0.3304210754185033,-2.742221764424152,0.0,0.0,0.16850063691006328,-0.1852297488833548,0.0,0.0,1.830421075418503,-2.742221764424152,3.0,0.0
34,5,9,0.06488025027736444,0.059561733682604416,0.39530132569586773,-2.682660030741548,0.0,0.0,0.14913056873239608,-0.03305314075907299,0.0,0.0,1.8953013256958675,-2.682660030741548,3.0,0.0
35,5,9,0.05980431926590019,-0.009931551260246372,0.4551056449617679,-2.692591582001794,0.0,0.0,0.13436960363209824,-0.026458121639782867,0.0,0.0,1.9551056449617676,-2.692591582001794,3.0,0.0
36,5,9,0.2518950508034585,-0.18774033079243088,0.2070006957652264,-2.880331912794225,1.0,0.0,0.3190798526195076,-0.2009693916123223,0.0,0.0,2.207000695765226,-2.880331912794225,4.0,0.0
37,5,9,0.1426212422175056,-0.13339201025005454,0.349621937982732,-3.01372392304428,0.0,0.0,0.3021611685272594,-0.2338767060562157,0.0,0.0,2.349621937982732,-3.01372392304428,4.0,0.0
38,5,9,0.1223306992988514,-0.19799426529980302,0.47195263728158343,-3.211718188344083,0.0,0.0,0.2734112835624811,-0.31493261832791086,0.0,0.0,2.4719526372815834,-3.211718188344083,4.0,0.0
39,5,9,0.18768610176261682,-0.00982843092670302,0.15963873904420023,-3.221546619270786,1.0,0.0,0.32439174354385736,-0.16729474009065845,0.0,0.0,2.6596387390442002,-3.221546619270786,5.0,0.0
40,5,9,0.011073411826648158,-0.38099982229093204,0.1707121508708484,-3.6025464415617177,0.0,0.0,0.17326928359857685,-0.4646471923362613,0.0,0.0,2.6707121508708482,-3.6025464415617177,5.0,0.0
41,5,9,-0.02425313993947374,-0.17180716576285812,0.14645901093137467,-3.7743536073245756,0.0,0.0,0.062381501859814684,-0.40413076193098874,0.0,0.0,2.6464590109313746,-3.7743536073245756,5.0,0.0
42,5,9,-0.11685002600015204,-0.12932397458829445,0.02960898493122263,-3.90367758191287,0.0,0.0,-0.0856592750702447,-0.3313893555537888,0.0,0.0,2.5296089849312224,-3.90367758191287,5.0,0.0
43,5,9,0.02920909849418664,-0.3119456938034132,0.05881808342540927,-4.2156232757162835,0.0,0.0,-0.013620539040935714,-0.4776403715803076,0.0,0.0,2.5588180834254093,-4.2156232757162835,5.0,0.0
44,5,9,-0.08195515203840707,-0.34656145381374626,-0.023137068612997802,-4.5621847295300295,0.0,0.0,-0.08876542155887493,-0.5853816396039,0.0,0.0,2.4768629313870023,-4.5621847295300295,5.0,0.0
45,5,9,-0.10843523778014791,-0.10821430891963173,-0.1315723063931457,-4.670399038449661,0.0,0.0,-0.15281794855958536,-0.40090512872158174,0.0,0.0,2.3684276936068542,-4.670399038449661,5.0,0.0
46,5,9,0.21450529277459301,-0.34059068825594385,0.0829329863814473,-5.0109897267056045,0.0,0.0,0.13809631849480034,-0.5410432526167347,0.0,0.0,2.582932986381447,-5.0109897267056045,5.0,0.0
47,5,9,-0.16307659621494394,-0.11131490693603446,-0.08014360983349664,-5.122304633641639,0.0,0.0,-0.09402843696754377,-0.3818365332444018,0.0,0.0,2.4198563901665033,-5.122304633641639,5.0,0.0
48,5,9,0.04673912368321242,-0.34449068226454205,-0.03340448615028422,-5.4667953159061815,0.0,0.0,-0.00027509480055946944,-0.535408948886743,0.0,0.0,2.4665955138497155,-5.4667953159061815,5.0,0.0
49,5,9,0.12209626773188234,-0.2229807584470473,0.08869178158159813,-5.689776074353229,0.0,0.0,0.1219587203316026,-0.49068523289041877,0.0,0.0,2.588691781581598,-5.689776074353229,5.0,0.0
50,5,9,0.08178669071698182,-0.2602810304173191,0.17047847229857993,-5.950057104770548,0.0,0.0,0.1427660508827831,-0.5056236468625285,0.0,0.0,2.67047847229858,-5.950057104770548,5.0,0.0
51,5,9,0.12969229814782748,-0.27631724980040034,0.3001707704464074,-6.2263743545709485,0.0,0.0,0.20107532358921903,-0.5291290732316646,0.0,0.0,2.8001707704464076,-6.2263743545709485,5.0,0.0
52,5,9,0.24266111007390484,-0.18789387690603368,0.04283188052031228,-6.414268231476982,1.0,0.0,0.34319877186851433,-0.452458413521866,0.0,0.0,3.0428318805203123,-6.414268231476982,6.0,0.0
53,5,9,0.19157777886055885,0.059692441208500424,0.23440965938087113,-6.354575790268482,0.0,0.0,0.363177164794816,-0.16653676555243258,0.0,0.0,3.234409659380871,-6.354575790268482,6.0,0.0
54,5,9,0.30813321692693796,-0.35563239928597973,0.04254287630780906,-6.710208189554462,1.0,0.0,0.48972179932434595,-0.438900782062196,0.0,0.0,3.542542876307809,-6.710208189554462,7.0,0.0
55,5,9,0.26755360751527624,-0.12386858955740945,0.3100964838230853,-6.8340767791118715,0.0,0.0,0.012414507177449186,-0.34331898058850746,1.0,0.0,3.8100964838230853,-6.8340767791118715,7.0,1.0
56,5,9,0.0796790892885229,-0.20486477347665588,0.3897755731116082,-7.038941552588527,0.0,0.0,0.08588634287724749,-0.37652426377090964,0.0,0.0,3.889775573111608,-7.038941552588527,7.0,1.0
57,5,9,0.23168109171399826,-0.3027506214816692,0.12145666482560646,-7.341692174070197,1.0,0.0,0.274624263152622,-0.491012753367124,0.0,0.0,4.121456664825606,-7.341692174070197,8.0,1.0
58,5,9,0.2793458726049406,-0.2210368621975893,0.40080253743054706,-7.562729036267786,0.0,0.0,0.4166580041812516,-0.46654323888115135,0.0,0.0,4.400802537430547,-7.562729036267786,8.0,1.0
59,5,9,0.2793858533734864,0.009418728291772475,0.18018839080403348,-7.553310307976013,1.0,0.0,0.4877148554641122,-0.2238528911488032,0.0,0.0,4.680188390804033,-7.553310307976013,9.0,1.0
60,5,9,0.265797431611219,-0.21259232853326115,0.4459858224152525,-7.765902636509274,0.0,0.0,0.009654859343275035,-0.3245187741076627,1.0,0.0,4.945985822415252,-7.765902636509274,9.0,2.0
61,5,9,0.23153554484753058,-0.07554334597222967,0.17752136726278311,-7.841445982481504,1.0,0.0,0.2363629745191681,-0.23780273302606103,0.0,0.0,5.1775213672627824,-7.841445982481504,10.0,2.0
62,5,9,0.3140781729354933,0.1351752927029575,0.4915995401982764,-7.706270689778547,0.0,0.0,0.43225966019507733,0.016273926189926985,0.0,0.0,5.491599540198275,-7.706270689778547,10.0,2.0
63,5,9,0.1494196141481379,0.023020693777754835,0.14101915434641432,-7.683249996000792,1.0,0.0,0.3655494442456766,0.031157656872718327,0.0,0.0,5.641019154346413,-7.683249996000792,11.0,2.0
64,5,9,0.13590330758504726,0.1325614039392892,0.2769224619314616,-7.550688592061503,0.0,0.0,0.31867802970788556,0.14814023237564836,0.0,0.0,5.77692246193146,-7.550688592061503,11.0,2.0
65,5,9,0.10481351985483342,0.04154056339282132,0.381735981786295,-7.509148028668681,0.0,0.0,0.2641525347087762,0.1156106795806455,0.0,0.0,5.881735981786293,-7.509148028668681,11.0,2.0
66,5,9,0.06666219481130001,0.0639758999220215,0.44839817659759496,-7.44517212874666,0.0,0.0,0.1987384621656881,0.12178123971234425,0.0,0.0,5.9483981765975935,-7.44517212874666,11.0,2.0
67,5,9,-0.0372038486102674,0.18328877717183248,0.4111943279873276,-7.261883351574827,0.0,0.0,0.06216538247257666,0.24417939702800462,0.0,0.0,5.911194327987326,-7.261883351574827,11.0,2.0
68,5,9,-0.028729246845539666,0.17124227945642678,0.3824650811417879,-7.0906410721184,0.0,0.0,0.0023534443907486623,0.2933319779704291,0.0,0.0,5.8824650811417865,-7.0906410721184,11.0,2.0
69,5,9,0.01607636794061781,0.242477744704485,0.3985414490824057,-6.848163327413915,0.0,0.0,0.01725309013599214,0.38914373368969957,0.0,0.0,5.898541449082404,-6.848163327413915,11.0,2.0
70,5,9,0.004080449697637667,0.30561868608077064,0.40262189878004334,-6.542544641333144,0.0,0.0,0.012706994765633736,0.00019055292562042414,0.0,1.0,5.902621898780041,-6.542544641333144,11.0,2.0
71,5,9,0.017717899520472254,0.20317991572512278,0.4203397983005156,-6.3393647256080214,0.0,0.0,0.024071396903289122,0.203275192187933,0.0,0.0,5.920339798300514,-6.3393647256080214,11.0,2.0
72,5,9,0.08500367731910259,0.31793051829698316,0.005343475619618232,-6.021434207311039,1.0,0.0,0.09703937577074716,0.41956811439094965,0.0,0.0,6.0053434756196165,-6.021434207311039,12.0,2.0
73,5,9,0.11126568436162566,0.28798395899522927,0.1166091599812439,-5.733450248315809,0.0,0.0,0.15978537224699924,0.4977680161907041,0.0,0.0,6.116609159981242,-5.733450248315809,12.0,2.0
74,5,9,0.24801748031528548,0.4580208108205353,0.36462664029652936,-5.275429437495274,0.0,0.0,0.3279101664387851,0.2069048189158873,0.0,1.0,6.364626640296527,-5.275429437495274,12.0,2.0
75,5,9,0.15948105082696157,0.33985056994094853,0.024107691123490982,-4.935578867554325,1.0,0.0,0.32343613404635413,0.4433029793988922,0.0,0.0,6.524107691123489,-4.935578867554325,13.0,2.0
76,5,9,0.21091523625983757,0.33507822383815994,0.23502292738332856,-4.600500643716165,0.0,0.0,0.37263330328301464,0.05672971353760603,0.0,1.0,6.735022927383326,-4.600500643716165,13.0,2.0
