timestep,true_class,competitor_class,evidence_true,evidence_competitor,mem_beta1_true,mem_beta1_competitor,spike_beta1_true,spike_beta1_competitor,mem_beta05_true,mem_beta05_competitor,spike_beta05_true,spike_beta05_competitor,cumulative_evidence_true,cumulative_evidence_competitor,cumulative_spike_beta1_true,cumulative_spike_beta05_true
0,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,3,11,-0.019240490829758775,-0.03680387803047966,-0.019240490829758775,-0.03680387803047966,0.0,0.0,-0.019240490829758775,-0.03680387803047966,0.0,0.0,-0.019240490829758775,-0.03680387803047966,0.0,0.0
11,3,11,0.23678789775973064,-0.23873882979118552,0.21754740692997188,-0.2755427078216652,0.0,0.0,0.22716765234485126,-0.25714076880642533,0.0,0.0,0.21754740692997188,-0.2755427078216652,0.0,0.0
12,3,11,0.21161285148940523,-0.36781811174237045,0.4291602584193771,-0.6433608195640357,0.0,0.0,0.32519667766183086,-0.4963884961455831,0.0,0.0,0.4291602584193771,-0.6433608195640357,0.0,0.0
13,3,11,0.017310969221724825,-0.2595793423400502,0.4464712276411019,-0.9029401619040859,0.0,0.0,0.17990930805264024,-0.5077735904128418,0.0,0.0,0.4464712276411019,-0.9029401619040859,0.0,0.0
14,3,11,0.3093076248376014,-0.5052217528495121,0.25577885247870324,-1.408161914753598,1.0,0.0,0.3992622788639215,-0.759108548055933,0.0,0.0,0.7557788524787032,-1.408161914753598,1.0,0.0
15,3,11,0.12124417992721341,-0.3056097431429291,0.37702303240591667,-1.713771657896527,0.0,0.0,0.3208753193591742,-0.6851640171708956,0.0,0.0,0.8770230324059166,-1.713771657896527,1.0,0.0
16,3,11,0.3040608777810343,-0.45506068547308204,0.18108391018695102,-2.168832343369609,1.0,0.0,0.4644985374606214,-0.7976426940585298,0.0,0.0,1.1810839101869508,-2.168832343369609,2.0,0.0
17,3,11,0.10910839262492027,-0.29894312042001925,0.2901923028118713,-2.467775463789628,0.0,0.0,0.341357661355231,-0.6977644674492842,0.0,0.0,1.2901923028118711,-2.467775463789628,2.0,0.0
18,3,11,0.37550077932822273,-0.49633140011683563,0.16569308214009404,-2.964106863906464,1.0,0.0,0.046179610005838256,-0.8452136338414777,1.0,0.0,1.665693082140094,-2.964106863906464,3.0,1.0
19,3,11,0.2663787979242299,-0.1744066135991512,0.43207188006432395,-3.138513477505615,0.0,0.0,0.28946860292714904,-0.5970134305198901,0.0,0.0,1.9320718800643237,-3.138513477505615,3.0,1.0
20,3,11,0.2927147140837843,-0.5129139723669699,0.2247865941481082,-3.651427449872585,1.0,0.0,0.4374490155473588,-0.811420687626915,0.0,0.0,2.224786594148108,-3.651427449872585,4.0,1.0
21,3,11,0.2980357347628127,-0.25894813464507055,0.02282232891092084,-3.9103755845176553,1.0,0.0,0.01676024253649211,-0.6646584784585281,1.0,0.0,2.522822328910921,-3.9103755845176553,5.0,2.0
22,3,11,0.35719881668318093,-0.2543261897380804,0.3800211455941018,-4.164701774255736,0.0,0.0,0.365578937951427,-0.5866554289673445,0.0,0.0,2.880021145594102,-4.164701774255736,5.0,2.0
23,3,11,0.1558287768769318,-0.24836803047845302,0.03584992247103358,-4.413069804734189,1.0,0.0,0.3386182458526453,-0.5416957449621252,0.0,0.0,3.0358499224710336,-4.413069804734189,6.0,2.0
24,3,11,0.21703396074874282,0.05907737826027183,0.2528838832197764,-4.3539924264739165,0.0,0.0,0.3863430836750655,-0.2117704942207908,0.0,0.0,3.252883883219776,-4.3539924264739165,6.0,2.0
25,3,11,0.3783148828067986,0.0025953734223002184,0.131198766026575,-4.351397053051616,1.0,0.0,0.0714864246443313,-0.10328987368809518,1.0,0.0,3.631198766026575,-4.351397053051616,7.0,3.0
26,3,11,0.1424469560288257,0.24849689712221898,0.2736457220554007,-4.102900155929397,0.0,0.0,0.17819016835099136,0.1968519602781714,0.0,0.0,3.7736457220554005,-4.102900155929397,7.0,3.0
27,3,11,0.0515819476964862,0.16526011266607132,0.32522766975188694,-3.9376400432633263,0.0,0.0,0.14067703187198188,0.26368609280515704,0.0,0.0,3.8252276697518868,-3.9376400432633263,7.0,3.0
28,3,11,0.31156792117358273,0.45140885304597844,0.13679559092546967,-3.4862311902173477,1.0,0.0,0.38190643710957367,0.08325189944855693,0.0,1.0,4.13679559092547,-3.4862311902173477,8.0,3.0
29,3,11,0.10708415665236216,0.04025687913304693,0.24387974757783182,-3.4459743110843006,0.0,0.0,0.298037375207149,0.0818828288573254,0.0,0.0,4.243879747577832,-3.4459743110843006,8.0,3.0
30,3,11,0.2823820187731672,0.15005839094741416,0.026261766350998972,-3.2959159201368866,1.0,0.0,0.4314007063767417,0.19099980537607686,0.0,0.0,4.526261766350999,-3.2959159201368866,9.0,3.0
31,3,11,0.17807008061178722,0.31216625086545396,0.2043318469627862,-2.9837496692714325,0.0,0.0,0.3937704338001581,0.4076661535534924,0.0,0.0,4.704331846962787,-2.9837496692714325,9.0,3.0
32,3,11,0.15647255553063166,0.4734736464825143,0.36080440249341783,-2.510276022788918,0.0,0.0,0.3533577724307107,0.17730672325926045,0.0,1.0,4.860804402493418,-2.510276022788918,9.0,3.0
33,3,11,0.10694307303178421,0.21785000810961136,0.467747475525202,-2.2924260146793065,0.0,0.0,0.28362195924713957,0.3065033697392416,0.0,0.0,4.9677474755252025,-2.2924260146793065,9.0,3.0
34,3,11,0.2069920131429776,-0.06704740152619394,0.17473948866817968,-2.3594734162055007,1.0,0.0,0.34880299276654736,0.08620428334342685,0.0,0.0,5.17473948866818,-2.3594734162055007,10.0,3.0
35,3,11,0.24559719830240223,0.5352039593824476,0.4203366869705819,-1.824269456823053,0.0,0.0,0.4199986946856759,0.07830610105416103,0.0,1.0,5.4203366869705825,-1.824269456823053,10.0,3.0
36,3,11,-0.06450108545900898,0.17522063885305356,0.3558356015115729,-1.6490488179699996,0.0,0.0,0.14549826188382897,0.21437368938013407,0.0,0.0,5.355835601511574,-1.6490488179699996,10.0,3.0
37,3,11,0.2095886162020997,0.3360661992867145,0.06542421771367257,-1.3129826186832851,1.0,0.0,0.28233774714401416,0.44325304397678156,0.0,0.0,5.565424217713674,-1.3129826186832851,11.0,3.0
38,3,11,0.09799857447853652,0.3724901732826098,0.1634227921922091,-0.9404924454006753,0.0,0.0,0.2391674480505436,0.09411669527100064,0.0,1.0,5.66342279219221,-0.9404924454006753,11.0,3.0
39,3,11,0.14092262799580244,0.3465739454789527,0.30434542018801153,-0.5939184999217226,0.0,0.0,0.26050635202107425,0.393632293114453,0.0,0.0,5.804345420188013,-0.5939184999217226,11.0,3.0
40,3,11,0.2989799384297202,0.5494276729451171,0.10332535861773173,-0.04449082697660556,1.0,0.0,0.42923311444025736,0.24624381950234353,0.0,1.0,6.103325358617733,-0.04449082697660556,12.0,3.0
41,3,11,0.35504776789122855,0.012928980877531405,0.4583731265089603,-0.031561846099074156,0.0,0.0,0.06966432511135723,0.13605089062870318,1.0,0.0,6.4583731265089614,-0.031561846099074156,12.0,4.0
42,3,11,0.3848524402605853,0.28422023911297617,0.34322556676954563,0.252658393013902,1.0,0.0,0.4196846028162639,0.35224568442732773,0.0,0.0,6.843225566769547,0.252658393013902,13.0,4.0
43,3,11,0.3839969253119392,0.29437191396405504,0.22722249208148482,0.04703030697795707,1.0,1.0,0.09383922672007117,0.4704947561777189,1.0,0.0,7.227222492081486,0.5470303069779571,14.0,5.0
44,3,11,0.3049552078591014,0.32798896492508733,0.03217769994058628,0.3750192719030444,1.0,0.0,0.351874821219137,0.06323634301394676,0.0,1.0,7.532177699940587,0.8750192719030444,15.0,5.0
45,3,11,0.49766209718273685,0.35716474271852056,0.029839797123323075,0.23218401462156502,1.0,1.0,0.17359950779230537,0.38878291422549394,1.0,0.0,8.029839797123325,1.232184014621565,16.0,6.0
46,3,11,0.3471774366401538,0.15388101181373057,0.3770172337634769,0.3860650264352956,0.0,0.0,0.4339771905363065,0.34827246892647756,0.0,0.0,8.377017233763478,1.3860650264352956,16.0,6.0
47,3,11,0.26904319918912,0.10055518171802919,0.14606043295259696,0.4866202081533248,1.0,0.0,0.4860317944572733,0.27469141618126797,0.0,0.0,8.646060432952599,1.4866202081533249,17.0,6.0
48,3,11,0.15955346281392874,-0.05293173389266776,0.3056138957665257,0.43368847426065704,0.0,0.0,0.4025693600425654,0.08441397419796623,0.0,0.0,8.805613895766527,1.433688474260657,17.0,6.0
49,3,11,0.48824387049585855,0.10013070102368696,0.29385776626238425,0.03381917528434397,1.0,1.0,0.18952855051714124,0.14233768812267006,1.0,0.0,9.293857766262386,1.533819175284344,18.0,7.0
50,3,11,0.32518245693303266,0.08485216209838307,0.11904022319541685,0.11867133738272705,1.0,0.0,0.4199467321916033,0.1560210061597181,0.0,0.0,9.61904022319542,1.618671337382727,19.0,7.0
51,3,11,0.43696841325243946,0.35007521499064714,0.05600863644785625,0.4687465523733742,1.0,0.0,0.14694177934824104,0.4280857180705062,1.0,0.0,10.056008636447858,1.9687465523733743,20.0,8.0
52,3,11,0.3875847455538215,-0.04121090736419654,0.44359338200167775,0.4275356450091777,0.0,0.0,0.461055635227942,0.17283195167105658,0.0,0.0,10.44359338200168,1.9275356450091776,20.0,8.0
53,3,11,0.2141623453665187,0.35053020078075336,0.15775572736819643,0.278065845789931,1.0,1.0,0.4446901629804897,0.43694617661628166,0.0,0.0,10.6577557273682,2.278065845789931,21.0,8.0
54,3,11,0.4035285406131065,0.3491968167170895,0.06128426798130293,0.12726266250702056,1.0,1.0,0.1258736221033514,0.06766990502523029,1.0,1.0,11.061284267981305,2.627262662507021,22.0,9.0
55,3,11,0.4770909390221445,0.014404598317722058,0.03837520700344743,0.14166726082474262,1.0,0.0,0.0400277500738202,0.04823955083033721,1.0,0.0,11.53837520700345,2.6416672608247427,23.0,10.0
56,3,11,0.5445565554888058,0.571662578182882,0.0829317624922532,0.2133298390076246,1.0,1.0,0.06457043052571587,0.09578235359805065,1.0,1.0,12.082931762492255,3.2133298390076246,24.0,11.0
57,3,11,0.5643605422474957,0.1348488659638619,0.14729230473974886,0.3481787049714865,1.0,0.0,0.09664575751035365,0.18274004276288722,1.0,0.0,12.64729230473975,3.3481787049714864,25.0,12.0
58,3,11,0.08402671033100186,0.39467982522263323,0.2313190150707507,0.24285853019411974,0.0,1.0,0.13234958908617867,0.48604984660407685,0.0,0.0,12.731319015070753,3.7428585301941197,25.0,12.0
59,3,11,0.1300074007575228,0.47948202731692996,0.3613264158282735,0.22234055751104975,0.0,1.0,0.19618219530061212,0.2225069506189684,0.0,1.0,12.861326415828275,4.22234055751105,25.0,12.0
60,3,11,0.27273469658121974,0.42126058357567436,0.13406111240949325,0.14360114108672417,1.0,1.0,0.3708257942315258,0.03251405888515857,0.0,1.0,13.134061112409494,4.643601141086724,26.0,12.0
61,3,11,0.11398906764169751,0.38664148501473433,0.24805018005119078,0.03024262610145856,0.0,1.0,0.2994019647574604,0.4028985144573136,0.0,0.0,13.248050180051191,5.030242626101458,26.0,12.0
62,3,11,-0.031110195359892696,0.40382363839927793,0.21693998469129808,0.4340662645007365,0.0,0.0,0.1185907870188375,0.10527289562793474,0.0,1.0,13.216939984691297,5.434066264500736,26.0,12.0
63,3,11,-0.17719672486728894,0.4632146947514819,0.03974325982400914,0.3972809592522184,0.0,1.0,-0.11790133135787018,0.015851142565449283,0.0,1.0,13.039743259824009,5.8972809592522175,26.0,12.0
