timestep,true_class,competitor_class,evidence_true,evidence_competitor,mem_beta1_true,mem_beta1_competitor,spike_beta1_true,spike_beta1_competitor,mem_beta05_true,mem_beta05_competitor,spike_beta05_true,spike_beta05_competitor,cumulative_evidence_true,cumulative_evidence_competitor,cumulative_spike_beta1_true,cumulative_spike_beta05_true
0,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,9,11,0.05430066377013029,-0.14728688394746353,0.05430066377013029,-0.14728688394746353,0.0,0.0,0.05430066377013029,-0.14728688394746353,0.0,0.0,0.05430066377013029,-0.14728688394746353,0.0,0.0
11,9,11,0.08016541226682103,-0.22385791827339258,0.13446607603695132,-0.3711448022208561,0.0,0.0,0.10731574415188617,-0.29750136024712437,0.0,0.0,0.13446607603695132,-0.3711448022208561,0.0,0.0
12,9,11,0.013533142044450094,-0.03731692118835311,0.14799921808140143,-0.4084617234092092,0.0,0.0,0.06719101412039319,-0.1860676013119153,0.0,0.0,0.14799921808140143,-0.4084617234092092,0.0,0.0
13,9,11,0.05440521040798819,-0.13698900710091075,0.2024044284893896,-0.5454507305101199,0.0,0.0,0.08800071746818477,-0.2300228077568684,0.0,0.0,0.2024044284893896,-0.5454507305101199,0.0,0.0
14,9,11,0.035793306867314,-0.05549865056461408,0.2381977353567036,-0.6009493810747341,0.0,0.0,0.07979366560140638,-0.1705100544430483,0.0,0.0,0.2381977353567036,-0.6009493810747341,0.0,0.0
15,9,11,-0.12763166667273534,0.010829114776068153,0.11056606868396826,-0.5901202662986659,0.0,0.0,-0.08773483387203215,-0.07442591244545599,0.0,0.0,0.11056606868396826,-0.5901202662986659,0.0,0.0
16,9,11,0.02758123966132003,-0.07906009396937355,0.1381473083452883,-0.6691803602680394,0.0,0.0,-0.016286177274696046,-0.11627305019210155,0.0,0.0,0.1381473083452883,-0.6691803602680394,0.0,0.0
17,9,11,-0.03987242932858265,-0.12267225327026206,0.09827487901670565,-0.7918526135383015,0.0,0.0,-0.04801551796593067,-0.18080877836631282,0.0,0.0,0.09827487901670565,-0.7918526135383015,0.0,0.0
18,9,11,0.1818861250356002,0.1402330948555131,0.2801610040523058,-0.6516195186827884,0.0,0.0,0.15787836605263486,0.0498287056723567,0.0,0.0,0.2801610040523058,-0.6516195186827884,0.0,0.0
19,9,11,-0.01789807141704727,-0.14168443360073743,0.26226293263525857,-0.7933039522835259,0.0,0.0,0.06104111160927016,-0.11677008076455908,0.0,0.0,0.26226293263525857,-0.7933039522835259,0.0,0.0
20,9,11,0.14295133641621358,0.1375364598962601,0.4052142690514722,-0.6557674923872658,0.0,0.0,0.17347189222084866,0.07915141951398055,0.0,0.0,0.4052142690514722,-0.6557674923872658,0.0,0.0
21,9,11,0.44703491279764035,0.21655290445052008,0.35224918184911247,-0.4392145879367457,1.0,0.0,0.03377085890806464,0.2561286142075104,1.0,0.0,0.8522491818491125,-0.4392145879367457,1.0,1.0
22,9,11,0.29963248648104374,0.2179235153504733,0.15188166833015626,-0.22129107258627242,1.0,0.0,0.31651791593507606,0.3459878224542285,0.0,0.0,1.1518816683301563,-0.22129107258627242,2.0,1.0
23,9,11,0.17368008883552322,0.2806573787071323,0.3255617571656795,0.059366306120859885,0.0,0.0,0.33193904680306124,0.4536512899342465,0.0,0.0,1.3255617571656795,0.059366306120859885,2.0,1.0
24,9,11,0.1649058531327537,0.23534132592518556,0.49046761029843317,0.29470763204604544,0.0,0.0,0.33087537653428434,0.46216697089230885,0.0,0.0,1.490467610298433,0.29470763204604544,2.0,1.0
25,9,11,0.2829052284332648,0.2927566158111197,0.27337283873169804,0.08746424785716522,1.0,1.0,0.448342916700407,0.023840101257274204,0.0,1.0,1.773372838731698,0.5874642478571652,3.0,1.0
26,9,11,0.06699754685521966,0.33838353519152475,0.3403703855869177,0.42584778304869,0.0,0.0,0.29116900520542316,0.35030358582016186,0.0,0.0,1.8403703855869178,0.92584778304869,3.0,1.0
27,9,11,0.22412370895663633,0.07842076466072521,0.06449409454355404,0.004268547709415205,1.0,1.0,0.3697082115593479,0.25357255757080616,0.0,0.0,2.064494094543554,1.004268547709415,4.0,1.0
