timestep,true_class,competitor_class,evidence_true,evidence_competitor,mem_beta1_true,mem_beta1_competitor,spike_beta1_true,spike_beta1_competitor,mem_beta05_true,mem_beta05_competitor,spike_beta05_true,spike_beta05_competitor,cumulative_evidence_true,cumulative_evidence_competitor,cumulative_spike_beta1_true,cumulative_spike_beta05_true
62,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,9.629930018980649e-05,0.0004524664889516224,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
63,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,4.8149650094903246e-05,0.0002262332444758112,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
64,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,2.4074825047451623e-05,0.0001131166222379056,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
65,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,1.2037412523725811e-05,5.65583111189528e-05,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
66,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,6.018706261862906e-06,2.82791555594764e-05,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
67,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,3.009353130931453e-06,1.41395777797382e-05,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
68,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,1.5046765654657264e-06,7.0697888898691e-06,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
69,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,7.523382827328632e-07,3.53489444493455e-06,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
70,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,3.761691413664316e-07,1.767447222467275e-06,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
71,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,1.880845706832158e-07,8.837236112336375e-07,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
72,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,9.40422853416079e-08,4.4186180561681876e-07,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
73,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,4.702114267080395e-08,2.2093090280840938e-07,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
74,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,2.3510571335401976e-08,1.1046545140420469e-07,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
75,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,1.1755285667700988e-08,5.5232725702102345e-08,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
76,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,5.877642833850494e-09,2.7616362851051172e-08,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
77,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,2.938821416925247e-09,1.3808181425525586e-08,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
78,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,1.4694107084626235e-09,6.904090712762793e-09,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
79,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,7.347053542313117e-10,3.4520453563813966e-09,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
80,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,3.6735267711565587e-10,1.7260226781906983e-09,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
81,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,1.8367633855782793e-10,8.630113390953491e-10,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
82,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,9.183816927891397e-11,4.3150566954767457e-10,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
83,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,4.5919084639456983e-11,2.1575283477383728e-10,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
84,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,2.2959542319728492e-11,1.0787641738691864e-10,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
85,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,1.1479771159864246e-11,5.393820869345932e-11,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
86,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,5.739885579932123e-12,2.696910434672966e-11,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
87,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,2.8699427899660615e-12,1.348455217336483e-11,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
88,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,1.4349713949830307e-12,6.742276086682415e-12,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
89,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,7.174856974915154e-13,3.3711380433412076e-12,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
90,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,3.587428487457577e-13,1.6855690216706038e-12,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
91,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,1.7937142437287884e-13,8.427845108353019e-13,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
92,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,8.968571218643942e-14,4.2139225541765095e-13,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
93,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,4.484285609321971e-14,2.1069612770882547e-13,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
94,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,2.2421428046609855e-14,1.0534806385441274e-13,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
95,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,1.1210714023304928e-14,5.267403192720637e-14,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
96,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,5.605357011652464e-15,2.6337015963603184e-14,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
97,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,2.802678505826232e-15,1.3168507981801592e-14,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
98,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,1.401339252913116e-15,6.584253990900796e-15,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
99,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,7.00669626456558e-16,3.292126995450398e-15,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
100,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,3.50334813228279e-16,1.646063497725199e-15,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
101,6,1,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0,1.751674066141395e-16,8.230317488625995e-16,0.0,0.0,0.16448091343045235,0.374858085764572,0.0,0.0
102,6,1,0.0012014620006084442,0.049706800098647363,0.1656823754310608,0.4245648858632194,0.0,0.0,0.0012014620006085318,0.04970680009864777,0.0,0.0,0.1656823754310608,0.4245648858632194,0.0,0.0
103,6,1,0.0,0.0,0.1656823754310608,0.4245648858632194,0.0,0.0,0.0006007310003042659,0.024853400049323886,0.0,0.0,0.1656823754310608,0.4245648858632194,0.0,0.0
104,6,1,0.08293774724006653,0.0019630983006209135,0.24862012267112732,0.4265279841638403,0.0,0.0,0.08323811274021867,0.014389798325282857,0.0,0.0,0.24862012267112732,0.4265279841638403,0.0,0.0
105,6,1,0.08468491164967418,0.17602210394397844,0.3333050343208015,0.10255008810781874,0.0,1.0,0.1263039680197835,0.18321700310661987,0.0,0.0,0.3333050343208015,0.6025500881078187,0.0,0.0
106,6,1,0.2359902043826878,0.08212802791967988,0.0692952387034893,0.18467811602749862,1.0,0.0,0.29914218839257956,0.17373652947298981,0.0,0.0,0.5692952387034893,0.6846781160274986,1.0,0.0
107,6,1,0.06096598203293979,0.0433470224525081,0.1302612207364291,0.22802513848000672,0.0,0.0,0.21053707622922957,0.130215287189003,0.0,0.0,0.6302612207364291,0.7280251384800067,1.0,0.0
108,6,1,0.24970493977889419,0.07135146549262572,0.3799661605153233,0.29937660397263244,0.0,0.0,0.35497347789350897,0.13645910908712722,0.0,0.0,0.8799661605153233,0.7993766039726324,1.0,0.0
109,6,1,-0.09103980707004666,0.17125162773299962,0.2889263534452766,0.47062823170563206,0.0,0.0,0.08644693187670782,0.23948118227656323,0.0,0.0,0.7889263534452766,0.9706282317056321,1.0,0.0
110,6,1,0.14745178120210767,0.06132193720259238,0.4363781346473843,0.03195016890822444,0.0,1.0,0.19067524714046158,0.181062528340874,0.0,0.0,0.9363781346473843,1.0319501689082244,1.0,0.0
111,6,1,0.05442302254959941,0.051131484055076726,0.4908011571969837,0.08308165296330117,0.0,0.0,0.1497606461198302,0.14166274822551372,0.0,0.0,0.9908011571969837,1.0830816529633012,1.0,0.0
112,6,1,0.01730982167646289,0.02849685314868111,0.008110978873446584,0.11157850611198228,1.0,0.0,0.09219014473637799,0.09932822726143797,0.0,0.0,1.0081109788734466,1.1115785061119823,2.0,0.0
113,6,1,0.08070659777149558,-0.003950898579205386,0.08881757664494216,0.10762760753277689,0.0,0.0,0.12680167013968457,0.0457132150515136,0.0,0.0,1.0888175766449422,1.107627607532777,2.0,0.0
114,6,1,0.10966394701972604,0.09945120169140864,0.1984815236646682,0.20707880922418553,0.0,0.0,0.17306478208956833,0.12230780921716544,0.0,0.0,1.1984815236646682,1.2070788092241855,2.0,0.0
115,6,1,-0.02944080182351172,-0.12162935447122436,0.16904072184115648,0.08544945475296117,0.0,0.0,0.05709158922127244,-0.06047544986264164,0.0,0.0,1.1690407218411565,1.0854494547529612,2.0,0.0
116,6,1,0.3398455245187506,0.04876410095312167,0.00888624635990709,0.13421355570608284,1.0,0.0,0.36839131912938683,0.01852637602180085,0.0,0.0,1.508886246359907,1.1342135557060828,3.0,0.0
117,6,1,-0.01744308741763234,-0.11214575664780568,-0.00855684105772525,0.02206779905827716,0.0,0.0,0.16675257214706107,-0.10288256863690526,0.0,0.0,1.4914431589422747,1.0220677990582772,3.0,0.0
118,6,1,0.29196189041249454,0.01096672257699538,0.2834050493547693,0.03303452163527254,0.0,0.0,0.3753381764860251,-0.04047456174145725,0.0,0.0,1.7834050493547693,1.0330345216352725,3.0,0.0
119,6,1,-0.031086879316717386,-0.08695224944676738,0.2523181700380519,-0.05391772781149484,0.0,0.0,0.15658220892629515,-0.107189530317496,0.0,0.0,1.752318170038052,0.9460822721885052,3.0,0.0
120,6,1,0.17563212173990905,-0.16720670768700074,0.42795029177796096,-0.2211244354984956,0.0,0.0,0.25392322620305663,-0.22080147284574875,0.0,0.0,1.927950291777961,0.7788755645015044,3.0,0.0
121,6,1,0.03114133095368743,0.060316615461488254,0.4590916227316484,-0.16080782003700733,0.0,0.0,0.15810294405521574,-0.05008412096138612,0.0,0.0,1.9590916227316484,0.8391921799629927,3.0,0.0
122,6,1,0.06701505999080837,-0.08839085073850583,0.026106682722456753,-0.24919867077551316,1.0,0.0,0.14606653201841624,-0.11343291121919889,0.0,0.0,2.0261066827224568,0.7508013292244868,4.0,0.0
123,6,1,0.25288272998295724,-0.1976369538315339,0.278989412705414,-0.44683562460704707,0.0,0.0,0.32591599599216536,-0.2543534094411333,0.0,0.0,2.278989412705414,0.5531643753929529,4.0,0.0
124,6,1,-0.096417888533324,0.056158034785767086,0.18257152417209,-0.39067758982128,0.0,0.0,0.06654010946275868,-0.07101866993479958,0.0,0.0,2.18257152417209,0.60932241017872,4.0,0.0
125,6,1,0.11707407399080694,-0.15652937004051637,0.29964559816289693,-0.5472069598617963,0.0,0.0,0.15034412872218628,-0.19203870500791614,0.0,0.0,2.299645598162897,0.45279304013820365,4.0,0.0
126,6,1,0.06290260958485305,-0.12200609529099893,0.36254820774775,-0.6692130551527953,0.0,0.0,0.1380746739459462,-0.218025447794957,0.0,0.0,2.36254820774775,0.3307869448472047,4.0,0.0
127,6,1,0.07493192120455205,-0.1389070593722863,0.43748012895230204,-0.8081201145250816,0.0,0.0,0.14396925817752515,-0.24791978326976483,0.0,0.0,2.437480128952302,0.1918798854749184,4.0,0.0
128,6,1,-0.0692771072499454,-0.038834055230836384,0.36820302170235664,-0.846954169755918,0.0,0.0,0.002707521838817173,-0.1627939468657188,0.0,0.0,2.3682030217023566,0.15304583024408203,4.0,0.0
129,6,1,0.166516451863572,-0.015561208405415528,0.03471947356592864,-0.8625153781613335,1.0,0.0,0.1678702127829806,-0.09695818183827493,0.0,0.0,2.5347194735659286,0.1374846218386665,5.0,0.0
130,6,1,0.023614126024767756,-0.20894287833652925,0.058333599590696394,-1.0714582564978627,0.0,0.0,0.10754923241625805,-0.25742196925566674,0.0,0.0,2.5583335995906964,-0.07145825649786275,5.0,0.0
131,6,1,0.28733671898953617,0.20125753125466872,0.34567031858023256,-0.870200725243194,0.0,0.0,0.3411113351976652,0.07254654662683535,0.0,0.0,2.8456703185802326,0.12979927475680597,5.0,0.0
132,6,1,0.09486679872497916,-0.08870175415358972,0.4405371173052117,-0.9589024793967837,0.0,0.0,0.2654224663238117,-0.05242848084017204,0.0,0.0,2.9405371173052117,0.04109752060321625,5.0,0.0
133,6,1,0.15375301684252918,0.20799393458582927,0.0942901341477409,-0.7509085448109545,1.0,0.0,0.28646425000443504,0.18177969416574324,0.0,0.0,3.094290134147741,0.24909145518904552,6.0,0.0
134,6,1,0.3169355713762343,0.11230794592120219,0.4112257055239752,-0.6386005988897523,0.0,0.0,0.4601676963784518,0.2031977930040738,0.0,0.0,3.411225705523975,0.3613994011102477,6.0,0.0
135,6,1,0.04616118664853275,-0.03348140911839437,0.45738689217250794,-0.6720820080081467,0.0,0.0,0.27624503483775864,0.06811748738364254,0.0,0.0,3.457386892172508,0.32791799199185334,6.0,0.0
136,6,1,0.34762265207245946,0.23034932739392389,0.3050095442449674,-0.4417326806142228,1.0,0.0,0.4857451694913388,0.26440807108574516,0.0,0.0,3.8050095442449674,0.5582673193857772,7.0,0.0
137,6,1,0.07444253261201084,0.10875732144631911,0.37945207685697824,-0.33297535916790366,0.0,0.0,0.31731511735768025,0.2409613569891917,0.0,0.0,3.8794520768569782,0.6670246408320963,7.0,0.0
138,6,1,0.15057807648554444,0.1843329174007522,0.03003015334252268,-0.14864244176715147,1.0,0.0,0.30923563516438457,0.30481359589534807,0.0,0.0,4.030030153342523,0.8513575582328485,8.0,0.0
139,6,1,0.21009858953766525,0.16598660936870147,0.24012874288018793,0.017344167601549998,0.0,0.0,0.36471640711985753,0.3183934073163755,0.0,0.0,4.240128742880188,1.01734416760155,8.0,0.0
140,6,1,0.25324009405449033,0.22127378820732702,0.49336883693467826,0.238617955808877,0.0,0.0,0.4355982976144191,0.38047049186551474,0.0,0.0,4.493368836934678,1.238617955808877,8.0,0.0
141,6,1,0.203652125550434,0.24464418990828563,0.19702096248511225,0.48326214571716264,1.0,0.0,0.4214512743576435,0.434879435841043,0.0,0.0,4.697020962485112,1.4832621457171626,9.0,0.0
142,6,1,0.22091201739385724,0.19280904620245565,0.4179329798789695,0.1760711919196183,0.0,1.0,0.431637654572679,0.41024876412297717,0.0,0.0,4.9179329798789695,1.6760711919196183,9.0,0.0
143,6,1,0.1516323785763234,0.0572051635972457,0.06956535845529288,0.233276355516864,1.0,0.0,0.3674512058626629,0.2623295456587343,0.0,0.0,5.069565358455293,1.733276355516864,10.0,0.0
144,6,1,0.16257010283879936,0.2734399279142963,0.23213546129409224,0.006716283431160264,0.0,1.0,0.3462957057701308,0.4046047007436634,0.0,0.0,5.232135461294092,2.0067162834311603,10.0,0.0
145,6,1,0.06477973377332091,0.1456140081427293,0.29691519506741315,0.15233029157388955,0.0,0.0,0.23792758665838631,0.347916358514561,0.0,0.0,5.296915195067413,2.1523302915738896,10.0,0.0
146,6,1,0.304254763526842,0.2019993001158582,0.10116995859425515,0.35432959168974776,1.0,0.0,0.42321855685603516,0.3759574793731387,0.0,0.0,5.601169958594255,2.3543295916897478,11.0,0.0
147,6,1,0.32127771782688797,0.1371543432614999,0.4224476764211431,0.49148393495124765,0.0,0.0,0.03288699625490554,0.32513308294806925,1.0,0.0,5.922447676421143,2.4914839349512476,11.0,1.0
