architecture,training_family,regularization,layer,shift,n,tau_syn_ms_mean,valid_firing_fraction_mean,valid_spikes_per_neuron_second_mean,active_neuron_sample_fraction_mean,p32_violation_fraction_mean,p84_violation_fraction_mean,mean_max_run_length_mean,p95_max_run_length_mean,global_max_run_length_mean,tau_syn_ms_std,valid_firing_fraction_std,valid_spikes_per_neuron_second_std,active_neuron_sample_fraction_std,p32_violation_fraction_std,p84_violation_fraction_std,mean_max_run_length_std,p95_max_run_length_std,global_max_run_length_std
234x234,e2e_wc,task_only,L1,2,3,54.31342963722199,0.0023553767832282,0.1507441141266098,0.11086333227142398,2.829654782116582e-05,2.8061313971026696e-05,0.12153552086651793,1.0,4.666666666666667,0.0,0.0006523770648365836,0.04175213214954092,0.020505919768260595,9.738387614633093e-06,6.765337795778845e-06,0.024338523619652285,0.0,0.5773502691896257
234x234,e2e_wc,task_only,L1,3,3,117.01368264716591,0.0153645311592974,0.9833299941950365,0.3372093023255814,0.0007218909990654999,0.0018864218317022,0.44249761070404586,1.6666666666666667,11.333333333333334,0.0,0.001467921819217412,0.09394699642991138,0.012789616544215237,0.00015383815254129996,0.0004259945226663722,0.026643715201478103,0.5773502691896257,1.1547005383792515
234x234,e2e_wc,task_only,L1,4,3,242.10347130039656,0.0795787444644303,5.093039645723542,0.5252772341813438,0.023721939256743967,0.04702793938088049,2.1768862796260056,9.816666666666606,84.66666666666667,0.0,0.009630621648710013,0.6163597855174411,0.019760833240494692,0.0031883339180605826,0.008544438776979827,0.1629530118351594,2.025051439675891,13.79613472438325
234x234,e2e_wc,task_only,L2,2,3,54.31342963722199,0.1129469950323896,7.228607682072937,0.6041202081342253,0.05999065555862643,0.08940895857448523,4.857863438462355,23.0,94.66666666666667,0.0,0.0009077950521877036,0.05809888334001125,0.03552134270732446,0.007388055367254782,0.004350542884905987,0.5615343739025593,4.358898943540674,14.571661996262927
234x234,e2e_wc,task_only,L2,3,3,117.01368264716591,0.18142886864857366,11.611447593508714,0.6467027715833068,0.13106434503362677,0.16457680030867441,10.457364341085272,51.0,109.0,0.0,0.027445845001346253,1.7565340800861604,0.05313078892970822,0.02276821184741036,0.027091110708168616,1.7150704939439898,5.5677643628300215,0.0
234x234,e2e_wc,task_only,L2,4,3,242.10347130039656,0.2634194831013916,16.858846918489064,0.7265709936942814,0.21203411755194432,0.24979099332040508,16.887692976734073,64.33333333333333,110.33333333333333,0.0,0.012704603621438396,0.8130946317720571,0.010018852436608598,0.015178346416576598,0.013742384785222193,1.389371198577499,5.131601439446882,3.2145502536643202
234x234,e2e_wc,task_plus_reg,L1,2,3,54.31342963722199,0.0019482587678065332,0.12468856113962216,0.08861633216523307,3.8167436595991106e-05,3.2270511066680696e-05,0.09992566634809384,0.6666666666666666,5.0,0.0,0.000978625009793711,0.06263200062679837,0.03607242008378407,2.2795841165144938e-05,3.0084228338267302e-05,0.0428632364131417,0.5773502691896258,1.0
234x234,e2e_wc,task_plus_reg,L1,3,3,117.01368264716591,0.014334535423120166,0.9174102670796925,0.32393543591377294,0.0007936194574959334,0.0019993686204356,0.4347456727195497,1.6666666666666667,13.0,0.0,0.0035907726890938565,0.2298094521020082,0.044197406791851926,0.00048766985885340065,0.0011151334120116589,0.08495392308304996,0.5773502691896257,5.5677643628300215
234x234,e2e_wc,task_plus_reg,L1,4,3,242.10347130039656,0.059421250276120996,3.8029600176717473,0.47303761687323326,0.014861077424744601,0.031312217194570065,1.5100021743857361,6.333333333333333,68.33333333333333,0.0,0.0074365624006115065,0.475939993639135,0.019169464067025972,0.0030989408792232733,0.005495733963247091,0.20977664594056114,1.5275252316519465,7.023769168568493
234x234,e2e_wc,task_plus_reg,L2,2,3,54.31342963722199,0.06130529484591157,3.923538870138343,0.5124243389614527,0.02352759242442187,0.039172191237854634,2.3028565360518214,11.666666666666666,61.666666666666664,0.0,0.006410791357997661,0.4102906469118501,0.029550524558445326,0.005433949403445558,0.0069498233271225495,0.31593348929623305,2.081665999466133,5.131601439446885
234x234,e2e_wc,task_plus_reg,L2,3,3,117.01368264716591,0.11966572657080767,7.658606500531694,0.5735372199214187,0.0753820033955857,0.10082009190080322,6.244717001168101,32.666666666666664,99.0,0.0,0.026951515181815634,1.724896971636201,0.05308261498942932,0.023050955217531473,0.026593888490147526,1.7904505546972138,10.408329997330663,14.798648586948742
234x234,e2e_wc,task_plus_reg,L2,4,3,242.10347130039656,0.21964772213281156,14.057454216499941,0.6905849097629919,0.16817716333845364,0.20347841700782876,13.44623831267667,56.816666666666606,106.66666666666667,0.0,0.027576548173821425,1.7648990831245726,0.021077176274584854,0.02782519629652414,0.029456248623148367,2.070520546678159,6.269037672030223,3.2145502536643202
234x234,local_tsce,task_only,L1,2,3,54.31342963722199,0.004232357791237033,0.27087089863917274,0.17786980991823295,0.00010331530250982083,0.00012066365007537002,0.2070723160242115,1.0,6.333333333333333,0.0,0.0006892702481272917,0.04411329588014803,0.01839280883050734,1.4281553555619189e-05,6.1334997353485e-05,0.02165182050183343,0.0,0.5773502691896258
234x234,local_tsce,task_only,L1,3,3,117.01368264716591,0.023113900575872866,1.4792896368558672,0.4122862907507699,0.0018215080085810667,0.004722017608474466,0.6197833705001593,2.3333333333333335,17.666666666666668,0.0,0.004346164788340627,0.27815454645379967,0.02042368003437233,0.0007453124584700816,0.0018852743499642645,0.08207794804648462,0.5773502691896258,8.082903768654761
234x234,local_tsce,task_only,L1,4,3,242.10347130039656,0.09940423595990193,6.361871101433725,0.5943683409436834,0.0321017597757835,0.0614903397256338,2.8197434224831484,13.0,84.33333333333333,0.0,0.016035537828703064,1.0262744210369972,0.01976845814380486,0.006758214315623325,0.01418963200412148,0.39378298648439286,3.0,2.88675134594813
234x234,local_tsce,task_only,L2,2,3,54.31342963722199,0.18225402109307973,11.664257349957104,0.790326006159074,0.10489925112857161,0.1518341576344312,7.725230965275565,29.333333333333332,89.0,0.0,0.017354219641380276,1.1106700570483377,0.028172686226536056,0.01197689850253389,0.015556069374542453,0.7922963506869759,2.081665999466132,8.0
234x234,local_tsce,task_only,L2,3,3,117.01368264716591,0.2516714955743575,16.10697571675888,0.8262716364022512,0.18046682723312402,0.23006489178855796,13.518636508442178,48.333333333333336,99.0,0.0,0.022407838526052368,1.434101665667352,0.014104118632182028,0.020700845405926753,0.023955556923258108,1.4342129136180854,3.0550504633038944,4.358898943540674
234x234,local_tsce,task_only,L2,4,3,242.10347130039656,0.34621635267758527,22.157846571365457,0.8580669710806698,0.28664537688306785,0.33301659125188526,22.097249402043925,66.33333333333333,109.0,0.0,0.023819172890222978,1.5244270649742713,0.019235250262921166,0.0234360340689789,0.024521960279541826,1.9339945646164975,2.516611478423582,5.5677643628300215
234x234,local_tsce,task_plus_reg,L1,2,3,54.31342963722199,0.0036704835585967,0.2349109477501913,0.15333970478921097,9.870888774824973e-05,9.891613174785637e-05,0.17882552829988316,1.0,5.666666666666667,0.0,0.001285729250819129,0.08228667205242432,0.033038906816081376,4.742137698686373e-05,8.674929536154804e-05,0.0423259455409169,0.0,1.1547005383792515
234x234,local_tsce,task_plus_reg,L1,3,3,117.01368264716591,0.019076753946604564,1.2209122525826952,0.3706594456833386,0.0013154604440583334,0.0032031989897926337,0.5344589572050547,2.0,16.333333333333332,0.0,0.004105250441704425,0.2627360282690822,0.026362259612219885,0.0005691672360066658,0.001388950536174765,0.08275374178154894,0.0,9.237604307034013
234x234,local_tsce,task_plus_reg,L1,4,3,242.10347130039656,0.08059842006164071,5.158298883945007,0.5584366166557947,0.022159565580618167,0.045987933634992435,2.116492715807784,9.333333333333334,73.0,0.0,0.01152515183861757,0.7376097176715243,0.036526161379598646,0.0019188398951495835,0.00693797016875248,0.14334075186088327,2.5166114784235836,10.583005244258363
234x234,local_tsce,task_plus_reg,L2,2,3,54.31342963722199,0.1270137572497829,8.128880463986109,0.7215142826802591,0.062306366065200465,0.09653863692167382,5.057927153021132,20.0,68.33333333333333,0.0,0.00915071247822762,0.5856455986065672,0.01408971993655842,0.006991747595096691,0.00877477638416016,0.4861811293333685,1.7320508075688772,12.096831541082702
234x234,local_tsce,task_plus_reg,L2,3,3,117.01368264716591,0.208027673750777,13.313771120049728,0.7858659870447063,0.13974480462220817,0.18492826826616152,10.589784432409472,40.049999999999876,94.0,0.0,0.011493008133707051,0.7355525205572502,0.025909553594487524,0.006890198922250404,0.00963876457157596,0.4628992691317689,0.9260129588727837,4.0
234x234,local_tsce,task_plus_reg,L2,4,3,242.10347130039656,0.29830672052342033,19.091630113498898,0.8093063709502065,0.2410596383431697,0.2838741650506356,18.62845183735595,62.0,105.66666666666667,0.0,0.012012845142903694,0.768822089145836,0.021132621621743987,0.011946437232384767,0.011986439010361276,1.0267708505335262,1.0,1.1547005383792526
34x234,e2e_wc,task_only,L1,3,3,117.01368264716591,0.009791942787718099,0.6266843384139607,0.24764554794520546,0.0003598967176004,0.0009959464555052333,0.30604309360730597,1.0,8.666666666666666,0.0,0.0014885490775444368,0.09526714096284562,0.02357636195279122,0.0001638860945299408,0.0003854289760171304,0.03704214977781083,0.0,2.5166114784235836
34x234,e2e_wc,task_only,L1,4,3,242.10347130039656,0.0613937900375524,3.9292025624033577,0.4820918949771689,0.014699172325976166,0.031239159125188463,1.5427368721461188,6.666666666666667,75.66666666666667,0.0,0.0023012750346692104,0.14728160221882894,0.04052142416496055,0.001847756128239601,0.0009751317542348776,0.1708839463522955,0.5773502691896258,14.50287327853806
34x234,e2e_wc,task_only,L2,2,3,54.31342963722199,0.1075382331334987,6.88244692054392,0.5949877880429012,0.0558995011910872,0.08367673366305373,4.582828926409685,21.666666666666668,92.66666666666667,0.0,0.010081121006436341,0.6451917444119232,0.04762245944773832,0.007877009401964575,0.00844934565827225,0.6979192512057293,3.0550504633038935,14.57166199626293
34x234,e2e_wc,task_only,L2,3,3,117.01368264716591,0.1719360837558627,11.003909360375218,0.6328448550493787,0.12390992484963342,0.15554035567715452,9.797493894021452,47.666666666666664,108.66666666666667,0.0,0.019062122648611127,1.2199758495111122,0.038582834933934856,0.01427933460291018,0.018435876889960033,1.0863429586724291,2.081665999466132,1.1547005383792495
34x234,e2e_wc,task_only,L2,4,3,242.10347130039656,0.28070334606119896,17.965014147916733,0.7277125462056969,0.23070444929528114,0.2692185592185592,18.339041095890412,66.0,109.33333333333333,0.0,0.0032060348806806577,0.2051862323635621,0.008639079711975518,0.002665169941209808,0.0020424021979141053,0.16114500721533687,1.0,2.516611478423585
34x234,e2e_wc,task_plus_reg,L1,3,3,117.01368264716591,0.008877723243870067,0.5681742876076872,0.24161672374429224,0.0002785441426145666,0.0007178544494720666,0.2947702625570776,1.0,9.0,0.0,0.0024433123939873033,0.15637199321518525,0.04676471402766855,9.882352688215317e-05,0.00021757799522685814,0.06399706473801398,0.0,1.7320508075688772
34x234,e2e_wc,task_plus_reg,L1,4,3,242.10347130039656,0.05153411130439576,3.298183123481334,0.45665667808219174,0.011212507074136934,0.024712481146304633,1.2719748858447488,5.0,67.66666666666667,0.0,0.0023279159239852167,0.14898661913505457,0.020880803216761227,0.0008975238298802429,0.0015846830938844524,0.08443577602663495,0.0,7.637626158259732
34x234,e2e_wc,task_plus_reg,L2,2,3,54.31342963722199,0.0672810681132841,4.3059883592501835,0.556546670914304,0.0273305168397362,0.04431091935879894,2.670808112987151,13.0,63.333333333333336,0.0,0.0026479608095571583,0.16946949181165868,0.022065047162743455,0.0023655963367668325,0.003215016823907446,0.11746789509744496,1.0,3.0550504633038926
34x234,e2e_wc,task_plus_reg,L2,3,3,117.01368264716591,0.13104640888519012,8.38697016865217,0.5907401507911224,0.0871369158078993,0.11351923953839137,7.033821811617288,36.0,104.0,0.0,0.022219704643831852,1.4220610972052399,0.056991669671725545,0.015326799191645998,0.020759741548860785,1.0581715611235585,4.0,3.605551275463989
34x234,e2e_wc,task_plus_reg,L2,4,3,242.10347130039656,0.23203635330871908,14.850326611758021,0.6952598390954555,0.18317635486565872,0.21784888314300077,14.63078930202218,60.333333333333336,108.33333333333333,0.0,0.015903265353012418,1.0178089825927925,0.01099946933676175,0.015962304205207722,0.015946425483723013,1.2229441528412657,4.041451884327381,0.5773502691896247
34x234,local_tsce,task_only,L1,3,3,117.01368264716591,0.0165590657444223,1.059780207643031,0.3630850456621004,0.0009704831635539999,0.0023576546003016333,0.4969677511415525,2.0,12.333333333333334,0.0,0.0038634649672349606,0.2472617579030393,0.04149104429230713,0.00047315397548400946,0.0010957107725943457,0.07770902915309341,0.0,3.2145502536643185
34x234,local_tsce,task_only,L1,4,3,242.10347130039656,0.08657042122266397,5.540506958250496,0.5730593607305936,0.025453629032257997,0.050242741327300104,2.341752283105023,10.333333333333334,86.33333333333333,0.0,0.007780446527603986,0.4979485777666567,0.0200366742092079,0.0020663853952611138,0.005882671485222201,0.12015373472929979,1.5275252316519468,8.504900548115382
34x234,local_tsce,task_only,L2,2,3,54.31342963722199,0.20047479978013052,12.830387185928359,0.8383243071041733,0.11801042365854618,0.168795117331369,8.560050971647021,29.666666666666668,87.33333333333333,0.0,0.012455455758065625,0.7971491685162004,0.026550228193225413,0.008155858272353633,0.01096776636046587,0.47852655957497675,1.1547005383792517,10.11599393699568
