contrast,architecture,training_family,source,regularization,metric,n,delta_mean,delta_std
reg_minus_task_only,34x45,e2e_wc,pre_output_fixed250,,macro_f1,3,-0.0026948847414702457,0.021289382945710453
reg_minus_task_only,34x45,local_tsce,l2_fixed250,,accuracy,3,0.020547945205479423,0.02469555668126019
reg_minus_task_only,34x45,local_tsce,l2_fixed250,,balanced_accuracy,3,0.02160894660894667,0.031173697659731443
reg_minus_task_only,34x45,local_tsce,l2_fixed250,,macro_f1,3,0.01374396974977691,0.03311859335494506
reg_minus_task_only,34x45,local_tsce,temporary_analog_head,,accuracy,3,-0.01141552511415526,0.049549165329248177
reg_minus_task_only,34x45,local_tsce,temporary_analog_head,,balanced_accuracy,3,-0.009416278166278158,0.05805165879957671
reg_minus_task_only,34x45,local_tsce,temporary_analog_head,,macro_f1,3,-0.01145843108858735,0.06703333438884433
reg_minus_task_only,4x4,e2e_wc,e2e_wholecount,,accuracy,3,-0.034246575342465745,0.041662757056837106
reg_minus_task_only,4x4,e2e_wc,e2e_wholecount,,balanced_accuracy,3,-0.033909146409146385,0.037511801633222194
reg_minus_task_only,4x4,e2e_wc,e2e_wholecount,,macro_f1,3,-0.04467284549049583,0.0338539473306961
reg_minus_task_only,4x4,e2e_wc,l2_fixed250,,accuracy,3,-0.01598173515981738,0.06894825968283795
reg_minus_task_only,4x4,e2e_wc,l2_fixed250,,balanced_accuracy,3,-0.019154225404225417,0.06187920011933967
reg_minus_task_only,4x4,e2e_wc,l2_fixed250,,macro_f1,3,-0.020078962845864617,0.06527544624798536
reg_minus_task_only,4x4,e2e_wc,post_output_fixed250,,accuracy,3,-0.0319634703196347,0.015817815594236322
reg_minus_task_only,4x4,e2e_wc,post_output_fixed250,,balanced_accuracy,3,-0.030426055426055382,0.012920403241524275
reg_minus_task_only,4x4,e2e_wc,post_output_fixed250,,macro_f1,3,-0.045226940864762664,0.008798446707402955
reg_minus_task_only,4x4,e2e_wc,pre_output_fixed250,,accuracy,3,-0.034246575342465745,0.04794520547945204
reg_minus_task_only,4x4,e2e_wc,pre_output_fixed250,,balanced_accuracy,3,-0.04195942945942945,0.04373036036692023
reg_minus_task_only,4x4,e2e_wc,pre_output_fixed250,,macro_f1,3,-0.05272696722345462,0.0606025800349403
reg_minus_task_only,4x4,local_tsce,l2_fixed250,,accuracy,3,0.02054794520547944,0.018121584322360197
reg_minus_task_only,4x4,local_tsce,l2_fixed250,,balanced_accuracy,3,0.018996512746512723,0.018784372226531537
reg_minus_task_only,4x4,local_tsce,l2_fixed250,,macro_f1,3,0.024372524001440982,0.016577879423782717
reg_minus_task_only,4x4,local_tsce,temporary_analog_head,,accuracy,3,-0.002283105022831059,0.04185000634662868
reg_minus_task_only,4x4,local_tsce,temporary_analog_head,,balanced_accuracy,3,-0.0020486457986457576,0.042053519376436393
reg_minus_task_only,4x4,local_tsce,temporary_analog_head,,macro_f1,3,-0.011983797122648243,0.04203361358997166
reg_minus_task_only,5x5,e2e_wc,e2e_wholecount,,accuracy,3,-0.05479452054794521,0.04794520547945206
reg_minus_task_only,5x5,e2e_wc,e2e_wholecount,,balanced_accuracy,3,-0.05905205905205901,0.05834232913836224
reg_minus_task_only,5x5,e2e_wc,e2e_wholecount,,macro_f1,3,-0.07541760082861305,0.075531111584555
reg_minus_task_only,5x5,e2e_wc,l2_fixed250,,accuracy,3,0.013698630136986282,0.04166275705683713
reg_minus_task_only,5x5,e2e_wc,l2_fixed250,,balanced_accuracy,3,0.007503145003144991,0.04721117881730637
reg_minus_task_only,5x5,e2e_wc,l2_fixed250,,macro_f1,3,0.005984070430740118,0.05758157174315045
reg_minus_task_only,5x5,e2e_wc,post_output_fixed250,,accuracy,3,-0.07534246575342467,0.02054794520547945
reg_minus_task_only,5x5,e2e_wc,post_output_fixed250,,balanced_accuracy,3,-0.07882857882857888,0.015500264759277441
reg_minus_task_only,5x5,e2e_wc,post_output_fixed250,,macro_f1,3,-0.09289950347841021,0.020667529903221706
reg_minus_task_only,5x5,e2e_wc,pre_output_fixed250,,accuracy,3,-0.02054794520547946,0.013698630136986273
reg_minus_task_only,5x5,e2e_wc,pre_output_fixed250,,balanced_accuracy,3,-0.02184829059829065,0.02021529807914117
reg_minus_task_only,5x5,e2e_wc,pre_output_fixed250,,macro_f1,3,-0.004354103149991147,0.03236645283066055
reg_minus_task_only,5x5,local_tsce,l2_fixed250,,accuracy,3,0.0365296803652968,0.07575643846135645
reg_minus_task_only,5x5,local_tsce,l2_fixed250,,balanced_accuracy,3,0.032828514078514094,0.07183025562751433
reg_minus_task_only,5x5,local_tsce,l2_fixed250,,macro_f1,3,0.019152291278724903,0.06950685983204175
reg_minus_task_only,5x5,local_tsce,temporary_analog_head,,accuracy,3,0.043378995433789945,0.0337868689199743
reg_minus_task_only,5x5,local_tsce,temporary_analog_head,,balanced_accuracy,3,0.041207634957634943,0.03085581595709591
reg_minus_task_only,5x5,local_tsce,temporary_analog_head,,macro_f1,3,0.050495049417350314,0.03392339465406948
