architecture,training_family,regularization,seed,source,split,accuracy,balanced_accuracy,macro_f1
234x234,e2e_wc,task_only,11,e2e_wholecount,test,0.5,0.47935051060051054,0.4723581518801266
234x234,e2e_wc,task_only,11,e2e_wholecount,train,0.8984509466437177,0.8968517495741355,0.898856960376417
234x234,e2e_wc,task_only,11,e2e_wholecount,val,0.4523809523809524,0.44167869167869167,0.4338463227137117
234x234,e2e_wc,task_only,11,l2_fixed250,test,0.6232876712328768,0.604585692085692,0.6061250006814523
234x234,e2e_wc,task_only,11,l2_fixed250,train,0.9810671256454389,0.9809995422514369,0.9823776773429977
234x234,e2e_wc,task_only,11,l2_fixed250,val,0.5873015873015873,0.576936026936027,0.5909563651059159
234x234,e2e_wc,task_only,11,post_output_fixed250,test,0.5753424657534246,0.565624653124653,0.5596056099280929
234x234,e2e_wc,task_only,11,post_output_fixed250,train,0.9655765920826161,0.963815236161606,0.9672206476266066
234x234,e2e_wc,task_only,11,post_output_fixed250,val,0.5,0.4977633477633477,0.5222493226492194
234x234,e2e_wc,task_only,11,pre_output_fixed250,test,0.5684931506849316,0.5568313630813629,0.5499687431351268
234x234,e2e_wc,task_only,11,pre_output_fixed250,train,0.9500860585197934,0.9471152618736247,0.9523975137865817
234x234,e2e_wc,task_only,11,pre_output_fixed250,val,0.5158730158730159,0.5103956228956229,0.5286847144146242
234x234,e2e_wc,task_only,23,e2e_wholecount,test,0.5616438356164384,0.5450931013431013,0.5292078082519258
234x234,e2e_wc,task_only,23,e2e_wholecount,train,0.8623063683304647,0.8535978662424561,0.856505918176303
234x234,e2e_wc,task_only,23,e2e_wholecount,val,0.48412698412698413,0.4592412217412217,0.4317367765819779
234x234,e2e_wc,task_only,23,l2_fixed250,test,0.6301369863013698,0.6071178821178821,0.5956474572373696
234x234,e2e_wc,task_only,23,l2_fixed250,train,0.9449225473321858,0.9453933175118864,0.949369580047218
234x234,e2e_wc,task_only,23,l2_fixed250,val,0.5079365079365079,0.5012626262626262,0.5189288626533624
234x234,e2e_wc,task_only,23,post_output_fixed250,test,0.5,0.4839708902208902,0.4687644320684515
234x234,e2e_wc,task_only,23,post_output_fixed250,train,0.9862306368330465,0.9868334882735549,0.987366172740758
234x234,e2e_wc,task_only,23,post_output_fixed250,val,0.46825396825396826,0.4634740259740259,0.4580827525873965
234x234,e2e_wc,task_only,23,pre_output_fixed250,test,0.4520547945205479,0.4330440392940393,0.4270975608044574
234x234,e2e_wc,task_only,23,pre_output_fixed250,train,0.9896729776247849,0.9900724819842468,0.9904085007830861
234x234,e2e_wc,task_only,23,pre_output_fixed250,val,0.5,0.4969696969696969,0.5038056527759046
234x234,e2e_wc,task_only,37,e2e_wholecount,test,0.5068493150684932,0.4840111277611277,0.45798104363369524
234x234,e2e_wc,task_only,37,e2e_wholecount,train,0.9122203098106713,0.9131628219297908,0.9150360425505912
234x234,e2e_wc,task_only,37,e2e_wholecount,val,0.47619047619047616,0.46545815295815296,0.4467715057846637
234x234,e2e_wc,task_only,37,l2_fixed250,test,0.6301369863013698,0.6161678599178599,0.6153117452882363
234x234,e2e_wc,task_only,37,l2_fixed250,train,0.9432013769363167,0.9436988228699722,0.9476289044051828
234x234,e2e_wc,task_only,37,l2_fixed250,val,0.5158730158730159,0.506024531024531,0.5069097674209007
234x234,e2e_wc,task_only,37,post_output_fixed250,test,0.5273972602739726,0.504635642135642,0.4861871644157281
234x234,e2e_wc,task_only,37,post_output_fixed250,train,0.8588640275387264,0.8317398246231055,0.8227330360892829
234x234,e2e_wc,task_only,37,post_output_fixed250,val,0.48412698412698413,0.47762145262145267,0.4544474107975252
234x234,e2e_wc,task_only,37,pre_output_fixed250,test,0.5205479452054794,0.5244560994560994,0.5094987457431236
234x234,e2e_wc,task_only,37,pre_output_fixed250,train,0.9827882960413081,0.9826359059836202,0.9838170487043197
234x234,e2e_wc,task_only,37,pre_output_fixed250,val,0.5079365079365079,0.5110209235209235,0.513701524653537
234x234,e2e_wc,task_plus_reg,11,e2e_wholecount,test,0.5068493150684932,0.4967927905427905,0.4980349639027344
234x234,e2e_wc,task_plus_reg,11,e2e_wholecount,train,0.8674698795180723,0.8637593540441183,0.8663059366567619
234x234,e2e_wc,task_plus_reg,11,e2e_wholecount,val,0.49206349206349204,0.4861592111592112,0.46216548487712356
234x234,e2e_wc,task_plus_reg,11,l2_fixed250,test,0.636986301369863,0.6189706127206127,0.614310710373329
234x234,e2e_wc,task_plus_reg,11,l2_fixed250,train,0.9759036144578314,0.976057117168196,0.9779169940360785
234x234,e2e_wc,task_plus_reg,11,l2_fixed250,val,0.5158730158730159,0.5023268398268398,0.5017507683886995
234x234,e2e_wc,task_plus_reg,11,post_output_fixed250,test,0.5273972602739726,0.5219738594738594,0.5140283104320799
234x234,e2e_wc,task_plus_reg,11,post_output_fixed250,train,0.9793459552495697,0.9803792761393112,0.9814080161077886
234x234,e2e_wc,task_plus_reg,11,post_output_fixed250,val,0.5238095238095238,0.5156204906204905,0.515747625491871
234x234,e2e_wc,task_plus_reg,11,pre_output_fixed250,test,0.6027397260273972,0.5962884337884338,0.5957662712007753
234x234,e2e_wc,task_plus_reg,11,pre_output_fixed250,train,0.9466437177280551,0.9461092809498702,0.9506202934944715
234x234,e2e_wc,task_plus_reg,11,pre_output_fixed250,val,0.5396825396825397,0.5290404040404041,0.5352166400850611
234x234,e2e_wc,task_plus_reg,23,e2e_wholecount,test,0.5342465753424658,0.5240877178377178,0.5049468950692532
234x234,e2e_wc,task_plus_reg,23,e2e_wholecount,train,0.8898450946643718,0.8845964554814788,0.8876615683144603
234x234,e2e_wc,task_plus_reg,23,e2e_wholecount,val,0.47619047619047616,0.4612914862914863,0.4470647285341911
234x234,e2e_wc,task_plus_reg,23,l2_fixed250,test,0.6095890410958904,0.5910575535575535,0.5838872865755805
234x234,e2e_wc,task_plus_reg,23,l2_fixed250,train,0.955249569707401,0.9553685231238846,0.9586316578328712
234x234,e2e_wc,task_plus_reg,23,l2_fixed250,val,0.5158730158730159,0.504004329004329,0.514139682163928
234x234,e2e_wc,task_plus_reg,23,post_output_fixed250,test,0.5136986301369864,0.5014402264402263,0.4821831740048619
234x234,e2e_wc,task_plus_reg,23,post_output_fixed250,train,0.9845094664371773,0.9852611612295297,0.9858724722426327
234x234,e2e_wc,task_plus_reg,23,post_output_fixed250,val,0.4444444444444444,0.4396584896584897,0.42836725377343227
234x234,e2e_wc,task_plus_reg,23,pre_output_fixed250,test,0.5068493150684932,0.49206765456765456,0.4710440117392276
234x234,e2e_wc,task_plus_reg,23,pre_output_fixed250,train,0.9810671256454389,0.981033341881056,0.9823310502926025
234x234,e2e_wc,task_plus_reg,23,pre_output_fixed250,val,0.5158730158730159,0.508507696007696,0.5180286889883573
234x234,e2e_wc,task_plus_reg,37,e2e_wholecount,test,0.547945205479452,0.5291860916860917,0.4994885558773941
234x234,e2e_wc,task_plus_reg,37,e2e_wholecount,train,0.8623063683304647,0.864392305483126,0.8621978462248188
234x234,e2e_wc,task_plus_reg,37,e2e_wholecount,val,0.4365079365079365,0.4251443001443001,0.3916403041403041
234x234,e2e_wc,task_plus_reg,37,l2_fixed250,test,0.5958904109589042,0.5867077367077367,0.5928509023845614
234x234,e2e_wc,task_plus_reg,37,l2_fixed250,train,0.9328743545611016,0.932204927683003,0.9382171909466989
234x234,e2e_wc,task_plus_reg,37,l2_fixed250,val,0.47619047619047616,0.4770622895622896,0.4896195963765623
234x234,e2e_wc,task_plus_reg,37,post_output_fixed250,test,0.541095890410959,0.5352314352314352,0.542938752365997
234x234,e2e_wc,task_plus_reg,37,post_output_fixed250,train,0.9139414802065404,0.9120430098389251,0.91802273983278
234x234,e2e_wc,task_plus_reg,37,post_output_fixed250,val,0.46825396825396826,0.4632696007696007,0.4629775668212874
234x234,e2e_wc,task_plus_reg,37,pre_output_fixed250,test,0.5205479452054794,0.5076409701409701,0.5077715842933234
234x234,e2e_wc,task_plus_reg,37,pre_output_fixed250,train,0.8777969018932874,0.8685825586067253,0.8769326949409936
234x234,e2e_wc,task_plus_reg,37,pre_output_fixed250,val,0.4523809523809524,0.44580928330928327,0.45927459480091065
234x234,local_tsce,task_only,11,temporary_analog_head,test,0.5205479452054794,0.5070915195915194,0.5060069192256211
234x234,local_tsce,task_only,11,temporary_analog_head,train,0.8330464716006885,0.8252166135145546,0.8286830260617828
234x234,local_tsce,task_only,11,temporary_analog_head,val,0.5079365079365079,0.4893278018278018,0.4474713037331633
234x234,local_tsce,task_only,11,l2_fixed250,test,0.6164383561643836,0.6009400321900321,0.6033114887870581
234x234,local_tsce,task_only,11,l2_fixed250,train,0.963855421686747,0.9638407802603574,0.9668757549041559
234x234,local_tsce,task_only,11,l2_fixed250,val,0.5714285714285714,0.5608585858585858,0.5693827259273483
234x234,local_tsce,task_only,23,temporary_analog_head,test,0.541095890410959,0.5203449328449329,0.49527016917463146
234x234,local_tsce,task_only,23,temporary_analog_head,train,0.8227194492254734,0.8142450644169835,0.8158770153208138
234x234,local_tsce,task_only,23,temporary_analog_head,val,0.47619047619047616,0.4647847522847523,0.42917256347074756
234x234,local_tsce,task_only,23,l2_fixed250,test,0.5547945205479452,0.550459262959263,0.5663064244836691
234x234,local_tsce,task_only,23,l2_fixed250,train,0.9965576592082617,0.996545584045584,0.996651896640988
234x234,local_tsce,task_only,23,l2_fixed250,val,0.5634920634920635,0.550511063011063,0.5624274085944568
234x234,local_tsce,task_only,37,temporary_analog_head,test,0.4657534246575342,0.43666888666888665,0.39836208622482633
234x234,local_tsce,task_only,37,temporary_analog_head,train,0.8623063683304647,0.8561534247815547,0.8573895565978887
234x234,local_tsce,task_only,37,temporary_analog_head,val,0.4444444444444444,0.42527657527657525,0.4033405736502234
234x234,local_tsce,task_only,37,l2_fixed250,test,0.636986301369863,0.6222194472194472,0.6206042568542568
234x234,local_tsce,task_only,37,l2_fixed250,train,0.9879518072289156,0.9874145469997749,0.9882949789599133
234x234,local_tsce,task_only,37,l2_fixed250,val,0.5714285714285714,0.5701479076479076,0.5724672510665891
234x234,local_tsce,task_plus_reg,11,temporary_analog_head,test,0.5273972602739726,0.5080301642801642,0.5007550931938056
234x234,local_tsce,task_plus_reg,11,temporary_analog_head,train,0.8382099827882961,0.8314957162318293,0.835352758919717
234x234,local_tsce,task_plus_reg,11,temporary_analog_head,val,0.48412698412698413,0.4684884559884559,0.4267454408070777
234x234,local_tsce,task_plus_reg,11,l2_fixed250,test,0.6095890410958904,0.597668303918304,0.6012314027407923
234x234,local_tsce,task_plus_reg,11,l2_fixed250,train,0.9810671256454389,0.9821153872504224,0.9827873763668636
234x234,local_tsce,task_plus_reg,11,l2_fixed250,val,0.5476190476190477,0.5373737373737373,0.5461518436992929
234x234,local_tsce,task_plus_reg,23,temporary_analog_head,test,0.5342465753424658,0.5066815129315129,0.47151831461614074
234x234,local_tsce,task_plus_reg,23,temporary_analog_head,train,0.8072289156626506,0.797807589341466,0.7985682944966318
234x234,local_tsce,task_plus_reg,23,temporary_analog_head,val,0.47619047619047616,0.45889850889850886,0.4189867931868006
234x234,local_tsce,task_plus_reg,23,l2_fixed250,test,0.5753424657534246,0.5666930291930291,0.5473567600405836
234x234,local_tsce,task_plus_reg,23,l2_fixed250,train,0.9913941480206541,0.9916750460868108,0.9919403868477947
234x234,local_tsce,task_plus_reg,23,l2_fixed250,val,0.5555555555555556,0.5472703222703222,0.5506415445108405
234x234,local_tsce,task_plus_reg,37,temporary_analog_head,test,0.5,0.47275086025086016,0.4396507666033909
234x234,local_tsce,task_plus_reg,37,temporary_analog_head,train,0.8657487091222031,0.8570460220483641,0.8608513152254341
234x234,local_tsce,task_plus_reg,37,temporary_analog_head,val,0.4523809523809524,0.44597162097162096,0.40940420514150094
234x234,local_tsce,task_plus_reg,37,l2_fixed250,test,0.6164383561643836,0.6048201798201799,0.6025371559747562
234x234,local_tsce,task_plus_reg,37,l2_fixed250,train,0.9586919104991394,0.958161904936643,0.9613937463809722
234x234,local_tsce,task_plus_reg,37,l2_fixed250,val,0.5873015873015873,0.5691558441558441,0.5739500205676676
34x234,e2e_wc,task_only,11,e2e_wholecount,test,0.5136986301369864,0.5057504995004994,0.4957282098498021
34x234,e2e_wc,task_only,11,e2e_wholecount,train,0.8055077452667814,0.8030279939953778,0.8025090416201758
34x234,e2e_wc,task_only,11,e2e_wholecount,val,0.46825396825396826,0.4575877825877826,0.4410602396819157
34x234,e2e_wc,task_only,11,l2_fixed250,test,0.589041095890411,0.5718788156288156,0.5748095021494729
34x234,e2e_wc,task_only,11,l2_fixed250,train,0.9345955249569707,0.9339724616196546,0.9406678914049661
34x234,e2e_wc,task_only,11,l2_fixed250,val,0.49206349206349204,0.47821067821067814,0.49176470588235294
34x234,e2e_wc,task_only,11,post_output_fixed250,test,0.5616438356164384,0.5588918026418027,0.5595611843772569
34x234,e2e_wc,task_only,11,post_output_fixed250,train,0.9259896729776248,0.9245066990183006,0.9303451270258157
34x234,e2e_wc,task_only,11,post_output_fixed250,val,0.4603174603174603,0.4466029341029341,0.4578232036032548
34x234,e2e_wc,task_only,11,pre_output_fixed250,test,0.541095890410959,0.5372779997779998,0.5407451704020332
34x234,e2e_wc,task_only,11,pre_output_fixed250,train,0.963855421686747,0.9638722030858978,0.9670177332782028
34x234,e2e_wc,task_only,11,pre_output_fixed250,val,0.46825396825396826,0.4622113997113997,0.4764169274951648
34x234,e2e_wc,task_only,23,e2e_wholecount,test,0.5136986301369864,0.5062173937173937,0.4970718125960061
34x234,e2e_wc,task_only,23,e2e_wholecount,train,0.8209982788296041,0.8131110970306592,0.8173898622673729
34x234,e2e_wc,task_only,23,e2e_wholecount,val,0.5317460317460317,0.50990860990861,0.4869571885006476
34x234,e2e_wc,task_only,23,l2_fixed250,test,0.6027397260273972,0.5886537074037074,0.586402031050006
34x234,e2e_wc,task_only,23,l2_fixed250,train,0.9741824440619621,0.9730833827870424,0.9757444466028368
34x234,e2e_wc,task_only,23,l2_fixed250,val,0.5317460317460317,0.5228535353535353,0.5277958588153955
34x234,e2e_wc,task_only,23,post_output_fixed250,test,0.4794520547945205,0.47249625374625376,0.46257544256314825
34x234,e2e_wc,task_only,23,post_output_fixed250,train,0.9845094664371773,0.9847501549402216,0.985626533230871
34x234,e2e_wc,task_only,23,post_output_fixed250,val,0.5,0.4999158249158249,0.5061923098231261
34x234,e2e_wc,task_only,23,pre_output_fixed250,test,0.5958904109589042,0.5831571206571207,0.5639903935208518
