architecture,training_family,regularization,source,split,n,accuracy_mean,balanced_accuracy_mean,macro_f1_mean,accuracy_std,balanced_accuracy_std,macro_f1_std
234x234,local_tsce,task_plus_reg,l2_fixed250,test,3,0.6004566210045662,0.589727170977171,0.5837084395853774,0.022017467490851532,0.020266131797358904,0.03148824704826445
234x234,local_tsce,task_plus_reg,l2_fixed250,train,3,0.9770510613884108,0.9773174460912921,0.9787071698652102,0.01671692746337751,0.017264062006452145,0.015676746307012504
234x234,local_tsce,task_plus_reg,l2_fixed250,val,3,0.5634920634920636,0.5512666345999678,0.5569144695926004,0.020998026278290408,0.016263562403556277,0.014923030895645544
234x234,local_tsce,task_plus_reg,temporary_analog_head,test,3,0.5205479452054794,0.49582084582084573,0.47064139147111245,0.018121584322360204,0.019990570046013248,0.030561600541672083
234x234,local_tsce,task_plus_reg,temporary_analog_head,train,3,0.8370625358577165,0.8287831092072198,0.8315907895472611,0.029276766086455706,0.029712230731550517,0.03131146719567096
234x234,local_tsce,task_plus_reg,temporary_analog_head,val,3,0.4708994708994709,0.45778619528619524,0.4183788130451264,0.016521158725921664,0.0112995529103122,0.00868658986552091
34x234,e2e_wc,task_only,e2e_wholecount,test,3,0.5,0.4891689329189329,0.47519745886743364,0.023726723391354496,0.029125393623751925,0.036730042148686644
34x234,e2e_wc,task_only,e2e_wholecount,train,3,0.8548479632816982,0.8502665381091234,0.8524628436045177,0.0724597064710335,0.07326101141925513,0.07401030412910635
34x234,e2e_wc,task_only,e2e_wholecount,val,3,0.5,0.4855218855218855,0.4585626102196175,0.031746031746031744,0.026340181544605178,0.024811542069371504
34x234,e2e_wc,task_only,l2_fixed250,test,3,0.5753424657534246,0.560778342028342,0.5614281552458689,0.036243168644720374,0.034780544366322545,0.03371852626224551
34x234,e2e_wc,task_only,l2_fixed250,train,3,0.967871485943775,0.9673224805080588,0.9705018052749109,0.03061232718750223,0.030875322753075123,0.0275887512414791
34x234,e2e_wc,task_only,l2_fixed250,val,3,0.5238095238095238,0.515055315055315,0.5260087272432648,0.02861548631320631,0.03363059483729579,0.03338634850491867
34x234,e2e_wc,task_only,post_output_fixed250,test,3,0.4954337899543379,0.4883214008214008,0.48650797654507394,0.05984174621954866,0.06413914487333712,0.06450727849193255
34x234,e2e_wc,task_only,post_output_fixed250,train,3,0.9678714859437751,0.9675114880492991,0.9698243942534152,0.0365250580433666,0.037486508012311424,0.034416032159916315
34x234,e2e_wc,task_only,post_output_fixed250,val,3,0.4761904761904762,0.46509139009139017,0.4729888969885097,0.020998026278290418,0.03017804226758199,0.02879083363377491
34x234,e2e_wc,task_only,pre_output_fixed250,test,3,0.5593607305936074,0.5517107892107892,0.5495414110277644,0.031635631188472645,0.027263875220613177,0.012611511306149447
34x234,e2e_wc,task_only,pre_output_fixed250,train,3,0.9512335054503729,0.9481383592236279,0.95168765924001,0.02336822932233652,0.026955299112920276,0.02608292754457326
34x234,e2e_wc,task_only,pre_output_fixed250,val,3,0.4973544973544974,0.4895242103575437,0.49615354414631235,0.03750647322422703,0.03334907087380063,0.03295287644305595
34x234,e2e_wc,task_plus_reg,e2e_wholecount,test,3,0.5205479452054794,0.5092245717245717,0.4948060870927136,0.029855472216032002,0.029881385845337918,0.020836058514348523
34x234,e2e_wc,task_plus_reg,e2e_wholecount,train,3,0.8950086058519794,0.8941441610781483,0.8957924582620919,0.009583071192478544,0.009433396618578836,0.00936353065084292
34x234,e2e_wc,task_plus_reg,e2e_wholecount,val,3,0.48677248677248675,0.47554112554112554,0.4643633801655738,0.019973106971615744,0.017831036177967254,0.01692741811735186
34x234,e2e_wc,task_plus_reg,l2_fixed250,test,3,0.6004566210045662,0.5849594849594849,0.5757706507529935,0.014257986297713287,0.016332871303249227,0.021523868871949056
34x234,e2e_wc,task_plus_reg,l2_fixed250,train,3,0.9598393574297188,0.9596491382664278,0.9632069346402975,0.0169806638978184,0.017243137903180175,0.01541472737341248
34x234,e2e_wc,task_plus_reg,l2_fixed250,val,3,0.5211640211640212,0.5102473144139811,0.5174736685412101,0.016521158725921695,0.013610771005511705,0.017958013540559356
34x234,e2e_wc,task_plus_reg,post_output_fixed250,test,3,0.541095890410959,0.5325177137677137,0.5238945825237614,0.018121584322360176,0.01692500391815454,0.014218015513357716
34x234,e2e_wc,task_plus_reg,post_output_fixed250,train,3,0.9414802065404476,0.9396028225756866,0.9442034572557482,0.022507223460623105,0.022633141003411954,0.02079875310478154
34x234,e2e_wc,task_plus_reg,post_output_fixed250,val,3,0.4973544973544974,0.48168991502324837,0.48847220163118915,0.01997310697161576,0.021858550022641074,0.02193337925826582
34x234,e2e_wc,task_plus_reg,pre_output_fixed250,test,3,0.5479452054794521,0.532850714100714,0.52447590818809,0.04277395889313973,0.04482292017370413,0.04647895047659236
34x234,e2e_wc,task_plus_reg,pre_output_fixed250,train,3,0.8932874354561102,0.8811583521180361,0.8816444492155576,0.07218663330640537,0.08681767261858364,0.09334479441139357
34x234,e2e_wc,task_plus_reg,pre_output_fixed250,val,3,0.5,0.4847081930415264,0.48957751693311846,0.007936507936507922,0.013271028674303484,0.031774272784121614
34x234,local_tsce,task_only,l2_fixed250,test,3,0.6164383561643836,0.6036697099197098,0.6036020094627664,0.0,0.005297093720570658,0.00838087813739815
34x234,local_tsce,task_only,l2_fixed250,train,3,0.9822145725760184,0.982280797766245,0.9834389010087223,0.011715764691142916,0.01234048224873326,0.011030038450528896
34x234,local_tsce,task_only,l2_fixed250,val,3,0.5608465608465608,0.557936507936508,0.5626722394175755,0.0300471341047633,0.03028082599998804,0.028953260955774097
34x234,local_tsce,task_only,temporary_analog_head,test,3,0.5159817351598174,0.4961309523809523,0.4816344338775506,0.014257986297713247,0.015626018865464976,0.018601570762545507
34x234,local_tsce,task_only,temporary_analog_head,train,3,0.8691910499139416,0.8641874247292959,0.8658590820432095,0.021974432590023636,0.022646693284405783,0.022315851966766127
34x234,local_tsce,task_only,temporary_analog_head,val,3,0.4735449735449735,0.4603815937149271,0.4276581792356153,0.012123216124221807,0.016806644318564462,0.010967449707987726
34x234,local_tsce,task_plus_reg,l2_fixed250,test,3,0.6506849315068494,0.6376861564361564,0.6361367972575439,0.03624316864472046,0.035136250486334224,0.0316519489660617
34x234,local_tsce,task_plus_reg,l2_fixed250,train,3,0.9713138267355136,0.9714207392068088,0.9735605186415076,0.01671692746337751,0.017217949326457888,0.015549024422141367
34x234,local_tsce,task_plus_reg,l2_fixed250,val,3,0.5555555555555555,0.5433281224947892,0.5486677011090458,0.01587301587301583,0.015149897812419526,0.01723959078858552
34x234,local_tsce,task_plus_reg,temporary_analog_head,test,3,0.5342465753424658,0.5140986328486328,0.49776338803584513,0.03813537234815083,0.03539741931194806,0.048868265986509535
34x234,local_tsce,task_plus_reg,temporary_analog_head,train,3,0.8479632816982215,0.8405840003350636,0.8435332341400211,0.01979969469505155,0.01962313983772665,0.020548195796956506
34x234,local_tsce,task_plus_reg,temporary_analog_head,val,3,0.4761904761904762,0.4571188071188071,0.42763690790089043,0.007936507936507922,0.0075534426496939935,0.015064288548414925
34x34,e2e_wc,task_only,e2e_wholecount,test,3,0.4840182648401827,0.47143897768897763,0.4529070752646809,0.027681177289913567,0.03304000820529805,0.05002591299089165
34x34,e2e_wc,task_only,e2e_wholecount,train,3,0.9007458405048766,0.9005302480718633,0.9012688508087511,0.015617507273455213,0.01601789057193053,0.016524739715134313
34x34,e2e_wc,task_only,e2e_wholecount,val,3,0.4947089947089947,0.48035914702581367,0.4640570390728398,0.012123216124221807,0.009627736970826042,0.011806276054551092
34x34,e2e_wc,task_only,l2_fixed250,test,3,0.5639269406392694,0.5478290228290228,0.5488511297939859,0.025931088336987526,0.018631714965324887,0.01101282146119616
34x34,e2e_wc,task_only,l2_fixed250,train,3,0.9414802065404476,0.937729826451085,0.9422916189204531,0.05972238062959544,0.06611567145932667,0.06112230068968543
34x34,e2e_wc,task_only,l2_fixed250,val,3,0.5185185185185185,0.501473063973064,0.5080237259213792,0.016521158725921727,0.011633434728477722,0.010423791070466365
34x34,e2e_wc,task_only,post_output_fixed250,test,3,0.4954337899543379,0.4887334887334888,0.47303480052482033,0.04810800800389385,0.05875581480512546,0.07693084791189624
34x34,e2e_wc,task_only,post_output_fixed250,train,3,0.9483648881239243,0.9410911824053733,0.942154020737605,0.05521175536091376,0.06782936135569252,0.06831711514048155
34x34,e2e_wc,task_only,post_output_fixed250,val,3,0.4735449735449735,0.4576619368286035,0.4590685555959655,0.012123216124221807,0.013640002113291196,0.018982286047724537
34x34,e2e_wc,task_only,pre_output_fixed250,test,3,0.5228310502283104,0.5117549117549117,0.501695760621725,0.024054004001946877,0.02363273957529025,0.015337034115500746
34x34,e2e_wc,task_only,pre_output_fixed250,train,3,0.9053356282271944,0.8933766736343299,0.8929750731930479,0.08693188502013353,0.10163271381724999,0.10651937634906804
34x34,e2e_wc,task_only,pre_output_fixed250,val,3,0.5026455026455027,0.4845017636684303,0.48377982683320825,0.04650369267525648,0.045143787557448765,0.05388077272781976
34x34,e2e_wc,task_plus_reg,e2e_wholecount,test,3,0.4657534246575343,0.4574770137270137,0.4396276088594711,0.044913962495219215,0.04416900591056314,0.04858936176179641
34x34,e2e_wc,task_plus_reg,e2e_wholecount,train,3,0.8984509466437177,0.8979792532411163,0.8980669240111926,0.012048192771084345,0.012798115464286398,0.011832642339165615
34x34,e2e_wc,task_plus_reg,e2e_wholecount,val,3,0.48941798941798936,0.47537678371011705,0.4592310304823514,0.016521158725921702,0.01896774157313651,0.017854698130127803
34x34,e2e_wc,task_plus_reg,l2_fixed250,test,3,0.5821917808219178,0.5697836885336884,0.5644400015833445,0.01186336169567729,0.007217078163852968,0.010902096070817555
34x34,e2e_wc,task_plus_reg,l2_fixed250,train,3,0.9586919104991395,0.9583251778063994,0.9620145178716898,0.016598366197922463,0.016959194799169217,0.015163205554587169
34x34,e2e_wc,task_plus_reg,l2_fixed250,val,3,0.4973544973544974,0.4839466089466089,0.49688518421449596,0.012123216124221767,0.008261399866092953,0.007448250756500015
34x34,e2e_wc,task_plus_reg,post_output_fixed250,test,3,0.5205479452054794,0.5180340492840493,0.5115604596084783,0.018121584322360208,0.018850829112108523,0.017744980106690098
34x34,e2e_wc,task_plus_reg,post_output_fixed250,train,3,0.9460699942627654,0.945004137979747,0.948847624409512,0.021657585872836338,0.023345878581399963,0.02185470200015231
34x34,e2e_wc,task_plus_reg,post_output_fixed250,val,3,0.4682539682539682,0.4554553471220138,0.4625821221614546,0.007936507936507929,0.004578444700745039,0.0065596211414759385
34x34,e2e_wc,task_plus_reg,pre_output_fixed250,test,3,0.54337899543379,0.5311491748991749,0.5148144041158792,0.025931088336987526,0.028690692799901912,0.04754435327168041
34x34,e2e_wc,task_plus_reg,pre_output_fixed250,train,3,0.9087779690189329,0.8974198912105669,0.8970103018508121,0.07181633750438922,0.08736899877257728,0.09412430869907862
34x34,e2e_wc,task_plus_reg,pre_output_fixed250,val,3,0.4682539682539682,0.45198212281545613,0.4476088378761765,0.020998026278290397,0.031231850254874384,0.04219012710948859
34x34,local_tsce,task_only,l2_fixed250,test,3,0.6118721461187214,0.6018065268065268,0.6001665526473458,0.022017467490851438,0.022016945980242616,0.023318759843726156
34x34,local_tsce,task_only,l2_fixed250,train,3,0.9718875502008032,0.9720714193925112,0.974233345156157,0.000993718191376277,0.0007913968413673795,0.0009509407329891973
34x34,local_tsce,task_only,l2_fixed250,val,3,0.5502645502645503,0.5435024851691518,0.5442110256104574,0.032075014954979206,0.035079949884752895,0.0435138395642324
34x34,local_tsce,task_only,temporary_analog_head,test,3,0.5045662100456622,0.48499209124209125,0.4684224052016696,0.028515972595426507,0.028429163275632108,0.034536389848102665
34x34,local_tsce,task_only,temporary_analog_head,train,3,0.8795180722891566,0.8744085109583968,0.8759121169046805,0.014905772870644374,0.01726879435233273,0.015365628610634008
34x34,local_tsce,task_only,temporary_analog_head,val,3,0.4894179894179895,0.47592592592592603,0.445708620692276,0.01212321612422182,0.006250782964907684,0.01592412168430685
34x34,local_tsce,task_plus_reg,l2_fixed250,test,3,0.6073059360730594,0.5965455840455841,0.5877607264533267,0.02201746749085152,0.02627086642369501,0.027236383562079643
34x34,local_tsce,task_plus_reg,l2_fixed250,train,3,0.9609868043602984,0.9612988950456405,0.9639823701875909,0.012451253249690611,0.01307631451991413,0.012265853941574341
34x34,local_tsce,task_plus_reg,l2_fixed250,val,3,0.5370370370370371,0.5329785954785955,0.5364025397226413,0.00458214499356845,0.011670376391721525,0.010560165847382109
34x34,local_tsce,task_plus_reg,temporary_analog_head,test,3,0.5068493150684932,0.4875293687793687,0.4673185760110829,0.027397260273972636,0.027246616333019096,0.038317544198899475
34x34,local_tsce,task_plus_reg,temporary_analog_head,train,3,0.8668961560527825,0.8619197785712019,0.8634090147735031,0.019345628571528842,0.01889443857755305,0.019427986617470062
34x34,local_tsce,task_plus_reg,temporary_analog_head,val,3,0.4603174603174603,0.44803591470258136,0.4197463783378203,0.007936507936507943,0.011474883608037811,0.011537085024805254
34x345,e2e_wc,task_only,e2e_wholecount,test,3,0.4680365296803653,0.4527331464831465,0.4396606446472359,0.017237064920709488,0.01814924830024773,0.011483959731052646
34x345,e2e_wc,task_only,e2e_wholecount,train,3,0.8628800917957545,0.8598898041508453,0.8625079174705981,0.043315171745672704,0.04408124982409164,0.04447507334085524
34x345,e2e_wc,task_only,e2e_wholecount,val,3,0.4603174603174603,0.44649671316337985,0.43789639540023,0.03636964837266538,0.030244821494169183,0.023766847644500138
34x345,e2e_wc,task_only,l2_fixed250,test,3,0.5570776255707762,0.5442825692825691,0.546804402976901,0.003954453898559088,0.006459022845775219,0.003341672015417675
34x345,e2e_wc,task_only,l2_fixed250,train,3,0.9598393574297189,0.9594030389128552,0.9633283156637247,0.022463306885200065,0.023813277749427524,0.020563610258492557
34x345,e2e_wc,task_only,l2_fixed250,val,3,0.4576719576719577,0.44384319384319376,0.4512345250486928,0.0278720998752718,0.024719352933118107,0.027056423484879112
34x345,e2e_wc,task_only,post_output_fixed250,test,3,0.45433789954337894,0.44512524512524504,0.43753937847893437,0.07544617188063152,0.06883016990128188,0.07099577148950613
34x345,e2e_wc,task_only,post_output_fixed250,train,3,0.9575444635685599,0.9570366071929572,0.9599917077174477,0.023113295557640464,0.024954734716209927,0.02274269391331525
34x345,e2e_wc,task_only,post_output_fixed250,val,3,0.44973544973544977,0.4352312810646144,0.44237034829975785,0.039149863986636876,0.03725804600543717,0.040838081625580724
34x345,e2e_wc,task_only,pre_output_fixed250,test,3,0.5045662100456622,0.49397731897731895,0.4873673481780567,0.03378686891997431,0.0378251227336708,0.03596027654989514
34x345,e2e_wc,task_only,pre_output_fixed250,train,3,0.970166379804934,0.9697230025475773,0.9719999706148071,0.007165803784737116,0.0077806914818329045,0.0068876431095795205
34x345,e2e_wc,task_only,pre_output_fixed250,val,3,0.47089947089947093,0.45694444444444443,0.4627697125200192,0.0478389982011247,0.04740852069315461,0.049805847519508784
34x345,e2e_wc,task_plus_reg,e2e_wholecount,test,3,0.39954337899543374,0.38748311873311875,0.36843207483303875,0.04128571077631308,0.04366414276746611,0.051962119276803435
34x345,e2e_wc,task_plus_reg,e2e_wholecount,train,3,0.7791164658634537,0.7722735974121729,0.7756098563976108,0.1044160945074686,0.10953328217480733,0.10929925449104727
34x345,e2e_wc,task_plus_reg,e2e_wholecount,val,3,0.3994708994708995,0.3915544332210999,0.3850691943088295,0.04582144993568458,0.04463192856475372,0.04381715341104299
34x345,e2e_wc,task_plus_reg,l2_fixed250,test,3,0.5228310502283106,0.5103449790949791,0.5000342261671181,0.05744176084661706,0.06053678589565152,0.05376651836556149
34x345,e2e_wc,task_plus_reg,l2_fixed250,train,3,0.8749282845668388,0.869354888364556,0.8834981340214004,0.10655050341034686,0.11489726888005995,0.10385629528871587
34x345,e2e_wc,task_plus_reg,l2_fixed250,val,3,0.4417989417989418,0.4265472182138848,0.43420118412094477,0.03994621394323148,0.04459656856487791,0.05166153395020923
34x345,e2e_wc,task_plus_reg,post_output_fixed250,test,3,0.41780821917808214,0.4039044289044289,0.3910923983520238,0.10364894486590108,0.10693321905558209,0.09936542667196789
34x345,e2e_wc,task_plus_reg,post_output_fixed250,train,3,0.8760757314974182,0.8702272369314565,0.8841778998275447,0.062129244914905485,0.0645938197695537,0.05682833439772312
34x345,e2e_wc,task_plus_reg,post_output_fixed250,val,3,0.4338624338624338,0.418987493987494,0.4089209141987387,0.036657159948547666,0.03507699872434634,0.03423149405813279
34x345,e2e_wc,task_plus_reg,pre_output_fixed250,test,3,0.49086757990867574,0.4826007326007326,0.4763620791413609,0.03894685413066664,0.043364952405192315,0.04915162651436828
34x345,e2e_wc,task_plus_reg,pre_output_fixed250,train,3,0.8594377510040161,0.8528628475854253,0.8654220469477547,0.03417870569961325,0.035872631770064035,0.03374671361001071
34x345,e2e_wc,task_plus_reg,pre_output_fixed250,val,3,0.4259259259259259,0.4152938111271445,0.41102854874157096,0.024246432248443608,0.02692395515405818,0.039329916895129
34x345,local_tsce,task_only,l2_fixed250,test,3,0.589041095890411,0.5765937765937766,0.5744028020351685,0.024695556681260184,0.032475924760752534,0.024222700497382295
34x345,local_tsce,task_only,l2_fixed250,train,3,0.9575444635685599,0.95530411308204,0.9585118906968364,0.052695180737602,0.05653703269461555,0.05218431425646164
34x345,local_tsce,task_only,l2_fixed250,val,3,0.544973544973545,0.537207391374058,0.5438446586681517,0.018328579974273847,0.02008472421312405,0.0249343984295172
34x345,local_tsce,task_only,temporary_analog_head,test,3,0.5182648401826484,0.4989725552225552,0.4890457505926646,0.025931088336987526,0.02239724207574569,0.021486140527159137
34x345,local_tsce,task_only,temporary_analog_head,train,3,0.8749282845668388,0.8699313360367462,0.8723570724433296,0.03648448214706745,0.03815359674467489,0.037951842714265084
34x345,local_tsce,task_only,temporary_analog_head,val,3,0.4761904761904762,0.46249799583132917,0.41904801809267145,0.013746434980705366,0.015975119101704943,0.015908912989245558
34x345,local_tsce,task_plus_reg,l2_fixed250,test,3,0.6278538812785389,0.6161426536426536,0.6157975173050237,0.019772269492795376,0.015005204982901272,0.017922596515690906
34x345,local_tsce,task_plus_reg,l2_fixed250,train,3,0.9575444635685599,0.956699436088598,0.9605139094713294,0.013912054679268055,0.01517559186659217,0.013489612714970045
34x345,local_tsce,task_plus_reg,l2_fixed250,val,3,0.5370370370370371,0.525523088023088,0.5411246083380533,0.030047134104763295,0.0270097423291967,0.02410497746937926
34x345,local_tsce,task_plus_reg,temporary_analog_head,test,3,0.5182648401826484,0.5029304029304029,0.49389496668047145,0.027681177289913556,0.02626130367543336,0.025473889843960477
34x345,local_tsce,task_plus_reg,temporary_analog_head,train,3,0.8577165806081468,0.852011200286173,0.8525172558492112,0.06199399958343128,0.06774380070312168,0.07075055114756547
34x345,local_tsce,task_plus_reg,temporary_analog_head,val,3,0.4920634920634921,0.4772466730800064,0.4395277348425652,0.020998026278290394,0.023560750575525407,0.036723493209822905
34x45,e2e_wc,task_only,e2e_wholecount,test,3,0.4429223744292237,0.4320353257853258,0.4132677126272349,0.015817815594236322,0.01398783110937028,0.027165372918265714
34x45,e2e_wc,task_only,e2e_wholecount,train,3,0.897877223178428,0.8959974133817464,0.8972041360762266,0.03872952112848573,0.04022218455279466,0.039953256122963854
34x45,e2e_wc,task_only,e2e_wholecount,val,3,0.44708994708994704,0.4336319544652878,0.42699335868787175,0.019973106971615744,0.023535713703375635,0.030208073354665625
34x45,e2e_wc,task_only,l2_fixed250,test,3,0.5433789954337899,0.5315307377807378,0.5326574559053134,0.020925003173314416,0.028365644092714477,0.02814513018326066
34x45,e2e_wc,task_only,l2_fixed250,train,3,0.9535283993115318,0.9523442208306049,0.9575078348657887,0.02409638554216874,0.024939289715086504,0.02166671624444097
34x45,e2e_wc,task_only,l2_fixed250,val,3,0.47883597883597884,0.46612954946288276,0.47021246424149465,0.01212321612422178,0.009040386792487472,0.007250134368902033
34x45,e2e_wc,task_only,post_output_fixed250,test,3,0.4885844748858448,0.4783417970917971,0.4594395529238686,0.010462501586657187,0.01980279628935107,0.03145329833162012
34x45,e2e_wc,task_only,post_output_fixed250,train,3,0.9196787148594378,0.9135165816169972,0.9207355865586226,0.042868316335565454,0.04783708285420617,0.04353686052741724
34x45,e2e_wc,task_only,post_output_fixed250,val,3,0.43121693121693117,0.4150332691999359,0.41303898924931115,0.04512889446886768,0.04165431982348414,0.03485154093602592
34x45,e2e_wc,task_only,pre_output_fixed250,test,3,0.4977168949771689,0.49371276871276865,0.48034018411830853,0.06364091262450394,0.06062604695670484,0.048922662025373216
34x45,e2e_wc,task_only,pre_output_fixed250,train,3,0.9466437177280551,0.9454209133417222,0.9503451085220304,0.029861190314797722,0.030876292619018343,0.02734791776127661
34x45,e2e_wc,task_only,pre_output_fixed250,val,3,0.44973544973544977,0.4378487253487253,0.44658458653654104,0.012123216124221807,0.014258390213207323,0.02251937463008278
34x45,e2e_wc,task_plus_reg,e2e_wholecount,test,3,0.4474885844748859,0.4316195378695378,0.4060844599913947,0.03772308594031579,0.033854290320510703,0.0373705417086316
34x45,e2e_wc,task_plus_reg,e2e_wholecount,train,3,0.8313253012048193,0.8274939815878746,0.8310251776269335,0.08067498550952129,0.08355232525864091,0.08355599369818571
34x45,e2e_wc,task_plus_reg,e2e_wholecount,val,3,0.40740740740740744,0.39359868526535197,0.38737225579887197,0.025512303600510478,0.02765352600171577,0.02596330580721954
34x45,e2e_wc,task_plus_reg,l2_fixed250,test,3,0.5319634703196346,0.5176432363932363,0.5225760006080687,0.022017467490851473,0.027573904138697654,0.023189031209910123
34x45,e2e_wc,task_plus_reg,l2_fixed250,train,3,0.9661503155479059,0.9656740318196849,0.9690595637465521,0.006044551780179432,0.005223102140850696,0.004815607648249799
34x45,e2e_wc,task_plus_reg,l2_fixed250,val,3,0.45502645502645506,0.4436988936988937,0.45373793415282476,0.009164289987136932,0.013483685180431014,0.015914521174590277
34x45,e2e_wc,task_plus_reg,post_output_fixed250,test,3,0.4748858447488584,0.4599169349169349,0.4389367765508279,0.014257986297713238,0.008254091275002423,0.00484576464376512
34x45,e2e_wc,task_plus_reg,post_output_fixed250,train,3,0.8886976477337923,0.8808384650694121,0.8921892884139689,0.019948753471845878,0.020200795334210844,0.017669537036431444
34x45,e2e_wc,task_plus_reg,post_output_fixed250,val,3,0.41798941798941797,0.40086780503447167,0.39266024955183276,0.016521158725921692,0.020734074751305127,0.03518752182497809
34x45,e2e_wc,task_plus_reg,pre_output_fixed250,test,3,0.4954337899543379,0.4863684926184926,0.4776452993768383,0.034474129841418934,0.03268927391596608,0.03122357016494491
