architecture,training_family,regularization,seed,layer,shift,tau_syn_ms,valid_firing_fraction,valid_spikes_per_neuron_second,active_neuron_sample_fraction,p32_violation_fraction,p84_violation_fraction,mean_max_run_length,p95_max_run_length,global_max_run_length
34x34,e2e_wc,task_plus_reg,37,L1,3,117.0136826471659,0.0078150886348575,0.5001656726308814,0.2104023972602739,0.0002400785229202,0.0006759049773755,0.2599529109589041,1.0,9
34x34,e2e_wc,task_plus_reg,37,L1,4,242.10347130039656,0.0465255342942345,2.977634194831014,0.4326840753424658,0.0103578629032258,0.0216855203619909,1.1855736301369864,4.0,76
34x34,e2e_wc,task_plus_reg,37,L2,3,117.0136826471659,0.0971165196322067,6.2154572564612325,0.5059931506849316,0.0588470925297113,0.0794513574660633,4.933647260273973,26.0,108
34x34,e2e_wc,task_plus_reg,37,L2,4,242.10347130039656,0.1892356796719682,12.111083499005964,0.6306720890410958,0.140716521646859,0.1736241515837104,11.30779109589041,53.0,107
34x34,local_tsce,task_only,11,L1,3,117.0136826471659,0.0125147552186878,0.8009443339960238,0.3279109589041096,0.0004920946519524,0.0011679864253393,0.4108518835616438,1.0,11
34x34,local_tsce,task_only,11,L1,4,242.10347130039656,0.0826136928429423,5.28727634194831,0.5501926369863014,0.0226031939728353,0.0469937782805429,2.091181506849315,10.0,69
34x34,local_tsce,task_only,11,L2,3,117.0136826471659,0.2586330972498343,16.5525182239894,0.831228595890411,0.1878329265704584,0.2379821832579185,14.01541095890411,49.0,108
34x34,local_tsce,task_only,11,L2,4,242.10347130039656,0.3169861042080848,20.28711066931743,0.8245933219178082,0.260190736417657,0.303199943438914,20.30661386986301,66.0,107
34x34,local_tsce,task_only,23,L1,3,117.0136826471659,0.0191442490888005,1.225231941683234,0.4201626712328767,0.0009934741086587,0.0024363687782805,0.5662457191780822,2.0,12
34x34,local_tsce,task_only,23,L1,4,242.10347130039656,0.0721853773194168,4.6198641484426775,0.522902397260274,0.0214876910016977,0.0419867081447963,2.002033390410959,8.0,76
34x34,local_tsce,task_only,23,L2,3,117.0136826471659,0.2607389517064281,16.687292909211397,0.833369006849315,0.1881419779286927,0.2397412330316742,13.90913955479452,51.0,106
34x34,local_tsce,task_only,23,L2,4,242.10347130039656,0.3191049018389662,20.42271371769384,0.8247003424657534,0.2626419248726655,0.305695701357466,20.45440924657534,67.0,114
34x34,local_tsce,task_only,37,L1,3,117.0136826471659,0.0135204398608349,0.8653081510934394,0.3108946917808219,0.0006751379456706,0.0017576357466063,0.4178082191780822,2.0,9
34x34,local_tsce,task_only,37,L1,4,242.10347130039656,0.0739236456262425,4.731113320079523,0.5524400684931506,0.0204889112903225,0.0397878959276018,2.012200342465753,8.0,86
34x34,local_tsce,task_only,37,L2,3,117.0136826471659,0.2455138957919151,15.712889330682572,0.8061857876712328,0.1750278544142614,0.2253718891402714,13.053724315068491,48.0,109
34x34,local_tsce,task_only,37,L2,4,242.10347130039656,0.3190065337143803,20.416418157720344,0.832298801369863,0.2601429859932088,0.3046026583710407,20.058326198630137,65.0,108
34x34,local_tsce,task_plus_reg,11,L1,3,117.0136826471659,0.0114974217196819,0.7358349900596421,0.2993364726027397,0.0004841362478777,0.0011283936651583,0.3808861301369863,1.0,10
34x34,local_tsce,task_plus_reg,11,L1,4,242.10347130039656,0.0628222850397614,4.020626242544732,0.4904751712328767,0.0154034910865874,0.0331193438914027,1.5571489726027397,7.0,66
34x34,local_tsce,task_plus_reg,11,L2,3,117.0136826471659,0.1950872887673956,12.48558648111332,0.763591609589041,0.129190099745331,0.1716134049773755,9.834118150684931,38.0,91
34x34,local_tsce,task_plus_reg,11,L2,4,242.10347130039656,0.2710934911365142,17.349983432736913,0.7849957191780822,0.2155003183361629,0.2555090497737556,16.94959332191781,61.0,108
34x34,local_tsce,task_plus_reg,23,L1,3,117.0136826471659,0.0160585963386348,1.0277501656726309,0.3650470890410959,0.0008568548387096,0.0020913461538461,0.4829837328767123,2.0,21
34x34,local_tsce,task_plus_reg,23,L1,4,242.10347130039656,0.0562355036447978,3.5990722332670644,0.4750642123287671,0.0137017190152801,0.0289140271493212,1.4574058219178083,6.0,75
34x34,local_tsce,task_plus_reg,23,L2,3,117.0136826471659,0.2064824594102054,13.214877402253148,0.7889554794520548,0.1348113858234295,0.1812994909502262,10.17904537671233,39.0,101
34x34,local_tsce,task_plus_reg,23,L2,4,242.10347130039656,0.2862538311795891,18.320245195493705,0.795269691780822,0.2283610993208828,0.2711694004524886,17.80179794520548,61.85000000000037,107
34x34,local_tsce,task_plus_reg,37,L1,3,117.0136826471659,0.0116630943505632,0.7464380384360504,0.2826412671232877,0.0005146434634974,0.001316459276018,0.3728595890410959,2.0,10
34x34,local_tsce,task_plus_reg,37,L1,4,242.10347130039656,0.0620107480119284,3.9686878727634194,0.5111301369863014,0.015863752122241,0.0315384615384615,1.6522902397260273,6.0,85
34x34,local_tsce,task_plus_reg,37,L2,3,117.0136826471659,0.1851339877402253,11.84857521537442,0.7620933219178082,0.1194158531409168,0.1613122171945701,9.20622859589041,36.0,103
34x34,local_tsce,task_plus_reg,37,L2,4,242.10347130039656,0.292043313038436,18.690772034459908,0.8095034246575342,0.2324225382003395,0.2760322398190045,17.91384845890411,62.0,107
34x345,e2e_wc,task_only,11,L1,3,117.0136826471659,0.0096646682405566,0.6185387673956262,0.2599529109589041,0.0003090513582342,0.0007763009049773,0.3171018835616438,1.0,10
34x345,e2e_wc,task_only,11,L1,4,242.10347130039656,0.0446940751325381,2.8604208084824387,0.4660744863013699,0.0076917975382003,0.0187089932126696,1.0583261986301369,4.0,61
34x345,e2e_wc,task_only,11,L2,3,117.0136826471659,0.1317001094209934,8.428807002943579,0.6317298502707869,0.0836024795672602,0.1118067978533094,6.752150366358713,31.14999999999964,75
34x345,e2e_wc,task_only,11,L2,4,242.10347130039656,0.2054706643857783,13.150122520689814,0.6212169480726346,0.1641331385477948,0.1938377354519625,13.187798661994266,58.0,108
34x345,e2e_wc,task_only,11,L2,5,492.1461612435418,0.2822923569692953,18.0667108460349,0.6797129810828441,0.2416707090306411,0.2739732816203404,19.458577951728635,70.0,116
34x345,e2e_wc,task_only,23,L1,3,117.0136826471659,0.0080493600894632,0.5151590457256461,0.2254922945205479,0.0002374257215619,0.0006009615384615,0.269798801369863,1.0,10
34x345,e2e_wc,task_only,23,L1,4,242.10347130039656,0.0420329584990059,2.6901093439363817,0.3924443493150685,0.0078827992359932,0.0189083710407239,0.9820205479452054,4.0,64
34x345,e2e_wc,task_only,23,L2,3,117.0136826471659,0.1195482145884383,7.651085733660055,0.5528830837846448,0.07655269080428,0.1020477743870356,6.322714240203887,34.0,99
34x345,e2e_wc,task_only,23,L2,4,242.10347130039656,0.2031050133308675,12.99872085317552,0.6597642561325263,0.1556639159789947,0.1880921814163948,12.616916215355207,56.0,105
34x345,e2e_wc,task_only,23,L2,5,492.1461612435418,0.2738114961027486,17.52393575057591,0.6461187214611872,0.2339861751152073,0.264664942900237,19.10746901500326,72.0,107
34x345,e2e_wc,task_only,37,L1,3,117.0136826471659,0.0062619077203445,0.4007620941020543,0.1815068493150685,0.0001459040747028,0.0004128959276018,0.2135059931506849,1.0,9
34x345,e2e_wc,task_only,37,L1,4,242.10347130039656,0.0406441558979456,2.601225977468522,0.3876284246575342,0.0077488327674023,0.018239536199095,0.9563356164383562,3.0,60
34x345,e2e_wc,task_only,37,L2,3,117.0136826471659,0.1226767303157797,7.851310740209903,0.5237336731443135,0.0772021952856635,0.1058486793644112,6.246097483274928,34.0,109
34x345,e2e_wc,task_only,37,L2,4,242.10347130039656,0.1358188080817421,8.692403717231494,0.4882128066263141,0.1005211829273107,0.1233547300852362,8.286715514495063,49.0,106
34x345,e2e_wc,task_only,37,L2,5,492.1461612435418,0.2639303070466092,16.891539650982992,0.6565557729941291,0.2201996927803379,0.2524197371256195,18.003424657534246,68.0,106
34x345,e2e_wc,task_plus_reg,11,L1,3,117.0136826471659,0.0037289285122597,0.2386514247846256,0.1344178082191781,3.3160016977928694e-05,0.0001003959276018,0.1468321917808219,1.0,5
34x345,e2e_wc,task_plus_reg,11,L1,4,242.10347130039656,0.023415496603711,1.4985917826375084,0.3148544520547945,0.0024113964346349,0.0070121606334841,0.525470890410959,2.0,38
34x345,e2e_wc,task_plus_reg,11,L2,3,117.0136826471659,0.0555716091050595,3.556582982723812,0.4418604651162791,0.0251510245982548,0.0386193833526254,2.483274928321121,14.0,56
34x345,e2e_wc,task_plus_reg,11,L2,4,242.10347130039656,0.1094730069197219,7.006272442862207,0.46909843899331,0.0746002290046195,0.0963401031253288,6.237177445046193,36.0,92
34x345,e2e_wc,task_plus_reg,11,L2,5,492.1461612435418,0.1721397803654265,11.016945943387295,0.5407697325505545,0.1299215781388956,0.1583171730230553,10.659817351598171,53.0,106
34x345,e2e_wc,task_plus_reg,23,L1,3,117.0136826471659,0.0050271288933068,0.3217362491716368,0.1659888698630137,9.948005093378608e-05,0.0002531108597285,0.1867508561643835,1.0,9
34x345,e2e_wc,task_plus_reg,23,L1,4,242.10347130039656,0.029118259194831,1.8635685884691848,0.315603595890411,0.0041171477079796,0.0105924773755656,0.6502568493150684,2.0,61
34x345,e2e_wc,task_plus_reg,23,L2,3,117.0136826471659,0.0621580593955646,3.978115801316134,0.4278432621854093,0.0313084850159908,0.046703146374829,2.8652437081873208,17.0,65
34x345,e2e_wc,task_plus_reg,23,L2,4,242.10347130039656,0.1377067055034136,8.813229152218472,0.5433258999681427,0.0964741185296324,0.1223382089866358,8.1142083466072,44.0,102
34x345,e2e_wc,task_plus_reg,23,L2,5,492.1461612435418,0.2101438985136798,13.449209504875508,0.5833333333333334,0.16754588083111,0.1967442361560008,13.754076973255057,61.0,106
34x345,e2e_wc,task_plus_reg,37,L1,3,117.0136826471659,0.0063965167329357,0.409377070907886,0.1845034246575342,0.0001538624787775,0.00045814479638,0.2181078767123287,1.0,10
34x345,e2e_wc,task_plus_reg,37,L1,4,242.10347130039656,0.0377875973326706,2.418406229290921,0.3813142123287671,0.0068853459252971,0.0164366515837104,0.893193493150685,3.0,60
34x345,e2e_wc,task_plus_reg,37,L2,3,117.0136826471659,0.0905998119808282,5.798387966773006,0.4816820643517043,0.0520946025980179,0.0736567399768494,4.419560369544441,24.0,97
34x345,e2e_wc,task_plus_reg,37,L2,4,242.10347130039656,0.1279185352998289,8.186786259189052,0.4980885632366996,0.0931772416788407,0.1151278543617805,7.81267919719656,47.0,104
34x345,e2e_wc,task_plus_reg,37,L2,5,492.1461612435418,0.2333597620625453,14.935024772002905,0.6544357469015003,0.1862034117551944,0.2202564102564102,15.137149380300066,61.0,107
34x345,local_tsce,task_only,11,L1,3,117.0136826471659,0.0112191434724983,0.718025182239894,0.3036172945205479,0.0003461905772495,0.0009134615384615,0.3717893835616438,1.0,9
34x345,local_tsce,task_only,11,L1,4,242.10347130039656,0.0682467693836978,4.36779324055666,0.5209760273972602,0.0151872877758913,0.0343057126696832,1.602632705479452,7.0,63
34x345,local_tsce,task_only,11,L2,3,117.0136826471659,0.2332420207437545,14.92748932760029,0.809174896463842,0.1644213685000197,0.210304114490161,12.588244663905703,45.0,108
34x345,local_tsce,task_only,11,L2,4,242.10347130039656,0.2785534852898115,17.827423058547936,0.7862376553042371,0.2246081257156394,0.2645880248342628,17.653074227460976,62.0,107
34x345,local_tsce,task_only,11,L2,5,492.1461612435418,0.3254382435545457,20.82804758749093,0.7690802348336595,0.2806714366561565,0.3165352294764059,22.58235485975212,71.0,107
34x345,local_tsce,task_only,23,L1,3,117.0136826471659,0.0155395750497017,0.9945328031809144,0.3614083904109589,0.0007573747877758,0.0018198529411764,0.4753852739726027,2.0,12
34x345,local_tsce,task_only,23,L1,4,242.10347130039656,0.062083229787939,3.973326706428098,0.4793450342465753,0.0158305921052631,0.0337118212669683,1.5939640410958904,6.0,75
34x345,local_tsce,task_only,23,L2,3,117.0136826471659,0.2277401482577404,14.575369488495385,0.8048741637464161,0.1560705965965175,0.2046532673892455,11.882287352660082,45.0,92
34x345,local_tsce,task_only,23,L2,4,242.10347130039656,0.2837490560512891,18.159939587282505,0.8086970372730169,0.2209894578907885,0.2667936441123855,17.164542848040778,61.0,107
34x345,local_tsce,task_only,23,L2,5,492.1461612435418,0.3362996623433999,21.523178389977595,0.7778864970645792,0.2908096855040827,0.3280284421460892,23.285877364644488,74.0,114
34x345,local_tsce,task_only,37,L1,3,117.0136826471659,0.0119271351060304,0.7633366467859509,0.3004066780821918,0.0005544354838709,0.0014239253393665,0.3897688356164384,1.0,10
34x345,local_tsce,task_only,37,L1,4,242.10347130039656,0.0633400120112657,4.053760768721007,0.5158390410958904,0.0153809422750424,0.0323713235294117,1.5993150684931507,7.0,70
34x345,local_tsce,task_only,37,L2,3,117.0136826471659,0.2130723411469169,13.636629833402685,0.7922905383880217,0.1457890788486595,0.1912154056613701,11.06180312201338,41.0,98
34x345,local_tsce,task_only,37,L2,4,242.10347130039656,0.2984708030884461,19.10213139766055,0.8236699585855368,0.2370493939274292,0.2827149321266968,18.351545078050336,61.0,107
34x345,local_tsce,task_only,37,L2,5,492.1461612435418,0.3401476064249424,21.769446811196318,0.8013698630136986,0.2912866844530681,0.329258780435251,23.000978473581213,73.0,107
34x345,local_tsce,task_plus_reg,11,L1,3,117.0136826471659,0.0091249378727634,0.5839960238568589,0.2735445205479452,0.0002573217317487,0.0005910633484162,0.3272688356164384,1.0,7
34x345,local_tsce,task_plus_reg,11,L1,4,242.10347130039656,0.0554278495692511,3.5473823724320743,0.4928296232876712,0.0110184104414261,0.0256462104072398,1.2925941780821917,5.0,62
34x345,local_tsce,task_plus_reg,11,L2,3,117.0136826471659,0.1744552067440319,11.165133231618045,0.7609111181905065,0.1096872902436135,0.1492097232452909,8.69767441860465,34.0,79
34x345,local_tsce,task_plus_reg,11,L2,4,242.10347130039656,0.2469639527178017,15.80569297393931,0.7658489964956993,0.1922474039562522,0.2303125328843523,15.23956674100032,58.0,107
34x345,local_tsce,task_plus_reg,11,L2,5,492.1461612435418,0.2944061819558837,18.84199564517656,0.7398891063274625,0.2483203977686151,0.2827558715794009,20.01696020874103,68.0,107
34x345,local_tsce,task_plus_reg,23,L1,3,117.0136826471659,0.0130040072067594,0.8322564612326043,0.319777397260274,0.0005172962648556,0.0012429298642533,0.402611301369863,1.0,11
34x345,local_tsce,task_plus_reg,23,L1,4,242.10347130039656,0.0489446135685884,3.132455268389662,0.4130993150684932,0.0112359401528013,0.0251343325791855,1.2085830479452055,5.0,65
34x345,local_tsce,task_plus_reg,23,L2,3,117.0136826471659,0.1807546195694052,11.568295652441938,0.7531060847403632,0.1093062739369052,0.1533852467641797,8.57773176170755,35.0,82
34x345,local_tsce,task_plus_reg,23,L2,4,242.10347130039656,0.2447061815155578,15.6611956169957,0.7655304237018159,0.1820784143404272,0.2260128380511417,14.275565466709145,54.0,104
34x345,local_tsce,task_plus_reg,23,L2,5,492.1461612435418,0.294475212218751,18.846413582000064,0.7301043705153294,0.2477807421780257,0.2839021762551174,19.999021526418787,70.0,113
34x345,local_tsce,task_plus_reg,37,L1,3,117.0136826471659,0.010306649685222,0.6596255798542081,0.2666952054794521,0.0004456706281833,0.0011453619909502,0.3420376712328767,1.0,9
34x345,local_tsce,task_plus_reg,37,L1,4,242.10347130039656,0.0517739914678595,3.3135354539430084,0.4924015410958904,0.0106456918505942,0.0235972850678733,1.2577054794520548,5.0,63
34x345,local_tsce,task_plus_reg,37,L2,3,117.0136826471659,0.1754762124924869,11.230477599519164,0.7523096527556546,0.1112587357365657,0.1517057771230137,8.655782096208984,34.0,81
34x345,local_tsce,task_plus_reg,37,L2,4,242.10347130039656,0.2446079337925932,15.65490776272597,0.773972602739726,0.1846981482212658,0.226374829001368,14.33800573431029,53.0,108
34x345,local_tsce,task_plus_reg,37,L2,5,492.1461612435418,0.2957769257471047,18.9297232478147,0.7478799739073712,0.2479646697388632,0.2832708468002585,19.700097847358123,68.0,107
34x45,e2e_wc,task_only,11,L1,3,117.0136826471659,0.0081024271040424,0.5185553346587144,0.2404751712328767,0.0002307937181663,0.0006532805429864,0.2868150684931507,1.0,8
34x45,e2e_wc,task_only,11,L1,4,242.10347130039656,0.0398597995361166,2.5510271703114644,0.4215539383561644,0.0068309634974533,0.0163518099547511,0.9548373287671232,4.0,61
34x45,e2e_wc,task_only,11,L2,4,242.10347130039656,0.1836597601888668,11.754224652087474,0.6163313356164384,0.139164632852292,0.1686694004524886,11.261344178082192,53.0,109
34x45,e2e_wc,task_only,11,L2,5,492.1461612435418,0.2308285702451954,14.773028495692513,0.6220034246575342,0.1902562606112054,0.2200212104072398,15.510595034246576,65.0,113
34x45,e2e_wc,task_only,23,L1,3,117.0136826471659,0.0084557757620941,0.5411696487740225,0.2551369863013699,0.0002520161290322,0.0005613687782805,0.3021190068493151,1.0,10
34x45,e2e_wc,task_only,23,L1,4,242.10347130039656,0.0527563783962889,3.376408217362492,0.4478809931506849,0.0110369800509337,0.0253817873303167,1.2659460616438356,5.0,65
34x45,e2e_wc,task_only,23,L2,4,242.10347130039656,0.1826527812292909,11.68977799867462,0.6203981164383562,0.138712330220713,0.1690610859728507,11.179580479452056,52.0,107
34x45,e2e_wc,task_only,23,L2,5,492.1461612435418,0.2663977075049701,17.04945328031809,0.658283390410959,0.2264868951612903,0.256443721719457,18.49486301369863,72.0,116
34x45,e2e_wc,task_only,37,L1,3,117.0136826471659,0.0060845862326043,0.3894135188866799,0.1848244863013698,0.0001419248726655,0.0004143099547511,0.2136130136986301,1.0,10
34x45,e2e_wc,task_only,37,L1,4,242.10347130039656,0.0397627257289595,2.544814446653413,0.3846318493150685,0.0071851124787775,0.0175098981900452,0.9147046232876712,3.0,60
34x45,e2e_wc,task_only,37,L2,4,242.10347130039656,0.1605717258946322,10.27659045725646,0.5164811643835616,0.1237584889643463,0.149014423076923,10.09867294520548,54.0,108
34x45,e2e_wc,task_only,37,L2,5,492.1461612435418,0.2188043613320079,14.003479125248507,0.6232876712328768,0.1732703735144312,0.205422794117647,14.17947345890411,60.0,108
34x45,e2e_wc,task_plus_reg,11,L1,3,117.0136826471659,0.0049145232770046,0.3145294897282968,0.1610659246575342,0.000124681663837,0.0003450226244343,0.1857876712328767,1.0,8
34x45,e2e_wc,task_plus_reg,11,L1,4,242.10347130039656,0.0240134712557985,1.5368621603711068,0.3175299657534247,0.0030878607809847,0.0083554864253393,0.575021404109589,2.0,47
34x45,e2e_wc,task_plus_reg,11,L2,4,242.10347130039656,0.0890917515738899,5.701872100728959,0.4498073630136986,0.0549235993208828,0.0741289592760181,4.703767123287672,28.0,107
34x45,e2e_wc,task_plus_reg,11,L2,5,492.1461612435418,0.1606765656063618,10.283300198807156,0.5226883561643836,0.1237929753820034,0.1484445701357466,10.204302226027398,54.0,108
34x45,e2e_wc,task_plus_reg,23,L1,3,117.0136826471659,0.0049222891815772,0.315026507620941,0.1514340753424657,0.0001273344651952,0.0003252262443438,0.1721960616438356,1.0,8
34x45,e2e_wc,task_plus_reg,23,L1,4,242.10347130039656,0.0288373923127899,1.8455931080185557,0.3017979452054795,0.0044129350594227,0.0108484162895927,0.6594606164383562,2.0,62
34x45,e2e_wc,task_plus_reg,23,L2,4,242.10347130039656,0.118339442511597,7.573724320742214,0.4983946917808219,0.0788478883701188,0.1024476809954751,6.617615582191781,38.0,107
34x45,e2e_wc,task_plus_reg,23,L2,5,492.1461612435418,0.1725596939198144,11.043820410868124,0.5389554794520548,0.1334783531409168,0.1591261312217194,11.074379280821915,57.0,107
34x45,e2e_wc,task_plus_reg,37,L1,3,117.0136826471659,0.0057817159542743,0.3700298210735586,0.1835402397260274,0.0001379456706281,0.0003591628959276,0.2112585616438356,1.0,9
34x45,e2e_wc,task_plus_reg,37,L1,4,242.10347130039656,0.0345983991882041,2.214297548045063,0.3616224315068493,0.0062950976230899,0.0152007918552036,0.822345890410959,3.0,60
34x45,e2e_wc,task_plus_reg,37,L2,4,242.10347130039656,0.1044993062458581,6.687955599734924,0.4530179794520548,0.0710685483870967,0.0917576357466063,5.970676369863014,36.0,108
34x45,e2e_wc,task_plus_reg,37,L2,5,492.1461612435418,0.1735834990059642,11.109343936381707,0.537029109589041,0.1336839452461799,0.1610562782805429,10.993899828767123,54.0,107
34x45,local_tsce,task_only,11,L1,3,117.0136826471659,0.0104192553015241,0.666832339297548,0.2991224315068493,0.0003117041595925,0.0007692307692307,0.3596960616438356,1.0,8
34x45,local_tsce,task_only,11,L1,4,242.10347130039656,0.0584461978131212,3.740556660039761,0.5012842465753424,0.0126790640916808,0.0283342760180995,1.4047517123287672,6.0,62
34x45,local_tsce,task_only,11,L2,4,242.10347130039656,0.2664766608681246,17.054506295559975,0.7954837328767124,0.2064436544991511,0.2488362556561086,16.109267979452056,58.0,109
34x45,local_tsce,task_only,11,L2,5,492.1461612435418,0.3078430458913188,19.7019549370444,0.7736515410958904,0.2577408743633276,0.294872737556561,20.584011130136982,70.0,112
34x45,local_tsce,task_only,23,L1,3,117.0136826471659,0.0147370982438701,0.9431742876076872,0.3482448630136986,0.0007573747877758,0.0018693438914027,0.4550513698630137,2.0,12
34x45,local_tsce,task_only,23,L1,4,242.10347130039656,0.0537206448807157,3.438121272365805,0.4499143835616438,0.0144073641765704,0.0286538461538461,1.4586900684931507,6.0,75
34x45,local_tsce,task_only,23,L2,4,242.10347130039656,0.2802469039927104,17.935801855533466,0.8065068493150684,0.2138569078947368,0.2624971719457014,16.61611729452055,59.0,107
34x45,local_tsce,task_only,23,L2,5,492.1461612435418,0.3165072067594433,20.256461232604373,0.782855308219178,0.2653371710526316,0.3047751696832579,21.100920376712327,71.0,116
34x45,local_tsce,task_only,37,L1,3,117.0136826471659,0.0108140221172962,0.6920974155069582,0.2664811643835616,0.0004721986417657,0.0012754524886877,0.3441780821917808,1.0,9
34x45,local_tsce,task_only,37,L1,4,242.10347130039656,0.056883956676607,3.6405732273028497,0.5054580479452054,0.0119110780984719,0.0263235294117647,1.3633347602739727,5.0,62
34x45,local_tsce,task_only,37,L2,4,242.10347130039656,0.2455358991882041,15.714297548045064,0.7512842465753424,0.1879655666383701,0.2290087669683257,14.813463184931509,57.0,107
34x45,local_tsce,task_only,37,L2,5,492.1461612435418,0.3140272945659377,20.097746852220013,0.7748287671232876,0.2637308998302207,0.3018057126696832,21.020226883561644,69.0,107
34x45,local_tsce,task_plus_reg,11,L1,3,117.0136826471659,0.0081516111663353,0.5217031146454606,0.2416523972602739,0.0002175297113752,0.0006136877828054,0.2858518835616438,1.0,8
34x45,local_tsce,task_plus_reg,11,L1,4,242.10347130039656,0.0447911489396951,2.8666335321404905,0.4324700342465753,0.0076374151103565,0.0188221153846153,1.017765410958904,4.0,60
34x45,local_tsce,task_plus_reg,11,L2,4,242.10347130039656,0.207604632620941,13.286696487740226,0.7030179794520548,0.151551888794567,0.1901343325791855,12.014875856164384,49.0,107
34x45,local_tsce,task_plus_reg,11,L2,5,492.1461612435418,0.2518586398277004,16.11895294897283,0.6976669520547946,0.204971349745331,0.2385704185520362,16.614833047945204,63.0,107
34x45,local_tsce,task_plus_reg,23,L1,3,117.0136826471659,0.0134906705599734,0.8634029158383035,0.3382919520547945,0.0006260611205432,0.0014776583710407,0.4323630136986301,1.0,11
34x45,local_tsce,task_plus_reg,23,L1,4,242.10347130039656,0.0464297548045063,2.971504307488403,0.413527397260274,0.011062181663837,0.023662330316742,1.2152183219178083,5.0,75
34x45,local_tsce,task_plus_reg,23,L2,4,242.10347130039656,0.2379615535950961,15.22953943008615,0.7633775684931506,0.1721999681663837,0.2176201923076923,13.455479452054794,53.0,107
34x45,local_tsce,task_plus_reg,23,L2,5,492.1461612435418,0.2949063431908548,18.87400596421471,0.7664811643835616,0.2428453947368421,0.2819089366515837,19.340646404109588,69.0,114
34x45,local_tsce,task_plus_reg,37,L1,3,117.0136826471659,0.010106030483764,0.6467859509609013,0.2558861301369863,0.0003979202037351,0.0010647624434389,0.3242722602739726,1.0,10
34x45,local_tsce,task_plus_reg,37,L1,4,242.10347130039656,0.0489109613154406,3.130301524188204,0.4719606164383562,0.0095739601018675,0.0217449095022624,1.1719820205479452,5.0,60
34x45,local_tsce,task_plus_reg,37,L2,4,242.10347130039656,0.222477634194831,14.238568588469183,0.743257705479452,0.1638754775042444,0.2042378393665158,12.96297089041096,51.0,106
34x45,local_tsce,task_plus_reg,37,L2,5,492.1461612435418,0.28380886555666,18.16376739562624,0.7367294520547946,0.2343126591680815,0.2708201357466063,18.73191352739726,66.0,107
4x4,e2e_wc,task_only,11,L1,4,242.10347130039656,0.0378620205848243,2.4231693174287607,0.3912136130136986,0.0061067487266553,0.0151604920814479,0.8656357020547946,3.0,58
4x4,e2e_wc,task_only,11,L2,4,242.10347130039656,0.2162299639662027,13.838717693836978,0.6284246575342466,0.1754045522071307,0.2052382635746606,14.17390839041096,61.0,108
4x4,e2e_wc,task_only,23,L1,4,242.10347130039656,0.0409198455102717,2.618870112657389,0.4061429794520548,0.0072653597198641,0.0176272624434389,0.9464897260273972,3.0,64
4x4,e2e_wc,task_only,23,L2,4,242.10347130039656,0.2272316621106693,14.542826375082836,0.6694670376712328,0.1837071572580645,0.2153923925339366,14.72779323630137,61.0,107
4x4,e2e_wc,task_only,37,L1,4,242.10347130039656,0.0379034387425447,2.425820079522863,0.3796018835616438,0.0074530454159592,0.0173324377828054,0.924175941780822,3.0,68
4x4,e2e_wc,task_only,37,L2,4,242.10347130039656,0.2326671481527501,14.89069748177601,0.6444777397260274,0.1888529286926994,0.2210004242081448,15.118899828767123,62.0,109
4x4,e2e_wc,task_plus_reg,11,L1,4,242.10347130039656,0.0239636400347912,1.53367296222664,0.3038313356164384,0.0025864813242784,0.0076201923076923,0.5280928938356164,2.0,39
4x4,e2e_wc,task_plus_reg,11,L2,4,242.10347130039656,0.1327497256047051,8.495982438701127,0.5456977739726028,0.0954451400679117,0.1195913461538461,7.940710616438356,42.0,107
4x4,e2e_wc,task_plus_reg,23,L1,4,242.10347130039656,0.0262927642478462,1.6827369118621605,0.3375428082191781,0.0032503448641765,0.008743636877828,0.6124250856164384,2.0,57
4x4,e2e_wc,task_plus_reg,23,L2,4,242.10347130039656,0.1472829688535454,9.426110006626905,0.5672624143835616,0.1081089505517826,0.1331617647058823,8.892979452054794,46.0,107
4x4,e2e_wc,task_plus_reg,37,L1,4,242.10347130039656,0.0321385489148442,2.056867130550033,0.3433219178082192,0.0055682300509337,0.0136821266968325,0.7582405821917808,3.0,67
4x4,e2e_wc,task_plus_reg,37,L2,4,242.10347130039656,0.1874165165258449,11.994657057654075,0.6056827910958904,0.143682353565365,0.1737782805429864,11.614672517123289,55.0,108
4x4,local_tsce,task_only,11,L1,4,242.10347130039656,0.0561015417909211,3.590498674618953,0.4848565924657534,0.011877918081494,0.0264210972850678,1.3463184931506849,5.0,74
4x4,local_tsce,task_only,11,L2,4,242.10347130039656,0.3097321021785951,19.82285453943009,0.8168343321917808,0.2545435855263158,0.2963949377828054,19.815657106164384,64.0,114
4x4,local_tsce,task_only,23,L1,4,242.10347130039656,0.053280576954937,3.4099569251159707,0.4813784246575342,0.0125258648132427,0.0258448812217194,1.3860766267123288,5.0,89
4x4,local_tsce,task_only,23,L2,4,242.10347130039656,0.3166431100894632,20.26515904572565,0.8276969178082192,0.2569490131578947,0.3025544400452489,19.906517551369863,64.0,109
4x4,local_tsce,task_only,37,L1,4,242.10347130039656,0.0492643099734923,3.152915838303512,0.4401220034246575,0.0106543134550084,0.0234000282805429,1.206335616438356,4.0,76
4x4,local_tsce,task_only,37,L2,4,242.10347130039656,0.2995102302849569,19.168654738237244,0.799978595890411,0.2413379403650254,0.2851859445701357,18.859910102739725,63.0,109
