seed,sample_index,scale,gap_ms,gap_steps,stroke_index,layer,state,corr_mean,context_sensitivity,count
11,1,stroke,0,0,0,L1,spike50,0.6964766308729172,0.3035233691270828,16
11,1,stroke,0,0,0,L1,syn_current,0.9097300389493512,0.0902699610506486,16
11,1,stroke,0,0,0,L1,pre_reset,0.8882175027394392,0.1117824972605607,16
11,1,stroke,0,0,0,L2,spike50,0.049238788209251,0.9507612117907488,14
11,1,stroke,0,0,0,L2,syn_current,0.0772986381752928,0.9227013618247072,16
11,1,stroke,0,0,0,L2,pre_reset,-0.0069373472453949,1.006937347245395,16
11,1,stroke,0,0,1,L1,spike50,0.8755001464647721,0.1244998535352278,47
11,1,stroke,0,0,1,L1,syn_current,0.9661061672303288,0.0338938327696712,48
11,1,stroke,0,0,1,L1,pre_reset,0.9548894018281248,0.0451105981718752,48
11,1,stroke,0,0,1,L2,spike50,0.7607275782393867,0.2392724217606132,46
11,1,stroke,0,0,1,L2,syn_current,0.8521277882359123,0.1478722117640877,47
11,1,stroke,0,0,1,L2,pre_reset,0.8491049401497626,0.1508950598502374,47
11,2,stroke,0,0,0,L1,spike50,0.7690645297873796,0.2309354702126204,13
11,2,stroke,0,0,0,L1,syn_current,0.9333866087070134,0.0666133912929866,15
11,2,stroke,0,0,0,L1,pre_reset,0.9227802014571156,0.0772197985428844,15
11,2,stroke,0,0,0,L2,spike50,0.6843164566158061,0.3156835433841939,13
11,2,stroke,0,0,0,L2,syn_current,0.8565194327369462,0.1434805672630538,13
11,2,stroke,0,0,0,L2,pre_reset,0.8335392683975046,0.1664607316024954,13
11,2,stroke,0,0,1,L1,spike50,0.6893042407614389,0.3106957592385611,14
11,2,stroke,0,0,1,L1,syn_current,0.9047697607872136,0.0952302392127864,14
11,2,stroke,0,0,1,L1,pre_reset,0.8703504696796652,0.1296495303203347,14
11,2,stroke,0,0,1,L2,spike50,0.6141587218448027,0.3858412781551973,12
11,2,stroke,0,0,1,L2,syn_current,0.6253416130859534,0.3746583869140466,14
11,2,stroke,0,0,1,L2,pre_reset,0.5954510504642777,0.4045489495357223,14
11,3,stroke,0,0,0,L1,spike50,0.7273148389977881,0.2726851610022118,13
11,3,stroke,0,0,0,L1,syn_current,0.9067322663256135,0.0932677336743863,17
11,3,stroke,0,0,0,L1,pre_reset,0.8950301795755674,0.1049698204244325,17
11,3,stroke,0,0,0,L2,spike50,0.2465413686340514,0.7534586313659486,12
11,3,stroke,0,0,0,L2,syn_current,0.358704446392065,0.641295553607935,13
11,3,stroke,0,0,0,L2,pre_reset,0.310378736042174,0.6896212639578261,13
11,3,stroke,0,0,1,L1,spike50,0.8553688869307848,0.1446311130692151,29
11,3,stroke,0,0,1,L1,syn_current,0.9529095480298766,0.0470904519701234,34
11,3,stroke,0,0,1,L1,pre_reset,0.9388136887883696,0.0611863112116303,34
11,3,stroke,0,0,1,L2,spike50,0.6249604549858712,0.3750395450141288,28
11,3,stroke,0,0,1,L2,syn_current,0.7895671556606271,0.2104328443393729,29
11,3,stroke,0,0,1,L2,pre_reset,0.7821315238406628,0.2178684761593372,29
11,3,stroke,0,0,2,L1,spike50,0.98472582781229,0.0152741721877099,16
11,3,stroke,0,0,2,L1,syn_current,0.9997353135512124,0.0002646864487875,16
11,3,stroke,0,0,2,L1,pre_reset,0.9952474721524138,0.0047525278475861,16
11,3,stroke,0,0,2,L2,spike50,0.8495444922328166,0.1504555077671834,16
11,3,stroke,0,0,2,L2,syn_current,0.9269894377508314,0.0730105622491685,16
11,3,stroke,0,0,2,L2,pre_reset,0.9220210226371954,0.0779789773628045,16
11,4,stroke,0,0,0,L1,spike50,0.7981590378272069,0.2018409621727931,36
11,4,stroke,0,0,0,L1,syn_current,0.9473818626194974,0.0526181373805025,39
11,4,stroke,0,0,0,L1,pre_reset,0.9375738972643224,0.0624261027356777,39
11,4,stroke,0,0,0,L2,spike50,0.4288634289768752,0.5711365710231249,32
11,4,stroke,0,0,0,L2,syn_current,0.4456622036142358,0.5543377963857641,36
11,4,stroke,0,0,0,L2,pre_reset,0.4158532217915592,0.5841467782084407,36
11,4,stroke,0,0,1,L1,spike50,0.8509068057032619,0.149093194296738,36
11,4,stroke,0,0,1,L1,syn_current,0.9829390498609676,0.0170609501390325,36
11,4,stroke,0,0,1,L1,pre_reset,0.9736006981816576,0.0263993018183423,36
11,4,stroke,0,0,1,L2,spike50,0.7099726178870418,0.2900273821129582,35
11,4,stroke,0,0,1,L2,syn_current,0.8072491668151761,0.1927508331848239,36
11,4,stroke,0,0,1,L2,pre_reset,0.7966776931515286,0.2033223068484714,36
11,6,stroke,0,0,0,L1,spike50,0.7375414973038522,0.2624585026961478,13
11,6,stroke,0,0,0,L1,syn_current,0.9305267454457846,0.0694732545542153,14
11,6,stroke,0,0,0,L1,pre_reset,0.9125678710784052,0.0874321289215949,14
11,6,stroke,0,0,0,L2,spike50,0.3596024966424596,0.6403975033575404,13
11,6,stroke,0,0,0,L2,syn_current,0.549114373350801,0.4508856266491989,13
11,6,stroke,0,0,0,L2,pre_reset,0.5264184867223445,0.4735815132776555,13
11,6,stroke,0,0,1,L1,spike50,0.6172152211857234,0.3827847788142766,20
11,6,stroke,0,0,1,L1,syn_current,0.929297791455353,0.070702208544647,22
11,6,stroke,0,0,1,L1,pre_reset,0.9121359258151164,0.0878640741848837,22
11,6,stroke,0,0,1,L2,spike50,0.4022575345284077,0.5977424654715923,17
11,6,stroke,0,0,1,L2,syn_current,0.6015744738739968,0.3984255261260032,20
11,6,stroke,0,0,1,L2,pre_reset,0.5662937644587195,0.4337062355412805,20
11,6,stroke,0,0,2,L1,spike50,0.9691203640012498,0.0308796359987502,19
11,6,stroke,0,0,2,L1,syn_current,0.9981735661333972,0.0018264338666028,19
11,6,stroke,0,0,2,L1,pre_reset,0.9926111996674885,0.0073888003325116,19
11,6,stroke,0,0,2,L2,spike50,0.9076647979365252,0.0923352020634746,19
11,6,stroke,0,0,2,L2,syn_current,0.9567619344235306,0.0432380655764693,19
11,6,stroke,0,0,2,L2,pre_reset,0.9524896128573734,0.0475103871426265,19
11,7,stroke,0,0,0,L1,spike50,0.7042568655059821,0.2957431344940179,19
11,7,stroke,0,0,0,L1,syn_current,0.942980522407851,0.0570194775921489,19
11,7,stroke,0,0,0,L1,pre_reset,0.929303707200647,0.0706962927993529,19
11,7,stroke,0,0,0,L2,spike50,-0.0561619219573787,1.0561619219573788,17
11,7,stroke,0,0,0,L2,syn_current,-0.1651390409614625,1.1651390409614626,19
11,7,stroke,0,0,0,L2,pre_reset,-0.2122902817455552,1.2122902817455552,19
11,7,stroke,0,0,1,L1,spike50,0.8377526124511188,0.1622473875488812,33
11,7,stroke,0,0,1,L1,syn_current,0.9622292301838912,0.0377707698161087,37
11,7,stroke,0,0,1,L1,pre_reset,0.9552997858937532,0.0447002141062466,37
11,7,stroke,0,0,1,L2,spike50,0.6185261889711928,0.3814738110288072,32
11,7,stroke,0,0,1,L2,syn_current,0.7460176172077632,0.2539823827922368,33
11,7,stroke,0,0,1,L2,pre_reset,0.7105838022724575,0.2894161977275424,33
11,8,stroke,0,0,0,L1,spike50,1.0,0.0,12
11,8,stroke,0,0,0,L1,syn_current,1.0,0.0,16
11,8,stroke,0,0,0,L1,pre_reset,1.0,0.0,16
11,8,stroke,0,0,0,L2,spike50,1.0,0.0,12
11,8,stroke,0,0,0,L2,syn_current,1.0,0.0,12
11,8,stroke,0,0,0,L2,pre_reset,1.0,0.0,12
11,8,stroke,0,0,1,L1,spike50,0.8830500508428026,0.1169499491571973,15
11,8,stroke,0,0,1,L1,syn_current,0.9566011928656288,0.0433988071343712,15
11,8,stroke,0,0,1,L1,pre_reset,0.9430277954984656,0.0569722045015343,15
11,8,stroke,0,0,1,L2,spike50,-0.0350488778137856,1.0350488778137856,15
11,8,stroke,0,0,1,L2,syn_current,0.1532161659310029,0.846783834068997,15
11,8,stroke,0,0,1,L2,pre_reset,0.1590486688108129,0.8409513311891871,15
11,8,stroke,0,0,2,L1,spike50,0.8990624413058748,0.1009375586941252,25
11,8,stroke,0,0,2,L1,syn_current,0.9731387244765888,0.0268612755234113,25
11,8,stroke,0,0,2,L1,pre_reset,0.9612821387014314,0.0387178612985685,25
11,8,stroke,0,0,2,L2,spike50,0.7420598264774482,0.2579401735225518,25
11,8,stroke,0,0,2,L2,syn_current,0.8483154359945376,0.1516845640054623,25
