epoch,train_ba,val_ba,train_loss,val_mean_loss,val_sum_loss,val_mean_logit_l2,val_sum_logit_l2,val_mean_grad_w_fro,val_sum_grad_w_fro,val_mean_corr_length_logit_l2,val_sum_corr_length_logit_l2,val_mean_corr_length_grad_w_fro,val_sum_corr_length_grad_w_fro
1.0,0.10107556576896198,0.10519480519480519,2.489356868238334,2.4800240993499756,3.6197190284729004,0.048473943024873734,4.460176944732666,0.28965508937835693,29.81852149963379,0.04044922580847448,0.14005227035541848,0.03967755137707976,0.12080832396131551
2.0,0.09528322044831478,0.09623015873015872,2.4747694277311973,2.472710371017456,3.9750490188598633,0.06872200220823288,6.4037766456604,0.30709773302078247,28.616518020629883,0.06912714094181072,0.15709068136694074,0.04962194219892121,0.08001146152248785
3.0,0.09344742783422029,0.10515873015873016,2.4633237732872497,2.46490478515625,5.032536506652832,0.10524190217256546,9.851022720336914,0.38061973452568054,35.281150817871094,0.08522655882237605,0.17333144368041292,0.06213044673867279,0.07829951174610622
4.0,0.0986949685534591,0.1121031746031746,2.4521134125386173,2.4560701847076416,6.399847030639648,0.15904732048511505,14.954160690307617,0.4823782444000244,45.06233596801758,0.1041960500911049,0.1972118811387903,0.0829376631224056,0.11174163648751985
5.0,0.1051480607966457,0.10714285714285715,2.440655264714909,2.444429636001587,8.219705581665039,0.23342226445674896,21.94692611694336,0.6086784601211548,56.524024963378906,0.11359267084959312,0.21403905497050746,0.09504483968272959,0.11162777017359547
6.0,0.11840539832285114,0.11408730158730157,2.4278174940362036,2.4330129623413086,9.436951637268066,0.3068538308143616,28.94611930847168,0.7022156715393066,70.01106262207031,0.12839872653564133,0.2287796170703159,0.10725413885409019,0.1530037944433344
7.0,0.13546383647798743,0.12103174603174603,2.413808910859021,2.4196035861968994,10.211678504943848,0.39435893297195435,37.296504974365234,0.7978441119194031,78.84190368652344,0.14109455383914915,0.24409165695845278,0.11927779911313649,0.16937777904439846
8.0,0.1382115787776165,0.1259920634920635,2.396728070795844,2.40832257270813,10.83178997039795,0.4773889183998108,45.157222747802734,0.8881947994232178,89.71394348144531,0.14649171105381822,0.25023927714877686,0.1247346365375117,0.16456764926951933
9.0,0.15195795033059187,0.09821428571428571,2.380291683948799,2.394838333129883,11.691681861877441,0.5689662098884583,53.942657470703125,0.9766103029251099,109.80865478515625,0.15961819531320967,0.2632275112805054,0.1384246407111212,0.20649354201122164
10.0,0.16799836271927468,0.12678571428571428,2.3623639293874192,2.3817670345306396,11.597271919250488,0.6339571475982666,60.05644607543945,1.0461257696151733,113.49797821044922,0.16136461429925025,0.2675570084184025,0.1404910501038686,0.197004829321775
11.0,0.18646046112634163,0.13015873015873017,2.342022072632834,2.3655991554260254,12.448736190795898,0.7096655964851379,67.23346710205078,1.1267248392105103,117.4009017944336,0.1681533284418274,0.2771458512178141,0.14378924021840886,0.16866391096140096
12.0,0.18957487815585303,0.13373015873015873,2.319394489163581,2.345776081085205,14.497225761413574,0.8231167793273926,77.9427261352539,1.241361141204834,133.2118682861328,0.17479684584153427,0.2873709374417856,0.14908308036782772,0.18515532380291289
13.0,0.2129262865308463,0.17321428571428568,2.295451761317951,2.3240182399749756,14.48358154296875,0.8967257738113403,84.9428482055664,1.3068263530731201,123.6806640625,0.1824509927231137,0.29738860776020054,0.1557601914015704,0.1556773264494467
