epoch,train_ba,val_ba,train_loss,val_mean_loss,val_sum_loss,val_mean_logit_l2,val_sum_logit_l2,val_mean_grad_w_fro,val_sum_grad_w_fro,val_mean_corr_length_logit_l2,val_sum_corr_length_logit_l2,val_mean_corr_length_grad_w_fro,val_sum_corr_length_grad_w_fro
1.0,0.09162259767855552,0.10416666666666667,2.486203726310533,2.484236478805542,2.9047839641571045,0.022389868274331093,2.101940631866455,0.16002577543258667,17.929201126098633,0.0774851821786388,0.14363305545941865,0.0946937041256797,0.1430895959695693
2.0,0.09853778789105276,0.10615079365079365,2.477834981402924,2.481350898742676,2.7952260971069336,0.02795702964067459,2.6115224361419678,0.1685819774866104,17.126008987426758,0.06513194477449227,0.1351884279974558,0.08564043587393898,0.16537841841493575
3.0,0.10726601659264591,0.07539682539682539,2.470038527670908,2.4779915809631348,3.0854930877685547,0.046491872519254684,4.322572708129883,0.2212095558643341,23.71186065673828,0.05905669296882125,0.13216019209214197,0.082142993395253,0.16692180512814808
4.0,0.11771795319751292,0.07738095238095238,2.4590279091656106,2.471216917037964,3.8921401500701904,0.08844835311174393,8.236274719238281,0.33698904514312744,37.9073371887207,0.0709772584217902,0.15463759607415645,0.08938441445506837,0.19458039366905922
5.0,0.12375777204393557,0.12003968253968254,2.4443459301520134,2.4604685306549072,5.223696708679199,0.16279107332229614,15.158533096313477,0.5037458539009094,55.0789680480957,0.08227985304475277,0.18079500547076344,0.10048377382473322,0.19712616332564434
6.0,0.1409943064738662,0.13194444444444445,2.4273127943226065,2.446855068206787,7.592068195343018,0.282127320766449,26.269128799438477,0.7237252593040466,82.92382049560547,0.0961025102513407,0.21004837645361113,0.11001381826249455,0.20091283898477794
7.0,0.14431846789944272,0.15277777777777776,2.4102997197136413,2.4296185970306396,10.068314552307129,0.4309769868850708,40.014225006103516,0.9453772306442261,99.70994567871094,0.09781932302906741,0.2296453417712018,0.10273279999754172,0.18316390675533886
8.0,0.1485804932896128,0.18452380952380953,2.390624295823956,2.412491798400879,11.428288459777832,0.5442609786987305,50.57017135620117,1.0870108604431152,98.99213409423828,0.1069662861767385,0.2464266534361703,0.10810270143184993,0.12885065908272142
9.0,0.1840441505850311,0.15178571428571427,2.372166904032538,2.396587371826172,12.81717586517334,0.653563916683197,60.72539520263672,1.20032799243927,110.92089080810547,0.11067842294231596,0.2537089243714175,0.10792712791915955,0.12961508638776487
10.0,0.20546647942088192,0.16567460317460317,2.3479461251355693,2.3810410499572754,12.739212036132812,0.728743314743042,67.79270935058594,1.2688651084899902,116.41728210449219,0.1180939752569134,0.26196821869935993,0.11769117693448072,0.13426086683402624
11.0,0.23577822349441846,0.2041005291005291,2.322380677352879,2.36385178565979,13.290339469909668,0.8168013095855713,75.91158294677734,1.350773572921753,118.74468994140625,0.11773115996734879,0.26644812225440867,0.11860418535492231,0.1224985678203217
