architecture,linear_test_ba_mean,linear_test_ba_std,lif_test_ba_mean,lif_test_ba_std,lif_penalty_mean,lif_penalty_std,l1_whole_ba_mean,l1_whole_ba_std,l1_fixed250_ba_mean,l1_fixed250_ba_std,l2_whole_ba_mean,l2_whole_ba_std,l2_fixed250_ba_mean,l2_fixed250_ba_std,l1_temporal_gain_mean,l1_temporal_gain_std,l2_temporal_gain_mean,l2_temporal_gain_std,l2_minus_l1_whole_mean,l2_minus_l1_whole_std,l2_minus_l1_fixed250_mean,l2_minus_l1_fixed250_std,best_epoch_mean,best_epoch_std
234x234,0.5625175750175749,0.030017401609721998,0.5230054667554668,0.03455597223543947,0.03951210826210825,0.028315629281822418,0.5864894364894365,0.03402522080350073,0.5421122858622858,0.02961314580871871,0.5693436193436193,0.02955890965818215,0.5868767806267806,0.01650548546770086,-0.044377150627150676,0.00933698538235661,0.01753316128316129,0.04323494016342746,-0.0171458171458172,0.019331780053440505,0.04476449476449477,0.04014428044620805,90.33333333333333,3.511884584284246
123x234,0.5539985477485477,0.03394549955639538,0.5151929089429089,0.031013964080878066,0.03880563880563883,0.03549926304205119,0.5378256003256002,0.014092608660762061,0.5180629555629556,0.047278327337562695,0.5657689532689533,0.030398299829560337,0.5939817127317127,0.02710584616389376,-0.019762644762644777,0.03521050945232047,0.028212759462759546,0.03315113726143383,0.02794335294335289,0.026412953811241723,0.07591875716875722,0.07297239630007028,78.0,19.467922333931785
123x123,0.5577029452029452,0.029485419826834443,0.48544603544603543,0.02457718889508497,0.07225690975690974,0.03957633258287088,0.5513333888333888,0.020216841815840554,0.5278603341103341,0.03969185146535559,0.5643032893032892,0.01888848382157435,0.5897607022607022,0.036954046728790685,-0.023473054723054738,0.05177591885435923,0.025457412957412957,0.053541993674366364,0.01296990046990043,0.01738147641009756,0.061900368150368125,0.0304030364135421,86.0,15.874507866387544
123x345,0.5251859251859251,0.03534305320193727,0.4801066988566988,0.012614703584512846,0.04507922632922636,0.026250830502396353,0.5091928904428904,0.021593557617431414,0.5132036944536944,0.009931424234855865,0.515612628112628,0.05045953804149535,0.5520250582750582,0.06130405463656139,0.004010804010803985,0.025572090329143978,0.0364124301624302,0.016342783651301252,0.006419737669737598,0.06670449254499405,0.03882136382136381,0.06914595534167722,87.66666666666667,13.051181300301263
234x345,0.525587838087838,0.02229187691392111,0.474793956043956,0.04218001746516646,0.05079388204388202,0.01998024831824472,0.5255186942686941,0.014955811008027868,0.536675592925593,0.03303042592251047,0.5579476079476079,0.03648881176831293,0.5456527269027268,0.0030544658410342363,0.011156898656898728,0.042929168434048044,-0.012294881044881079,0.033569314308626114,0.032428913678913686,0.02664215050141791,0.00897713397713388,0.033667280812556766,83.33333333333333,14.640127503998501
