boundary_class,boundary_type,offset_steps,layer,state,transition_mean,transition_std,transition_count
real,press,-6,L1,syn_current,0.07263244976743344,0.13118607823243816,885
real,press,-6,L1,pre_reset,0.0429148263283181,0.07979888403817868,885
real,press,-6,L2,spike50,0.036464429727924096,0.0418341373725626,514
real,press,-6,L2,syn_current,0.041887888529444896,0.05867223106531257,528
real,press,-6,L2,pre_reset,0.023219946781683806,0.0380350511733597,528
real,press,-5,L1,spike50,0.06953392539713533,0.07023147712942153,539
real,press,-5,L1,syn_current,0.07338491505182765,0.12565937263725785,885
real,press,-5,L1,pre_reset,0.042382107818057506,0.07690365959878703,885
real,press,-5,L2,spike50,0.036500018642565836,0.04455433901352693,524
real,press,-5,L2,syn_current,0.04429079325142617,0.06707934166532074,543
real,press,-5,L2,pre_reset,0.02423358417263575,0.03819575127477945,543
real,press,-4,L1,spike50,0.06858911072688927,0.07310608642982158,555
real,press,-4,L1,syn_current,0.07404206064999351,0.13115913051031028,885
real,press,-4,L1,pre_reset,0.044407647250320675,0.08768093845004896,885
real,press,-4,L2,spike50,0.03933597728546364,0.05660189242162832,536
real,press,-4,L2,syn_current,0.047325182962527516,0.07515975136655147,560
real,press,-4,L2,pre_reset,0.026232985241915644,0.04532587772055377,560
real,press,-3,L1,spike50,0.07663907282661997,0.08602846005280101,573
real,press,-3,L1,syn_current,0.09211160967205227,0.13120649398856005,888
real,press,-3,L1,pre_reset,0.05070927622131197,0.07264097717314974,888
real,press,-3,L2,spike50,0.044026962039580946,0.0613661985161666,548
real,press,-3,L2,syn_current,0.06208445972446929,0.09839512253413954,581
real,press,-3,L2,pre_reset,0.03475281137277634,0.06280554936465248,581
real,press,-2,L1,spike50,0.07860911892406502,0.084159740793159,612
real,press,-2,L1,syn_current,0.08621838630533603,0.1289994970576812,888
real,press,-2,L1,pre_reset,0.04955139984156413,0.07888481813040092,888
real,press,-2,L2,spike50,0.044163506237776276,0.050273628910364764,564
real,press,-2,L2,syn_current,0.07502947336090666,0.12957767154971747,620
real,press,-2,L2,pre_reset,0.043211742426994604,0.09105775829050596,620
real,press,-1,L1,spike50,0.08447655614475891,0.09349859573041157,646
real,press,-1,L1,syn_current,0.08031194371088253,0.11118395063879448,888
real,press,-1,L1,pre_reset,0.045196852895274316,0.05915353674857523,888
real,press,-1,L2,spike50,0.055704248971586615,0.08542503196780138,595
real,press,-1,L2,syn_current,0.08896151931633942,0.14478297826635267,655
real,press,-1,L2,pre_reset,0.05140640226082329,0.09892059871160981,655
real,press,0,L1,spike50,0.07977378638520723,0.080254960633888,684
real,press,0,L1,syn_current,0.0899024409933538,0.13358377020302137,888
real,press,0,L1,pre_reset,0.05390820333437249,0.08013314905743986,888
real,press,0,L2,spike50,0.05705927369230718,0.07825038221994401,629
real,press,0,L2,syn_current,0.08522654595484247,0.11976569866536017,693
real,press,0,L2,pre_reset,0.04841738594562126,0.07483129877207018,693
real,press,1,L1,spike50,0.10307643605093987,0.135709125896506,724
real,press,1,L1,syn_current,0.09544072417810379,0.13808719928366606,888
real,press,1,L1,pre_reset,0.05690508742970391,0.08084193875478277,888
real,press,1,L2,spike50,0.061251045818328,0.08694617840533479,660
real,press,1,L2,syn_current,0.10906767739054142,0.17009274848001396,731
real,press,1,L2,pre_reset,0.06412324380204067,0.11356170370452594,731
real,press,2,L1,spike50,0.0980546118366312,0.11769379865116941,775
real,press,2,L1,syn_current,0.06651499156467643,0.08656473491433059,888
real,press,2,L1,pre_reset,0.04090625059553469,0.0417222072764692,888
real,press,2,L2,spike50,0.06949085534707586,0.10238569378949848,711
real,press,2,L2,syn_current,0.10036858410464387,0.14683760403950755,779
real,press,2,L2,pre_reset,0.05956336317858362,0.09750667667866995,779
real,press,3,L1,spike50,0.08503698058674525,0.08822747779021967,815
real,press,3,L1,syn_current,0.056613818689750045,0.06911292341079738,888
real,press,3,L1,pre_reset,0.03623676835381319,0.030688538571474046,888
real,press,3,L2,spike50,0.06435816678243139,0.0862867170668468,756
real,press,3,L2,syn_current,0.08552403496039496,0.13482658141142564,818
real,press,3,L2,pre_reset,0.0500020285897847,0.0909989621476163,818
real,press,4,L1,spike50,0.08368964127697269,0.09302936809637238,840
real,press,4,L1,syn_current,0.05712243326207344,0.06618473355081642,888
real,press,4,L1,pre_reset,0.03507944262840293,0.02798255716817169,888
real,press,4,L2,spike50,0.059682107970412096,0.08890862519101586,792
real,press,4,L2,syn_current,0.07930891610693236,0.1166419751884689,842
real,press,4,L2,pre_reset,0.04574047274493172,0.08234191484604914,842
real,press,5,L1,spike50,0.07679987707317433,0.07250671377003104,857
real,press,5,L1,syn_current,0.05244282522439721,0.07361551938272869,888
real,press,5,L1,pre_reset,0.03471465959079826,0.03707000039373497,888
real,press,5,L2,spike50,0.050426422542733204,0.06437846443106891,822
real,press,5,L2,syn_current,0.06750643275114779,0.09887380493914501,858
real,press,5,L2,pre_reset,0.03755923336780796,0.06362627781676426,858
real,press,6,L1,spike50,0.0738541856730502,0.06425632881383864,873
real,press,6,L1,syn_current,0.04460479031171348,0.06109092942745117,888
real,press,6,L1,pre_reset,0.03110067225788236,0.024438976595725373,888
real,press,6,L2,spike50,0.0449972419488601,0.06061190590722543,842
real,press,6,L2,syn_current,0.05864371225952459,0.0916249952716644,876
real,press,6,L2,pre_reset,0.03238374981275553,0.06400706737921563,876
real,press,7,L1,spike50,0.06582416005117586,0.05275569008874378,876
real,press,7,L1,syn_current,0.044670330755714444,0.06397824459941086,888
real,press,7,L1,pre_reset,0.031572512067229254,0.029304736701422616,888
real,press,7,L2,spike50,0.0407983951050675,0.05865188732829499,863
real,press,7,L2,syn_current,0.046218746510519756,0.06325461118978012,879
real,press,7,L2,pre_reset,0.023618695327092692,0.03451247893987716,879
real,press,8,L1,spike50,0.06602866613306821,0.04911461459222935,875
real,press,8,L1,syn_current,0.042299484679685445,0.057503744706009746,888
real,press,8,L1,pre_reset,0.029247167128012022,0.02243086479857322,888
real,press,8,L2,spike50,0.034605647805556874,0.03846455110265518,871
real,press,8,L2,syn_current,0.043037645681010255,0.06554832457916754,879
real,press,8,L2,pre_reset,0.021348709942020823,0.032931690915385704,879
real,press,9,L1,spike50,0.06530043270808686,0.05637239839831379,877
real,press,9,L1,syn_current,0.040859860718047876,0.058265577194468114,888
real,press,9,L1,pre_reset,0.02887384551910694,0.02413789686705398,888
real,press,9,L2,spike50,0.02972073795454311,0.020556334204469333,873
real,press,9,L2,syn_current,0.03528512713081928,0.04011493560916745,881
real,press,9,L2,pre_reset,0.0171611241945433,0.01874274454846274,881
real,press,10,L1,spike50,0.06582453046556451,0.04537118870833123,877
real,press,10,L1,syn_current,0.05090387142171385,0.06254900644910047,888
real,press,10,L1,pre_reset,0.032625370891526714,0.026763881183324647,888
real,press,10,L2,spike50,0.029230924803024104,0.01878686678329585,874
real,press,10,L2,syn_current,0.03922579976608551,0.0480619254455745,883
real,press,10,L2,pre_reset,0.01872679447939871,0.024515078941858365,883
real,press,11,L1,spike50,0.06345310888040528,0.04619467397071797,879
real,press,11,L1,syn_current,0.041467764990260086,0.059540982009850446,888
real,press,11,L1,pre_reset,0.029151192720540522,0.026009954313190236,888
real,press,11,L2,spike50,0.028353133410453507,0.017931118001268495,875
real,press,11,L2,syn_current,0.03683744836733708,0.05424014440856032,883
real,press,11,L2,pre_reset,0.01848414286255263,0.030556315592056786,883
real,press,12,L1,spike50,0.06177301246824485,0.04264953601863455,880
real,press,12,L1,syn_current,0.03825386681861202,0.05282827334326135,888
real,press,12,L1,pre_reset,0.027377346663437538,0.02307211547964222,888
real,press,12,L2,spike50,0.02825820576100509,0.01954181348313168,876
real,press,12,L2,syn_current,0.037140772480650494,0.0471250284961033,884
real,press,12,L2,pre_reset,0.018141595936286895,0.02523052492842976,884
real,press,13,L1,spike50,0.056942690791055815,0.04223963287480819,881
real,press,13,L1,syn_current,0.036384950873848014,0.05678584933587415,888
real,press,13,L1,pre_reset,0.026779577682196878,0.024902752361106936,888
real,press,13,L2,spike50,0.02895815102638402,0.026586315835116798,879
real,press,13,L2,syn_current,0.03317848016829623,0.041494496126262624,884
real,press,13,L2,pre_reset,0.01660677812871169,0.021738572687878793,884
real,press,14,L1,spike50,0.05584576367693797,0.039533064406704364,881
real,press,14,L1,syn_current,0.035899131316469636,0.0569417145972376,888
real,press,14,L1,pre_reset,0.026775976786345093,0.02564497959901942,888
real,press,14,L2,spike50,0.028030512824262693,0.018151424961398512,880
real,press,14,L2,syn_current,0.033637994616001435,0.04415153139000528,885
real,press,14,L2,pre_reset,0.016998623499900018,0.023453668057183952,885
real,press,15,L1,spike50,0.053423234945131716,0.03598946544275487,881
real,press,15,L1,syn_current,0.03483535674507577,0.05630439296231608,888
real,press,15,L1,pre_reset,0.026419343838618898,0.024638004090218994,888
real,press,15,L2,spike50,0.027776088016905,0.02339406312404463,881
real,press,15,L2,syn_current,0.03161173455981038,0.04042018718498647,885
real,press,15,L2,pre_reset,0.01626257208897314,0.02347876096869269,885
real,press,16,L1,spike50,0.055325501523068324,0.03626617135389936,881
real,press,16,L1,syn_current,0.037625652775566426,0.054544700553792534,888
real,press,16,L1,pre_reset,0.026919498062627365,0.02340461773649916,888
real,press,16,L2,spike50,0.028441291126394704,0.020836163838180172,882
real,press,16,L2,syn_current,0.03259827173626561,0.041323019808972336,885
real,press,16,L2,pre_reset,0.016743325132533123,0.022754106752527613,885
real,lift,-16,L1,spike50,0.08203331080535194,0.10116851623386391,769
real,lift,-16,L1,syn_current,0.06550172812424196,0.1015278576828502,888
real,lift,-16,L1,pre_reset,0.04015806324603372,0.05738040835518003,888
real,lift,-16,L2,spike50,0.04818771786793229,0.07744274021808822,733
real,lift,-16,L2,syn_current,0.06611923694791157,0.10541597684844296,776
real,lift,-16,L2,pre_reset,0.03615441791538311,0.06607428846558086,776
real,lift,-15,L1,spike50,0.08070364727897367,0.09771617973006173,795
real,lift,-15,L1,syn_current,0.051837743963639354,0.07770065817195718,888
real,lift,-15,L1,pre_reset,0.033383236108675406,0.03483464931278733,888
real,lift,-15,L2,spike50,0.04787590156778688,0.06932470365907277,751
real,lift,-15,L2,syn_current,0.06898908294915485,0.11881688038582398,800
real,lift,-15,L2,pre_reset,0.04063610088247769,0.08445657903290074,800
real,lift,-14,L1,spike50,0.07648206402947669,0.08475836100082086,809
real,lift,-14,L1,syn_current,0.06499189153325594,0.1001056637811518,888
real,lift,-14,L1,pre_reset,0.03957103375063279,0.04896785397107328,888
real,lift,-14,L2,spike50,0.04772658713646234,0.06949434380160331,777
real,lift,-14,L2,syn_current,0.06781671722478823,0.1174272928411432,818
real,lift,-14,L2,pre_reset,0.038630415588324515,0.07549983534255682,818
real,lift,-13,L1,spike50,0.08060260000871611,0.08932660482351884,831
real,lift,-13,L1,syn_current,0.06292800971774812,0.09753845922475174,888
real,lift,-13,L1,pre_reset,0.03966009790157664,0.055033112431792534,888
real,lift,-13,L2,spike50,0.05015924714309258,0.07698439010006314,805
real,lift,-13,L2,syn_current,0.06791300841685773,0.11164767270615826,839
real,lift,-13,L2,pre_reset,0.037896239052884764,0.06792918652613593,839
real,lift,-12,L1,spike50,0.07490908081554379,0.06920655694309204,845
real,lift,-12,L1,syn_current,0.05216601394181333,0.0702366775199235,888
real,lift,-12,L1,pre_reset,0.03403702276404146,0.030029168678471062,888
real,lift,-12,L2,spike50,0.04501522643035398,0.0660541126093908,824
real,lift,-12,L2,syn_current,0.060575555221095055,0.09620967278769947,851
real,lift,-12,L2,pre_reset,0.03427567074788822,0.06304287601709177,851
real,lift,-11,L1,spike50,0.07339220624947891,0.06354695169850325,862
real,lift,-11,L1,syn_current,0.05770160919286629,0.08120400145557621,888
real,lift,-11,L1,pre_reset,0.03758715720271796,0.04332269762242694,888
real,lift,-11,L2,spike50,0.04339563067985956,0.056954965867624885,846
real,lift,-11,L2,syn_current,0.06014352789000341,0.08775142993643034,864
real,lift,-11,L2,pre_reset,0.033355435209714075,0.05425238159654624,864
real,lift,-10,L1,spike50,0.07102814378050734,0.06005428678427416,872
real,lift,-10,L1,syn_current,0.05694016362742416,0.071249783034212,888
real,lift,-10,L1,pre_reset,0.03661090801652577,0.03291751815659065,888
real,lift,-10,L2,spike50,0.042548777103066045,0.05734386070026756,861
real,lift,-10,L2,syn_current,0.05903275901466815,0.09134041251899598,873
real,lift,-10,L2,pre_reset,0.03276667652254962,0.06333637118456553,873
real,lift,-9,L1,spike50,0.06657463835996397,0.05117153079118023,884
real,lift,-9,L1,syn_current,0.04820407744047269,0.06015223188053022,888
real,lift,-9,L1,pre_reset,0.033078921606911685,0.02631671066687147,888
real,lift,-9,L2,spike50,0.039287078723459976,0.03925773013456585,873
real,lift,-9,L2,syn_current,0.05339159386121776,0.07153272383587596,884
real,lift,-9,L2,pre_reset,0.02875101696141119,0.03960395068083196,884
real,lift,-8,L1,spike50,0.059129571065145124,0.036815910475740274,887
real,lift,-8,L1,syn_current,0.0434439687580836,0.05913649373438122,888
real,lift,-8,L1,pre_reset,0.031314723640665676,0.026102035693775498,888
real,lift,-8,L2,spike50,0.03605642474672534,0.0330001705998295,880
real,lift,-8,L2,syn_current,0.04462354267900411,0.053802513908644364,887
real,lift,-8,L2,pre_reset,0.023903360818812256,0.031113393415200374,887
real,lift,-7,L1,spike50,0.05700169771964861,0.037425958539184845,888
real,lift,-7,L1,syn_current,0.03831476277028729,0.051522555598831864,888
real,lift,-7,L1,pre_reset,0.028431649388821464,0.022408050281410043,888
real,lift,-7,L2,spike50,0.0341833617008827,0.031062607392648846,883
real,lift,-7,L2,syn_current,0.04418535928616878,0.06206500896697351,888
real,lift,-7,L2,pre_reset,0.02353489724048574,0.035079229243774206,888
real,lift,-6,L1,spike50,0.056475258483893724,0.034964069817056506,888
real,lift,-6,L1,syn_current,0.039994998163481836,0.06196960427437358,888
real,lift,-6,L1,pre_reset,0.0294880945557328,0.03066581057131227,888
real,lift,-6,L2,spike50,0.03234164988179697,0.024931006397444066,885
real,lift,-6,L2,syn_current,0.03753916079495212,0.04268445472452201,888
real,lift,-6,L2,pre_reset,0.02018547599452503,0.026689120557250343,888
real,lift,-5,L1,spike50,0.05823130757990348,0.040870797120532966,888
real,lift,-5,L1,syn_current,0.04045499192216309,0.06058771796246426,888
real,lift,-5,L1,pre_reset,0.029030486821763662,0.026912727773962038,888
real,lift,-5,L2,spike50,0.030389816868506135,0.01847416851194664,885
real,lift,-5,L2,syn_current,0.03732129187227523,0.042630366971847654,888
real,lift,-5,L2,pre_reset,0.019805402204127114,0.024718273813713713,888
real,lift,-4,L1,spike50,0.0548846709512535,0.03801798029461331,888
real,lift,-4,L1,syn_current,0.03379695737547065,0.045211042228103016,888
real,lift,-4,L1,pre_reset,0.026053520685476287,0.019196232779869194,888
real,lift,-4,L2,spike50,0.029623817408780423,0.022436069793095127,887
real,lift,-4,L2,syn_current,0.0356640550978666,0.04064952504262182,888
real,lift,-4,L2,pre_reset,0.018605154729883763,0.022080434966494054,888
real,lift,-3,L1,spike50,0.05363562892256885,0.03479830180973214,888
real,lift,-3,L1,syn_current,0.037081383344466964,0.05713246314069877,888
real,lift,-3,L1,pre_reset,0.02746352245444258,0.025074447074890864,888
real,lift,-3,L2,spike50,0.029089216030666276,0.018488940157077995,888
real,lift,-3,L2,syn_current,0.034564804753976525,0.03958853644626908,888
real,lift,-3,L2,pre_reset,0.018171871077706497,0.023803063930576504,888
real,lift,-2,L1,spike50,0.049195905520581014,0.02846731451329387,888
real,lift,-2,L1,syn_current,0.036474711114505294,0.055380189502435624,888
real,lift,-2,L1,pre_reset,0.02720678568561661,0.02562566380653815,888
real,lift,-2,L2,spike50,0.028401377460373817,0.015007296420304858,888
real,lift,-2,L2,syn_current,0.0314008047164188,0.030627356492004702,888
real,lift,-2,L2,pre_reset,0.01658500220458134,0.019885250068827916,888
real,lift,-1,L1,spike50,0.05409631264016602,0.041110808216441586,886
real,lift,-1,L1,syn_current,0.04031621597753183,0.057242190619412374,888
real,lift,-1,L1,pre_reset,0.028814253904038654,0.02571408986666083,888
real,lift,-1,L2,spike50,0.028266564335292094,0.01686332060678969,888
real,lift,-1,L2,syn_current,0.034004321238905115,0.03803943139264236,888
real,lift,-1,L2,pre_reset,0.017455718893347287,0.021906288187024357,888
real,lift,0,L1,spike50,0.054104654506868514,0.04096513507734192,886
real,lift,0,L1,syn_current,0.04359244183859649,0.06851991552232856,888
real,lift,0,L1,pre_reset,0.030146193289719674,0.03030093919118163,888
real,lift,0,L2,spike50,0.028298487009432282,0.01511664942097397,888
real,lift,0,L2,syn_current,0.035043316443455326,0.040303278098076205,888
real,lift,0,L2,pre_reset,0.018484490216410746,0.024862577226774842,888
real,lift,1,L1,spike50,0.054516942182044816,0.03526021117785083,888
real,lift,1,L1,syn_current,0.04909330584237789,0.07069877983670929,888
real,lift,1,L1,pre_reset,0.03278266126169974,0.03299326159920167,888
real,lift,1,L2,spike50,0.02826571907524107,0.01552374195917725,888
real,lift,1,L2,syn_current,0.03730290555378284,0.04022233841034295,888
real,lift,1,L2,pre_reset,0.01885725371205011,0.022771305202540806,888
real,lift,2,L1,spike50,0.05241964589463461,0.030450040097672843,888
real,lift,2,L1,syn_current,0.04307241044394772,0.06115017796832361,888
real,lift,2,L1,pre_reset,0.029887535866888255,0.02600027961795162,888
real,lift,2,L2,spike50,0.029591319804324803,0.01604628965291047,888
real,lift,2,L2,syn_current,0.03713341442307256,0.03795677554567811,888
real,lift,2,L2,pre_reset,0.019389912642980157,0.021932735967881978,888
real,lift,3,L1,spike50,0.05137992241685092,0.029036612879579506,888
real,lift,3,L1,syn_current,0.04044593431804384,0.05195582332588692,888
real,lift,3,L1,pre_reset,0.028760485610668962,0.02280156121860125,888
real,lift,3,L2,spike50,0.030211412523419995,0.01605087453784903,888
real,lift,3,L2,syn_current,0.039188761067849964,0.04352459298903943,888
real,lift,3,L2,pre_reset,0.020287203430055196,0.02557844997858317,888
real,lift,4,L1,spike50,0.053674107766782435,0.03248245779992496,888
real,lift,4,L1,syn_current,0.04855772558967451,0.06166158171227807,888
real,lift,4,L1,pre_reset,0.03176734639109324,0.027719742226931264,888
real,lift,4,L2,spike50,0.030694424540500576,0.0157720740270353,888
real,lift,4,L2,syn_current,0.04240797790414758,0.04470775646623613,888
real,lift,4,L2,pre_reset,0.021199522494722782,0.024966543941012286,888
real,lift,5,L1,spike50,0.052868069197238916,0.028767478347109094,888
real,lift,5,L1,syn_current,0.038137348788105194,0.05131150838213034,888
real,lift,5,L1,pre_reset,0.028467605404180574,0.022329208009993034,888
real,lift,5,L2,spike50,0.03133683012956733,0.01617508800290951,888
real,lift,5,L2,syn_current,0.042653264415660884,0.04844386161780462,888
real,lift,5,L2,pre_reset,0.022292781547788233,0.031191694234681898,888
real,lift,6,L1,spike50,0.04991689168509032,0.028157480755374123,888
real,lift,6,L1,syn_current,0.03993622955503829,0.05859630551534358,888
real,lift,6,L1,pre_reset,0.029229813083690017,0.026389230660532295,888
real,lift,6,L2,spike50,0.03182904006441131,0.016231453548429527,888
real,lift,6,L2,syn_current,0.04149419331659808,0.04615815981131638,888
real,lift,6,L2,pre_reset,0.021673733535732737,0.027039999701123096,888
real,lift,7,L1,spike50,0.049848206964909006,0.02571673518853296,888
real,lift,7,L1,syn_current,0.04073370038907542,0.058097831936972634,888
real,lift,7,L1,pre_reset,0.02940602998849452,0.02609649839527329,888
real,lift,7,L2,spike50,0.03250187301352308,0.0167184313283127,888
real,lift,7,L2,syn_current,0.04120812330635406,0.04327004668653234,888
real,lift,7,L2,pre_reset,0.021848319881910633,0.025650305403214176,888
real,lift,8,L1,spike50,0.05022214303061346,0.028375605068016077,888
real,lift,8,L1,syn_current,0.03996058503537502,0.0540068501901463,888
real,lift,8,L1,pre_reset,0.02889375088434362,0.02298632551154765,888
real,lift,8,L2,spike50,0.03245849139863157,0.01826504990375009,888
real,lift,8,L2,syn_current,0.04129763464513122,0.043842203095390386,888
real,lift,8,L2,pre_reset,0.022550248572577314,0.028384649432560666,888
real,lift,9,L1,spike50,0.051369244910756305,0.028139512838830403,888
real,lift,9,L1,syn_current,0.044280698216508894,0.06303081375861286,888
real,lift,9,L1,pre_reset,0.03126211353566178,0.030365256253685715,888
real,lift,9,L2,spike50,0.03218940485647443,0.01725787167490679,888
real,lift,9,L2,syn_current,0.04204903736726498,0.04687996798029382,888
real,lift,9,L2,pre_reset,0.022518560090695888,0.02757142080050335,888
real,lift,10,L1,spike50,0.049115512727536344,0.029104516136950243,888
real,lift,10,L1,syn_current,0.033770832961589385,0.05273807137534904,888
real,lift,10,L1,pre_reset,0.02648089814773244,0.02326074360369099,888
real,lift,10,L2,spike50,0.03162146166801465,0.017773379202642128,888
real,lift,10,L2,syn_current,0.03535433251255114,0.035295267060011126,888
real,lift,10,L2,pre_reset,0.019619751597657487,0.023759089902816742,888
real,lift,11,L1,spike50,0.04722153588818174,0.02460989772125262,888
real,lift,11,L1,syn_current,0.026418104935776888,0.03940571955103248,888
real,lift,11,L1,pre_reset,0.02242805599537048,0.01590153484207101,888
real,lift,11,L2,spike50,0.030122791086169696,0.015496759260338309,888
real,lift,11,L2,syn_current,0.031248753865936934,0.029229720928813773,888
real,lift,11,L2,pre_reset,0.017323573335405382,0.019536349393311597,888
real,lift,12,L1,spike50,0.04794077408815035,0.029298587544317942,786
real,lift,12,L1,syn_current,0.03031137691807055,0.04623522545559478,786
real,lift,12,L1,pre_reset,0.023674215479387663,0.019922681502493315,786
real,lift,12,L2,spike50,0.02981920043552931,0.014521915502424132,786
real,lift,12,L2,syn_current,0.031508258947602515,0.033947158187395604,786
real,lift,12,L2,pre_reset,0.016722015749903743,0.018924375358404837,786
motion_matched,press,-16,L1,spike50,0.07886976869591908,0.07458680496930573,555
motion_matched,press,-16,L1,syn_current,0.07719273170963432,0.11739693201938374,720
motion_matched,press,-16,L1,pre_reset,0.045466340379227366,0.07592211423527265,720
motion_matched,press,-16,L2,spike50,0.04035024917880191,0.049665762018673267,538
motion_matched,press,-16,L2,syn_current,0.06027655703570394,0.09775316724879118,556
motion_matched,press,-16,L2,pre_reset,0.0340396127950381,0.0628145528172944,556
motion_matched,press,-15,L1,spike50,0.07428837527738262,0.07036055782064295,571
motion_matched,press,-15,L1,syn_current,0.07322491017099989,0.12126628531278136,729
motion_matched,press,-15,L1,pre_reset,0.04536650288634532,0.07260337022137983,729
motion_matched,press,-15,L2,spike50,0.03791320525450323,0.04235443454728553,549
motion_matched,press,-15,L2,syn_current,0.05737944392136495,0.09431304541558154,574
motion_matched,press,-15,L2,pre_reset,0.031593664936807424,0.05873034777000821,574
motion_matched,press,-14,L1,spike50,0.07393232548059057,0.07046237621368899,597
motion_matched,press,-14,L1,syn_current,0.04960358333225898,0.08115983925794598,741
motion_matched,press,-14,L1,pre_reset,0.03150292791729537,0.04197074242661064,741
motion_matched,press,-14,L2,spike50,0.040881014805312865,0.05217301763963058,567
motion_matched,press,-14,L2,syn_current,0.05709481073450075,0.08494398720133815,600
motion_matched,press,-14,L2,pre_reset,0.03115058844979548,0.0525245094910983,600
motion_matched,press,-13,L1,spike50,0.06392141486683062,0.05960146468526531,600
motion_matched,press,-13,L1,syn_current,0.06598007467489317,0.11695546389823398,741
motion_matched,press,-13,L1,pre_reset,0.0413095463358599,0.07655615633917358,741
motion_matched,press,-13,L2,spike50,0.042170710936047795,0.06102402894934986,586
motion_matched,press,-13,L2,syn_current,0.05137157899921107,0.09115897734329967,604
motion_matched,press,-13,L2,pre_reset,0.028043079877379792,0.06309800751567515,604
motion_matched,press,-12,L1,spike50,0.06770738583776173,0.06980400713694447,609
motion_matched,press,-12,L1,syn_current,0.06471313284059044,0.1026669787456562,744
motion_matched,press,-12,L1,pre_reset,0.03861001032032077,0.05400622207233828,744
motion_matched,press,-12,L2,spike50,0.03877865861423624,0.0508023719031166,595
motion_matched,press,-12,L2,syn_current,0.04910764617701708,0.07164506835757677,614
motion_matched,press,-12,L2,pre_reset,0.025570724378526494,0.04114502886426073,614
motion_matched,press,-11,L1,spike50,0.08034271703258558,0.08797336594062223,623
motion_matched,press,-11,L1,syn_current,0.06896890020353662,0.10895134326586317,744
motion_matched,press,-11,L1,pre_reset,0.041552227065856845,0.06979702630319655,744
motion_matched,press,-11,L2,spike50,0.039837746623429794,0.05964774278676573,602
motion_matched,press,-11,L2,syn_current,0.06407275036132078,0.11809974687712708,629
motion_matched,press,-11,L2,pre_reset,0.033846192099840834,0.07218636724976303,629
motion_matched,press,-10,L1,spike50,0.08201877894510744,0.09670026375894039,638
motion_matched,press,-10,L1,syn_current,0.05964473599134296,0.0899760224112544,744
motion_matched,press,-10,L1,pre_reset,0.037550713455842384,0.050545439603126165,744
motion_matched,press,-10,L2,spike50,0.041584165397921355,0.059327712137405196,613
motion_matched,press,-10,L2,syn_current,0.06149644179133298,0.10795406300483584,645
motion_matched,press,-10,L2,pre_reset,0.033532287611552886,0.06954749790293244,645
motion_matched,press,-9,L1,spike50,0.06858515254364869,0.06395115380840745,658
motion_matched,press,-9,L1,syn_current,0.054632845887967685,0.07009242579375866,744
motion_matched,press,-9,L1,pre_reset,0.033811853756062236,0.029195587346607925,744
