epoch,layer,shift,mean_spikes_per_neuron_s,dead_neuron_fraction,spike_occupancy
1,l1,all,0.15077444336882864,0.4140625,0.0023558506776379475
1,l1,2,0.018730723339111643,0.4651162922382355,0.0002926675521736194
1,l1,3,0.0758834432712728,0.39534884691238403,0.0011856788011136376
1,l1,4,0.362636180641989,0.380952388048172,0.005666190322531078
1,l2,all,0.7054695062923524,0.2265625,0.011022961035818006
1,l2,2,0.14720427444712098,0.39534884691238403,0.0023000667882362652
1,l2,3,0.6488514674651238,0.1860465109348297,0.01013830417914256
1,l2,4,1.3349928548379661,0.095238097012043,0.02085926335684322
5,l1,all,0.29348176831235884,0.3515625,0.004585652629880607
5,l1,2,0.02305319795582971,0.39534884691238403,0.00036020621805983924
5,l1,3,0.11406530238561577,0.302325576543808,0.0017822703497752464
5,l1,4,0.7540374006976137,0.3571428656578064,0.011781834385900214
5,l2,all,2.4541787673443047,0.15625,0.03834654323975476
5,l2,2,0.7357812347568983,0.27906978130340576,0.011496581793076536
5,l2,3,2.1350623231800205,0.11627907305955887,0.03336034879968782
5,l2,4,4.540204981637702,0.0714285746216774,0.07094070283808909
10,l1,all,0.44006131010003224,0.3046875,0.006875957970313004
10,l1,2,0.030497459795733057,0.3488371968269348,0.000476522809308329
10,l1,3,0.17602077189190812,0.25581395626068115,0.0027503245608110644
10,l1,4,1.1297038983389418,0.3095238208770752,0.017651623411545966
10,l2,all,4.543401097128106,0.078125,0.07099064214262665
10,l2,2,1.7688526681525174,0.1627907007932663,0.027638322939883084
10,l2,3,3.780724464756073,0.04651162773370743,0.05907381976181364
10,l2,4,8.164845802793527,0.02380952425301075,0.12757571566864886
20,l1,all,0.558809293320426,0.2578125,0.008731395208131655
20,l1,2,0.051149282964497174,0.25581395626068115,0.0007992075463202683
20,l1,3,0.29801061107484034,0.23255814611911774,0.00465641579804438
20,l1,4,1.3455646214600716,0.2857142984867096,0.02102444721031362
20,l2,all,5.444578896418199,0.0234375,0.08507154525653436
20,l2,2,3.0144457702034413,0.04651162773370743,0.04710071515942877
20,l2,3,4.510502262545307,0.0,0.07047659785227042
20,l2,4,8.88888888888889,0.02380952425301075,0.1388888888888889
40,l1,all,0.9764440141981284,0.2109375,0.015256937721845757
40,l1,2,0.09341347921685164,0.20930232107639313,0.001459585612763307
40,l1,3,0.6190744201055104,0.1860465109348297,0.0096730378141486
40,l1,4,2.2463774796785447,0.2380952388048172,0.03509964811997726
40,l2,all,9.56703775411423,0.0078125,0.14948496490803484
40,l2,2,6.521653646712743,0.023255813866853714,0.1019008382298866
40,l2,3,9.337985996983273,0.0,0.14590603120286363
40,l2,4,12.919436377326019,0.0,0.20186619339571904
60,l1,all,1.37270087124879,0.15625,0.021448451113262344
60,l1,2,0.16353362299916702,0.13953489065170288,0.0025552128593619846
60,l1,3,1.047239544639306,0.11627907305955887,0.016363117884989155
60,l1,4,2.9438682216997805,0.2142857164144516,0.04599794096405907
60,l2,all,12.130283962568571,0.0,0.18953568691513392
60,l2,2,9.344709846387056,0.0,0.14601109134979776
60,l2,3,12.07843490398253,0.0,0.18872554537472702
60,l2,4,15.035264831973448,0.0,0.23492601299958513
80,l1,all,1.5029848338173604,0.1484375,0.023484138028396256
80,l1,2,0.20939988143211988,0.1627907007932663,0.003271873147376873
80,l1,3,1.0522824316921437,0.06976744532585144,0.016441912995189746
80,l1,4,3.288802839625686,0.2142857164144516,0.05138754436915134
80,l2,all,14.86406905453372,0.0,0.23225107897708938
80,l2,2,11.220423692563992,0.0,0.17531912019631238
80,l2,3,15.025642180148134,0.0,0.2347756590648146
80,l2,4,18.42904777270702,0.0,0.28795387144854717
100,l1,all,1.5809938689899967,0.1328125,0.0247030292029687
100,l1,2,0.2247686800693397,0.13953489065170288,0.003512010626083433
100,l1,3,1.1730715834815433,0.06976744532585144,0.018329243491899114
100,l1,4,3.3871448547150385,0.190476194024086,0.052924138354922476
100,l2,all,15.584785414649888,0.0,0.2435122721039045
100,l2,2,11.953803552533826,0.0,0.18677818050834102
100,l2,3,16.324065527514502,0.0,0.2550635238674141
100,l2,4,18.545337205550176,0.0,0.2897708938367215
