epoch,layer,shift,mean_spikes_per_neuron_s,dead_neuron_fraction,spike_occupancy
1,l1,all,0.18751015104758811,0.4609375,0.0029298461101185643
1,l1,2,0.005801677802916703,0.7441860437393188,9.065121567057348e-05
1,l1,3,0.07131228966085114,0.41860464215278625,0.001114254525950799
1,l1,4,0.492509493646411,0.2142857164144516,0.007695460838225172
1,l2,all,1.2674191976611986,0.25,0.019803424963456228
1,l2,2,0.3451998292735438,0.3720930218696594,0.005393747332399122
1,l2,3,1.1170647136365868,0.1860465109348297,0.01745413615057167
1,l2,4,2.365530522749948,0.190476194024086,0.036961414417967936
5,l1,all,0.29917167451681015,0.484375,0.004674557414325159
5,l1,2,0.005559941227795174,0.7674418687820435,8.687408168429959e-05
5,l1,3,0.09113468882081655,0.4651162922382355,0.0014239795128252585
5,l1,4,0.8127644106205094,0.2142857164144516,0.01269944391594546
5,l2,all,2.7712359915543283,0.171875,0.04330056236803638
5,l2,2,0.8277060332161162,0.25581395626068115,0.012932906769001816
5,l2,3,2.6847264032997042,0.11627907305955887,0.04194885005155788
5,l2,4,4.849609813066042,0.1428571492433548,0.07577515332915691
10,l1,all,0.43194737696930324,0.4296875,0.006749177765145363
10,l1,2,0.008944253279496583,0.7441860437393188,0.0001397539574921341
10,l1,3,0.1377898478192717,0.302325576543808,0.0021529663721761203
10,l1,4,1.1661832834481851,0.2380952388048172,0.018221613803877892
10,l2,all,3.7761897027773266,0.1328125,0.05900296410589573
10,l2,2,1.6986829133789862,0.1627907007932663,0.02654192052154666
10,l2,3,4.012101937292021,0.11627907305955887,0.06268909277018783
10,l2,4,5.661631747062963,0.1190476194024086,0.0884629960478588
20,l1,all,0.924070164040929,0.28125,0.014438596313139516
20,l1,2,0.026349286688246692,0.5348837375640869,0.00041170760450385456
20,l1,3,0.37517516458861344,0.1860465109348297,0.005862111946697085
20,l1,4,2.405129276007951,0.1190476194024086,0.03758014493762423
20,l2,all,8.181419522494721,0.0,0.12783468003898002
20,l2,2,5.580972309830747,0.0,0.08720269234110542
20,l2,3,8.050069688122047,0.0,0.12578233887690699
20,l2,4,10.978259356365577,0.0,0.17153530244321213
40,l1,all,2.120919278869579,0.1640625,0.033139363732337175
40,l1,2,0.09476073744763948,0.302325576543808,0.0014806365226193669
40,l1,3,1.1310854349936355,0.09302325546741486,0.017673209921775554
40,l1,4,5.208721006674556,0.095238097012043,0.08138626572928993
40,l2,all,16.722998213415625,0.0,0.26129684708461914
40,l2,2,14.414026764771426,0.0,0.22521916819955354
40,l2,3,16.186681070137602,0.0,0.25291689172090004
40,l2,4,19.636031771812185,0.0,0.3068129964345654
60,l1,all,2.4333279194412865,0.109375,0.0380207487412701
60,l1,2,0.15301925205192804,0.20930232107639313,0.0023909258133113756
60,l1,3,1.493448561100808,0.06976744532585144,0.023335133767200124
60,l1,4,5.730187088640881,0.0476190485060215,0.08953417326001377
60,l2,all,18.77537761897028,0.0,0.2933652752964106
60,l2,2,16.934855770138736,0.0,0.26460712140841774
60,l2,3,18.140154333694678,0.0,0.28343991146397934
60,l2,4,21.310069065794256,0.0,0.33296982915303525
80,l1,all,2.5834822153646257,0.078125,0.04036690961507228
80,l1,2,0.18009374846553933,0.1860465109348297,0.002813964819774052
80,l1,3,1.6684658414887952,0.023255813866853714,0.026069778773262425
80,l1,4,5.980896695205612,0.02380952425301075,0.09345151086258768
80,l2,all,20.061718369335715,0.0,0.31346434952087054
80,l2,2,18.1403960702698,0.0,0.28344368859796565
80,l2,3,19.94713523272811,0.0,0.31167398801137675
80,l2,4,22.146097743953842,0.0,0.3460327772492788
100,l1,all,2.6711872665259055,0.0625,0.041737301039467274
100,l1,2,0.21828812733474096,0.13953489065170288,0.0034107519896053274
100,l1,3,1.8086730550592822,0.023255813866853714,0.028260516485301285
100,l1,4,6.065539030294593,0.02380952425301075,0.09477404734835301
100,l2,all,20.98522007471171,0.0,0.32789406366737045
100,l2,2,19.134175130594407,0.0,0.2989714864155376
100,l2,3,20.92761878142103,0.0,0.3269940434597036
100,l2,4,22.939310270153214,0.0,0.358426722971144
