epoch,layer,shift,mean_spikes_per_neuron_s,dead_neuron_fraction,spike_occupancy
1,l1,all,0.1617525260891171,0.4140625,0.002527383220142455
1,l1,2,0.015532125535939228,0.4651162922382355,0.00024268946149905043
1,l1,3,0.06114233544306236,0.3720930218696594,0.0009553489912978493
1,l1,4,0.41446003612642673,0.4047619104385376,0.006475938064475418
1,l2,all,0.8457843299652145,0.2421875,0.013215380155706476
1,l2,2,0.17627729774915155,0.41860464215278625,0.002754332777330493
1,l2,3,0.7088073161242108,0.20930232107639313,0.011075114314440793
1,l2,4,1.6714703771188781,0.095238097012043,0.02611672464248247
5,l1,all,0.2989067417591519,0.40625,0.004670417839986748
5,l1,2,0.0172579172621547,0.44186046719551086,0.00026965495722116716
5,l1,3,0.09048079478872534,0.3488371968269348,0.0014137624185738334
5,l1,4,0.8006499601662762,0.4285714328289032,0.012510155627598066
5,l2,all,2.4519628954778865,0.203125,0.038311920241841976
5,l2,2,0.7033833992703907,0.3488371968269348,0.010990365613599855
5,l2,3,2.1473779907623918,0.13953489065170288,0.03355278110566237
5,l2,4,4.554012163089519,0.1190476194024086,0.07115644004827373
10,l1,all,0.5280768593672354,0.3515625,0.008251200927613053
10,l1,2,0.030817709396704817,0.39534884691238403,0.00048152670932351277
10,l1,3,0.15507471368421863,0.27906978130340576,0.002423042401315916
10,l1,4,1.4190586620601529,0.380952388048172,0.02217279159468989
10,l2,all,5.602120258406493,0.125,0.08753312903760145
10,l2,2,2.4161084167016575,0.25581395626068115,0.0377516940109634
10,l2,3,5.022053923287017,0.06976744532585144,0.07846959255135964
10,l2,4,9.457866963250432,0.0476190485060215,0.147779171300788
20,l1,all,0.9871624979294351,0.265625,0.015424414030147424
20,l1,2,0.06952475239896606,0.3255814015865326,0.0010863242562338447
20,l1,3,0.46571722440300317,0.1860465109348297,0.0072768316312969246
20,l1,4,2.460509398392453,0.2857142984867096,0.038445459349882076
20,l2,all,9.402103693887693,0.015625,0.1469078702169952
20,l2,2,5.841311909889018,0.023255813866853714,0.0912704985920159
20,l2,3,9.649148082945866,0.0,0.15076793879602915
20,l2,4,12.794749836326778,0.02380952425301075,0.1999179661926059
40,l1,all,2.282342222958423,0.1640625,0.03566159723372536
40,l1,2,0.1804685062271034,0.23255814611911774,0.0028198204097984905
40,l1,3,1.334776629390079,0.09302325546741486,0.020855884834219983
40,l1,4,5.404387231122365,0.1666666716337204,0.08444355048628695
40,l2,all,17.180056319363924,0.0,0.2684383799900613
40,l2,2,16.046411470351437,0.0,0.2507251792242412
40,l2,3,17.183461676252257,0.0,0.2684915886914415
40,l2,4,18.337206275586265,0.0,0.2865188480560354
60,l1,all,2.763955607089614,0.1484375,0.043186806360775216
60,l1,2,0.30028776036149174,0.1860465109348297,0.0046919962556483084
60,l1,3,1.6121360139604224,0.11627907305955887,0.0251896252181316
60,l1,4,6.465526081229245,0.1428571492433548,0.10102384501920696
60,l2,all,19.66415438131522,0.0,0.30725241220805033
60,l2,2,19.031044990003505,0.0,0.29736007796880476
60,l2,3,19.718156638712436,0.0,0.3080961974798818
60,l2,4,20.25704978032293,0.0,0.3165164028175458
80,l1,all,2.9847606427033293,0.1328125,0.04663688504223952
80,l1,2,0.3525545954983031,0.13953489065170288,0.005508665554660986
80,l1,3,1.7743604362246765,0.11627907305955887,0.02772438181601057
80,l1,4,6.918857521474716,0.1428571492433548,0.10810714877304244
80,l2,all,20.779443432168296,0.0,0.32467880362762963
80,l2,2,20.210007280683843,0.0,0.31578136376068505
80,l2,3,21.193955106301836,0.0,0.3311555485359662
80,l2,4,20.93805658755137,0.0,0.32715713418049014
100,l1,all,3.159433493457015,0.109375,0.04936614833526586
100,l1,2,0.4154227226675809,0.11627907305955887,0.006490980041680952
100,l1,3,1.8843180233521193,0.09302325546741486,0.029442469114876864
100,l1,4,7.2742532162774,0.1190476194024086,0.11366020650433438
100,l2,all,21.99751532217989,0.0,0.3437111769090608
100,l2,2,21.515198909053087,0.0,0.3361749829539545
100,l2,3,22.53859340269886,0.0,0.3521655219171697
100,l2,4,21.937354567468862,0.0,0.34277116511670097
