epoch,layer,shift,mean_spikes_per_neuron_s,dead_neuron_fraction,spike_occupancy
1,l1,all,0.2152891212022215,0.421875,0.0033638925187847108
1,l1,2,0.013128404610136526,0.5581395626068115,0.00020513132203338322
1,l1,3,0.06637137886235689,0.44186046719551086,0.0010370527947243264
1,l1,4,0.5747265910611222,0.261904776096344,0.008980102985330035
1,l2,all,1.5321790264619406,0.1640625,0.023940297288467822
1,l2,2,0.2997652385981173,0.1860465109348297,0.004683831853095583
1,l2,3,1.0984098523814227,0.1627907007932663,0.01716265394345973
1,l2,4,3.238033011309718,0.1428571492433548,0.05059426580171435
5,l1,all,0.3094576935641947,0.4296875,0.004835276461940543
5,l1,2,0.014343997629593612,0.5813953280448914,0.0002241249629624002
5,l1,3,0.07828419045303632,0.39534884691238403,0.0012231904758286925
5,l1,4,0.8482755402062818,0.3095238208770752,0.013254305315723153
5,l2,all,2.629042796471741,0.15625,0.041078793694870955
5,l2,2,0.7223053721614003,0.13953489065170288,0.01128602144002188
5,l2,3,1.8931645685024654,0.1627907007932663,0.029580696382851022
5,l2,4,5.33457786904373,0.1666666716337204,0.08335277920380828
10,l1,all,0.5810192747468148,0.3671875,0.009078426167918981
10,l1,2,0.021880674350227544,0.5581395626068115,0.0003418855367223054
10,l1,3,0.1315271647052567,0.3255814015865326,0.0020551119485196358
10,l1,4,1.613665002100154,0.2142857164144516,0.025213515657814906
10,l2,all,6.03969291081346,0.0703125,0.09437020173146031
10,l2,2,2.4807822341080206,0.06976744532585144,0.03876222240793782
10,l2,3,5.257439809151896,0.09302325546741486,0.08214749701799838
10,l2,4,10.484217731522534,0.0476190485060215,0.1638159020550396
20,l1,all,1.2835674616138517,0.265625,0.020055741587716433
20,l1,2,0.04351823009656367,0.4651162922382355,0.0006799723452588074
20,l1,3,0.4264300312255457,0.1860465109348297,0.006662969237899151
20,l1,4,3.4306871392791027,0.1428571492433548,0.05360448655123598
20,l2,all,12.07767069585103,0.0078125,0.18871360462267234
20,l2,2,8.50380252691399,0.023255813866853714,0.1328719144830311
20,l2,3,12.304232542944622,0.0,0.1922536334835097
20,l2,4,15.504674787262177,0.0,0.2422605435509715
40,l1,all,2.4336001306762496,0.1640625,0.0380250020418164
40,l1,2,0.14076567165313053,0.25581395626068115,0.0021994636195801645
40,l1,3,1.2829368727350083,0.11627907305955887,0.020045888636484505
40,l1,4,5.959085888520714,0.1190476194024086,0.09311071700813615
40,l2,all,18.43858216269193,0.0,0.2881028462920614
40,l2,2,15.842580703980307,0.0,0.2475403234996923
40,l2,3,20.10104616974237,0.0,0.31407884640222455
40,l2,4,19.394346696535525,0.0,0.3030366671333676
60,l1,all,2.804312316236524,0.1171875,0.04381737994119569
60,l1,2,0.24871033178091975,0.20930232107639313,0.003886098934076871
60,l1,3,1.631812069319192,0.04651162773370743,0.025497063583112375
60,l1,4,6.621178886451673,0.095238097012043,0.1034559201008074
60,l2,all,20.441604050963736,0.0,0.3194000632963084
60,l2,2,18.451486442339103,0.0,0.2883044756615485
60,l2,3,22.050371135743752,0.0,0.34453704899599613
60,l2,4,20.83203434918561,0.0,0.32550053670602513
80,l1,all,2.997549820320157,0.09375,0.04683671594250245
80,l1,2,0.31240740600047107,0.1627907007932663,0.00488136571875736
80,l1,3,1.8153666152572119,0.04651162773370743,0.028365103363393936
80,l1,4,6.95695462111666,0.0714285746216774,0.10870241595494781
80,l2,all,22.10919634106501,0.0,0.3454561928291408
80,l2,2,20.30356396678392,0.0,0.31724318698099874
80,l2,3,23.379743661822022,0.0,0.3653084947159691
80,l2,4,22.657021514911094,0.0,0.35401596117048584
100,l1,all,3.1123815746488077,0.078125,0.04863096210388762
100,l1,2,0.35811370353205746,0.13953489065170288,0.005595526617688398
100,l1,3,1.9303617148978522,0.023255813866853714,0.03016190179527894
100,l1,4,7.142390441965744,0.0714285746216774,0.11159985065571475
100,l2,all,22.982277033649133,0.0,0.3590980786507677
100,l2,2,21.083245329463697,0.0,0.32942570827287027
100,l2,3,24.320855777485697,0.0,0.380013371523214
100,l2,4,23.556074112101555,0.0,0.3680636580015868
