epoch,layer,shift,mean_spikes_per_neuron_s,dead_neuron_fraction,spike_occupancy
1,l1,all,0.21456692913385828,0.3984375,0.0033526082677165355
1,l1,2,0.008057132393334554,0.6279069781303406,0.0001258926936458524
1,l1,3,0.08936092290789233,0.3255814015865326,0.0013962644204358176
1,l1,4,0.5541807274090739,0.2380952388048172,0.00865907386576678
1,l2,all,1.439796587926509,0.1328125,0.022496821686351705
1,l2,2,0.3623268021729842,0.1860465109348297,0.005661356283952878
1,l2,3,1.2615516083745346,0.06976744532585144,0.019711743880852103
1,l2,4,2.7254093238345205,0.1428571492433548,0.04258452068491438
5,l1,all,0.29683398950131235,0.375,0.004638031085958005
5,l1,2,0.008789598974546786,0.5581395626068115,0.00013733748397729353
5,l1,3,0.09790636635536837,0.3488371968269348,0.0015297869743026308
5,l1,4,0.795400574928134,0.2142857164144516,0.012428133983252094
5,l2,all,2.5606135170603674,0.140625,0.04000958620406824
5,l2,2,0.6655679667948483,0.11627907305955887,0.010399499481169505
5,l2,3,2.5069889519624002,0.13953489065170288,0.039171702374412504
5,l2,4,4.555680539932508,0.1666666716337204,0.07118250843644544
10,l1,all,0.45488845144356954,0.359375,0.007107632053805774
10,l1,2,0.012696087407678691,0.5116279125213623,0.00019837636574497955
10,l1,3,0.11377647561496673,0.3255814015865326,0.0017777574314838552
10,l1,4,1.2568428946381702,0.2380952388048172,0.01963817022872141
10,l2,all,4.460383858267717,0.109375,0.06969349778543307
10,l2,2,1.840200207532198,0.11627907305955887,0.028753128242690593
10,l2,3,4.860892388451443,0.11627907305955887,0.0759514435695538
10,l2,4,6.732908386451694,0.095238097012043,0.10520169353830772
20,l1,all,0.6904527559055118,0.2890625,0.010788324311023622
20,l1,2,0.020020753219801013,0.41860464215278625,0.00031282426905939083
20,l1,3,0.19312702191295855,0.20930232107639313,0.0030176097173899774
20,l1,4,1.8860142482189726,0.2380952388048172,0.029468972628421446
20,l2,all,7.324803149606299,0.046875,0.11445004921259842
20,l2,2,4.37087224562046,0.04651162773370743,0.06829487883781969
20,l2,3,7.452603308307392,0.06976744532585144,0.116446926692303
20,l2,4,10.21822272215973,0.02380952425301075,0.15965973003374578
40,l1,all,1.1806102362204725,0.203125,0.018447034940944882
40,l1,2,0.05224928279313923,0.302325576543808,0.0008163950436428005
40,l1,3,0.399682597814808,0.1627907007932663,0.006245040590856375
40,l1,4,3.13535808023997,0.1428571492433548,0.04898997000374953
40,l2,all,11.971866797900262,0.0078125,0.1870604187171916
40,l2,2,8.982725996459745,0.023255813866853714,0.14035509369468352
40,l2,3,11.855948239028262,0.0,0.1852491912348166
40,l2,4,15.150856142982127,0.0,0.23673212723409573
60,l1,all,1.5655347769028871,0.1328125,0.02446148088910761
60,l1,2,0.10816089849233962,0.1627907007932663,0.0016900140389428065
60,l1,3,0.6457913691021181,0.09302325546741486,0.010090490142220595
60,l1,4,3.999250093738283,0.1428571492433548,0.06248828271466067
60,l2,all,15.177575459317586,0.0,0.23714961655183728
60,l2,2,10.975035097357017,0.0,0.1714849233962034
60,l2,3,15.6386498199353,0.0,0.24435390343648905
60,l2,4,19.00812398450194,0.0,0.2970019372578428
80,l1,all,1.7575459317585302,0.1171875,0.027461655183727035
80,l1,2,0.16041018128547885,0.1627907007932663,0.002506409082585607
80,l1,3,0.8811572971983154,0.06976744532585144,0.013768082768723678
80,l1,4,4.2899637545306835,0.1190476194024086,0.06703068366454193
80,l2,all,17.051673228346456,0.0,0.26643239419291337
80,l2,2,13.191478972105232,0.0,0.20611685893914425
80,l2,3,17.77769639260209,0.0,0.27777650613440763
80,l2,4,20.260467441569805,0.0,0.3165698037745282
100,l1,all,1.9044455380577427,0.109375,0.02975696153215223
100,l1,2,0.17872184581578465,0.1627907007932663,0.002792528840871635
100,l1,3,1.012024659708234,0.06976744532585144,0.015812885307941157
100,l1,4,4.584926884139483,0.095238097012043,0.07163948256467942
100,l2,all,18.937910104986877,0.0,0.29590484539041995
100,l2,2,15.168406274797047,0.0,0.23700634804370385
100,l2,3,19.60959531221388,0.0,0.3063999267533419
100,l2,4,22.109486314210724,0.0,0.34546072365954256
