epoch,layer,shift,mean_spikes_per_neuron_s,dead_neuron_fraction,spike_occupancy
1,l1,all,0.13123359580052493,0.4296875,0.002050524934383202
1,l1,2,0.013672709515961667,0.5348837375640869,0.00021363608618690105
1,l1,3,0.058597326496978575,0.3720930218696594,0.0009155832265152902
1,l1,4,0.32595925509311335,0.380952388048172,0.005093113360829896
1,l2,all,0.5998195538057742,0.1796875,0.009372180528215222
1,l2,2,0.11206738692547152,0.27906978130340576,0.0017510529207104926
1,l2,3,0.453152658243301,0.11627907305955887,0.007080510285051578
1,l2,4,1.2493438320209973,0.1428571492433548,0.019520997375328083
5,l1,all,0.23851706036745407,0.4140625,0.00372682906824147
5,l1,2,0.017090886894952084,0.5348837375640869,0.0002670451077336263
5,l1,3,0.08350119025819447,0.3255814015865326,0.0013047060977842886
5,l1,4,0.6239220097487814,0.380952388048172,0.00974878140232471
5,l2,all,1.9056758530183726,0.1484375,0.029776185203412072
5,l2,2,0.5300616492705854,0.302325576543808,0.008282213269852897
5,l2,3,1.598730391259232,0.06976744532585144,0.0249801623634255
5,l2,4,3.6282964629421324,0.0714285746216774,0.05669213223347082
10,l1,all,0.38303805774278216,0.375,0.005984969652230971
10,l1,2,0.023683086125862174,0.4883720874786377,0.00037004822071659647
10,l1,3,0.11402063114203748,0.27906978130340576,0.0017815723615943356
10,l1,4,1.0263717035370579,0.3571428656578064,0.01603705786776653
10,l2,all,3.8872211286089238,0.0703125,0.060737830134514434
10,l2,2,1.6597692730269182,0.13953489065170288,0.025933894891045597
10,l2,3,3.88842092412867,0.04651162773370743,0.06075657693951047
10,l2,4,6.166479190101238,0.02380952425301075,0.09635123734533184
20,l1,all,0.5218996062992126,0.3046875,0.008154681348425197
20,l1,2,0.04370383934566319,0.41860464215278625,0.0006828724897759873
20,l1,3,0.22633217359457974,0.20930232107639313,0.0035364402124153085
20,l1,4,1.3140857392825898,0.2857142984867096,0.020532589676290465
20,l2,all,6.038959973753281,0.0078125,0.09435874958989501
20,l2,2,3.4987487029237623,0.0,0.054667948483183786
20,l2,3,5.506927913080633,0.023255813866853714,0.08604574864188488
20,l2,4,9.1843519560055,0.0,0.14350549931258594
40,l1,all,1.1409120734908136,0.1796875,0.017826751148293962
40,l1,2,0.11060245376304706,0.27906978130340576,0.0017281633400476103
40,l1,3,0.6081914179332235,0.11627907305955887,0.009502990905206617
40,l1,4,2.7411573553305835,0.1428571492433548,0.04283058367704037
40,l2,all,12.905593832020998,0.0,0.2016499036253281
40,l2,2,9.881462491607154,0.0,0.15439785143136178
40,l2,3,12.496124031007753,0.0,0.19525193798449614
40,l2,4,16.420947381577303,0.0,0.25657730283714536
60,l1,all,1.4988517060367454,0.1640625,0.023419557906824148
60,l1,2,0.1606543368125496,0.25581395626068115,0.0025102240126960874
60,l1,3,0.8406274797045719,0.11627907305955887,0.013134804370383935
60,l1,4,3.5428071491063617,0.1190476194024086,0.0553563617047869
60,l2,all,15.547326115485564,0.0,0.24292697055446194
60,l2,2,12.381615088811573,0.0,0.19346273576268083
60,l2,3,15.493621436855276,0.0,0.2420878349508637
60,l2,4,18.84339457567804,0.0,0.2944280402449694
80,l1,all,1.6653543307086613,0.15625,0.026021161417322834
80,l1,2,0.20460233168528352,0.23255814611911774,0.003196911432582555
80,l1,3,1.029359702130257,0.11627907305955887,0.016083745345785265
80,l1,4,3.8120234970628672,0.1190476194024086,0.0595628671416073
80,l2,all,16.974655511811022,0.0,0.2652289923720472
80,l2,2,13.007874015748031,0.0,0.203248031496063
80,l2,3,17.94250137337484,0.0,0.28035158395898185
80,l2,4,20.044994375703038,0.0,0.31320303712035996
100,l1,all,1.7971620734908136,0.1328125,0.028080657398293962
100,l1,2,0.23780748336690472,0.1860465109348297,0.003715741927607886
100,l1,3,1.2322529451260453,0.09302325546741486,0.01925395226759446
100,l1,4,3.972003499562555,0.1190476194024086,0.06206255468066492
100,l2,all,17.509596456692915,0.0,0.2735874446358268
100,l2,2,14.78264054202527,0.0,0.23097875846914484
100,l2,3,17.583592748580845,0.0,0.2747436366965757
100,l2,4,20.2257217847769,0.0,0.3160269028871391
