epoch,layer,shift,mean_spikes_per_neuron_s,dead_neuron_fraction,spike_occupancy
1,l1,all,0.23472721332897745,0.46875,0.0036676127082652726
1,l1,2,0.006564202305068263,0.7674418687820435,0.00010256566101669161
1,l1,3,0.08849517181647584,0.3720930218696594,0.001382737059632435
1,l1,4,0.6180364337829218,0.261904776096344,0.009656819277858154
1,l2,all,1.6657138190133942,0.171875,0.026026778422084285
1,l2,2,0.39482461271966146,0.20930232107639313,0.00616913457374471
1,l2,3,1.4256474932192702,0.13953489065170288,0.022275742081551097
1,l2,4,3.212644482817629,0.1666666716337204,0.050197570044025454
5,l1,all,0.39121202221496243,0.4375,0.006112687847108788
5,l1,2,0.007293558116742514,0.6744186282157898,0.00011396184557410179
5,l1,3,0.12058682753014291,0.3720930218696594,0.001884169180158483
5,l1,4,1.0613400538261695,0.261904776096344,0.016583438341033898
5,l2,all,3.6904606337798107,0.1328125,0.05766344740280954
5,l2,2,1.1638087568282138,0.13953489065170288,0.01818451182544084
5,l2,3,3.6963752535651064,0.13953489065170288,0.05775586333695479
5,l2,4,6.271215444688166,0.1190476194024086,0.0979877413232526
10,l1,all,0.5606011107481216,0.3984375,0.0087593923554394
10,l1,2,0.011669692986788023,0.6279069781303406,0.00018233895291856287
10,l1,3,0.1869582063924998,0.3720930218696594,0.0029212219748828093
10,l1,4,1.5051414881535756,0.190476194024086,0.02351783575239962
10,l2,all,5.330610911466841,0.0859375,0.08329079549166939
10,l2,2,2.7428640891029685,0.11627907305955887,0.04285725139223388
10,l2,3,5.693594584533098,0.09302325546741486,0.08896241538332966
10,l2,4,7.608344611938209,0.0476190485060215,0.11888038456153452
20,l1,all,1.1522378307742567,0.234375,0.01800371610584776
20,l1,2,0.041330162661540916,0.4883720874786377,0.0006457837915865768
20,l1,3,0.519301337912067,0.13953489065170288,0.008114083404876047
20,l1,4,2.9376020908199934,0.0714285746216774,0.045900032669062396
20,l2,all,10.197566154851355,0.03125,0.15933697116955242
20,l2,2,7.152306207881601,0.04651162773370743,0.11175478449815002
20,l2,3,10.121027479999697,0.023255813866853714,0.15814105437499526
20,l2,4,13.393693315287566,0.02380952425301075,0.2092764580513682
40,l1,all,2.42077752368507,0.1171875,0.03782464880757922
40,l1,2,0.15608214369828982,0.20930232107639313,0.0024387834952857785
40,l1,3,1.3901521770511234,0.06976744532585144,0.021721127766423803
40,l1,4,5.794558267606291,0.0714285746216774,0.0905399729313483
40,l2,all,17.814929761515845,0.0,0.2783582775236851
40,l2,2,15.523365977070876,0.0,0.24255259339173244
40,l2,3,17.475122129111174,0.0,0.2730487832673621
40,l2,4,20.508952878766664,0.0,0.3204523887307291
60,l1,all,2.8952139823587064,0.0859375,0.04523771847435479
60,l1,2,0.2623249735988391,0.13953489065170288,0.004098827712481861
60,l1,3,1.8010226176276183,0.04651162773370743,0.028140978400431536
60,l1,4,6.711034364742304,0.0714285746216774,0.1048599119490985
60,l2,all,20.058069258412285,0.0,0.31340733216269195
60,l2,2,18.635527225484907,0.0,0.29118011289820167
60,l2,3,19.820001063643893,0.0,0.30968751661943583
60,l2,4,21.75821782486271,0.0,0.33997215351347987
80,l1,all,3.0967004246978114,0.0703125,0.0483859441359033
80,l1,2,0.3192147269094307,0.13953489065170288,0.004987730107959855
80,l1,3,2.015939463467631,0.023255813866853714,0.03149905411668173
80,l1,4,7.04681009940729,0.0476190485060215,0.11010640780323891
80,l2,all,21.858706305129044,0.0,0.3415422860176413
80,l2,2,20.411994864119492,0.0,0.31893741975186707
80,l2,3,21.769326029645274,0.0,0.3401457192132074
80,l2,4,23.43137163391982,0.0,0.3661151817799972
100,l1,all,3.1822116955243382,0.0625,0.049722057742567785
100,l1,2,0.35543939888925186,0.11627907305955887,0.00555374060764456
100,l1,3,2.119507988725375,0.023255813866853714,0.03311731232383398
100,l1,4,7.164294270468723,0.0476190485060215,0.1119420979760738
100,l2,all,22.878062724599804,0.0,0.35746973007187194
100,l2,2,21.51453773276707,0.0,0.3361646520744855
100,l2,3,22.747635291704338,0.0,0.3554318014328803
100,l2,4,24.40758544515487,0.0,0.3813685225805448
