epoch,layer,shift,mean_spikes_per_neuron_s,dead_neuron_fraction,spike_occupancy
1,l1,all,0.2960958005249344,0.375,0.0046264968832021
1,l1,2,0.012696087407678691,0.5348837375640869,0.00019837636574497955
1,l1,3,0.0881401452725386,0.3255814015865326,0.0013771897698834157
1,l1,4,0.7991501062367204,0.261904776096344,0.012486720409948757
1,l2,all,2.7945374015748032,0.15625,0.0436646468996063
1,l2,2,0.4204358176158213,0.27906978130340576,0.006569309650247207
1,l2,3,2.4779344442409816,0.06976744532585144,0.03871772569126534
1,l2,4,5.549306336707912,0.1190476194024086,0.08670791151106112
5,l1,all,0.34473425196850394,0.3671875,0.005386472687007874
5,l1,2,0.01318439846182018,0.5348837375640869,0.0002060062259659403
5,l1,3,0.11377647561496673,0.3255814015865326,0.0017777574314838552
5,l1,4,0.9206349206349206,0.2380952388048172,0.014384920634920634
5,l2,all,3.3052001312335957,0.1015625,0.05164375205052493
5,l2,2,0.7544405786485991,0.20930232107639313,0.011788134041384362
5,l2,3,2.759934078007691,0.04651162773370743,0.04312396996887017
5,l2,4,6.474940632420948,0.0476190485060215,0.10117094738157731
10,l1,all,0.411745406824147,0.328125,0.006433521981627297
10,l1,2,0.01855582005737655,0.4651162922382355,0.00028993468839650857
10,l1,3,0.1252517853872917,0.27906978130340576,0.001957059146676433
10,l1,4,1.1076115485564304,0.2380952388048172,0.017306430446194225
10,l2,all,4.347522965879265,0.09375,0.06793004634186352
10,l2,2,1.3257645119941404,0.1860465109348297,0.020715070499908443
10,l2,3,3.6906549472013674,0.04651162773370743,0.057666483550021366
10,l2,4,8.113735783027122,0.0476190485060215,0.1267771216097988
20,l1,all,0.6038385826771654,0.25,0.00943497785433071
20,l1,2,0.026612952450711103,0.41860464215278625,0.000415827382042361
20,l1,3,0.19312702191295855,0.13953489065170288,0.0030176097173899774
20,l1,4,1.6152980877390326,0.190476194024086,0.025239032620922384
20,l2,all,6.367864173228346,0.0625,0.09949787770669291
20,l2,2,3.299517792834035,0.13953489065170288,0.0515549655130318
20,l2,3,6.289934688396508,0.0,0.09828022950619544
20,l2,4,9.589051368578927,0.0476190485060215,0.14982892763404573
40,l1,all,1.2268700787401574,0.2109375,0.01916984498031496
40,l1,2,0.08960507843496307,0.3720930218696594,0.001400079350546298
40,l1,3,0.5703473112372581,0.11627907305955887,0.008911676738082158
40,l1,4,3.0633670791151104,0.1428571492433548,0.0478651106111736
40,l2,all,12.54019028871391,0.0234375,0.19594047326115485
40,l2,2,8.683147164743941,0.04651162773370743,0.13567417444912408
40,l2,3,13.107733626319966,0.0,0.20480833791124947
40,l2,4,15.90801149856268,0.02380952425301075,0.24856267966504186
60,l1,all,1.6085958005249343,0.1953125,0.0251343093832021
60,l1,2,0.13941280595739486,0.3255814015865326,0.0021783250930842947
60,l1,3,0.8250015259720442,0.11627907305955887,0.012890648843313191
60,l1,4,3.915010623672041,0.1428571492433548,0.06117204099487564
60,l2,all,15.902723097112862,0.0078125,0.24848004839238846
60,l2,2,12.11157907587133,0.0,0.18924342306048952
60,l2,3,16.299578831715802,0.0,0.2546809192455594
60,l2,4,19.37782777152856,0.02380952425301075,0.3027785589301337
80,l1,all,1.7737040682414698,0.15625,0.027714126066272965
80,l1,2,0.17774522370750168,0.302325576543808,0.0027772691204297137
80,l1,3,0.8980040285661967,0.09302325546741486,0.014031312946346823
80,l1,4,4.304211973503312,0.0714285746216774,0.06725331208598925
80,l2,all,17.489583333333332,0.0078125,0.2732747395833333
80,l2,2,13.704938045535005,0.0,0.21413965696148446
80,l2,3,17.951290972349387,0.0,0.28048892144295917
80,l2,4,20.891638545181852,0.02380952425301075,0.32643185226846644
100,l1,all,1.9311023622047243,0.15625,0.030173474409448817
100,l1,2,0.21925166330952817,0.302325576543808,0.0034258072392113776
100,l1,3,0.978819508026613,0.09302325546741486,0.015294054812915828
100,l1,4,4.658667666541683,0.0714285746216774,0.07279168228971379
100,l2,all,17.91625656167979,0.0,0.27994150877624674
100,l2,2,14.448879936519562,0.0,0.22576374900811816
100,l2,3,18.711835439174756,0.0,0.29237242873710556
100,l2,4,20.651668541432322,0.0,0.32268232095988003
