epoch,layer,shift,mean_spikes_per_neuron_s,dead_neuron_fraction,spike_occupancy
1,l1,all,0.3338274533056626,0.375,0.005216053957900978
1,l1,2,0.014782230986148554,0.44186046719551086,0.00023097235915857115
1,l1,3,0.10303435627658768,0.39534884691238403,0.0016099118168216825
1,l1,4,0.8967571612101704,0.2857142984867096,0.014011830643908912
1,l2,all,2.9055736732878743,0.203125,0.045399588645123036
1,l2,2,0.4642061790277098,0.302325576543808,0.007253221547307965
1,l2,3,2.84679293155634,0.11627907305955887,0.04448113955556781
1,l2,4,5.465249248231756,0.190476194024086,0.08539451950362119
5,l1,all,0.48628817076786246,0.3359375,0.007598252668247851
5,l1,2,0.015444121925826847,0.41860464215278625,0.0002413144050910445
5,l1,3,0.15024924330697262,0.3488371968269348,0.002347644426671447
5,l1,4,1.3123826465065718,0.2380952388048172,0.020505978851665184
5,l2,all,4.696857396975986,0.171875,0.07338839682774978
5,l2,2,1.4237274112480092,0.302325576543808,0.022245740800750143
5,l2,3,4.387895669440633,0.09302325546741486,0.06856086983500989
5,l2,4,8.364237008174156,0.1190476194024086,0.13069120325272118
10,l1,all,0.6765490661132523,0.2734375,0.010571079158019567
10,l1,2,0.022724922262288075,0.3488371968269348,0.00035507691034825117
10,l1,3,0.2135701432028627,0.25581395626068115,0.0033370334875447295
10,l1,4,1.8199426820832099,0.2142857164144516,0.028436604407550154
10,l2,all,6.7984731692855025,0.1015625,0.10622614327008598
10,l2,2,2.9423258571832402,0.25581395626068115,0.04597384151848813
10,l2,3,6.823654327456753,0.0,0.10661959886651176
10,l2,4,10.720652803072014,0.0476190485060215,0.1675102000480002
20,l1,all,1.3908241921138453,0.203125,0.021731628001778833
20,l1,2,0.06464468177524665,0.25581395626068115,0.001010073152738229
20,l1,3,0.6365184536572922,0.1627907007932663,0.00994560083839519
20,l1,4,3.520844803975548,0.190476194024086,0.05501320006211794
20,l2,all,12.264378891194783,0.03125,0.19163092017491848
20,l2,2,7.581519453388399,0.06976744532585144,0.11846124145919373
20,l2,3,13.218623956315199,0.0,0.20654099931742498
20,l2,4,16.081769796563748,0.02380952425301075,0.25127765307130856
40,l1,all,2.4541950785650757,0.109375,0.03834679810257931
40,l1,2,0.19393404532573996,0.1860465109348297,0.003030219458214687
40,l1,3,1.312750363695282,0.06976744532585144,0.02051172443273878
40,l1,4,5.936893820676803,0.0714285746216774,0.09276396594807505
40,l2,all,18.716572783871925,0.015625,0.2924464497479988
40,l2,2,14.943953005743284,0.023255813866853714,0.2334992657147388
40,l2,3,19.80995456394487,0.0,0.3095305400616386
40,l2,4,21.459602162833708,0.02380952425301075,0.3353062837942767
60,l1,all,2.8774088348651055,0.1015625,0.04495951304476727
60,l1,2,0.33646122766979913,0.1627907007932663,0.0052572066823406115
60,l1,3,1.522569791573301,0.06976744532585144,0.023790152993332828
60,l1,4,6.865952310363814,0.0714285746216774,0.10728050484943459
60,l2,all,20.990809368514675,0.0078125,0.3279813963830418
60,l2,2,18.129634098414908,0.0,0.28327553278773293
60,l2,3,21.837326512179484,0.0,0.34120822675280443
60,l2,4,23.05343554557904,0.02380952425301075,0.3602099303996725
80,l1,all,3.0374295879039432,0.09375,0.04745983731099911
80,l1,2,0.40529788539634165,0.13953489065170288,0.006332779459317838
80,l1,3,1.579271782072408,0.06976744532585144,0.024676121594881376
80,l1,4,7.225106941679726,0.0714285746216774,0.11289229596374571
80,l2,all,22.374444115031128,0.0,0.3496006892973614
80,l2,2,19.56306924344487,0.0,0.30567295692882607
80,l2,3,23.290177124773336,0.0,0.3639090175745834
80,l2,4,24.31522030691909,0.0,0.3799253172956108
100,l1,all,3.152905425437296,0.078125,0.04926414727245775
100,l1,2,0.435303607995091,0.09302325546741486,0.006801618874923297
100,l1,3,1.6185439778266535,0.06976744532585144,0.02528974965354146
100,l1,4,7.506105911086641,0.0714285746216774,0.11728290486072876
100,l2,all,23.170100800474355,0.0,0.3620328250074118
100,l2,2,20.71387695723219,0.0,0.323654327456753
100,l2,3,24.175787202062892,0.0,0.3777466750322327
100,l2,4,24.655174847881636,0.0,0.38523710699815056
