epoch,layer,shift,mean_spikes_per_neuron_s,dead_neuron_fraction,spike_occupancy
1,l1,all,0.30719586963536627,0.40625,0.004799935463052598
1,l1,2,0.01512866115851325,0.4883720874786377,0.00023638533060176952
1,l1,3,0.08644949233436142,0.41860464215278625,0.0013507733177243971
1,l1,4,0.8322193026936493,0.3095238208770752,0.01300342660458827
1,l2,all,2.5773636656986123,0.203125,0.04027130727654082
1,l2,2,0.3796573538350706,0.3255814015865326,0.005932146153672978
1,l2,3,2.4491621453282004,0.1627907007932663,0.03826815852075313
1,l2,4,4.958650255842898,0.1190476194024086,0.07747891024754529
5,l1,all,0.3797999354630526,0.375,0.0059343739916101965
5,l1,2,0.016329348552046045,0.4651162922382355,0.00025514607112571945
5,l1,3,0.0936536166955582,0.39534884691238403,0.001463337760868097
5,l1,4,1.044883910324375,0.261904776096344,0.01632631109881836
5,l2,all,3.434817683123588,0.15625,0.053669026298806065
5,l2,2,0.7413043967671492,0.27906978130340576,0.011582881199486706
5,l2,3,3.417636596951755,0.09302325546741486,0.05340057182737117
5,l2,4,6.2100523978549145,0.095238097012043,0.09703206871648304
10,l1,all,0.5404162633107454,0.359375,0.008444004114230397
10,l1,2,0.0189708608178182,0.44186046719551086,0.0002964197002784094
10,l1,3,0.14744441192582752,0.3720930218696594,0.002303818936341055
10,l1,4,1.4766053565666344,0.261904776096344,0.023071958696353662
10,l2,all,5.731768312358826,0.1171875,0.08955887988060665
10,l2,2,1.8771546710491755,0.20930232107639313,0.029330541735143368
10,l2,3,5.580795005140443,0.09302325546741486,0.08719992195531942
10,l2,4,9.832726378708953,0.0476190485060215,0.1536363496673274
20,l1,all,0.7437883188125202,0.265625,0.011621692481445628
20,l1,2,0.02881649744478714,0.3488371968269348,0.0004502577725747991
20,l1,3,0.2761581005125434,0.23255814611911774,0.004314970320508491
20,l1,4,1.9545475499008897,0.2142857164144516,0.030539805467201402
20,l2,all,7.9276379477250725,0.0703125,0.12386934293320426
20,l2,2,3.6267963409051682,0.09302325546741486,0.056668692826643254
20,l2,3,7.176508551145531,0.023255813866853714,0.11213294611164892
20,l2,4,13.099893975014982,0.095238097012043,0.2046858433596091
40,l1,all,1.085430784123911,0.2421875,0.01695985600193611
40,l1,2,0.05667244497474804,0.3255814015865326,0.0008855069527304382
40,l1,3,0.6161927703610317,0.20930232107639313,0.00962801203689112
40,l1,4,2.619093716867192,0.190476194024086,0.04092333932604988
40,l2,all,10.3999677315263,0.03125,0.16249949580509843
40,l2,2,6.458497489812918,0.04651162773370743,0.10091402327832684
40,l2,3,10.928416518456817,0.0,0.17075650810088777
40,l2,4,13.89425160189923,0.0476190485060215,0.21709768127967546
60,l1,all,1.377621813488222,0.1875,0.02152534083575347
60,l1,2,0.08548894241953518,0.25581395626068115,0.0013357647253052372
60,l1,3,0.8152667402087695,0.1860465109348297,0.012738542815762024
60,l1,4,3.2762642327017932,0.1190476194024086,0.05119162863596552
60,l2,all,14.359874152952566,0.0234375,0.22437303363988384
60,l2,2,9.534658592043945,0.04651162773370743,0.14897904050068664
60,l2,3,14.843617971288563,0.0,0.2319315308013838
60,l2,4,18.804714270348345,0.02380952425301075,0.2938236604741929
80,l1,all,1.6289932236205227,0.15625,0.025453019119070667
80,l1,2,0.11334488994949608,0.23255814611911774,0.0017710139054608763
80,l1,3,1.0993493775186294,0.13953489065170288,0.017177334023728584
80,l1,4,3.722982836245179,0.095238097012043,0.05817160681633092
80,l2,all,15.740722813810907,0.015625,0.24594879396579541
80,l2,2,11.492259318459817,0.023255813866853714,0.17956655185093465
80,l2,3,16.371372610819694,0.0,0.2558026970440577
80,l2,4,19.44467493354231,0.02380952425301075,0.3038230458365986
100,l1,all,1.904485317844466,0.15625,0.029757583091319782
100,l1,2,0.14264166235169634,0.23255814611911774,0.0022287759742452553
100,l1,3,1.1992465686605582,0.13953489065170288,0.018738227635321222
100,l1,4,4.43030777977535,0.095238097012043,0.06922355905898984
100,l2,all,17.503630203291383,0.015625,0.27349422192642786
100,l2,2,14.85082209564976,0.023255813866853714,0.2320440952445275
100,l2,3,18.93243882122515,0.0,0.295819356581643
100,l2,4,18.756772537992287,0.02380952425301075,0.2930745709061295
