epoch,layer,shift,mean_spikes_per_neuron_s,dead_neuron_fraction,spike_occupancy
1,l1,all,0.185522610568163,0.453125,0.0028987907901275468
1,l1,2,0.01972333401389108,0.5348837375640869,0.00030817709396704815
1,l1,3,0.05867691869132597,0.39534884691238403,0.0009168268545519683
1,l1,4,0.48513531634286977,0.4285714328289032,0.00758023931785734
1,l2,all,1.2039920490309757,0.21875,0.018812375766108995
1,l2,2,0.2921518850807617,0.25581395626068115,0.004564873204386901
1,l2,3,0.5157651844632518,0.25581395626068115,0.00805883100723831
1,l2,4,2.842155911561245,0.1428571492433548,0.044408686118144455
5,l1,all,0.36458505880404174,0.390625,0.005696641543813152
5,l1,2,0.021202584064932913,0.5581395626068115,0.00033129037601457677
5,l1,3,0.09245312819011445,0.27906978130340576,0.0014445801279705382
5,l1,4,0.9947545690464359,0.3333333432674408,0.01554304014135056
5,l2,all,3.761388106675501,0.1640625,0.058771689166804704
5,l2,2,1.6049863053803868,0.1860465109348297,0.025077911021568543
5,l2,3,2.1333251152774944,0.25581395626068115,0.03333320492621085
5,l2,4,7.635959203956554,0.0476190485060215,0.11931186256182115
10,l1,all,0.6162000993871128,0.34375,0.009628126552923638
10,l1,2,0.029338459345662985,0.4651162922382355,0.00045841342727598414
10,l1,3,0.16074517221321233,0.302325576543808,0.0025116433158314426
10,l1,4,1.683333727726638,0.261904776096344,0.02630208949572872
10,l2,all,6.435481199271162,0.1328125,0.1005543937386119
10,l2,2,4.076566598996113,0.1860465109348297,0.06369635310931426
10,l2,3,4.363048025547881,0.1627907007932663,0.06817262539918564
10,l2,4,10.972337253602783,0.0476190485060215,0.17144276958754348
20,l1,all,1.1958754348186185,0.3125,0.018685553669040914
20,l1,2,0.05547187691406867,0.39534884691238403,0.000866748076782323
20,l1,3,0.34836338702035125,0.27906978130340576,0.005443177922192988
20,l1,4,3.231122364466741,0.261904776096344,0.050486286944792826
20,l2,all,11.866738446248137,0.0234375,0.18541778822262714
20,l2,2,9.261091486222558,0.0,0.14470455447222746
20,l2,3,10.77091270498592,0.023255813866853714,0.168295511015405
20,l2,4,15.656341449947545,0.0476190485060215,0.2446303351554304
40,l1,all,2.2617193970515155,0.1875,0.03533936557892993
40,l1,2,0.23322842471426206,0.25581395626068115,0.0036441941361603446
40,l1,3,0.7186689831311563,0.11627907305955887,0.011229202861424318
40,l1,4,5.918297482981929,0.190476194024086,0.09247339817159264
40,l2,all,18.63135663408978,0.0234375,0.2911149474076528
40,l2,2,16.978832085858137,0.0,0.2652942513415334
40,l2,3,17.547357188808547,0.04651162773370743,0.27417745607513355
40,l2,4,21.43303596078153,0.02380952425301075,0.3348911868872114
60,l1,all,2.6663905913533212,0.125,0.041662352989895644
60,l1,2,0.39126163850056433,0.11627907305955887,0.006113463101571318
60,l1,3,0.9856736173442069,0.09302325546741486,0.015401150271003233
60,l1,4,6.716423325997618,0.1666666716337204,0.10494411446871278
60,l2,all,20.660841477555078,0.015625,0.3228256480867981
60,l2,2,19.19203670389189,0.0,0.2998755734983108
60,l2,3,20.090681109899805,0.023255813866853714,0.31391689234218445
60,l2,4,22.748353407952546,0.02380952425301075,0.35544302199925853
80,l1,all,2.919413616034454,0.09375,0.045615837750538346
80,l1,2,0.47903047486237965,0.09302325546741486,0.007484851169724682
80,l1,3,1.1646628735202684,0.04651162773370743,0.018197857398754194
80,l1,4,7.214431639808483,0.1428571492433548,0.11272549437200755
80,l2,all,21.942107006791453,0.015625,0.34284542198111645
80,l2,2,20.848303677708394,0.0,0.32575474496419365
80,l2,3,21.23537410773101,0.023255813866853714,0.331802720433297
80,l2,4,23.78551314512885,0.02380952425301075,0.37164864289263827
100,l1,all,3.046380652642041,0.078125,0.04759969769753189
100,l1,2,0.5202029346163773,0.09302325546741486,0.008128170853380896
100,l1,3,1.2438027512510064,0.04651162773370743,0.019434417988296974
100,l1,4,7.478201882044851,0.095238097012043,0.1168469044069508
100,l2,all,22.686433659102203,0.0078125,0.3544755259234719
100,l2,2,21.82436216972083,0.0,0.34100565890188794
100,l2,3,22.092352970634575,0.023255813866853714,0.34519301516616524
100,l2,4,24.17725612689999,0.0,0.37776962698281236
