epoch,layer,shift,mean_spikes_per_neuron_s,dead_neuron_fraction,spike_occupancy
1,l1,all,0.13025824265064154,0.4609375,0.002035285041416274
1,l1,2,0.015954613958020933,0.5813953280448914,0.0002492908430940771
1,l1,3,0.03722743256871551,0.39534884691238403,0.0005816786338861798
1,l1,4,0.342529215681725,0.4047619104385376,0.005352018995026953
1,l2,all,0.8513886633100536,0.28125,0.013302947864219587
1,l2,2,0.20088309392599082,0.3720930218696594,0.0031387983425936066
1,l2,3,0.3756586377388565,0.3488371968269348,0.005869666214669633
1,l2,4,2.004439391478534,0.1190476194024086,0.031319365491852096
5,l1,all,0.24727951924638622,0.4453125,0.0038637424882247847
5,l1,2,0.017646769983871637,0.5581395626068115,0.0002757307809979943
5,l1,3,0.05559941227795174,0.3720930218696594,0.0008687408168429959
5,l1,4,0.6786236339590246,0.4047619104385376,0.01060349428060976
5,l2,all,2.276595744680851,0.15625,0.0355718085106383
5,l2,2,0.7670301528606124,0.23255814611911774,0.011984846138447068
5,l2,3,1.4501777141540542,0.11627907305955887,0.022659026783657096
5,l2,4,4.668198024702816,0.1190476194024086,0.0729405941359815
10,l1,all,0.40579827838232907,0.3828125,0.006340598099723892
10,l1,2,0.025140603812639047,0.4883720874786377,0.0003928219345724851
10,l1,3,0.09887025922470548,0.3488371968269348,0.001544847800386023
10,l1,4,1.109755060055531,0.3095238208770752,0.017339922813367672
10,l2,all,4.420903037193439,0.078125,0.06907660995614748
10,l2,2,2.256127455609233,0.11627907305955887,0.03525199149389426
10,l2,3,3.1067984634618946,0.04651162773370743,0.0485437259915921
10,l2,4,7.982613672397658,0.0714285746216774,0.12472833863121341
20,l1,all,0.8592658762384278,0.34375,0.013426029316225434
20,l1,2,0.046655158998455154,0.44186046719551086,0.0007289868593508618
20,l1,3,0.2385939996449494,0.3255814015865326,0.0037280312444523344
20,l1,4,2.3266742461155325,0.261904776096344,0.036354285095555196
20,l2,all,9.042715608250772,0.0390625,0.1412924313789183
20,l2,2,6.417380859751238,0.023255813866853714,0.10027157593361309
20,l2,3,8.117755929156075,0.04651162773370743,0.12683993639306368
20,l2,4,12.677540855549626,0.0476190485060215,0.1980865758679629
40,l1,all,1.6015916842618159,0.2265625,0.025024870066590873
40,l1,2,0.1411741598709731,0.302325576543808,0.0022058462479839546
40,l1,3,0.5419734014224686,0.1627907007932663,0.008468334397226072
40,l1,4,4.181628344045105,0.2142857164144516,0.06533794287570477
40,l2,all,15.1461750852688,0.015625,0.236658985707325
40,l2,2,13.114209200342964,0.0,0.20490951875535882
40,l2,3,14.168180667872832,0.023255813866853714,0.221377822935513
40,l2,4,18.227801109074456,0.02380952425301075,0.28480939232928837
60,l1,all,1.8815981809322722,0.140625,0.029399971577066752
60,l1,2,0.23013321951569587,0.1860465109348297,0.003595831554932748
60,l1,3,0.7082881651060808,0.11627907305955887,0.011067002579782513
60,l1,4,4.773629705252248,0.1190476194024086,0.07458796414456638
60,l2,all,17.63472470358941,0.0,0.2755425734935845
60,l2,2,15.896838916566887,0.0,0.2483881080713576
60,l2,3,16.883124143062727,0.0,0.2637988147353551
60,l2,4,20.183484535604073,0.0,0.31536694586881364
80,l1,all,2.0734123761572194,0.125,0.03239706837745655
80,l1,2,0.27026149098586977,0.1860465109348297,0.004222835796654215
80,l1,3,0.7752491964147444,0.06976744532585144,0.012113268693980382
80,l1,4,5.248567252140421,0.1190476194024086,0.08200886331469408
80,l2,all,19.084131882410265,0.0,0.2981895606626604
80,l2,2,17.652329925099433,0.0,0.27581765507967865
80,l2,3,18.596552987524127,0.0,0.2905711404300645
80,l2,4,21.049212278707163,0.0,0.3288939418547994
100,l1,all,2.2209680038980024,0.109375,0.03470262506090629
100,l1,2,0.30072029945118245,0.13953489065170288,0.004698754678924726
100,l1,3,0.8260138771902655,0.06976744532585144,0.012906466831097899
100,l1,4,5.6151032119848105,0.1190476194024086,0.08773598768726266
100,l2,all,20.65892480103947,0.0,0.3227957000162417
100,l2,2,19.302907260029237,0.0,0.3016079259379568
100,l2,3,20.365339507688358,0.0,0.3182084298076306
100,l2,4,22.347803893361796,0.0,0.34918443583377806
