epoch,layer,shift,mean_spikes_per_neuron_s,dead_neuron_fraction,spike_occupancy
1,l1,all,0.15942780907204268,0.4140625,0.002491059516750667
1,l1,2,0.020739249443253192,0.4651162922382355,0.00032405077255083113
1,l1,3,0.06861602741331642,0.39534884691238403,0.001072125428333069
1,l1,4,0.3943924441997374,0.380952388048172,0.006162381940620897
1,l2,all,0.9003112955825674,0.1484375,0.014067363993477616
1,l2,2,0.22239535573190658,0.1860465109348297,0.0034749274333110403
1,l2,3,0.35896551961886114,0.20930232107639313,0.005608836244044705
1,l2,4,2.1486030522496575,0.0476190485060215,0.0335719226914009
5,l1,all,0.34220278683664396,0.375,0.005346918544322562
5,l1,2,0.023828073828418565,0.41860464215278625,0.00037231365356904007
5,l1,3,0.1103151566130489,0.3720930218696594,0.001723674322078889
5,l1,4,0.9055666144311267,0.3333333432674408,0.014149478350486355
5,l2,all,3.0910168989030535,0.109375,0.04829713904536021
5,l2,2,1.2979681327091335,0.13953489065170288,0.02028075207358021
5,l2,3,1.743861995739077,0.1860465109348297,0.02724784368342308
5,l2,4,6.305987322293281,0.0,0.09853105191083252
10,l1,all,0.5768603616958198,0.3203125,0.009013443151497184
10,l1,2,0.03331517729714077,0.3720930218696594,0.0005205496452678246
10,l1,3,0.16878218961796482,0.302325576543808,0.0026372217127807003
10,l1,4,1.5511414171360807,0.2857142984867096,0.02423658464275126
10,l2,all,5.627631188852654,0.078125,0.08793173732582271
10,l2,2,3.2306896765697504,0.09302325546741486,0.05047952619640235
10,l2,3,3.9867897599955873,0.11627907305955887,0.06229358999993105
10,l2,4,9.761551819067384,0.02380952425301075,0.15252424717292787
20,l1,all,1.3715535131930032,0.2109375,0.021430523643640675
20,l1,2,0.06883665772654252,0.20930232107639313,0.0010755727769772268
20,l1,3,0.4123580554195768,0.1860465109348297,0.006443094615930888
20,l1,4,3.6873208815100305,0.2380952388048172,0.057614388773594226
20,l2,all,12.707604506374148,0.015625,0.19855632041209606
20,l2,2,9.713690800405407,0.0,0.1517764187563345
20,l2,3,11.564779128372368,0.023255813866853714,0.18069967388081826
20,l2,4,16.94283737805825,0.02380952425301075,0.26473183403216016
40,l1,all,2.465979839905129,0.15625,0.03853093499851764
40,l1,2,0.2221747254186805,0.1627907007932663,0.0034714800846668828
40,l1,3,0.8509711181130593,0.11627907305955887,0.01329642372051655
40,l1,4,6.4166701960950405,0.190476194024086,0.10026047181398501
40,l2,all,18.49614586421583,0.0078125,0.28900227912837234
40,l2,2,16.31406725087735,0.0,0.2549073007949586
40,l2,3,17.650866318714275,0.0,0.27579478622991055
40,l2,4,21.595583979218727,0.02380952425301075,0.3374309996752926
60,l1,all,2.8553957900978357,0.140625,0.04461555922027868
60,l1,2,0.3521259799088521,0.1860465109348297,0.005501968436075814
60,l1,3,1.076234667916905,0.06976744532585144,0.01681616668620164
60,l1,4,7.239789363714653,0.1666666716337204,0.11312170880804145
60,l2,all,20.675214942187964,0.0078125,0.32305023347168693
60,l2,2,18.86631871427685,0.0,0.2947862299105758
60,l2,3,20.06279690290198,0.0,0.31348120160784343
60,l2,4,23.15417954908023,0.02380952425301075,0.3617840554543786
80,l1,all,3.0197153868959385,0.109375,0.04718305292024904
80,l1,2,0.4220657892015251,0.13953489065170288,0.00659477795627383
80,l1,3,1.2101572680451465,0.06976744532585144,0.018908707313205413
80,l1,4,7.531856620501744,0.1190476194024086,0.11768525969533974
80,l2,all,21.578342721612806,0.0078125,0.3371616050252001
80,l2,2,19.88673391294755,0.0,0.3107302173898055
80,l2,3,21.08563903501817,0.0,0.3294631099221589
80,l2,4,23.814662657236035,0.02380952425301075,0.37210410401931304
100,l1,all,3.1467536317817966,0.09375,0.04916802549659057
100,l1,2,0.46398554871448366,0.11627907305955887,0.007249774198663807
100,l1,3,1.2909079626858984,0.06976744532585144,0.020170436916967162
100,l1,4,7.79342961613937,0.095238097012043,0.12177233775217766
100,l2,all,22.80158612511118,0.0,0.35627478320486217
100,l2,2,20.760429953322898,0.0,0.3243817180206703
100,l2,3,22.532311998841692,0.0,0.35206737498190144
100,l2,4,25.16702666836079,0.0,0.39323479169313735
