epoch,layer,shift,mean_spikes_per_neuron_s,dead_neuron_fraction,spike_occupancy
1,l1,all,0.1679189807252532,0.453125,0.002623734073832081
1,l1,2,0.017747658084073453,0.6279069781303406,0.0002773071575636477
1,l1,3,0.057619109122265866,0.39534884691238403,0.0009002985800354042
1,l1,4,0.43459187007047184,0.3333333432674408,0.0067904979698511225
1,l2,all,1.033077425677883,0.1953125,0.01614183477621692
1,l2,2,0.2749671410011928,0.302325576543808,0.004296361578143637
1,l2,3,0.49863625658129657,0.20930232107639313,0.007791191509082759
1,l2,4,2.356403914064809,0.0714285746216774,0.03681881115726264
5,l1,all,0.32015681149951,0.453125,0.005002450179679843
5,l1,2,0.018720132499639122,0.6279069781303406,0.0002925020703068613
5,l1,3,0.09141259506317286,0.39534884691238403,0.0014283217978620759
5,l1,4,0.862961061588961,0.3333333432674408,0.013483766587327516
5,l2,all,3.0403462920614177,0.1640625,0.04750541081345965
5,l2,2,1.2678635192937404,0.27906978130340576,0.019810367488964694
5,l2,3,1.8875728406129628,0.1627907007932663,0.029493325634577544
5,l2,4,6.035251473996982,0.0476190485060215,0.09430080428120284
10,l1,all,0.5303822280300555,0.3984375,0.008287222312969618
10,l1,2,0.027715520843621555,0.604651153087616,0.0004330550131815868
10,l1,3,0.1514628902243529,0.302325576543808,0.002366607659755514
10,l1,4,1.4329584169505765,0.2857142984867096,0.022389975264852757
10,l2,all,5.696504410323424,0.078125,0.0890078814113035
10,l2,2,3.2862341688002856,0.1627907007932663,0.05134740888750446
10,l2,3,4.1668097520949985,0.04651162773370743,0.06510640237648435
10,l2,4,9.73027799816431,0.02380952425301075,0.15203559372131734
20,l1,all,1.0666448872917347,0.359375,0.016666326363933354
20,l1,2,0.04813748357050059,0.4883720874786377,0.0007521481807890718
20,l1,3,0.3386642152207441,0.302325576543808,0.005291628362824126
20,l1,4,2.854716012507584,0.2857142984867096,0.044604937695431
20,l2,all,10.775400196014374,0.0390625,0.1683656280627246
20,l2,2,7.75256604088951,0.04651162773370743,0.1211338443888986
20,l2,3,10.335944325839709,0.04651162773370743,0.16149913009124545
20,l2,4,14.32012569810675,0.02380952425301075,0.22375196403291797
40,l1,all,2.095720352825874,0.1953125,0.03274563051290428
40,l1,2,0.20300403424933333,0.23255814611911774,0.0031719380351458333
40,l1,3,0.7322732349209484,0.1627907007932663,0.011441769295639819
40,l1,4,5.429411490175946,0.190476194024086,0.08483455453399916
40,l2,all,17.186703691604052,0.015625,0.2685422451813133
40,l2,2,15.34370132879512,0.0,0.23974533326242375
40,l2,3,17.425525933917324,0.023255813866853714,0.2722738427174582
40,l2,4,18.829078576873414,0.02380952425301075,0.2942043527636471
60,l1,all,2.4627572688663837,0.15625,0.038480582326037245
60,l1,2,0.3104624571693397,0.1860465109348297,0.0048509758932709325
60,l1,3,0.9770936690396056,0.11627907305955887,0.015267088578743837
60,l1,4,6.187333737807439,0.1666666716337204,0.09667708965324123
60,l2,all,19.399624305782424,0.0,0.3031191297778504
60,l2,2,17.81402946293581,0.0,0.27834421035837204
60,l2,3,19.589281508550936,0.0,0.3060825235711084
60,l2,4,20.828798556338576,0.0,0.32544997744279025
80,l1,all,2.70499836654688,0.1171875,0.042265599477295
80,l1,2,0.4154896940504319,0.13953489065170288,0.0064920264695379985
80,l1,3,1.1334189313417868,0.09302325546741486,0.01770967080221542
80,l1,4,6.658017143479411,0.1190476194024086,0.10403151786686579
80,l2,all,21.116301862136556,0.0,0.3299422165958837
80,l2,2,19.76116636150217,0.0,0.3087682243984714
80,l2,3,21.300836479946515,0.0,0.3328255699991643
80,l2,4,22.314774194552044,0.0,0.3486683467898757
100,l1,all,2.879859523031689,0.1171875,0.04499780504737014
100,l1,2,0.4962050705423824,0.13953489065170288,0.007753204227224725
100,l1,3,1.263487384423695,0.09302325546741486,0.019741990381620233
100,l1,4,6.975124842488449,0.1190476194024086,0.10898632566388201
100,l2,all,22.241016007840575,0.0,0.347515875122509
100,l2,2,20.821649711676532,0.0,0.3253382767449458
100,l2,3,22.397058264892912,0.0,0.34995403538895176
100,l2,4,23.534419190740653,0.0,0.3677252998553227
